preamble,stimulus,item,category,rank,score,params,model
Cards,are toys.,cards,toy,54,-14.162384033203125,13546682,google_electra-small-generator
A mitt,is a toy.,mitt,toy,55,-8.985479354858398,13546682,google_electra-small-generator
A horse,is a toy.,horse,toy,56,-7.516833305358887,13546682,google_electra-small-generator
A gun,is a toy.,gun,toy,57,-6.857522964477539,13546682,google_electra-small-generator
Animals,are toys.,animals,toy,58,-10.661933898925781,13546682,google_electra-small-generator
A tennis racket,is a toy.,tennis racket,toy,59,-5.973093032836914,13546682,google_electra-small-generator
Books,are toys.,books,toy,60,-16.521005630493164,13546682,google_electra-small-generator
A robin,is a bird.,robin,bird,1,-6.00120735168457,13546682,google_electra-small-generator
A sparrow,is a bird.,sparrow,bird,2,-2.508913040161133,13546682,google_electra-small-generator
A bluejay,is a bird.,bluejay,bird,3,-7.236139297485352,13546682,google_electra-small-generator
A bluebird,is a bird.,bluebird,bird,4,-3.4454641342163086,13546682,google_electra-small-generator
A canary,is a bird.,canary,bird,5,-5.306703567504883,13546682,google_electra-small-generator
A blackbird,is a bird.,blackbird,bird,6,-2.9603395462036133,13546682,google_electra-small-generator
A dove,is a bird.,dove,bird,7,-5.140377998352051,13546682,google_electra-small-generator
A lark,is a bird.,lark,bird,8,-7.0583295822143555,13546682,google_electra-small-generator
A swallow,is a bird.,swallow,bird,9,-12.232126235961914,13546682,google_electra-small-generator
A parakeet,is a bird.,parakeet,bird,10,-9.48425579071045,13546682,google_electra-small-generator
An oriole,is a bird.,oriole,bird,11,-7.136004447937012,13546682,google_electra-small-generator
A mockingbird,is a bird.,mockingbird,bird,12,-3.7684412002563477,13546682,google_electra-small-generator
A redbird,is a bird.,redbird,bird,13,-4.015872955322266,13546682,google_electra-small-generator
A wren,is a bird.,wren,bird,14,-12.200248718261719,13546682,google_electra-small-generator
A finch,is a bird.,finch,bird,15,-5.1501359939575195,13546682,google_electra-small-generator
A starling,is a bird.,starling,bird,16,-9.390326499938965,13546682,google_electra-small-generator
A cardinal,is a bird.,cardinal,bird,17,-11.658784866333008,13546682,google_electra-small-generator
An eagle,is a bird.,eagle,bird,18,-2.986050605773926,13546682,google_electra-small-generator
A hummingbird,is a bird.,hummingbird,bird,19,-3.5583019256591797,13546682,google_electra-small-generator
A seagull,is a bird.,seagull,bird,20,-5.304224014282227,13546682,google_electra-small-generator
A woodpecker,is a bird.,woodpecker,bird,21,-6.184624671936035,13546682,google_electra-small-generator
A pigeon,is a bird.,pigeon,bird,22,-3.069671630859375,13546682,google_electra-small-generator
A thrush,is a bird.,thrush,bird,23,-10.38053035736084,13546682,google_electra-small-generator
A falcon,is a bird.,falcon,bird,24,-4.3787841796875,13546682,google_electra-small-generator
A crow,is a bird.,crow,bird,25,-4.333470344543457,13546682,google_electra-small-generator
A hawk,is a bird.,hawk,bird,26,-4.321756362915039,13546682,google_electra-small-generator
A raven,is a bird.,raven,bird,27,-7.412200450897217,13546682,google_electra-small-generator
A goldfinch,is a bird.,goldfinch,bird,28,-9.831487655639648,13546682,google_electra-small-generator
A parrot,is a bird.,parrot,bird,29,-4.472995758056641,13546682,google_electra-small-generator
A sandpiper,is a bird.,sandpiper,bird,30,-7.638894557952881,13546682,google_electra-small-generator
A pheasant,is a bird.,pheasant,bird,31,-7.294842720031738,13546682,google_electra-small-generator
A catbird,is a bird.,catbird,bird,32,-3.2719154357910156,13546682,google_electra-small-generator
A crane,is a bird.,crane,bird,33,-9.029463291168213,13546682,google_electra-small-generator
An albatross,is a bird.,albatross,bird,34,-6.994537830352783,13546682,google_electra-small-generator
A condor,is a bird.,condor,bird,35,-3.825399398803711,13546682,google_electra-small-generator
A toucan,is a bird.,toucan,bird,36,-6.607006072998047,13546682,google_electra-small-generator
An owl,is a bird.,owl,bird,37,-3.217745780944824,13546682,google_electra-small-generator
A pelican,is a bird.,pelican,bird,38,-6.570361614227295,13546682,google_electra-small-generator
A goose,is a bird.,goose,bird,39,-5.093841552734375,13546682,google_electra-small-generator
A vulture,is a bird.,vulture,bird,40,-3.293881416320801,13546682,google_electra-small-generator
A stork,is a bird.,stork,bird,41,-5.13458251953125,13546682,google_electra-small-generator
A buzzard,is a bird.,buzzard,bird,42,-12.738988876342773,13546682,google_electra-small-generator
A swan,is a bird.,swan,bird,43,-4.551613807678223,13546682,google_electra-small-generator
A flamingo,is a bird.,flamingo,bird,44,-9.308246612548828,13546682,google_electra-small-generator
A duck,is a bird.,duck,bird,45,-4.727978706359863,13546682,google_electra-small-generator
A peacock,is a bird.,peacock,bird,46,-3.040276527404785,13546682,google_electra-small-generator
An egret,is a bird.,egret,bird,47,-7.758761882781982,13546682,google_electra-small-generator
A chicken,is a bird.,chicken,bird,48,-5.906698226928711,13546682,google_electra-small-generator
A turkey,is a bird.,turkey,bird,49,-7.430863380432129,13546682,google_electra-small-generator
An ostrich,is a bird.,ostrich,bird,50,-8.286884307861328,13546682,google_electra-small-generator
A titmouse,is a bird.,titmouse,bird,51,-5.882554054260254,13546682,google_electra-small-generator
An emu,is a bird.,emu,bird,52,-10.259806632995605,13546682,google_electra-small-generator
A penguin,is a bird.,penguin,bird,53,-6.279850006103516,13546682,google_electra-small-generator
A bat,is a bird.,bat,bird,54,-8.733314037322998,13546682,google_electra-small-generator
Football,is a sport.,football,sport,1,-2.2610015869140625,13546682,google_electra-small-generator
Baseball,is a sport.,baseball,sport,2,-2.6111888885498047,13546682,google_electra-small-generator
Basketball,is a sport.,basketball,sport,3,-2.1344757080078125,13546682,google_electra-small-generator
Tennis,is a sport.,tennis,sport,4,-2.4253063201904297,13546682,google_electra-small-generator
Softball,is a sport.,softball,sport,5,-1.7304573059082031,13546682,google_electra-small-generator
Canoeing,is a sport.,canoeing,sport,6,-2.2903594970703125,13546682,google_electra-small-generator
Handball,is a sport.,handball,sport,7,-2.3566017150878906,13546682,google_electra-small-generator
Rugby,is a sport.,rugby,sport,8,-1.8673629760742188,13546682,google_electra-small-generator
Hockey,is a sport.,hockey,sport,9,-2.353793144226074,13546682,google_electra-small-generator
Ice hockey,is a sport.,ice hockey,sport,10,-2.754054069519043,13546682,google_electra-small-generator
Swimming,is a sport.,swimming,sport,11,-2.230748176574707,13546682,google_electra-small-generator
Track,is a sport.,track,sport,12,-7.095975399017334,13546682,google_electra-small-generator
Boxing,is a sport.,boxing,sport,13,-1.5025577545166016,13546682,google_electra-small-generator
Volleyball,is a sport.,volleyball,sport,14,-1.6807165145874023,13546682,google_electra-small-generator
Lacrosse,is a sport.,lacrosse,sport,15,-1.8063526153564453,13546682,google_electra-small-generator
Skiing,is a sport.,skiing,sport,16,-2.6071109771728516,13546682,google_electra-small-generator
Golf,is a sport.,golf,sport,17,-2.364879608154297,13546682,google_electra-small-generator
Polo,is a sport.,polo,sport,18,-2.513643264770508,13546682,google_electra-small-generator
Surfing,is a sport.,surfing,sport,19,-2.1026554107666016,13546682,google_electra-small-generator
Wrestling,is a sport.,wrestling,sport,20,-2.0173139572143555,13546682,google_electra-small-generator
Gymnastics,is a sport.,gymnastics,sport,21,-2.2164840698242188,13546682,google_electra-small-generator
Cricket,is a sport.,cricket,sport,22,-2.0176477432250977,13546682,google_electra-small-generator
Squash,is a sport.,squash,sport,23,-4.478531837463379,13546682,google_electra-small-generator
Badminton,is a sport.,badminton,sport,24,-2.0445785522460938,13546682,google_electra-small-generator
Racing,is a sport.,racing,sport,25,-2.170945167541504,13546682,google_electra-small-generator
Pole vault,is a sport.,pole vault,sport,26,-5.527811050415039,13546682,google_electra-small-generator
Fencing,is a sport.,fencing,sport,27,-3.0630407333374023,13546682,google_electra-small-generator
Bowling,is a sport.,bowling,sport,28,-2.6364517211914062,13546682,google_electra-small-generator
Water skiing,is a sport.,water skiing,sport,29,-2.4704694747924805,13546682,google_electra-small-generator
Ice skating,is a sport.,ice skating,sport,30,-2.364171028137207,13546682,google_electra-small-generator
Jai alai,is a sport.,jai alai,sport,31,-10.426319122314453,13546682,google_electra-small-generator
Skating,is a sport.,skating,sport,32,-2.420513153076172,13546682,google_electra-small-generator
Skindiving,is a sport.,skindiving,sport,33,-3.0933847427368164,13546682,google_electra-small-generator
Sailing,is a sport.,sailing,sport,34,-1.833003044128418,13546682,google_electra-small-generator
Diving,is a sport.,diving,sport,35,-2.403963088989258,13546682,google_electra-small-generator
Archery,is a sport.,archery,sport,36,-2.0497560501098633,13546682,google_electra-small-generator
Judo,is a sport.,judo,sport,37,-1.126443862915039,13546682,google_electra-small-generator
Car racing,is a sport.,car racing,sport,38,-2.0920181274414062,13546682,google_electra-small-generator
Ping pong,is a sport.,ping pong,sport,39,-1.9563894271850586,13546682,google_electra-small-generator
Rowing,is a sport.,rowing,sport,40,-1.9605712890625,13546682,google_electra-small-generator
Fishing,is a sport.,fishing,sport,41,-2.4503393173217773,13546682,google_electra-small-generator
Horseback riding,is a sport.,horseback riding,sport,42,-2.1245059967041016,13546682,google_electra-small-generator
Running,is a sport.,running,sport,43,-2.534414291381836,13546682,google_electra-small-generator
Horse racing,is a sport.,horse racing,sport,44,-1.9700698852539062,13546682,google_electra-small-generator
Hiking,is a sport.,hiking,sport,45,-2.7827491760253906,13546682,google_electra-small-generator
Weight lifting,is a sport.,weight lifting,sport,46,-2.6167173385620117,13546682,google_electra-small-generator
Croquet,is a sport.,croquet,sport,47,-4.250119209289551,13546682,google_electra-small-generator
Horseshoes,is a sport.,horseshoes,sport,48,-6.187021255493164,13546682,google_electra-small-generator
Boating,is a sport.,boating,sport,49,-1.8530702590942383,13546682,google_electra-small-generator
Pool,is a sport.,pool,sport,50,-5.391413688659668,13546682,google_electra-small-generator
Billiards,is a sport.,billiards,sport,51,-8.199567794799805,13546682,google_electra-small-generator
Hunting,is a sport.,hunting,sport,52,-2.317798614501953,13546682,google_electra-small-generator
Jump rope,is a sport.,jump rope,sport,53,-4.899456977844238,13546682,google_electra-small-generator
Camping,is a sport.,camping,sport,54,-3.1074094772338867,13546682,google_electra-small-generator
Chess,is a sport.,chess,sport,55,-2.0061750411987305,13546682,google_electra-small-generator
Dancing,is a sport.,dancing,sport,56,-2.2308950424194336,13546682,google_electra-small-generator
Checkers,is a sport.,checkers,sport,57,-8.66135025024414,13546682,google_electra-small-generator
Cards,is a sport.,cards,sport,58,-7.805842399597168,13546682,google_electra-small-generator
Sunbathing,is a sport.,sunbathing,sport,59,-2.9062623977661133,13546682,google_electra-small-generator
Pea,is a vegetable.,pea,vegetable,1,-6.668115139007568,13546682,google_electra-small-generator
Carrot,is a vegetable.,carrot,vegetable,2,-4.577669143676758,13546682,google_electra-small-generator
Green bean,is a vegetable.,green bean,vegetable,3,-5.168452262878418,13546682,google_electra-small-generator
String bean,is a vegetable.,string bean,vegetable,4,-5.052382469177246,13546682,google_electra-small-generator
Spinach,is a vegetable.,spinach,vegetable,5,-7.240954875946045,13546682,google_electra-small-generator
Broccoli,is a vegetable.,broccoli,vegetable,6,-4.257681846618652,13546682,google_electra-small-generator
Asparagus,is a vegetable.,asparagus,vegetable,7,-4.679021835327148,13546682,google_electra-small-generator
Corn,is a vegetable.,corn,vegetable,8,-3.3905105590820312,13546682,google_electra-small-generator
Cauliflower,is a vegetable.,cauliflower,vegetable,9,-4.1890974044799805,13546682,google_electra-small-generator
Brussels sprouts,are vegetables.,brussels sprouts,vegetable,10,-17.693443298339844,13546682,google_electra-small-generator
Squash,is a vegetable.,squash,vegetable,11,-4.1590070724487305,13546682,google_electra-small-generator
Lettuce,is a vegetable.,lettuce,vegetable,12,-5.871391296386719,13546682,google_electra-small-generator
Celery,is a vegetable.,celery,vegetable,13,-8.381577014923096,13546682,google_electra-small-generator
Cucumber,is a vegetable.,cucumber,vegetable,14,-4.937209129333496,13546682,google_electra-small-generator
Beet,is a vegetable.,beet,vegetable,15,-9.177682876586914,13546682,google_electra-small-generator
Green,is a vegetable.,green,vegetable,16,-9.70077133178711,13546682,google_electra-small-generator
Tomato,is a vegetable.,tomato,vegetable,17,-4.742669105529785,13546682,google_electra-small-generator
Lima bean,is a vegetable.,lima bean,vegetable,18,-5.331062316894531,13546682,google_electra-small-generator
Artichoke,is a vegetable.,artichoke,vegetable,19,-8.77900505065918,13546682,google_electra-small-generator
Turnip,is a vegetable.,turnip,vegetable,20,-9.051108360290527,13546682,google_electra-small-generator
Eggplant,is a vegetable.,eggplant,vegetable,21,-5.006381034851074,13546682,google_electra-small-generator
Romaine,is a vegetable.,romaine,vegetable,22,-7.624086380004883,13546682,google_electra-small-generator
Green pepper,is a vegetable.,green pepper,vegetable,23,-11.948415756225586,13546682,google_electra-small-generator
Okra,is a vegetable.,okra,vegetable,24,-10.021503448486328,13546682,google_electra-small-generator
Radish,is a vegetable.,radish,vegetable,25,-8.557160377502441,13546682,google_electra-small-generator
Onion,is a vegetable.,onion,vegetable,26,-4.526730537414551,13546682,google_electra-small-generator
Bean,is a vegetable.,bean,vegetable,27,-4.941871643066406,13546682,google_electra-small-generator
Green onion,is a vegetable.,green onion,vegetable,28,-5.270737648010254,13546682,google_electra-small-generator
Potato,is a vegetable.,potato,vegetable,29,-4.219150543212891,13546682,google_electra-small-generator
Parsnip,is a vegetable.,parsnip,vegetable,30,-10.094433784484863,13546682,google_electra-small-generator
Turnip green,is a vegetable.,turnip green,vegetable,31,-6.400875568389893,13546682,google_electra-small-generator
Collard,is a vegetable.,collard,vegetable,32,-10.133641242980957,13546682,google_electra-small-generator
Wax bean,is a vegetable.,wax bean,vegetable,33,-4.56707763671875,13546682,google_electra-small-generator
Watercress,is a vegetable.,watercress,vegetable,34,-5.932506561279297,13546682,google_electra-small-generator
Black eyed pea,is a vegetable.,black eyed pea,vegetable,35,-7.166135787963867,13546682,google_electra-small-generator
Leek,is a vegetable.,leek,vegetable,36,-10.666664123535156,13546682,google_electra-small-generator
Pepper,is a vegetable.,pepper,vegetable,37,-9.138367652893066,13546682,google_electra-small-generator
Sweet potato,is a vegetable.,sweet potato,vegetable,38,-6.245880126953125,13546682,google_electra-small-generator
Yam,is a vegetable.,yam,vegetable,39,-8.523117542266846,13546682,google_electra-small-generator
Parsley,is a vegetable.,parsley,vegetable,40,-7.53219747543335,13546682,google_electra-small-generator
Endive,is a vegetable.,endive,vegetable,41,-10.017930030822754,13546682,google_electra-small-generator
Rutabaga,is a vegetable.,rutabaga,vegetable,42,-7.9047698974609375,13546682,google_electra-small-generator
Mushroom,is a vegetable.,mushroom,vegetable,43,-4.540793418884277,13546682,google_electra-small-generator
Avocado,is a vegetable.,avocado,vegetable,44,-6.816047668457031,13546682,google_electra-small-generator
Rhubarb,is a vegetable.,rhubarb,vegetable,45,-8.802387237548828,13546682,google_electra-small-generator
Kale,is a vegetable.,kale,vegetable,46,-8.054790496826172,13546682,google_electra-small-generator
Escarole,is a vegetable.,escarole,vegetable,47,-7.443005084991455,13546682,google_electra-small-generator
Sauerkraut,is a vegetable.,sauerkraut,vegetable,48,-6.793570518493652,13546682,google_electra-small-generator
Pickle,is a vegetable.,pickle,vegetable,49,-9.029052734375,13546682,google_electra-small-generator
Baked bean,is a vegetable.,baked bean,vegetable,50,-5.205336570739746,13546682,google_electra-small-generator
Pumpkin,is a vegetable.,pumpkin,vegetable,51,-5.5380859375,13546682,google_electra-small-generator
Seaweed,is a vegetable.,seaweed,vegetable,52,-4.194794654846191,13546682,google_electra-small-generator
Garlic,is a vegetable.,garlic,vegetable,53,-5.818205833435059,13546682,google_electra-small-generator
Dandelion,is a vegetable.,dandelion,vegetable,54,-8.294805526733398,13546682,google_electra-small-generator
Peanut,is a vegetable.,peanut,vegetable,55,-7.516392707824707,13546682,google_electra-small-generator
Rice,is a vegetable.,rice,vegetable,56,-3.784914016723633,13546682,google_electra-small-generator
A saw,is a tool.,saw,tool,1,-7.7577385902404785,13546682,google_electra-small-generator
A hammer,is a tool.,hammer,tool,2,-4.206579208374023,13546682,google_electra-small-generator
A ruler,is a tool.,ruler,tool,3,-8.615330696105957,13546682,google_electra-small-generator
A screwdriver,is a tool.,screwdriver,tool,4,-2.373288154602051,13546682,google_electra-small-generator
A drill,is a tool.,drill,tool,5,-5.177457809448242,13546682,google_electra-small-generator
A nail,is a tool.,nail,tool,6,-6.512724876403809,13546682,google_electra-small-generator
A tape measure,is a tool.,tape measure,tool,7,-5.786521911621094,13546682,google_electra-small-generator
A sawhorse,is a tool.,sawhorse,tool,8,-5.1092376708984375,13546682,google_electra-small-generator
A sandpaper,is a tool.,sandpaper,tool,9,-4.482409477233887,13546682,google_electra-small-generator
A sander,is a tool.,sander,tool,10,-4.425217628479004,13546682,google_electra-small-generator
A level,is a tool.,level,tool,11,-12.914141654968262,13546682,google_electra-small-generator
A plane,is a tool.,plane,tool,12,-9.559879302978516,13546682,google_electra-small-generator
A file,is a tool.,file,tool,13,-8.82105827331543,13546682,google_electra-small-generator
A toolbox,is a tool.,toolbox,tool,14,-2.26699161529541,13546682,google_electra-small-generator
A t-square,is a tool.,T-square,tool,15,-7.818154811859131,13546682,google_electra-small-generator
A chisel,is a tool.,chisel,tool,16,-4.37962532043457,13546682,google_electra-small-generator
A rasp,is a tool.,rasp,tool,17,-7.510955810546875,13546682,google_electra-small-generator
A pencil,is a tool.,pencil,tool,18,-4.833988189697266,13546682,google_electra-small-generator
A hacksaw,is a tool.,hacksaw,tool,19,-3.669308662414551,13546682,google_electra-small-generator
A square,is a tool.,square,tool,20,-12.233175277709961,13546682,google_electra-small-generator
A bench,is a tool.,bench,tool,21,-9.989726066589355,13546682,google_electra-small-generator
A plier,is a tool.,plier,tool,22,-4.577524185180664,13546682,google_electra-small-generator
A wrench,is a tool.,wrench,tool,23,-3.4941139221191406,13546682,google_electra-small-generator
A ladder,is a tool.,ladder,tool,24,-6.678187370300293,13546682,google_electra-small-generator
A lathe,is a tool.,lathe,tool,25,-9.502582550048828,13546682,google_electra-small-generator
A vise,is a tool.,vise,tool,26,-7.9894890785217285,13546682,google_electra-small-generator
A screw,is a tool.,screw,tool,27,-5.319929122924805,13546682,google_electra-small-generator
A wood,is a tool.,wood,tool,28,-5.314530372619629,13546682,google_electra-small-generator
A wedge,is a tool.,wedge,tool,29,-7.976827144622803,13546682,google_electra-small-generator
A lumber,is a tool.,lumber,tool,30,-5.563655853271484,13546682,google_electra-small-generator
A blueprint,is a tool.,blueprint,tool,31,-4.467596054077148,13546682,google_electra-small-generator
A brace,is a tool.,brace,tool,32,-6.112879753112793,13546682,google_electra-small-generator
An awl,is a tool.,awl,tool,33,-5.485800266265869,13546682,google_electra-small-generator
A crowbar,is a tool.,crowbar,tool,34,-4.881582260131836,13546682,google_electra-small-generator
A hinge,is a tool.,hinge,tool,35,-4.748554229736328,13546682,google_electra-small-generator
A miter box,is a tool.,miter box,tool,36,-4.037641525268555,13546682,google_electra-small-generator
A knife,is a tool.,knife,tool,37,-4.837063789367676,13546682,google_electra-small-generator
A chalk,is a tool.,chalk,tool,38,-9.865697860717773,13546682,google_electra-small-generator
A nut,is a tool.,nut,tool,39,-8.702533721923828,13546682,google_electra-small-generator
A bolt,is a tool.,bolt,tool,40,-6.248083114624023,13546682,google_electra-small-generator
A plumb line,is a tool.,plumb line,tool,41,-9.524368286132812,13546682,google_electra-small-generator
A brush,is a tool.,brush,tool,42,-6.61119270324707,13546682,google_electra-small-generator
A sledge hammer,is a tool.,sledge hammer,tool,43,-3.094346046447754,13546682,google_electra-small-generator
A glue,is a tool.,glue,tool,44,-5.521489143371582,13546682,google_electra-small-generator
A paintbrush,is a tool.,paintbrush,tool,45,-3.479734420776367,13546682,google_electra-small-generator
A varnish,is a tool.,varnish,tool,46,-5.175579071044922,13546682,google_electra-small-generator
An apron,is a tool.,apron,tool,47,-7.533727169036865,13546682,google_electra-small-generator
A stapler,is a tool.,stapler,tool,48,-5.103525161743164,13546682,google_electra-small-generator
An extension cord,is a tool.,extension cord,tool,49,-4.929421424865723,13546682,google_electra-small-generator
A soldering iron,is a tool.,soldering iron,tool,50,-4.872720718383789,13546682,google_electra-small-generator
A plaster,is a tool.,plaster,tool,51,-6.318290710449219,13546682,google_electra-small-generator
A wheelbarrow,is a tool.,wheelbarrow,tool,52,-3.357034683227539,13546682,google_electra-small-generator
An axe,is a tool.,axe,tool,53,-3.5792627334594727,13546682,google_electra-small-generator
A slide rule,is a tool.,slide rule,tool,54,-7.053467750549316,13546682,google_electra-small-generator
A cement,is a tool.,cement,tool,55,-6.48243522644043,13546682,google_electra-small-generator
An anvil,is a tool.,anvil,tool,56,-3.5169601440429688,13546682,google_electra-small-generator
A hatchet,is a tool.,hatchet,tool,57,-5.300488471984863,13546682,google_electra-small-generator
A rag,is a tool.,rag,tool,58,-8.52522087097168,13546682,google_electra-small-generator
A scissor,is a tool.,scissor,tool,59,-8.161980628967285,13546682,google_electra-small-generator
A crane,is a tool.,crane,tool,60,-4.2197465896606445,13546682,google_electra-small-generator
Orange,is a fruit.,orange,fruit,1,-7.929202079772949,13546682,google_electra-small-generator
Apple,is a fruit.,apple,fruit,2,-10.706750869750977,13546682,google_electra-small-generator
Banana,is a fruit.,banana,fruit,3,-7.159844398498535,13546682,google_electra-small-generator
Peach,is a fruit.,peach,fruit,4,-7.513898849487305,13546682,google_electra-small-generator
Pear,is a fruit.,pear,fruit,5,-6.459857940673828,13546682,google_electra-small-generator
Apricot,is a fruit.,apricot,fruit,6,-9.986469745635986,13546682,google_electra-small-generator
Tangerine,is a fruit.,tangerine,fruit,7,-7.717111110687256,13546682,google_electra-small-generator
Plum,is a fruit.,plum,fruit,8,-6.494305610656738,13546682,google_electra-small-generator
Grape,is a fruit.,grape,fruit,9,-7.584840774536133,13546682,google_electra-small-generator
Nectarine,is a fruit.,nectarine,fruit,10,-7.231929779052734,13546682,google_electra-small-generator
Strawberry,is a fruit.,strawberry,fruit,11,-6.809930801391602,13546682,google_electra-small-generator
Grapefruit,is a fruit.,grapefruit,fruit,12,-8.196048736572266,13546682,google_electra-small-generator
Berry,is a fruit.,berry,fruit,13,-7.944019794464111,13546682,google_electra-small-generator
Cherry,is a fruit.,cherry,fruit,14,-7.585844039916992,13546682,google_electra-small-generator
Pineapple,is a fruit.,pineapple,fruit,15,-7.697968482971191,13546682,google_electra-small-generator
Blackberry,is a fruit.,blackberry,fruit,16,-12.181138038635254,13546682,google_electra-small-generator
Melon,is a fruit.,melon,fruit,17,-12.629744529724121,13546682,google_electra-small-generator
Blueberry,is a fruit.,blueberry,fruit,18,-7.6811065673828125,13546682,google_electra-small-generator
Raspberry,is a fruit.,raspberry,fruit,19,-8.307167053222656,13546682,google_electra-small-generator
Lemon,is a fruit.,lemon,fruit,20,-8.336746215820312,13546682,google_electra-small-generator
Black raspberry,is a fruit.,black raspberry,fruit,21,-8.958107471466064,13546682,google_electra-small-generator
Boysenberry,is a fruit.,boysenberry,fruit,22,-11.746734619140625,13546682,google_electra-small-generator
Watermelon,is a fruit.,watermelon,fruit,23,-8.95533561706543,13546682,google_electra-small-generator
Cantaloupe,is a fruit.,cantaloupe,fruit,24,-11.051206588745117,13546682,google_electra-small-generator
Lime,is a fruit.,lime,fruit,25,-8.405601501464844,13546682,google_electra-small-generator
Tangelo,is a fruit.,tangelo,fruit,26,-11.735835075378418,13546682,google_electra-small-generator
