preamble,stimulus,item,category,rank,score,params,model
A canary,is a bird.,canary,bird,5,-11.443687438964844,354824192,gpt2-medium
A blackbird,is a bird.,blackbird,bird,6,-11.648384094238281,354824192,gpt2-medium
A dove,is a bird.,dove,bird,7,-9.938713073730469,354824192,gpt2-medium
A lark,is a bird.,lark,bird,8,-11.616504669189453,354824192,gpt2-medium
A swallow,is a bird.,swallow,bird,9,-10.955886840820312,354824192,gpt2-medium
A parakeet,is a bird.,parakeet,bird,10,-9.795806884765625,354824192,gpt2-medium
An oriole,is a bird.,oriole,bird,11,-11.919628143310547,354824192,gpt2-medium
A mockingbird,is a bird.,mockingbird,bird,12,-10.365875244140625,354824192,gpt2-medium
A redbird,is a bird.,redbird,bird,13,-10.533275604248047,354824192,gpt2-medium
A wren,is a bird.,wren,bird,14,-9.531902313232422,354824192,gpt2-medium
A finch,is a bird.,finch,bird,15,-9.8538818359375,354824192,gpt2-medium
A starling,is a bird.,starling,bird,16,-9.88869857788086,354824192,gpt2-medium
A cardinal,is a bird.,cardinal,bird,17,-17.080677032470703,354824192,gpt2-medium
An eagle,is a bird.,eagle,bird,18,-11.390010833740234,354824192,gpt2-medium
A hummingbird,is a bird.,hummingbird,bird,19,-10.859539031982422,354824192,gpt2-medium
A seagull,is a bird.,seagull,bird,20,-11.517093658447266,354824192,gpt2-medium
A woodpecker,is a bird.,woodpecker,bird,21,-10.562530517578125,354824192,gpt2-medium
A pigeon,is a bird.,pigeon,bird,22,-10.312431335449219,354824192,gpt2-medium
A thrush,is a bird.,thrush,bird,23,-11.770946502685547,354824192,gpt2-medium
A falcon,is a bird.,falcon,bird,24,-10.08022689819336,354824192,gpt2-medium
A crow,is a bird.,crow,bird,25,-10.135810852050781,354824192,gpt2-medium
A hawk,is a bird.,hawk,bird,26,-10.485305786132812,354824192,gpt2-medium
A raven,is a bird.,raven,bird,27,-10.808032989501953,354824192,gpt2-medium
A goldfinch,is a bird.,goldfinch,bird,28,-10.77752685546875,354824192,gpt2-medium
A parrot,is a bird.,parrot,bird,29,-9.298587799072266,354824192,gpt2-medium
A sandpiper,is a bird.,sandpiper,bird,30,-9.951202392578125,354824192,gpt2-medium
A pheasant,is a bird.,pheasant,bird,31,-10.444149017333984,354824192,gpt2-medium
A catbird,is a bird.,catbird,bird,32,-10.60196304321289,354824192,gpt2-medium
A crane,is a bird.,crane,bird,33,-19.268291473388672,354824192,gpt2-medium
An albatross,is a bird.,albatross,bird,34,-11.33487319946289,354824192,gpt2-medium
A condor,is a bird.,condor,bird,35,-8.484882354736328,354824192,gpt2-medium
A toucan,is a bird.,toucan,bird,36,-10.34738540649414,354824192,gpt2-medium
An owl,is a bird.,owl,bird,37,-10.43310546875,354824192,gpt2-medium
A pelican,is a bird.,pelican,bird,38,-10.618171691894531,354824192,gpt2-medium
A goose,is a bird.,goose,bird,39,-10.137687683105469,354824192,gpt2-medium
A vulture,is a bird.,vulture,bird,40,-9.858169555664062,354824192,gpt2-medium
A stork,is a bird.,stork,bird,41,-9.703907012939453,354824192,gpt2-medium
A buzzard,is a bird.,buzzard,bird,42,-9.579349517822266,354824192,gpt2-medium
A swan,is a bird.,swan,bird,43,-10.586471557617188,354824192,gpt2-medium
A flamingo,is a bird.,flamingo,bird,44,-9.986373901367188,354824192,gpt2-medium
A duck,is a bird.,duck,bird,45,-10.686195373535156,354824192,gpt2-medium
A peacock,is a bird.,peacock,bird,46,-9.233051300048828,354824192,gpt2-medium
An egret,is a bird.,egret,bird,47,-10.84642219543457,354824192,gpt2-medium
A chicken,is a bird.,chicken,bird,48,-10.747360229492188,354824192,gpt2-medium
A turkey,is a bird.,turkey,bird,49,-9.530403137207031,354824192,gpt2-medium
An ostrich,is a bird.,ostrich,bird,50,-10.137741088867188,354824192,gpt2-medium
A titmouse,is a bird.,titmouse,bird,51,-11.989364624023438,354824192,gpt2-medium
An emu,is a bird.,emu,bird,52,-10.649288177490234,354824192,gpt2-medium
A penguin,is a bird.,penguin,bird,53,-13.402175903320312,354824192,gpt2-medium
A bat,is a bird.,bat,bird,54,-11.169376373291016,354824192,gpt2-medium
Football,is a sport.,football,sport,1,-9.226615905761719,354824192,gpt2-medium
Baseball,is a sport.,baseball,sport,2,-9.509963989257812,354824192,gpt2-medium
Basketball,is a sport.,basketball,sport,3,-9.442909240722656,354824192,gpt2-medium
Tennis,is a sport.,tennis,sport,4,-10.322139739990234,354824192,gpt2-medium
Softball,is a sport.,softball,sport,5,-10.674121856689453,354824192,gpt2-medium
Canoeing,is a sport.,canoeing,sport,6,-10.637794494628906,354824192,gpt2-medium
Handball,is a sport.,handball,sport,7,-10.398239135742188,354824192,gpt2-medium
Rugby,is a sport.,rugby,sport,8,-10.179920196533203,354824192,gpt2-medium
Hockey,is a sport.,hockey,sport,9,-9.168876647949219,354824192,gpt2-medium
Ice hockey,is a sport.,ice hockey,sport,10,-10.919677734375,354824192,gpt2-medium
Swimming,is a sport.,swimming,sport,11,-10.216426849365234,354824192,gpt2-medium
Track,is a sport.,track,sport,12,-20.82007598876953,354824192,gpt2-medium
Boxing,is a sport.,boxing,sport,13,-9.801109313964844,354824192,gpt2-medium
Volleyball,is a sport.,volleyball,sport,14,-9.813121795654297,354824192,gpt2-medium
Lacrosse,is a sport.,lacrosse,sport,15,-10.504486083984375,354824192,gpt2-medium
Skiing,is a sport.,skiing,sport,16,-10.310073852539062,354824192,gpt2-medium
Golf,is a sport.,golf,sport,17,-10.067520141601562,354824192,gpt2-medium
Polo,is a sport.,polo,sport,18,-12.513343811035156,354824192,gpt2-medium
Surfing,is a sport.,surfing,sport,19,-10.53243637084961,354824192,gpt2-medium
Wrestling,is a sport.,wrestling,sport,20,-9.206645965576172,354824192,gpt2-medium
Gymnastics,is a sport.,gymnastics,sport,21,-9.167572021484375,354824192,gpt2-medium
Cricket,is a sport.,cricket,sport,22,-10.376758575439453,354824192,gpt2-medium
Squash,is a sport.,squash,sport,23,-13.158348083496094,354824192,gpt2-medium
Badminton,is a sport.,badminton,sport,24,-10.015979766845703,354824192,gpt2-medium
Racing,is a sport.,racing,sport,25,-10.537773132324219,354824192,gpt2-medium
Pole vault,is a sport.,pole vault,sport,26,-13.192451477050781,354824192,gpt2-medium
Fencing,is a sport.,fencing,sport,27,-10.271377563476562,354824192,gpt2-medium
Bowling,is a sport.,bowling,sport,28,-9.615203857421875,354824192,gpt2-medium
Water skiing,is a sport.,water skiing,sport,29,-11.431259155273438,354824192,gpt2-medium
Ice skating,is a sport.,ice skating,sport,30,-11.003662109375,354824192,gpt2-medium
Jai alai,is a sport.,jai alai,sport,31,-17.208133697509766,354824192,gpt2-medium
Skating,is a sport.,skating,sport,32,-9.592704772949219,354824192,gpt2-medium
Skindiving,is a sport.,skindiving,sport,33,-13.840568542480469,354824192,gpt2-medium
Sailing,is a sport.,sailing,sport,34,-9.915428161621094,354824192,gpt2-medium
Diving,is a sport.,diving,sport,35,-12.056381225585938,354824192,gpt2-medium
Archery,is a sport.,archery,sport,36,-10.402534484863281,354824192,gpt2-medium
Judo,is a sport.,judo,sport,37,-11.262447357177734,354824192,gpt2-medium
Car racing,is a sport.,car racing,sport,38,-10.102882385253906,354824192,gpt2-medium
Ping pong,is a sport.,ping pong,sport,39,-12.229660034179688,354824192,gpt2-medium
Rowing,is a sport.,rowing,sport,40,-8.061203002929688,354824192,gpt2-medium
Fishing,is a sport.,fishing,sport,41,-10.639892578125,354824192,gpt2-medium
Horseback riding,is a sport.,horseback riding,sport,42,-9.97412109375,354824192,gpt2-medium
Running,is a sport.,running,sport,43,-13.765220642089844,354824192,gpt2-medium
Horse racing,is a sport.,horse racing,sport,44,-10.031379699707031,354824192,gpt2-medium
Hiking,is a sport.,hiking,sport,45,-11.920951843261719,354824192,gpt2-medium
Weight lifting,is a sport.,weight lifting,sport,46,-10.689399719238281,354824192,gpt2-medium
Croquet,is a sport.,croquet,sport,47,-14.459781646728516,354824192,gpt2-medium
Horseshoes,is a sport.,horseshoes,sport,48,-16.120132446289062,354824192,gpt2-medium
Boating,is a sport.,boating,sport,49,-10.980308532714844,354824192,gpt2-medium
Pool,is a sport.,pool,sport,50,-17.175899505615234,354824192,gpt2-medium
Billiards,is a sport.,billiards,sport,51,-10.848396301269531,354824192,gpt2-medium
Hunting,is a sport.,hunting,sport,52,-11.830944061279297,354824192,gpt2-medium
Jump rope,is a sport.,jump rope,sport,53,-11.537189483642578,354824192,gpt2-medium
Camping,is a sport.,camping,sport,54,-12.326583862304688,354824192,gpt2-medium
Chess,is a sport.,chess,sport,55,-10.677558898925781,354824192,gpt2-medium
Dancing,is a sport.,dancing,sport,56,-13.537521362304688,354824192,gpt2-medium
Checkers,is a sport.,checkers,sport,57,-14.544891357421875,354824192,gpt2-medium
Cards,is a sport.,cards,sport,58,-18.605960845947266,354824192,gpt2-medium
Sunbathing,is a sport.,sunbathing,sport,59,-12.305305480957031,354824192,gpt2-medium
Pea,is a vegetable.,pea,vegetable,1,-15.386604309082031,354824192,gpt2-medium
Carrot,is a vegetable.,carrot,vegetable,2,-15.705230712890625,354824192,gpt2-medium
Green bean,is a vegetable.,green bean,vegetable,3,-13.899162292480469,354824192,gpt2-medium
String bean,is a vegetable.,string bean,vegetable,4,-13.817890167236328,354824192,gpt2-medium
Spinach,is a vegetable.,spinach,vegetable,5,-11.330520629882812,354824192,gpt2-medium
Broccoli,is a vegetable.,broccoli,vegetable,6,-10.426223754882812,354824192,gpt2-medium
Asparagus,is a vegetable.,asparagus,vegetable,7,-10.649307250976562,354824192,gpt2-medium
Corn,is a vegetable.,corn,vegetable,8,-13.816272735595703,354824192,gpt2-medium
Cauliflower,is a vegetable.,cauliflower,vegetable,9,-10.08203125,354824192,gpt2-medium
Brussels sprouts,are vegetables.,brussels sprouts,vegetable,10,-12.795066833496094,354824192,gpt2-medium
Squash,is a vegetable.,squash,vegetable,11,-11.307945251464844,354824192,gpt2-medium
Lettuce,is a vegetable.,lettuce,vegetable,12,-11.30898666381836,354824192,gpt2-medium
Celery,is a vegetable.,celery,vegetable,13,-11.359333038330078,354824192,gpt2-medium
Cucumber,is a vegetable.,cucumber,vegetable,14,-12.716011047363281,354824192,gpt2-medium
Beet,is a vegetable.,beet,vegetable,15,-15.950307846069336,354824192,gpt2-medium
Green,is a vegetable.,green,vegetable,16,-18.191417694091797,354824192,gpt2-medium
Tomato,is a vegetable.,tomato,vegetable,17,-13.338008880615234,354824192,gpt2-medium
Lima bean,is a vegetable.,lima bean,vegetable,18,-14.170658111572266,354824192,gpt2-medium
Artichoke,is a vegetable.,artichoke,vegetable,19,-13.891414642333984,354824192,gpt2-medium
Turnip,is a vegetable.,turnip,vegetable,20,-15.717960357666016,354824192,gpt2-medium
Eggplant,is a vegetable.,eggplant,vegetable,21,-10.962005615234375,354824192,gpt2-medium
Romaine,is a vegetable.,romaine,vegetable,22,-18.155643463134766,354824192,gpt2-medium
Green pepper,is a vegetable.,green pepper,vegetable,23,-12.057132720947266,354824192,gpt2-medium
Okra,is a vegetable.,okra,vegetable,24,-12.286026000976562,354824192,gpt2-medium
Radish,is a vegetable.,radish,vegetable,25,-12.503761291503906,354824192,gpt2-medium
Onion,is a vegetable.,onion,vegetable,26,-12.737411499023438,354824192,gpt2-medium
Bean,is a vegetable.,bean,vegetable,27,-16.228736877441406,354824192,gpt2-medium
Green onion,is a vegetable.,green onion,vegetable,28,-11.7747802734375,354824192,gpt2-medium
Potato,is a vegetable.,potato,vegetable,29,-13.071762084960938,354824192,gpt2-medium
Parsnip,is a vegetable.,parsnip,vegetable,30,-15.915279388427734,354824192,gpt2-medium
Turnip green,is a vegetable.,turnip green,vegetable,31,-13.803413391113281,354824192,gpt2-medium
Collard,is a vegetable.,collard,vegetable,32,-14.94464111328125,354824192,gpt2-medium
Wax bean,is a vegetable.,wax bean,vegetable,33,-12.703746795654297,354824192,gpt2-medium
Watercress,is a vegetable.,watercress,vegetable,34,-12.474693298339844,354824192,gpt2-medium
Black eyed pea,is a vegetable.,black eyed pea,vegetable,35,-12.336311340332031,354824192,gpt2-medium
Leek,is a vegetable.,leek,vegetable,36,-13.470455169677734,354824192,gpt2-medium
Pepper,is a vegetable.,pepper,vegetable,37,-16.540451049804688,354824192,gpt2-medium
Sweet potato,is a vegetable.,sweet potato,vegetable,38,-11.610221862792969,354824192,gpt2-medium
Yam,is a vegetable.,yam,vegetable,39,-22.58358383178711,354824192,gpt2-medium
Parsley,is a vegetable.,parsley,vegetable,40,-11.438724517822266,354824192,gpt2-medium
Endive,is a vegetable.,endive,vegetable,41,-12.71795654296875,354824192,gpt2-medium
Rutabaga,is a vegetable.,rutabaga,vegetable,42,-15.80410385131836,354824192,gpt2-medium
Mushroom,is a vegetable.,mushroom,vegetable,43,-15.14382553100586,354824192,gpt2-medium
Avocado,is a vegetable.,avocado,vegetable,44,-11.79898452758789,354824192,gpt2-medium
Rhubarb,is a vegetable.,rhubarb,vegetable,45,-12.66012954711914,354824192,gpt2-medium
Kale,is a vegetable.,kale,vegetable,46,-10.928184509277344,354824192,gpt2-medium
Escarole,is a vegetable.,escarole,vegetable,47,-17.716503143310547,354824192,gpt2-medium
Sauerkraut,is a vegetable.,sauerkraut,vegetable,48,-11.48276138305664,354824192,gpt2-medium
Pickle,is a vegetable.,pickle,vegetable,49,-17.181575775146484,354824192,gpt2-medium
Baked bean,is a vegetable.,baked bean,vegetable,50,-16.919559478759766,354824192,gpt2-medium
Pumpkin,is a vegetable.,pumpkin,vegetable,51,-14.37374496459961,354824192,gpt2-medium
Seaweed,is a vegetable.,seaweed,vegetable,52,-12.879829406738281,354824192,gpt2-medium
Garlic,is a vegetable.,garlic,vegetable,53,-11.023181915283203,354824192,gpt2-medium
Dandelion,is a vegetable.,dandelion,vegetable,54,-15.212982177734375,354824192,gpt2-medium
Peanut,is a vegetable.,peanut,vegetable,55,-17.047489166259766,354824192,gpt2-medium
Rice,is a vegetable.,rice,vegetable,56,-12.754631042480469,354824192,gpt2-medium
A saw,is a tool.,saw,tool,1,-12.597652435302734,354824192,gpt2-medium
A hammer,is a tool.,hammer,tool,2,-12.114116668701172,354824192,gpt2-medium
A ruler,is a tool.,ruler,tool,3,-12.062461853027344,354824192,gpt2-medium
A screwdriver,is a tool.,screwdriver,tool,4,-11.190673828125,354824192,gpt2-medium
A drill,is a tool.,drill,tool,5,-14.258201599121094,354824192,gpt2-medium
A nail,is a tool.,nail,tool,6,-14.381404876708984,354824192,gpt2-medium
A tape measure,is a tool.,tape measure,tool,7,-13.16353988647461,354824192,gpt2-medium
A sawhorse,is a tool.,sawhorse,tool,8,-16.585336685180664,354824192,gpt2-medium
A sandpaper,is a tool.,sandpaper,tool,9,-15.986625671386719,354824192,gpt2-medium
A sander,is a tool.,sander,tool,10,-11.452812194824219,354824192,gpt2-medium
A level,is a tool.,level,tool,11,-17.916706085205078,354824192,gpt2-medium
A plane,is a tool.,plane,tool,12,-17.17682647705078,354824192,gpt2-medium
A file,is a tool.,file,tool,13,-18.63262939453125,354824192,gpt2-medium
A toolbox,is a tool.,toolbox,tool,14,-11.843467712402344,354824192,gpt2-medium
A t-square,is a tool.,T-square,tool,15,-13.855213165283203,354824192,gpt2-medium
A chisel,is a tool.,chisel,tool,16,-11.183250427246094,354824192,gpt2-medium
A rasp,is a tool.,rasp,tool,17,-21.109682083129883,354824192,gpt2-medium
A pencil,is a tool.,pencil,tool,18,-10.098609924316406,354824192,gpt2-medium
A hacksaw,is a tool.,hacksaw,tool,19,-11.37091064453125,354824192,gpt2-medium
A square,is a tool.,square,tool,20,-15.546852111816406,354824192,gpt2-medium
A bench,is a tool.,bench,tool,21,-22.41796875,354824192,gpt2-medium
A plier,is a tool.,plier,tool,22,-10.710826873779297,354824192,gpt2-medium
A wrench,is a tool.,wrench,tool,23,-11.200010299682617,354824192,gpt2-medium
A ladder,is a tool.,ladder,tool,24,-12.45107650756836,354824192,gpt2-medium
A lathe,is a tool.,lathe,tool,25,-11.480217933654785,354824192,gpt2-medium
A vise,is a tool.,vise,tool,26,-11.469329833984375,354824192,gpt2-medium
A screw,is a tool.,screw,tool,27,-14.46445083618164,354824192,gpt2-medium
A wood,is a tool.,wood,tool,28,-17.005558013916016,354824192,gpt2-medium
A wedge,is a tool.,wedge,tool,29,-14.495040893554688,354824192,gpt2-medium
A lumber,is a tool.,lumber,tool,30,-19.447162628173828,354824192,gpt2-medium
A blueprint,is a tool.,blueprint,tool,31,-13.303070068359375,354824192,gpt2-medium
A brace,is a tool.,brace,tool,32,-16.237637519836426,354824192,gpt2-medium
An awl,is a tool.,awl,tool,33,-11.842456817626953,354824192,gpt2-medium
A crowbar,is a tool.,crowbar,tool,34,-11.403656005859375,354824192,gpt2-medium
A hinge,is a tool.,hinge,tool,35,-14.88743782043457,354824192,gpt2-medium
A miter box,is a tool.,miter box,tool,36,-10.970195770263672,354824192,gpt2-medium
A knife,is a tool.,knife,tool,37,-11.562557220458984,354824192,gpt2-medium
A chalk,is a tool.,chalk,tool,38,-21.007339477539062,354824192,gpt2-medium
A nut,is a tool.,nut,tool,39,-15.848705291748047,354824192,gpt2-medium
A bolt,is a tool.,bolt,tool,40,-14.81003189086914,354824192,gpt2-medium
A plumb line,is a tool.,plumb line,tool,41,-13.71725845336914,354824192,gpt2-medium
A brush,is a tool.,brush,tool,42,-13.026721954345703,354824192,gpt2-medium
A sledge hammer,is a tool.,sledge hammer,tool,43,-12.256668090820312,354824192,gpt2-medium
A glue,is a tool.,glue,tool,44,-16.645950317382812,354824192,gpt2-medium
A paintbrush,is a tool.,paintbrush,tool,45,-11.438980102539062,354824192,gpt2-medium
A varnish,is a tool.,varnish,tool,46,-16.84078598022461,354824192,gpt2-medium
An apron,is a tool.,apron,tool,47,-15.494773864746094,354824192,gpt2-medium
A stapler,is a tool.,stapler,tool,48,-11.171918869018555,354824192,gpt2-medium
An extension cord,is a tool.,extension cord,tool,49,-15.042396545410156,354824192,gpt2-medium
A soldering iron,is a tool.,soldering iron,tool,50,-11.349571228027344,354824192,gpt2-medium
A plaster,is a tool.,plaster,tool,51,-18.314960479736328,354824192,gpt2-medium
A wheelbarrow,is a tool.,wheelbarrow,tool,52,-13.163402557373047,354824192,gpt2-medium
An axe,is a tool.,axe,tool,53,-12.710105895996094,354824192,gpt2-medium
A slide rule,is a tool.,slide rule,tool,54,-12.844057083129883,354824192,gpt2-medium
A cement,is a tool.,cement,tool,55,-18.85394287109375,354824192,gpt2-medium
An anvil,is a tool.,anvil,tool,56,-11.076423645019531,354824192,gpt2-medium
A hatchet,is a tool.,hatchet,tool,57,-12.425006866455078,354824192,gpt2-medium
A rag,is a tool.,rag,tool,58,-17.030790328979492,354824192,gpt2-medium
A scissor,is a tool.,scissor,tool,59,-13.64593505859375,354824192,gpt2-medium
A crane,is a tool.,crane,tool,60,-18.08350372314453,354824192,gpt2-medium
Orange,is a fruit.,orange,fruit,1,-16.16911506652832,354824192,gpt2-medium
Apple,is a fruit.,apple,fruit,2,-22.134693145751953,354824192,gpt2-medium
Banana,is a fruit.,banana,fruit,3,-12.89548110961914,354824192,gpt2-medium
Peach,is a fruit.,peach,fruit,4,-13.987079620361328,354824192,gpt2-medium
Pear,is a fruit.,pear,fruit,5,-20.36711883544922,354824192,gpt2-medium
Apricot,is a fruit.,apricot,fruit,6,-13.190353393554688,354824192,gpt2-medium
Tangerine,is a fruit.,tangerine,fruit,7,-13.852283477783203,354824192,gpt2-medium
Plum,is a fruit.,plum,fruit,8,-14.559003829956055,354824192,gpt2-medium
Grape,is a fruit.,grape,fruit,9,-14.125579833984375,354824192,gpt2-medium
Nectarine,is a fruit.,nectarine,fruit,10,-13.181640625,354824192,gpt2-medium
Strawberry,is a fruit.,strawberry,fruit,11,-14.03646469116211,354824192,gpt2-medium
Grapefruit,is a fruit.,grapefruit,fruit,12,-10.86325454711914,354824192,gpt2-medium
Berry,is a fruit.,berry,fruit,13,-17.05276870727539,354824192,gpt2-medium
Cherry,is a fruit.,cherry,fruit,14,-16.098777770996094,354824192,gpt2-medium
Pineapple,is a fruit.,pineapple,fruit,15,-12.228229522705078,354824192,gpt2-medium
Blackberry,is a fruit.,blackberry,fruit,16,-20.22100830078125,354824192,gpt2-medium
Melon,is a fruit.,melon,fruit,17,-13.27130126953125,354824192,gpt2-medium
Blueberry,is a fruit.,blueberry,fruit,18,-15.932605743408203,354824192,gpt2-medium
Raspberry,is a fruit.,raspberry,fruit,19,-20.478097915649414,354824192,gpt2-medium
Lemon,is a fruit.,lemon,fruit,20,-14.869544982910156,354824192,gpt2-medium
Black raspberry,is a fruit.,black raspberry,fruit,21,-14.436450958251953,354824192,gpt2-medium
Boysenberry,is a fruit.,boysenberry,fruit,22,-15.931007385253906,354824192,gpt2-medium
Watermelon,is a fruit.,watermelon,fruit,23,-10.70047378540039,354824192,gpt2-medium
Cantaloupe,is a fruit.,cantaloupe,fruit,24,-11.51846694946289,354824192,gpt2-medium
Lime,is a fruit.,lime,fruit,25,-13.468011856079102,354824192,gpt2-medium
Tangelo,is a fruit.,tangelo,fruit,26,-17.48031997680664,354824192,gpt2-medium
Papaya,is a fruit.,papaya,fruit,27,-12.382347106933594,354824192,gpt2-medium
Honeydew,is a fruit.,honeydew,fruit,28,-13.604095458984375,354824192,gpt2-medium
Fig,is a fruit.,fig,fruit,29,-22.74195671081543,354824192,gpt2-medium
Mango,is a fruit.,mango,fruit,30,-13.625354766845703,354824192,gpt2-medium
Guava,is a fruit.,guava,fruit,31,-13.072338104248047,354824192,gpt2-medium
Pomegranate,is a fruit.,pomegranate,fruit,32,-12.510520935058594,354824192,gpt2-medium
Cranberry,is a fruit.,cranberry,fruit,33,-14.548439025878906,354824192,gpt2-medium
Passion fruit,is a fruit.,passion fruit,fruit,34,-11.78436279296875,354824192,gpt2-medium
Prune,is a fruit.,prune,fruit,35,-14.366477966308594,354824192,gpt2-medium
Gooseberry,is a fruit.,gooseberry,fruit,36,-14.811958312988281,354824192,gpt2-medium
Dates,is a fruit.,dates,fruit,37,-23.36071014404297,354824192,gpt2-medium
Kumquat,is a fruit.,kumquat,fruit,38,-15.455799102783203,354824192,gpt2-medium
Raisin,is a fruit.,raisin,fruit,39,-14.482093811035156,354824192,gpt2-medium
Muskmelon,is a fruit.,muskmelon,fruit,40,-17.190608978271484,354824192,gpt2-medium
Persimmon,is a fruit.,persimmon,fruit,41,-12.994216918945312,354824192,gpt2-medium
Pawpaw,is a fruit.,pawpaw,fruit,42,-16.26430892944336,354824192,gpt2-medium
