stimulus,item,category,rank,logprob,normalized_logprob,params,model
a monopoly is a toy.,monopoly,toy,39,-122.63187885284424,-20.43864647547404,82760793,distilroberta-base
a sled is a toy.,sled,toy,40,-119.73489475250244,-19.95581579208374,82760793,distilroberta-base
a seesaw is a toy.,seesaw,toy,41,-135.4332389831543,-19.347605569022043,82760793,distilroberta-base
stilts are toys.,stilts,toy,42,-103.45118236541748,-20.690236473083495,82760793,distilroberta-base
checkers are toys.,checkers,toy,43,-107.55269050598145,-21.51053810119629,82760793,distilroberta-base
a bat is a toy.,bat,toy,44,-124.27716445922852,-20.712860743204754,82760793,distilroberta-base
a car is a toy.,car,toy,45,-117.09346199035645,-19.515576998392742,82760793,distilroberta-base
an airplane is a toy.,airplane,toy,46,-123.5593090057373,-20.593218167622883,82760793,distilroberta-base
a bicycle is a toy.,bicycle,toy,47,-121.42651176452637,-20.237751960754395,82760793,distilroberta-base
a tractor is a toy.,tractor,toy,48,-120.95341873168945,-20.158903121948242,82760793,distilroberta-base
a sandbox is a toy.,sandbox,toy,49,-120.49787425994873,-20.082979043324787,82760793,distilroberta-base
a bike is a toy.,bike,toy,50,-122.2733325958252,-20.378888765970867,82760793,distilroberta-base
a bow and arrow is a toy.,bow and arrow,toy,51,-160.62902069091797,-20.078627586364746,82760793,distilroberta-base
a rope is a toy.,rope,toy,52,-119.9755916595459,-19.99593194325765,82760793,distilroberta-base
dishes are toys.,dishes,toy,53,-107.6299352645874,-21.52598705291748,82760793,distilroberta-base
cards are toys.,cards,toy,54,-88.80391597747803,-22.200978994369507,82760793,distilroberta-base
a mitt is a toy.,mitt,toy,55,-132.33032512664795,-18.904332160949707,82760793,distilroberta-base
a horse is a toy.,horse,toy,56,-124.96646690368652,-20.827744483947754,82760793,distilroberta-base
a gun is a toy.,gun,toy,57,-123.64338684082031,-20.60723114013672,82760793,distilroberta-base
animals are toys.,animals,toy,58,-117.9141616821289,-23.58283233642578,82760793,distilroberta-base
a tennis racket is a toy.,tennis racket,toy,59,-134.41319274902344,-19.20188467843192,82760793,distilroberta-base
books are toys.,books,toy,60,-92.64716720581055,-23.161791801452637,82760793,distilroberta-base
a robin is a bird.,robin,bird,1,-142.43037605285645,-20.347196578979492,82760793,distilroberta-base
a sparrow is a bird.,sparrow,bird,2,-144.23101043701172,-20.604430062430247,82760793,distilroberta-base
a bluejay is a bird.,bluejay,bird,3,-133.66264724731445,-19.094663892473495,82760793,distilroberta-base
a bluebird is a bird.,bluebird,bird,4,-148.33732795715332,-21.191046851021902,82760793,distilroberta-base
a canary is a bird.,canary,bird,5,-137.0919952392578,-19.584570748465403,82760793,distilroberta-base
a blackbird is a bird.,blackbird,bird,6,-151.30709266662598,-21.615298952375138,82760793,distilroberta-base
a dove is a bird.,dove,bird,7,-126.32796859741211,-21.05466143290202,82760793,distilroberta-base
a lark is a bird.,lark,bird,8,-136.89791679382324,-19.556845256260463,82760793,distilroberta-base
a swallow is a bird.,swallow,bird,9,-119.53133964538574,-19.921889940897625,82760793,distilroberta-base
a parakeet is a bird.,parakeet,bird,10,-158.36652755737305,-19.79581594467163,82760793,distilroberta-base
an oriole is a bird.,oriole,bird,11,-138.2380075454712,-19.74828679221017,82760793,distilroberta-base
a mockingbird is a bird.,mockingbird,bird,12,-149.38617515563965,-21.34088216509138,82760793,distilroberta-base
a redbird is a bird.,redbird,bird,13,-147.77367782592773,-21.110525403703964,82760793,distilroberta-base
a wren is a bird.,wren,bird,14,-137.1289577484131,-19.589851106916154,82760793,distilroberta-base
a finch is a bird.,finch,bird,15,-134.86483573913574,-19.26640510559082,82760793,distilroberta-base
a starling is a bird.,starling,bird,16,-141.50571823120117,-20.21510260445731,82760793,distilroberta-base
a cardinal is a bird.,cardinal,bird,17,-121.73300552368164,-20.28883425394694,82760793,distilroberta-base
an eagle is a bird.,eagle,bird,18,-117.71366596221924,-19.61894432703654,82760793,distilroberta-base
a hummingbird is a bird.,hummingbird,bird,19,-150.6079978942871,-21.515428270612443,82760793,distilroberta-base
a seagull is a bird.,seagull,bird,20,-168.56542873382568,-21.07067859172821,82760793,distilroberta-base
a woodpecker is a bird.,woodpecker,bird,21,-168.1193618774414,-21.014920234680176,82760793,distilroberta-base
a pigeon is a bird.,pigeon,bird,22,-120.48947525024414,-20.081579208374023,82760793,distilroberta-base
a thrush is a bird.,thrush,bird,23,-140.84715461730957,-20.121022088187082,82760793,distilroberta-base
a falcon is a bird.,falcon,bird,24,-143.86888122558594,-20.552697317940847,82760793,distilroberta-base
a crow is a bird.,crow,bird,25,-121.60891532897949,-20.268152554829914,82760793,distilroberta-base
a hawk is a bird.,hawk,bird,26,-121.06448936462402,-20.177414894104004,82760793,distilroberta-base
a raven is a bird.,raven,bird,27,-121.11696434020996,-20.186160723368328,82760793,distilroberta-base
a goldfinch is a bird.,goldfinch,bird,28,-164.39776039123535,-20.54972004890442,82760793,distilroberta-base
a parrot is a bird.,parrot,bird,29,-142.72157669067383,-20.388796670096262,82760793,distilroberta-base
a sandpiper is a bird.,sandpiper,bird,30,-166.667724609375,-20.833465576171875,82760793,distilroberta-base
a pheasant is a bird.,pheasant,bird,31,-164.74192810058594,-20.592741012573242,82760793,distilroberta-base
a catbird is a bird.,catbird,bird,32,-141.3159637451172,-20.187994820731028,82760793,distilroberta-base
a crane is a bird.,crane,bird,33,-121.29430389404297,-20.215717315673828,82760793,distilroberta-base
an albatross is a bird.,albatross,bird,34,-159.31474590301514,-19.914343237876892,82760793,distilroberta-base
a condor is a bird.,condor,bird,35,-143.72588729858398,-20.532269614083425,82760793,distilroberta-base
a toucan is a bird.,toucan,bird,36,-142.52817821502686,-20.36116831643241,82760793,distilroberta-base
an owl is a bird.,owl,bird,37,-118.79149055480957,-19.79858175913493,82760793,distilroberta-base
a pelican is a bird.,pelican,bird,38,-140.0501003265381,-20.007157189505442,82760793,distilroberta-base
geese are birds.,geese,bird,39,-94.2073860168457,-18.84147720336914,82760793,distilroberta-base
a vulture is a bird.,vulture,bird,40,-145.25898361206055,-20.751283373151505,82760793,distilroberta-base
a stork is a bird.,stork,bird,41,-140.81217193603516,-20.116024562290736,82760793,distilroberta-base
a buzzard is a bird.,buzzard,bird,42,-138.43044662475586,-19.77577808925084,82760793,distilroberta-base
a swan is a bird.,swan,bird,43,-137.7661256790161,-19.680875097002303,82760793,distilroberta-base
a flamingo is a bird.,flamingo,bird,44,-144.86601448059082,-20.69514492579869,82760793,distilroberta-base
a duck is a bird.,duck,bird,45,-119.9614429473877,-19.993573824564617,82760793,distilroberta-base
a peacock is a bird.,peacock,bird,46,-146.09906387329102,-20.871294839041575,82760793,distilroberta-base
an egret is a bird.,egret,bird,47,-139.74960708618164,-19.964229583740234,82760793,distilroberta-base
a chicken is a bird.,chicken,bird,48,-122.16701793670654,-20.361169656117756,82760793,distilroberta-base
a turkey is a bird.,turkey,bird,49,-120.86887168884277,-20.14481194814046,82760793,distilroberta-base
an ostrich is a bird.,ostrich,bird,50,-137.45862007141113,-19.636945724487305,82760793,distilroberta-base
a titmouse is a bird.,titmouse,bird,51,-145.7500400543213,-20.82143429347447,82760793,distilroberta-base
an emu is a bird.,emu,bird,52,-124.60436058044434,-17.800622940063477,82760793,distilroberta-base
a penguin is a bird.,penguin,bird,53,-142.35166358947754,-20.335951941353933,82760793,distilroberta-base
a bat is a bird.,bat,bird,54,-122.96788787841797,-20.494647979736328,82760793,distilroberta-base
football is a sport.,football,sport,1,-109.91210746765137,-21.982421493530275,82760793,distilroberta-base
baseball is a sport.,baseball,sport,2,-126.31543731689453,-21.05257288614909,82760793,distilroberta-base
basketball is a sport.,basketball,sport,3,-109.12420845031738,-21.824841690063476,82760793,distilroberta-base
tennis is a sport.,tennis,sport,4,-114.44417476654053,-19.074029127756756,82760793,distilroberta-base
softball is a sport.,softball,sport,5,-123.86018180847168,-20.64336363474528,82760793,distilroberta-base
canoeing is a sport.,canoeing,sport,6,-142.5505084991455,-20.364358357020787,82760793,distilroberta-base
handball is a sport.,handball,sport,7,-120.32014274597168,-20.053357124328613,82760793,distilroberta-base
rugby is a sport.,rugby,sport,8,-122.20787906646729,-20.367979844411213,82760793,distilroberta-base
hockey is a sport.,hockey,sport,9,-126.17457962036133,-21.029096603393555,82760793,distilroberta-base
ice hockey is a sport.,ice hockey,sport,10,-117.89391136169434,-19.648985226949055,82760793,distilroberta-base
swimming is a sport.,swimming,sport,11,-129.00066471099854,-21.500110785166424,82760793,distilroberta-base
track is a sport.,track,sport,12,-95.70907306671143,-19.141814613342284,82760793,distilroberta-base
boxing is a sport.,boxing,sport,13,-110.4660816192627,-22.093216323852538,82760793,distilroberta-base
volleyball is a sport.,volleyball,sport,14,-150.32713508605957,-21.475305012294225,82760793,distilroberta-base
lacrosse is a sport.,lacrosse,sport,15,-145.0588264465332,-20.722689492361887,82760793,distilroberta-base
skiing is a sport.,skiing,sport,16,-119.71538066864014,-19.952563444773357,82760793,distilroberta-base
golf is a sport.,golf,sport,17,-121.49301433563232,-20.24883572260539,82760793,distilroberta-base
polo is a sport.,polo,sport,18,-112.32992744445801,-18.721654574076336,82760793,distilroberta-base
surfing is a sport.,surfing,sport,19,-127.11312580108643,-21.185520966847736,82760793,distilroberta-base
wrestling is a sport.,wrestling,sport,20,-123.30670833587646,-20.551118055979412,82760793,distilroberta-base
gymnastics is a sport.,gymnastics,sport,21,-138.0614242553711,-19.723060607910156,82760793,distilroberta-base
cricket is a sport.,cricket,sport,22,-142.42672729492188,-20.346675327845983,82760793,distilroberta-base
squash is a sport.,squash,sport,23,-123.9641342163086,-20.660689036051433,82760793,distilroberta-base
badminton is a sport.,badminton,sport,24,-145.33007144927979,-20.76143877846854,82760793,distilroberta-base
racing is a sport.,racing,sport,25,-127.15222454071045,-21.19203742345174,82760793,distilroberta-base
pole vault is a sport.,pole vault,sport,26,-120.01998519897461,-20.00333086649577,82760793,distilroberta-base
fencing is a sport.,fencing,sport,27,-130.58950996398926,-21.764918327331543,82760793,distilroberta-base
bowling is a sport.,bowling,sport,28,-121.77437686920166,-20.295729478200276,82760793,distilroberta-base
water skiing is a sport.,water skiing,sport,29,-119.50759983062744,-19.917933305104572,82760793,distilroberta-base
ice skating is a sport.,ice skating,sport,30,-117.79316234588623,-19.632193724314373,82760793,distilroberta-base
jai alai is a sport.,jai alai,sport,31,-148.52150440216064,-18.56518805027008,82760793,distilroberta-base
skating is a sport.,skating,sport,32,-125.95251083374023,-20.992085138956707,82760793,distilroberta-base
skindiving is a sport.,skindiving,sport,33,-147.06743049621582,-21.009632928030832,82760793,distilroberta-base
sailing is a sport.,sailing,sport,34,-116.49199295043945,-19.415332158406574,82760793,distilroberta-base
diving is a sport.,diving,sport,35,-126.50774002075195,-21.084623336791992,82760793,distilroberta-base
archery is a sport.,archery,sport,36,-124.19641017913818,-20.69940169652303,82760793,distilroberta-base
judo is a sport.,judo,sport,37,-121.61232089996338,-20.268720149993896,82760793,distilroberta-base
car racing is a sport.,car racing,sport,38,-111.86321640014648,-18.643869400024414,82760793,distilroberta-base
ping pong is a sport.,ping pong,sport,39,-137.18943405151367,-19.59849057878767,82760793,distilroberta-base
rowing is a sport.,rowing,sport,40,-98.7450942993164,-19.74901885986328,82760793,distilroberta-base
fishing is a sport.,fishing,sport,41,-127.58592224121094,-21.264320373535156,82760793,distilroberta-base
horseback riding is a sport.,horseback riding,sport,42,-135.72287559509277,-19.388982227870397,82760793,distilroberta-base
running is a sport.,running,sport,43,-106.43474006652832,-21.286948013305665,82760793,distilroberta-base
horse racing is a sport.,horse racing,sport,44,-115.05558586120605,-19.175930976867676,82760793,distilroberta-base
hiking is a sport.,hiking,sport,45,-125.8709659576416,-20.9784943262736,82760793,distilroberta-base
weight lifting is a sport.,weight lifting,sport,46,-117.33381271362305,-19.555635452270508,82760793,distilroberta-base
croquet is a sport.,croquet,sport,47,-121.59740734100342,-20.266234556833904,82760793,distilroberta-base
horseshoes is a sport.,horseshoes,sport,48,-159.66224670410156,-19.957780838012695,82760793,distilroberta-base
boating is a sport.,boating,sport,49,-125.8015365600586,-20.966922760009766,82760793,distilroberta-base
pool is a sport.,pool,sport,50,-92.92530584335327,-18.585061168670656,82760793,distilroberta-base
billiards is a sport.,billiards,sport,51,-127.16403579711914,-18.166290828159877,82760793,distilroberta-base
hunting is a sport.,hunting,sport,52,-129.07735919952393,-21.512893199920654,82760793,distilroberta-base
jump rope is a sport.,jump rope,sport,53,-115.9076042175293,-19.317934036254883,82760793,distilroberta-base
camping is a sport.,camping,sport,54,-123.2899227142334,-20.548320452372234,82760793,distilroberta-base
chess is a sport.,chess,sport,55,-114.86643600463867,-19.144406000773113,82760793,distilroberta-base
dancing is a sport.,dancing,sport,56,-124.34645652770996,-20.724409421284992,82760793,distilroberta-base
checkers is a sport.,checkers,sport,57,-113.40828037261963,-18.90138006210327,82760793,distilroberta-base
cards is a sport.,cards,sport,58,-93.84016513824463,-18.768033027648926,82760793,distilroberta-base
sunbathing is a sport.,sunbathing,sport,59,-139.08166122436523,-19.86880874633789,82760793,distilroberta-base
pea is a vegetable.,pea,vegetable,1,-117.74391841888428,-19.62398640314738,82760793,distilroberta-base
carrot is a vegetable.,carrot,vegetable,2,-117.0739164352417,-19.512319405873615,82760793,distilroberta-base
green beans are vegetables.,green beans,vegetable,3,-108.88276290893555,-21.776552581787108,82760793,distilroberta-base
string beans are vegetables.,string beans,vegetable,4,-104.27216529846191,-20.854433059692383,82760793,distilroberta-base
spinach is a vegetable.,spinach,vegetable,5,-121.80480194091797,-20.300800323486328,82760793,distilroberta-base
broccoli is a vegetable.,broccoli,vegetable,6,-120.1920051574707,-20.03200085957845,82760793,distilroberta-base
asparagus are vegetables.,asparagus,vegetable,7,-117.87712001800537,-19.64618666966756,82760793,distilroberta-base
corn is a vegetable.,corn,vegetable,8,-100.61937999725342,-20.123875999450682,82760793,distilroberta-base
cauliflower is a vegetable.,cauliflower,vegetable,9,-142.35686683654785,-20.33669526236398,82760793,distilroberta-base
brussels sprouts are vegetables.,brussels sprouts,vegetable,10,-187.28236961364746,-23.410296201705933,82760793,distilroberta-base
squash is a vegetable.,squash,vegetable,12,-126.03400993347168,-21.00566832224528,82760793,distilroberta-base
lettuce is a vegetable.,lettuce,vegetable,13,-118.90107440948486,-19.816845734914143,82760793,distilroberta-base
celery is a vegetable.,celery,vegetable,14,-117.41951274871826,-19.569918791453045,82760793,distilroberta-base
cucumber is a vegetable.,cucumber,vegetable,15,-131.9884614944458,-18.855494499206543,82760793,distilroberta-base
beets are vegetables.,beets,vegetable,16,-113.92214679718018,-22.784429359436036,82760793,distilroberta-base
greens are vegetables.,greens,vegetable,17,-109.9830150604248,-21.99660301208496,82760793,distilroberta-base
tomato is a vegetable.,tomato,vegetable,18,-130.30424785614014,-21.71737464269002,82760793,distilroberta-base
lima beans are vegetables.,lima beans,vegetable,19,-121.84486484527588,-20.307477474212646,82760793,distilroberta-base
artichoke is a vegetable.,artichokes,vegetable,20,-137.38591384887695,-19.626559121268137,82760793,distilroberta-base
turnip is a vegetable.,turnip,vegetable,21,-118.72173118591309,-19.78695519765218,82760793,distilroberta-base
eggplant is a vegetable.,eggplant,vegetable,22,-120.6302661895752,-20.1050443649292,82760793,distilroberta-base
romaine is a vegetable.,romaine,vegetable,23,-122.6319465637207,-20.438657760620117,82760793,distilroberta-base
green peppers are vegetables.,green peppers,vegetable,24,-108.68886375427246,-21.737772750854493,82760793,distilroberta-base
okra is a vegetable.,okra,vegetable,25,-114.55426406860352,-19.092377344767254,82760793,distilroberta-base
radish is a vegetable.,radishes,vegetable,26,-120.81530666351318,-20.135884443918865,82760793,distilroberta-base
onion is a vegetable.,onions,vegetable,27,-111.44340801239014,-18.573901335398357,82760793,distilroberta-base
beans are vegetables.,bean,vegetable,28,-89.3696699142456,-22.3424174785614,82760793,distilroberta-base
green onion is a vegetable.,green onion,vegetable,29,-120.26635551452637,-20.044392585754395,82760793,distilroberta-base
potatoes are vegetables.,potato,vegetable,30,-107.68796062469482,-21.537592124938964,82760793,distilroberta-base
parsnip is a vegetable.,parsnip,vegetable,31,-150.7277307510376,-18.8409663438797,82760793,distilroberta-base
turnip greens are vegetables.,turnip greens,vegetable,32,-131.89813137054443,-21.98302189509074,82760793,distilroberta-base
collard is a vegetable.,collard,vegetable,33,-129.69922065734863,-21.616536776224773,82760793,distilroberta-base
wax beans are vegetables.,wax beans,vegetable,34,-123.07965564727783,-20.51327594121297,82760793,distilroberta-base
watercress is a vegetable.,watercress,vegetable,35,-135.25383949279785,-19.321977070399694,82760793,distilroberta-base
black eyed peas are vegetables.,black eyed peas,vegetable,36,-133.8789577484131,-22.313159624735516,82760793,distilroberta-base
leek is a vegetable.,leek,vegetable,37,-114.85318946838379,-19.142198244730633,82760793,distilroberta-base
peppers are vegetables.,peppers,vegetable,38,-109.38248825073242,-21.876497650146483,82760793,distilroberta-base
sweet potatoes are a vegetables.,sweet potato,vegetable,39,-117.34425735473633,-19.557376225789387,82760793,distilroberta-base
yam is a vegetable.,yams,vegetable,40,-108.8112735748291,-18.135212262471516,82760793,distilroberta-base
parsley is a vegetable.,parsley,vegetable,41,-139.84929752349854,-19.978471074785507,82760793,distilroberta-base
endive is a vegetable.,endive,vegetable,42,-116.02931499481201,-19.338219165802002,82760793,distilroberta-base
rutabaga is a vegetable.,rutabaga,vegetable,43,-144.46614837646484,-18.058268547058105,82760793,distilroberta-base
mushroom is a vegetable.,mushroom,vegetable,44,-136.55051708221436,-19.507216726030624,82760793,distilroberta-base
avocado is a vegetable.,avocado,vegetable,45,-116.60886192321777,-19.434810320536297,82760793,distilroberta-base
rhubarb is a vegetable.,rhubarb,vegetable,46,-136.9866533279419,-19.5695219039917,82760793,distilroberta-base
kale is a vegetable.,kale,vegetable,47,-113.3115177154541,-18.885252952575684,82760793,distilroberta-base
escarole is a vegetable.,escarole,vegetable,48,-140.59528160095215,-20.08504022870745,82760793,distilroberta-base
sauerkraut is a vegetable.,sauerkraut,vegetable,49,-182.60619735717773,-20.28957748413086,82760793,distilroberta-base
pickles are vegetables.,pickles,vegetable,50,-108.20802688598633,-21.641605377197266,82760793,distilroberta-base
baked beans are vegetables.,baked beans,vegetable,51,-128.2720422744751,-21.378673712412517,82760793,distilroberta-base
pumpkin is a vegetable.,pumpkin,vegetable,52,-136.36573696136475,-19.48081956590925,82760793,distilroberta-base
seaweed is a vegetable.,seaweed,vegetable,53,-137.44956016540527,-19.635651452200754,82760793,distilroberta-base
garlic is a vegetable.,garlic,vegetable,54,-125.21535778045654,-20.869226296742756,82760793,distilroberta-base
dandelion is a vegetable.,dandelion,vegetable,55,-134.41754531860352,-19.202506474086217,82760793,distilroberta-base
peanut is a vegetable.,peanut,vegetable,56,-119.86201000213623,-19.977001667022705,82760793,distilroberta-base
rice is a vegetable.,rice,vegetable,57,-99.42499351501465,-19.88499870300293,82760793,distilroberta-base
saw is a tool.,saw,tool,1,-96.76163244247437,-19.352326488494874,82760793,distilroberta-base
hammer is a tool.,hammer,tool,2,-95.10776042938232,-19.021552085876465,82760793,distilroberta-base
ruler is a tool.,ruler,tool,3,-117.08474826812744,-19.514124711354572,82760793,distilroberta-base
screwdriver is a tool.,screwdriver,tool,4,-138.02837467193604,-19.718339238848007,82760793,distilroberta-base
drill is a tool.,drill,tool,5,-113.69643497467041,-18.949405829111736,82760793,distilroberta-base
nails are tools.,nails,tool,6,-103.84433174133301,-20.768866348266602,82760793,distilroberta-base
tape measure is a tool.,tape measure,tool,7,-127.98814392089844,-18.284020560128347,82760793,distilroberta-base
sawhorse is a tool.,sawhorse,tool,8,-113.77321529388428,-18.962202548980713,82760793,distilroberta-base
sandpaper is a tool.,sandpaper,tool,9,-114.55334186553955,-19.092223644256592,82760793,distilroberta-base
sander is a tool.,sander,tool,10,-110.7408447265625,-18.456807454427082,82760793,distilroberta-base
a level is a tool.,level,tool,11,-111.72972393035889,-18.621620655059814,82760793,distilroberta-base
a plane is a tool.,plane,tool,12,-112.1337366104126,-18.68895610173543,82760793,distilroberta-base
a file is a tool.,file,tool,13,-112.457688331604,-18.742948055267334,82760793,distilroberta-base
a toolbox is a tool.,toolbox,tool,14,-136.9433193206787,-19.56333133152553,82760793,distilroberta-base
a T-square is a tool.,T-square,tool,15,-144.57918071746826,-18.072397589683533,82760793,distilroberta-base
a chisel is a tool.,chisel,tool,16,-143.26234531402588,-20.466049330575125,82760793,distilroberta-base
a rasp is a tool.,rasp,tool,17,-132.67092418670654,-18.952989169529506,82760793,distilroberta-base
a pencil is a tool.,pencil,tool,18,-120.32879829406738,-20.0547997156779,82760793,distilroberta-base
a hacksaw is a tool.,hacksaw,tool,19,-137.5548553466797,-19.65069362095424,82760793,distilroberta-base
a square is a tool.,square,tool,20,-116.9508285522461,-19.491804758707683,82760793,distilroberta-base
a bench is a tool.,bench,tool,21,-112.43680953979492,-18.739468256632488,82760793,distilroberta-base
pliers is a tool.,pliers,tool,22,-112.37469863891602,-18.729116439819336,82760793,distilroberta-base
a wrench is a tool.,wrench,tool,23,-122.01549339294434,-20.335915565490723,82760793,distilroberta-base
a ladder is a tool.,ladder,tool,24,-118.96777629852295,-19.82796271642049,82760793,distilroberta-base
a lathe is a tool.,lathe,tool,25,-133.7079029083252,-19.1011289869036,82760793,distilroberta-base
a vise is a tool.,vise,tool,26,-131.1388235092163,-18.734117644173757,82760793,distilroberta-base
screw is a tool.,screws,tool,27,-118.01420783996582,-19.669034639994305,82760793,distilroberta-base
wood is a tool.,wood,tool,28,-96.40440368652344,-19.280880737304688,82760793,distilroberta-base
a wedge is a tool.,wedge,tool,29,-119.70308017730713,-19.95051336288452,82760793,distilroberta-base
lumber is a tool.,lumber,tool,30,-114.44695377349854,-19.074492295583088,82760793,distilroberta-base
blueprints are tools.,blueprints,tool,31,-103.04490089416504,-20.608980178833008,82760793,distilroberta-base
brace is a tool.,brace,tool,32,-95.66783714294434,-19.13356742858887,82760793,distilroberta-base
awl is a tool.,awl,tool,33,-108.72667694091797,-18.121112823486328,82760793,distilroberta-base
a crowbar is a tool.,crowbar,tool,34,-146.43450546264648,-20.919215066092356,82760793,distilroberta-base
a hinge is a tool.,hinge,tool,35,-116.09348583221436,-19.34891430536906,82760793,distilroberta-base
a miter box is a tool.,miter box,tool,36,-148.3980302810669,-18.549753785133362,82760793,distilroberta-base
a knife is a tool.,knife,tool,37,-122.89122295379639,-20.481870492299397,82760793,distilroberta-base
a chalk is a tool.,chalk,tool,38,-113.30377864837646,-18.883963108062744,82760793,distilroberta-base
nuts are tools.,nuts,tool,39,-78.93896579742432,-19.73474144935608,82760793,distilroberta-base
bolts are tools.,bolts,tool,40,-108.25306987762451,-21.6506139755249,82760793,distilroberta-base
a plumb line is a tool.,plumb line,tool,41,-148.80531787872314,-18.600664734840393,82760793,distilroberta-base
a brush is a tool.,brush,tool,42,-119.94839191436768,-19.99139865239461,82760793,distilroberta-base
a sledge hammer is a tool.,sledge hammer,tool,43,-159.4809799194336,-19.9351224899292,82760793,distilroberta-base
a glue is a tool.,glue,tool,44,-116.9889907836914,-19.498165130615234,82760793,distilroberta-base
a paintbrush is a tool.,paintbrush,tool,45,-143.43515396118164,-20.490736280168807,82760793,distilroberta-base
a varnish is a tool.,varnish,tool,46,-156.86462783813477,-19.608078479766846,82760793,distilroberta-base
an apron is a tool.,apron,tool,47,-136.51318454742432,-19.501883506774902,82760793,distilroberta-base
a stapler is a tool.,stapler,tool,48,-157.0335350036621,-19.629191875457764,82760793,distilroberta-base
an extension cord is a tool.,extension cord,tool,49,-139.5561761856079,-19.936596597943986,82760793,distilroberta-base
a soldering iron is a tool.,soldering iron,tool,50,-153.08117866516113,-19.13514733314514,82760793,distilroberta-base
a plaster is a tool.,plaster,tool,51,-116.20581722259521,-19.36763620376587,82760793,distilroberta-base
a wheelbarrow is a tool.,wheelbarrow,tool,52,-163.61889743804932,-20.452362179756165,82760793,distilroberta-base
an axe is a tool.,axe,tool,53,-121.26893424987793,-20.21148904164632,82760793,distilroberta-base
