stimulus,item,category,rank,logprob,normalized_logprob,params,model
books are toys.,books,toy,60,-110.21357536315918,-27.553393840789795,13546682,google_electra-small-generator
a robin is a bird.,robin,bird,1,-179.92490005493164,-29.987483342488606,13546682,google_electra-small-generator
a sparrow is a bird.,sparrow,bird,2,-177.34455680847168,-29.55742613474528,13546682,google_electra-small-generator
a bluejay is a bird.,bluejay,bird,3,-232.37235832214355,-29.046544790267944,13546682,google_electra-small-generator
a bluebird is a bird.,bluebird,bird,4,-202.68399238586426,-28.954856055123464,13546682,google_electra-small-generator
a canary is a bird.,canary,bird,5,-192.49652576446533,-32.08275429407755,13546682,google_electra-small-generator
a blackbird is a bird.,blackbird,bird,6,-204.35918426513672,-29.194169180733816,13546682,google_electra-small-generator
a dove is a bird.,dove,bird,7,-187.31378746032715,-31.21896457672119,13546682,google_electra-small-generator
a lark is a bird.,lark,bird,8,-190.5340919494629,-31.75568199157715,13546682,google_electra-small-generator
a swallow is a bird.,swallow,bird,9,-188.33057403564453,-31.388429005940754,13546682,google_electra-small-generator
a parakeet is a bird.,parakeet,bird,10,-259.3590202331543,-32.41987752914429,13546682,google_electra-small-generator
an oriole is a bird.,oriole,bird,11,-228.5318660736084,-28.56648325920105,13546682,google_electra-small-generator
a mockingbird is a bird.,mockingbird,bird,12,-219.16983795166016,-31.309976850237167,13546682,google_electra-small-generator
a redbird is a bird.,redbird,bird,13,-209.31800270080566,-29.902571814400808,13546682,google_electra-small-generator
a wren is a bird.,wren,bird,14,-195.96172904968262,-32.660288174947105,13546682,google_electra-small-generator
a finch is a bird.,finch,bird,15,-182.45258331298828,-30.408763885498047,13546682,google_electra-small-generator
a starling is a bird.,starling,bird,16,-220.7529354095459,-31.53613362993513,13546682,google_electra-small-generator
a cardinal is a bird.,cardinal,bird,17,-200.0766773223877,-33.34611288706461,13546682,google_electra-small-generator
an eagle is a bird.,eagle,bird,18,-188.50387001037598,-31.417311668395996,13546682,google_electra-small-generator
a hummingbird is a bird.,hummingbird,bird,19,-212.2307300567627,-30.31867572239467,13546682,google_electra-small-generator
a seagull is a bird.,seagull,bird,20,-246.28619003295898,-30.785773754119873,13546682,google_electra-small-generator
a woodpecker is a bird.,woodpecker,bird,21,-232.65478515625,-29.08184814453125,13546682,google_electra-small-generator
a pigeon is a bird.,pigeon,bird,22,-182.9156379699707,-30.485939661661785,13546682,google_electra-small-generator
a thrush is a bird.,thrush,bird,23,-225.62522506713867,-32.23217500959124,13546682,google_electra-small-generator
a falcon is a bird.,falcon,bird,24,-187.28153038024902,-31.21358839670817,13546682,google_electra-small-generator
a crow is a bird.,crow,bird,25,-177.6496067047119,-29.608267784118652,13546682,google_electra-small-generator
a hawk is a bird.,hawk,bird,26,-190.1263313293457,-31.687721888224285,13546682,google_electra-small-generator
a raven is a bird.,raven,bird,27,-188.43153190612793,-31.40525531768799,13546682,google_electra-small-generator
a goldfinch is a bird.,goldfinch,bird,28,-241.07302856445312,-30.13412857055664,13546682,google_electra-small-generator
a parrot is a bird.,parrot,bird,29,-183.72467803955078,-30.620779673258465,13546682,google_electra-small-generator
a sandpiper is a bird.,sandpiper,bird,30,-269.7985954284668,-33.72482442855835,13546682,google_electra-small-generator
a pheasant is a bird.,pheasant,bird,31,-287.2849292755127,-35.91061615943909,13546682,google_electra-small-generator
a catbird is a bird.,catbird,bird,32,-204.9511203765869,-29.278731482369558,13546682,google_electra-small-generator
a crane is a bird.,crane,bird,33,-196.2725429534912,-32.712090492248535,13546682,google_electra-small-generator
an albatross is a bird.,albatross,bird,34,-241.38140869140625,-30.17267608642578,13546682,google_electra-small-generator
a condor is a bird.,condor,bird,35,-186.33190155029297,-31.055316925048828,13546682,google_electra-small-generator
a toucan is a bird.,toucan,bird,36,-243.9548854827881,-30.49436068534851,13546682,google_electra-small-generator
an owl is a bird.,owl,bird,37,-185.6249179840088,-30.937486330668133,13546682,google_electra-small-generator
a pelican is a bird.,pelican,bird,38,-242.64491844177246,-30.330614805221558,13546682,google_electra-small-generator
geese are birds.,geese,bird,39,-122.06905364990234,-30.517263412475586,13546682,google_electra-small-generator
a vulture is a bird.,vulture,bird,40,-183.25427532196045,-30.54237922032674,13546682,google_electra-small-generator
a stork is a bird.,stork,bird,41,-234.02286911010742,-29.252858638763428,13546682,google_electra-small-generator
a buzzard is a bird.,buzzard,bird,42,-239.12690353393555,-34.16098621913365,13546682,google_electra-small-generator
a swan is a bird.,swan,bird,43,-183.1450595855713,-30.524176597595215,13546682,google_electra-small-generator
a flamingo is a bird.,flamingo,bird,44,-230.59690475463867,-32.942414964948384,13546682,google_electra-small-generator
a duck is a bird.,duck,bird,45,-181.24696826934814,-30.207828044891357,13546682,google_electra-small-generator
a peacock is a bird.,peacock,bird,46,-178.65878868103027,-29.77646478017171,13546682,google_electra-small-generator
an egret is a bird.,egret,bird,47,-250.64233016967773,-31.330291271209717,13546682,google_electra-small-generator
a chicken is a bird.,chicken,bird,48,-183.12252712249756,-30.520421187082928,13546682,google_electra-small-generator
a turkey is a bird.,turkey,bird,49,-192.34511184692383,-32.05751864115397,13546682,google_electra-small-generator
an ostrich is a bird.,ostrich,bird,50,-234.57315063476562,-29.321643829345703,13546682,google_electra-small-generator
a titmouse is a bird.,titmouse,bird,51,-253.80427360534668,-31.725534200668335,13546682,google_electra-small-generator
an emu is a bird.,emu,bird,52,-216.7393913269043,-30.962770189557755,13546682,google_electra-small-generator
a penguin is a bird.,penguin,bird,53,-184.01050758361816,-30.668417930603027,13546682,google_electra-small-generator
a bat is a bird.,bat,bird,54,-186.915789604187,-31.152631600697834,13546682,google_electra-small-generator
football is a sport.,football,sport,1,-127.50473403930664,-25.50094680786133,13546682,google_electra-small-generator
baseball is a sport.,baseball,sport,2,-127.60525894165039,-25.521051788330077,13546682,google_electra-small-generator
basketball is a sport.,basketball,sport,3,-127.6632308959961,-25.53264617919922,13546682,google_electra-small-generator
tennis is a sport.,tennis,sport,4,-136.37473106384277,-27.274946212768555,13546682,google_electra-small-generator
softball is a sport.,softball,sport,5,-137.10674858093262,-27.421349716186523,13546682,google_electra-small-generator
canoeing is a sport.,canoeing,sport,6,-174.14509391784668,-29.024182319641113,13546682,google_electra-small-generator
handball is a sport.,handball,sport,7,-155.78472137451172,-31.156944274902344,13546682,google_electra-small-generator
rugby is a sport.,rugby,sport,8,-139.71694946289062,-27.943389892578125,13546682,google_electra-small-generator
hockey is a sport.,hockey,sport,9,-132.42987060546875,-26.48597412109375,13546682,google_electra-small-generator
ice hockey is a sport.,ice hockey,sport,10,-163.9759292602539,-27.329321543375652,13546682,google_electra-small-generator
swimming is a sport.,swimming,sport,11,-137.01929664611816,-27.403859329223632,13546682,google_electra-small-generator
track is a sport.,track,sport,12,-141.13055801391602,-28.226111602783202,13546682,google_electra-small-generator
boxing is a sport.,boxing,sport,13,-134.68170738220215,-26.93634147644043,13546682,google_electra-small-generator
volleyball is a sport.,volleyball,sport,14,-139.5467987060547,-27.909359741210938,13546682,google_electra-small-generator
lacrosse is a sport.,lacrosse,sport,15,-144.49569129943848,-28.899138259887696,13546682,google_electra-small-generator
skiing is a sport.,skiing,sport,16,-133.80956268310547,-26.761912536621093,13546682,google_electra-small-generator
golf is a sport.,golf,sport,17,-133.74817848205566,-26.749635696411133,13546682,google_electra-small-generator
polo is a sport.,polo,sport,18,-143.75268363952637,-28.750536727905274,13546682,google_electra-small-generator
surfing is a sport.,surfing,sport,19,-145.57927703857422,-29.115855407714843,13546682,google_electra-small-generator
wrestling is a sport.,wrestling,sport,20,-138.13959503173828,-27.627919006347657,13546682,google_electra-small-generator
gymnastics is a sport.,gymnastics,sport,21,-135.52537536621094,-27.105075073242187,13546682,google_electra-small-generator
cricket is a sport.,cricket,sport,22,-138.62759017944336,-27.725518035888673,13546682,google_electra-small-generator
squash is a sport.,squash,sport,23,-158.76292419433594,-31.752584838867186,13546682,google_electra-small-generator
badminton is a sport.,badminton,sport,24,-142.61840629577637,-28.523681259155275,13546682,google_electra-small-generator
racing is a sport.,racing,sport,25,-130.10312843322754,-26.02062568664551,13546682,google_electra-small-generator
pole vault is a sport.,pole vault,sport,26,-197.16544914245605,-32.86090819040934,13546682,google_electra-small-generator
fencing is a sport.,fencing,sport,27,-149.96481895446777,-29.992963790893555,13546682,google_electra-small-generator
bowling is a sport.,bowling,sport,28,-140.04869079589844,-28.009738159179687,13546682,google_electra-small-generator
water skiing is a sport.,water skiing,sport,29,-182.96024703979492,-30.493374506632488,13546682,google_electra-small-generator
ice skating is a sport.,ice skating,sport,30,-163.7311553955078,-27.2885258992513,13546682,google_electra-small-generator
jai alai is a sport.,jai alai,sport,31,-211.01880073547363,-30.14554296221052,13546682,google_electra-small-generator
skating is a sport.,skating,sport,32,-140.4676628112793,-28.09353256225586,13546682,google_electra-small-generator
skindiving is a sport.,skindiving,sport,33,-226.72314071655273,-32.389020102364675,13546682,google_electra-small-generator
sailing is a sport.,sailing,sport,34,-141.36261177062988,-28.272522354125975,13546682,google_electra-small-generator
diving is a sport.,diving,sport,35,-140.4324836730957,-28.08649673461914,13546682,google_electra-small-generator
archery is a sport.,archery,sport,36,-136.88159370422363,-27.376318740844727,13546682,google_electra-small-generator
judo is a sport.,judo,sport,37,-143.10204887390137,-28.620409774780274,13546682,google_electra-small-generator
car racing is a sport.,car racing,sport,38,-163.36552238464355,-27.227587064107258,13546682,google_electra-small-generator
ping pong is a sport.,ping pong,sport,39,-205.40164756774902,-29.34309250967843,13546682,google_electra-small-generator
rowing is a sport.,rowing,sport,40,-136.41150283813477,-27.282300567626955,13546682,google_electra-small-generator
fishing is a sport.,fishing,sport,41,-135.1410789489746,-27.02821578979492,13546682,google_electra-small-generator
horseback riding is a sport.,horseback riding,sport,42,-164.7599811553955,-27.459996859232586,13546682,google_electra-small-generator
running is a sport.,running,sport,43,-126.80025291442871,-25.36005058288574,13546682,google_electra-small-generator
horse racing is a sport.,horse racing,sport,44,-167.36406898498535,-27.89401149749756,13546682,google_electra-small-generator
hiking is a sport.,hiking,sport,45,-140.73493194580078,-28.146986389160155,13546682,google_electra-small-generator
weight lifting is a sport.,weight lifting,sport,46,-166.82392692565918,-27.803987820943195,13546682,google_electra-small-generator
croquet is a sport.,croquet,sport,47,-214.77843856811523,-30.682634081159318,13546682,google_electra-small-generator
horseshoes is a sport.,horseshoes,sport,48,-183.1993064880371,-30.533217748006184,13546682,google_electra-small-generator
boating is a sport.,boating,sport,49,-135.49205780029297,-27.098411560058594,13546682,google_electra-small-generator
pool is a sport.,pool,sport,50,-150.29162406921387,-30.058324813842773,13546682,google_electra-small-generator
billiards is a sport.,billiards,sport,51,-218.6642608642578,-31.23775155203683,13546682,google_electra-small-generator
hunting is a sport.,hunting,sport,52,-138.1352710723877,-27.62705421447754,13546682,google_electra-small-generator
jump rope is a sport.,jump rope,sport,53,-178.16254425048828,-29.69375737508138,13546682,google_electra-small-generator
camping is a sport.,camping,sport,54,-135.5986042022705,-27.1197208404541,13546682,google_electra-small-generator
chess is a sport.,chess,sport,55,-131.84135627746582,-26.368271255493163,13546682,google_electra-small-generator
dancing is a sport.,dancing,sport,56,-135.6160182952881,-27.123203659057616,13546682,google_electra-small-generator
checkers is a sport.,checkers,sport,57,-184.10751724243164,-30.68458620707194,13546682,google_electra-small-generator
cards is a sport.,cards,sport,58,-138.54161262512207,-27.708322525024414,13546682,google_electra-small-generator
sunbathing is a sport.,sunbathing,sport,59,-219.51592254638672,-31.359417506626674,13546682,google_electra-small-generator
pea is a vegetable.,pea,vegetable,1,-162.55551528930664,-32.51110305786133,13546682,google_electra-small-generator
carrot is a vegetable.,carrot,vegetable,2,-159.7928924560547,-31.958578491210936,13546682,google_electra-small-generator
green beans are vegetables.,green beans,vegetable,3,-158.69746780395508,-31.739493560791015,13546682,google_electra-small-generator
string beans are vegetables.,string beans,vegetable,4,-179.45017433166504,-35.89003486633301,13546682,google_electra-small-generator
spinach is a vegetable.,spinach,vegetable,5,-196.1663932800293,-32.69439888000488,13546682,google_electra-small-generator
broccoli is a vegetable.,broccoli,vegetable,6,-224.58591270446777,-32.08370181492397,13546682,google_electra-small-generator
asparagus are vegetables.,asparagus,vegetable,7,-196.9011697769165,-32.816861629486084,13546682,google_electra-small-generator
corn is a vegetable.,corn,vegetable,8,-149.21713066101074,-29.843426132202147,13546682,google_electra-small-generator
cauliflower is a vegetable.,cauliflower,vegetable,9,-230.17467308044434,-32.88209615434919,13546682,google_electra-small-generator
brussels sprouts are vegetables.,brussels sprouts,vegetable,10,-258.0357265472412,-36.862246649605886,13546682,google_electra-small-generator
squash is a vegetable.,squash,vegetable,12,-162.13750076293945,-32.42750015258789,13546682,google_electra-small-generator
lettuce is a vegetable.,lettuce,vegetable,13,-206.24773597717285,-29.463962282453263,13546682,google_electra-small-generator
celery is a vegetable.,celery,vegetable,14,-222.3680076599121,-31.7668582371303,13546682,google_electra-small-generator
cucumber is a vegetable.,cucumber,vegetable,15,-218.55670166015625,-31.222385951450892,13546682,google_electra-small-generator
beets are vegetables.,beets,vegetable,16,-176.33312606811523,-35.266625213623044,13546682,google_electra-small-generator
greens are vegetables.,greens,vegetable,17,-120.17016220092773,-30.042540550231934,13546682,google_electra-small-generator
tomato is a vegetable.,tomato,vegetable,18,-155.1147804260254,-31.022956085205077,13546682,google_electra-small-generator
lima beans are vegetables.,lima beans,vegetable,19,-176.02712440490723,-35.20542488098145,13546682,google_electra-small-generator
artichoke is a vegetable.,artichokes,vegetable,20,-226.13918495178223,-32.30559785025461,13546682,google_electra-small-generator
turnip is a vegetable.,turnip,vegetable,21,-191.8606472015381,-31.97677453358968,13546682,google_electra-small-generator
eggplant is a vegetable.,eggplant,vegetable,22,-229.0696029663086,-32.72422899518694,13546682,google_electra-small-generator
romaine is a vegetable.,romaine,vegetable,23,-202.2969207763672,-33.71615346272787,13546682,google_electra-small-generator
green peppers are vegetables.,green peppers,vegetable,24,-147.20754432678223,-29.441508865356447,13546682,google_electra-small-generator
okra is a vegetable.,okra,vegetable,25,-210.81954193115234,-35.136590321858726,13546682,google_electra-small-generator
radish is a vegetable.,radishes,vegetable,26,-225.80064010620117,-32.257234300885884,13546682,google_electra-small-generator
onion is a vegetable.,onions,vegetable,27,-153.87096786499023,-30.774193572998048,13546682,google_electra-small-generator
beans are vegetables.,bean,vegetable,28,-128.4163055419922,-32.10407638549805,13546682,google_electra-small-generator
green onion is a vegetable.,green onion,vegetable,29,-180.5547924041748,-30.0924654006958,13546682,google_electra-small-generator
potatoes are vegetables.,potato,vegetable,30,-127.3412971496582,-31.83532428741455,13546682,google_electra-small-generator
parsnip is a vegetable.,parsnip,vegetable,31,-261.83722496032715,-32.729653120040894,13546682,google_electra-small-generator
turnip greens are vegetables.,turnip greens,vegetable,32,-214.43855094909668,-35.73975849151611,13546682,google_electra-small-generator
collard is a vegetable.,collard,vegetable,33,-197.8423614501953,-32.97372690836588,13546682,google_electra-small-generator
wax beans are vegetables.,wax beans,vegetable,34,-178.53431510925293,-35.70686302185059,13546682,google_electra-small-generator
watercress is a vegetable.,watercress,vegetable,35,-208.12648582458496,-29.73235511779785,13546682,google_electra-small-generator
black eyed peas are vegetables.,black eyed peas,vegetable,36,-211.68785095214844,-35.28130849202474,13546682,google_electra-small-generator
leek is a vegetable.,leek,vegetable,37,-195.61964416503906,-32.60327402750651,13546682,google_electra-small-generator
peppers are vegetables.,peppers,vegetable,38,-126.9109001159668,-31.7277250289917,13546682,google_electra-small-generator
sweet potatoes are a vegetables.,sweet potato,vegetable,39,-189.64440536499023,-31.60740089416504,13546682,google_electra-small-generator
yam is a vegetable.,yams,vegetable,40,-185.59943389892578,-30.933238983154297,13546682,google_electra-small-generator
parsley is a vegetable.,parsley,vegetable,41,-212.46475219726562,-35.4107920328776,13546682,google_electra-small-generator
endive is a vegetable.,endive,vegetable,42,-192.29631805419922,-32.04938634236654,13546682,google_electra-small-generator
rutabaga is a vegetable.,rutabaga,vegetable,43,-270.0399971008301,-33.75499963760376,13546682,google_electra-small-generator
mushroom is a vegetable.,mushroom,vegetable,44,-157.38845443725586,-31.47769088745117,13546682,google_electra-small-generator
avocado is a vegetable.,avocado,vegetable,45,-228.97574615478516,-32.710820879255024,13546682,google_electra-small-generator
rhubarb is a vegetable.,rhubarb,vegetable,46,-265.37313079833984,-33.17164134979248,13546682,google_electra-small-generator
kale is a vegetable.,kale,vegetable,47,-191.26513671875,-31.877522786458332,13546682,google_electra-small-generator
escarole is a vegetable.,escarole,vegetable,48,-214.25984573364258,-30.60854939052037,13546682,google_electra-small-generator
sauerkraut is a vegetable.,sauerkraut,vegetable,49,-258.2965793609619,-32.28707242012024,13546682,google_electra-small-generator
pickles are vegetables.,pickles,vegetable,50,-173.47255516052246,-34.694511032104494,13546682,google_electra-small-generator
baked beans are vegetables.,baked beans,vegetable,51,-173.03123664855957,-34.60624732971191,13546682,google_electra-small-generator
pumpkin is a vegetable.,pumpkin,vegetable,52,-158.36029243469238,-31.672058486938475,13546682,google_electra-small-generator
seaweed is a vegetable.,seaweed,vegetable,53,-190.66538619995117,-31.777564366658527,13546682,google_electra-small-generator
garlic is a vegetable.,garlic,vegetable,54,-150.0017261505127,-30.00034523010254,13546682,google_electra-small-generator
dandelion is a vegetable.,dandelion,vegetable,55,-236.33685874938965,-33.76240839276995,13546682,google_electra-small-generator
peanut is a vegetable.,peanut,vegetable,56,-153.10950469970703,-30.621900939941405,13546682,google_electra-small-generator
rice is a vegetable.,rice,vegetable,57,-141.24629020690918,-28.249258041381836,13546682,google_electra-small-generator
saw is a tool.,saw,tool,1,-144.8177375793457,-28.96354751586914,13546682,google_electra-small-generator
hammer is a tool.,hammer,tool,2,-148.11005020141602,-29.622010040283204,13546682,google_electra-small-generator
ruler is a tool.,ruler,tool,3,-151.5935459136963,-30.31870918273926,13546682,google_electra-small-generator
screwdriver is a tool.,screwdriver,tool,4,-212.16891288757324,-30.309844698224747,13546682,google_electra-small-generator
drill is a tool.,drill,tool,5,-145.43580436706543,-29.087160873413087,13546682,google_electra-small-generator
nails are tools.,nails,tool,6,-123.61666488647461,-30.904166221618652,13546682,google_electra-small-generator
tape measure is a tool.,tape measure,tool,7,-178.93337059020996,-29.82222843170166,13546682,google_electra-small-generator
sawhorse is a tool.,sawhorse,tool,8,-197.542142868042,-32.923690478006996,13546682,google_electra-small-generator
sandpaper is a tool.,sandpaper,tool,9,-191.6658058166504,-31.94430096944173,13546682,google_electra-small-generator
sander is a tool.,sander,tool,10,-181.28518295288086,-30.214197158813477,13546682,google_electra-small-generator
a level is a tool.,level,tool,11,-176.30641746520996,-29.384402910868328,13546682,google_electra-small-generator
a plane is a tool.,plane,tool,12,-185.10588455200195,-30.850980758666992,13546682,google_electra-small-generator
a file is a tool.,file,tool,13,-180.33877563476562,-30.05646260579427,13546682,google_electra-small-generator
a toolbox is a tool.,toolbox,tool,14,-208.9396686553955,-29.84852409362793,13546682,google_electra-small-generator
a T-square is a tool.,T-square,tool,15,-229.41704940795898,-28.677131175994873,13546682,google_electra-small-generator
a chisel is a tool.,chisel,tool,16,-230.4328842163086,-32.918983459472656,13546682,google_electra-small-generator
a rasp is a tool.,rasp,tool,17,-212.0619659423828,-30.294566563197545,13546682,google_electra-small-generator
a pencil is a tool.,pencil,tool,18,-193.35747528076172,-32.22624588012695,13546682,google_electra-small-generator
a hacksaw is a tool.,hacksaw,tool,19,-256.2923183441162,-32.036539793014526,13546682,google_electra-small-generator
a square is a tool.,square,tool,20,-187.50169944763184,-31.250283241271973,13546682,google_electra-small-generator
a bench is a tool.,bench,tool,21,-179.4324951171875,-29.905415852864582,13546682,google_electra-small-generator
pliers is a tool.,pliers,tool,22,-201.8343276977539,-33.63905461629232,13546682,google_electra-small-generator
a wrench is a tool.,wrench,tool,23,-231.1863021850586,-33.02661459786551,13546682,google_electra-small-generator
a ladder is a tool.,ladder,tool,24,-199.43877410888672,-33.23979568481445,13546682,google_electra-small-generator
a lathe is a tool.,lathe,tool,25,-216.0487880706787,-30.86411258152553,13546682,google_electra-small-generator
a vise is a tool.,vise,tool,26,-215.7921962738037,-30.827456610543386,13546682,google_electra-small-generator
screw is a tool.,screws,tool,27,-150.52276802062988,-30.104553604125975,13546682,google_electra-small-generator
wood is a tool.,wood,tool,28,-145.8903045654297,-29.178060913085936,13546682,google_electra-small-generator
a wedge is a tool.,wedge,tool,29,-189.70834350585938,-31.618057250976562,13546682,google_electra-small-generator
lumber is a tool.,lumber,tool,30,-151.819242477417,-30.3638484954834,13546682,google_electra-small-generator
blueprints are tools.,blueprints,tool,31,-203.88241386413574,-33.98040231068929,13546682,google_electra-small-generator
brace is a tool.,brace,tool,32,-146.84936332702637,-29.369872665405275,13546682,google_electra-small-generator
awl is a tool.,awl,tool,33,-187.48873710632324,-31.248122851053875,13546682,google_electra-small-generator
a crowbar is a tool.,crowbar,tool,34,-220.87776565551758,-31.553966522216797,13546682,google_electra-small-generator
a hinge is a tool.,hinge,tool,35,-234.64168167114258,-33.52024023873465,13546682,google_electra-small-generator
a miter box is a tool.,miter box,tool,36,-254.65595817565918,-31.831994771957397,13546682,google_electra-small-generator
a knife is a tool.,knife,tool,37,-186.1501636505127,-31.02502727508545,13546682,google_electra-small-generator
a chalk is a tool.,chalk,tool,38,-205.5276107788086,-34.2546017964681,13546682,google_electra-small-generator
nuts are tools.,nuts,tool,39,-127.60346031188965,-31.900865077972412,13546682,google_electra-small-generator
bolts are tools.,bolts,tool,40,-122.5261402130127,-30.631535053253174,13546682,google_electra-small-generator
a plumb line is a tool.,plumb line,tool,41,-271.53793144226074,-33.94224143028259,13546682,google_electra-small-generator
a brush is a tool.,brush,tool,42,-191.7635154724121,-31.960585912068684,13546682,google_electra-small-generator
