stimulus,item,category,rank,logprob,normalized_logprob,params,model
a fire engine is a toy.,fire engine,toy,30,-162.1753568649292,-23.167908123561315,33740602,google_electra-base-generator
a balloon is a toy.,balloon,toy,31,-153.20512771606445,-25.53418795267741,33740602,google_electra-base-generator
skates are toys.,skates,toy,32,-149.79319190979004,-29.958638381958007,33740602,google_electra-base-generator
a baseball is a toy.,baseball,toy,33,-137.6691017150879,-22.94485028584798,33740602,google_electra-base-generator
a drum is a toy.,drum,toy,34,-135.08187198638916,-22.51364533106486,33740602,google_electra-base-generator
a football is a toy.,football,toy,35,-140.6037940979004,-23.4339656829834,33740602,google_electra-base-generator
a game is a toy.,game,toy,36,-134.7809009552002,-22.463483492533367,33740602,google_electra-base-generator
a swing is a toy.,swing,toy,37,-145.40476417541504,-24.234127362569172,33740602,google_electra-base-generator
a boat is a toy.,boat,toy,38,-152.7934799194336,-25.465579986572266,33740602,google_electra-base-generator
a monopoly is a toy.,monopoly,toy,39,-157.58157920837402,-26.263596534729004,33740602,google_electra-base-generator
a sled is a toy.,sled,toy,40,-161.7577428817749,-23.108248983110702,33740602,google_electra-base-generator
a seesaw is a toy.,seesaw,toy,41,-199.44928073883057,-28.49275439126151,33740602,google_electra-base-generator
stilts are toys.,stilts,toy,42,-148.623441696167,-29.7246883392334,33740602,google_electra-base-generator
checkers are toys.,checkers,toy,43,-141.99728202819824,-28.399456405639647,33740602,google_electra-base-generator
a bat is a toy.,bat,toy,44,-139.08224868774414,-23.18037478129069,33740602,google_electra-base-generator
a car is a toy.,car,toy,45,-135.35575675964355,-22.559292793273926,33740602,google_electra-base-generator
an airplane is a toy.,airplane,toy,46,-150.97100830078125,-25.161834716796875,33740602,google_electra-base-generator
a bicycle is a toy.,bicycle,toy,47,-143.7630443572998,-23.9605073928833,33740602,google_electra-base-generator
a tractor is a toy.,tractor,toy,48,-146.10944080352783,-24.35157346725464,33740602,google_electra-base-generator
a sandbox is a toy.,sandbox,toy,49,-184.16382122039795,-26.309117317199707,33740602,google_electra-base-generator
a bike is a toy.,bike,toy,50,-145.6431884765625,-24.27386474609375,33740602,google_electra-base-generator
a bow and arrow is a toy.,bow and arrow,toy,51,-204.98947620391846,-25.623684525489807,33740602,google_electra-base-generator
a rope is a toy.,rope,toy,52,-139.89870643615723,-23.31645107269287,33740602,google_electra-base-generator
dishes are toys.,dishes,toy,53,-99.69569873809814,-24.923924684524536,33740602,google_electra-base-generator
cards are toys.,cards,toy,54,-110.36609268188477,-27.59152317047119,33740602,google_electra-base-generator
a mitt is a toy.,mitt,toy,55,-178.07488441467285,-25.43926920209612,33740602,google_electra-base-generator
a horse is a toy.,horse,toy,56,-135.26906299591064,-22.544843832651775,33740602,google_electra-base-generator
a gun is a toy.,gun,toy,57,-140.93760013580322,-23.48960002263387,33740602,google_electra-base-generator
animals are toys.,animals,toy,58,-103.38082122802734,-25.845205307006836,33740602,google_electra-base-generator
a tennis racket is a toy.,tennis racket,toy,59,-207.47194004058838,-25.933992505073547,33740602,google_electra-base-generator
books are toys.,books,toy,60,-105.69183731079102,-26.422959327697754,33740602,google_electra-base-generator
a robin is a bird.,robin,bird,1,-147.57423782348633,-24.595706303914387,33740602,google_electra-base-generator
a sparrow is a bird.,sparrow,bird,2,-157.719633102417,-26.2866055170695,33740602,google_electra-base-generator
a bluejay is a bird.,bluejay,bird,3,-205.29941749572754,-25.662427186965942,33740602,google_electra-base-generator
a bluebird is a bird.,bluebird,bird,4,-170.0782070159912,-24.296886716570175,33740602,google_electra-base-generator
a canary is a bird.,canary,bird,5,-148.30826663970947,-24.71804443995158,33740602,google_electra-base-generator
a blackbird is a bird.,blackbird,bird,6,-173.56451034545898,-24.794930049351283,33740602,google_electra-base-generator
a dove is a bird.,dove,bird,7,-148.1517791748047,-24.69196319580078,33740602,google_electra-base-generator
a lark is a bird.,lark,bird,8,-167.0836591720581,-27.84727652867635,33740602,google_electra-base-generator
a swallow is a bird.,swallow,bird,9,-157.6047763824463,-26.267462730407715,33740602,google_electra-base-generator
a parakeet is a bird.,parakeet,bird,10,-218.1713228225708,-27.27141535282135,33740602,google_electra-base-generator
an oriole is a bird.,oriole,bird,11,-200.0436134338379,-25.005451679229736,33740602,google_electra-base-generator
a mockingbird is a bird.,mockingbird,bird,12,-176.2740592956543,-25.182008470807755,33740602,google_electra-base-generator
a redbird is a bird.,redbird,bird,13,-169.31756782531738,-24.18822397504534,33740602,google_electra-base-generator
a wren is a bird.,wren,bird,14,-149.88687992095947,-24.981146653493244,33740602,google_electra-base-generator
a finch is a bird.,finch,bird,15,-152.6692180633545,-25.44486967722575,33740602,google_electra-base-generator
a starling is a bird.,starling,bird,16,-190.75576877593994,-27.250824110848562,33740602,google_electra-base-generator
a cardinal is a bird.,cardinal,bird,17,-158.14153003692627,-26.356921672821045,33740602,google_electra-base-generator
an eagle is a bird.,eagle,bird,18,-154.29687309265137,-25.716145515441895,33740602,google_electra-base-generator
a hummingbird is a bird.,hummingbird,bird,19,-168.02760124206543,-24.003943034580775,33740602,google_electra-base-generator
a seagull is a bird.,seagull,bird,20,-214.599853515625,-26.824981689453125,33740602,google_electra-base-generator
a woodpecker is a bird.,woodpecker,bird,21,-219.0549488067627,-27.381868600845337,33740602,google_electra-base-generator
a pigeon is a bird.,pigeon,bird,22,-149.86783409118652,-24.977972348531086,33740602,google_electra-base-generator
a thrush is a bird.,thrush,bird,23,-186.51634979248047,-26.64519282749721,33740602,google_electra-base-generator
a falcon is a bird.,falcon,bird,24,-154.9781370162964,-25.829689502716064,33740602,google_electra-base-generator
a crow is a bird.,crow,bird,25,-151.01668739318848,-25.169447898864746,33740602,google_electra-base-generator
a hawk is a bird.,hawk,bird,26,-157.48239707946777,-26.247066179911297,33740602,google_electra-base-generator
a raven is a bird.,raven,bird,27,-144.0764513015747,-24.012741883595783,33740602,google_electra-base-generator
a goldfinch is a bird.,goldfinch,bird,28,-213.40171718597412,-26.675214648246765,33740602,google_electra-base-generator
a parrot is a bird.,parrot,bird,29,-157.38046550750732,-26.230077584584553,33740602,google_electra-base-generator
a sandpiper is a bird.,sandpiper,bird,30,-233.4452724456787,-29.18065905570984,33740602,google_electra-base-generator
a pheasant is a bird.,pheasant,bird,31,-224.39617347717285,-28.049521684646606,33740602,google_electra-base-generator
a catbird is a bird.,catbird,bird,32,-159.4853916168213,-22.783627373831614,33740602,google_electra-base-generator
a crane is a bird.,crane,bird,33,-151.86049365997314,-25.31008227666219,33740602,google_electra-base-generator
an albatross is a bird.,albatross,bird,34,-215.6493625640869,-26.956170320510864,33740602,google_electra-base-generator
a condor is a bird.,condor,bird,35,-161.1664628982544,-26.861077149709065,33740602,google_electra-base-generator
a toucan is a bird.,toucan,bird,36,-189.7322244644165,-23.716528058052063,33740602,google_electra-base-generator
an owl is a bird.,owl,bird,37,-150.9841194152832,-25.1640199025472,33740602,google_electra-base-generator
a pelican is a bird.,pelican,bird,38,-207.96767616271973,-25.995959520339966,33740602,google_electra-base-generator
geese are birds.,geese,bird,39,-107.49898719787598,-26.874746799468994,33740602,google_electra-base-generator
a vulture is a bird.,vulture,bird,40,-154.07636833190918,-25.679394721984863,33740602,google_electra-base-generator
a stork is a bird.,stork,bird,41,-213.39471530914307,-26.674339413642883,33740602,google_electra-base-generator
a buzzard is a bird.,buzzard,bird,42,-200.598952293396,-28.656993184770858,33740602,google_electra-base-generator
a swan is a bird.,swan,bird,43,-134.77110767364502,-22.461851278940838,33740602,google_electra-base-generator
a flamingo is a bird.,flamingo,bird,44,-174.87679290771484,-24.982398986816406,33740602,google_electra-base-generator
a duck is a bird.,duck,bird,45,-147.0215892791748,-24.5035982131958,33740602,google_electra-base-generator
a peacock is a bird.,peacock,bird,46,-142.4409990310669,-23.740166505177815,33740602,google_electra-base-generator
an egret is a bird.,egret,bird,47,-213.54721069335938,-26.693401336669922,33740602,google_electra-base-generator
a chicken is a bird.,chicken,bird,48,-138.02033805847168,-23.003389676411945,33740602,google_electra-base-generator
a turkey is a bird.,turkey,bird,49,-153.8081750869751,-25.63469584782918,33740602,google_electra-base-generator
an ostrich is a bird.,ostrich,bird,50,-207.0291805267334,-25.878647565841675,33740602,google_electra-base-generator
a titmouse is a bird.,titmouse,bird,51,-221.89265060424805,-27.736581325531006,33740602,google_electra-base-generator
an emu is a bird.,emu,bird,52,-171.65176963806152,-24.52168137686593,33740602,google_electra-base-generator
a penguin is a bird.,penguin,bird,53,-147.00474643707275,-24.50079107284546,33740602,google_electra-base-generator
a bat is a bird.,bat,bird,54,-142.09820175170898,-23.683033625284832,33740602,google_electra-base-generator
football is a sport.,football,sport,1,-114.08569717407227,-22.817139434814454,33740602,google_electra-base-generator
baseball is a sport.,baseball,sport,2,-116.68464851379395,-23.336929702758788,33740602,google_electra-base-generator
basketball is a sport.,basketball,sport,3,-122.31037330627441,-24.46207466125488,33740602,google_electra-base-generator
tennis is a sport.,tennis,sport,4,-117.12625503540039,-23.425251007080078,33740602,google_electra-base-generator
softball is a sport.,softball,sport,5,-120.6014289855957,-24.12028579711914,33740602,google_electra-base-generator
canoeing is a sport.,canoeing,sport,6,-155.079740524292,-25.846623420715332,33740602,google_electra-base-generator
handball is a sport.,handball,sport,7,-125.90403366088867,-25.180806732177736,33740602,google_electra-base-generator
rugby is a sport.,rugby,sport,8,-123.24381828308105,-24.64876365661621,33740602,google_electra-base-generator
hockey is a sport.,hockey,sport,9,-119.66216468811035,-23.93243293762207,33740602,google_electra-base-generator
ice hockey is a sport.,ice hockey,sport,10,-137.29561614990234,-22.88260269165039,33740602,google_electra-base-generator
swimming is a sport.,swimming,sport,11,-123.4587230682373,-24.69174461364746,33740602,google_electra-base-generator
track is a sport.,track,sport,12,-115.30865287780762,-23.061730575561523,33740602,google_electra-base-generator
boxing is a sport.,boxing,sport,13,-116.86410522460938,-23.372821044921874,33740602,google_electra-base-generator
volleyball is a sport.,volleyball,sport,14,-130.1101417541504,-26.022028350830077,33740602,google_electra-base-generator
lacrosse is a sport.,lacrosse,sport,15,-120.67490196228027,-24.134980392456054,33740602,google_electra-base-generator
skiing is a sport.,skiing,sport,16,-113.68637275695801,-22.7372745513916,33740602,google_electra-base-generator
golf is a sport.,golf,sport,17,-121.91073036193848,-24.382146072387695,33740602,google_electra-base-generator
polo is a sport.,polo,sport,18,-125.52358436584473,-25.104716873168947,33740602,google_electra-base-generator
surfing is a sport.,surfing,sport,19,-133.96368789672852,-26.792737579345705,33740602,google_electra-base-generator
wrestling is a sport.,wrestling,sport,20,-114.3234634399414,-22.86469268798828,33740602,google_electra-base-generator
gymnastics is a sport.,gymnastics,sport,21,-109.41446113586426,-21.882892227172853,33740602,google_electra-base-generator
cricket is a sport.,cricket,sport,22,-130.1992588043213,-26.03985176086426,33740602,google_electra-base-generator
squash is a sport.,squash,sport,23,-121.3486442565918,-24.26972885131836,33740602,google_electra-base-generator
badminton is a sport.,badminton,sport,24,-127.97133827209473,-25.594267654418946,33740602,google_electra-base-generator
racing is a sport.,racing,sport,25,-104.20454788208008,-20.840909576416017,33740602,google_electra-base-generator
pole vault is a sport.,pole vault,sport,26,-141.41243743896484,-23.56873957316081,33740602,google_electra-base-generator
fencing is a sport.,fencing,sport,27,-115.21425437927246,-23.04285087585449,33740602,google_electra-base-generator
bowling is a sport.,bowling,sport,28,-124.28719711303711,-24.85743942260742,33740602,google_electra-base-generator
water skiing is a sport.,water skiing,sport,29,-150.25504684448242,-25.042507807413738,33740602,google_electra-base-generator
ice skating is a sport.,ice skating,sport,30,-139.2987518310547,-23.216458638509113,33740602,google_electra-base-generator
jai alai is a sport.,jai alai,sport,31,-189.54887580871582,-27.078410829816544,33740602,google_electra-base-generator
skating is a sport.,skating,sport,32,-115.13540077209473,-23.027080154418947,33740602,google_electra-base-generator
skindiving is a sport.,skindiving,sport,33,-198.60441398620605,-28.37205914088658,33740602,google_electra-base-generator
sailing is a sport.,sailing,sport,34,-120.32201194763184,-24.064402389526368,33740602,google_electra-base-generator
diving is a sport.,diving,sport,35,-120.98826026916504,-24.197652053833007,33740602,google_electra-base-generator
archery is a sport.,archery,sport,36,-113.44909858703613,-22.689819717407225,33740602,google_electra-base-generator
judo is a sport.,judo,sport,37,-118.33493995666504,-23.66698799133301,33740602,google_electra-base-generator
car racing is a sport.,car racing,sport,38,-128.81206130981445,-21.468676884969074,33740602,google_electra-base-generator
ping pong is a sport.,ping pong,sport,39,-180.18803024291992,-25.741147177559988,33740602,google_electra-base-generator
rowing is a sport.,rowing,sport,40,-119.75204086303711,-23.95040817260742,33740602,google_electra-base-generator
fishing is a sport.,fishing,sport,41,-121.1794548034668,-24.23589096069336,33740602,google_electra-base-generator
horseback riding is a sport.,horseback riding,sport,42,-134.26861381530762,-22.37810230255127,33740602,google_electra-base-generator
running is a sport.,running,sport,43,-100.4978256225586,-20.09956512451172,33740602,google_electra-base-generator
horse racing is a sport.,horse racing,sport,44,-126.91053581237793,-21.151755968729656,33740602,google_electra-base-generator
hiking is a sport.,hiking,sport,45,-113.54474830627441,-22.708949661254884,33740602,google_electra-base-generator
weight lifting is a sport.,weight lifting,sport,46,-132.95921325683594,-22.159868876139324,33740602,google_electra-base-generator
croquet is a sport.,croquet,sport,47,-199.60512733459473,-28.515018190656388,33740602,google_electra-base-generator
horseshoes is a sport.,horseshoes,sport,48,-136.40814971923828,-22.734691619873047,33740602,google_electra-base-generator
boating is a sport.,boating,sport,49,-128.93881797790527,-25.787763595581055,33740602,google_electra-base-generator
pool is a sport.,pool,sport,50,-116.64293098449707,-23.328586196899415,33740602,google_electra-base-generator
billiards is a sport.,billiards,sport,51,-187.65825843811035,-26.808322634015763,33740602,google_electra-base-generator
hunting is a sport.,hunting,sport,52,-117.16374015808105,-23.43274803161621,33740602,google_electra-base-generator
jump rope is a sport.,jump rope,sport,53,-126.71723556518555,-21.119539260864258,33740602,google_electra-base-generator
camping is a sport.,camping,sport,54,-120.71123504638672,-24.142247009277344,33740602,google_electra-base-generator
chess is a sport.,chess,sport,55,-133.2579860687256,-26.651597213745116,33740602,google_electra-base-generator
dancing is a sport.,dancing,sport,56,-115.9913330078125,-23.1982666015625,33740602,google_electra-base-generator
checkers is a sport.,checkers,sport,57,-141.22757720947266,-23.53792953491211,33740602,google_electra-base-generator
cards is a sport.,cards,sport,58,-110.46929550170898,-22.093859100341795,33740602,google_electra-base-generator
sunbathing is a sport.,sunbathing,sport,59,-178.75330352783203,-25.53618621826172,33740602,google_electra-base-generator
pea is a vegetable.,pea,vegetable,1,-121.61930656433105,-24.32386131286621,33740602,google_electra-base-generator
carrot is a vegetable.,carrot,vegetable,2,-123.1279525756836,-24.625590515136718,33740602,google_electra-base-generator
green beans are vegetables.,green beans,vegetable,3,-144.34594917297363,-28.869189834594728,33740602,google_electra-base-generator
string beans are vegetables.,string beans,vegetable,4,-149.553861618042,-29.9107723236084,33740602,google_electra-base-generator
spinach is a vegetable.,spinach,vegetable,5,-143.81295585632324,-23.968825976053875,33740602,google_electra-base-generator
broccoli is a vegetable.,broccoli,vegetable,6,-173.26753044128418,-24.752504348754883,33740602,google_electra-base-generator
asparagus are vegetables.,asparagus,vegetable,7,-164.33222579956055,-27.388704299926758,33740602,google_electra-base-generator
corn is a vegetable.,corn,vegetable,8,-121.37931442260742,-24.275862884521484,33740602,google_electra-base-generator
cauliflower is a vegetable.,cauliflower,vegetable,9,-174.54893112182617,-24.93556158883231,33740602,google_electra-base-generator
brussels sprouts are vegetables.,brussels sprouts,vegetable,10,-231.67600440979004,-33.09657205854143,33740602,google_electra-base-generator
squash is a vegetable.,squash,vegetable,12,-132.02324295043945,-26.40464859008789,33740602,google_electra-base-generator
lettuce is a vegetable.,lettuce,vegetable,13,-163.10322952270508,-23.30046136038644,33740602,google_electra-base-generator
celery is a vegetable.,celery,vegetable,14,-195.0466480255127,-27.863806860787527,33740602,google_electra-base-generator
cucumber is a vegetable.,cucumber,vegetable,15,-185.69490432739258,-26.527843475341797,33740602,google_electra-base-generator
beets are vegetables.,beets,vegetable,16,-154.02262115478516,-30.804524230957032,33740602,google_electra-base-generator
greens are vegetables.,greens,vegetable,17,-116.87753295898438,-29.219383239746094,33740602,google_electra-base-generator
tomato is a vegetable.,tomato,vegetable,18,-121.58140182495117,-24.316280364990234,33740602,google_electra-base-generator
lima beans are vegetables.,lima beans,vegetable,19,-145.91595268249512,-29.183190536499023,33740602,google_electra-base-generator
artichoke is a vegetable.,artichokes,vegetable,20,-181.9654998779297,-25.995071411132812,33740602,google_electra-base-generator
turnip is a vegetable.,turnip,vegetable,21,-143.68703651428223,-23.94783941904704,33740602,google_electra-base-generator
eggplant is a vegetable.,eggplant,vegetable,22,-178.10929107666016,-25.44418443952288,33740602,google_electra-base-generator
romaine is a vegetable.,romaine,vegetable,23,-165.22034454345703,-27.536724090576172,33740602,google_electra-base-generator
green peppers are vegetables.,green peppers,vegetable,24,-161.61747550964355,-32.323495101928714,33740602,google_electra-base-generator
okra is a vegetable.,okra,vegetable,25,-149.4148006439209,-24.902466773986816,33740602,google_electra-base-generator
radish is a vegetable.,radishes,vegetable,26,-188.46532440185547,-26.92361777169364,33740602,google_electra-base-generator
onion is a vegetable.,onions,vegetable,27,-128.24085235595703,-25.648170471191406,33740602,google_electra-base-generator
beans are vegetables.,bean,vegetable,28,-112.4875717163086,-28.12189292907715,33740602,google_electra-base-generator
green onion is a vegetable.,green onion,vegetable,29,-155.47149467468262,-25.91191577911377,33740602,google_electra-base-generator
potatoes are vegetables.,potato,vegetable,30,-110.02377891540527,-27.50594472885132,33740602,google_electra-base-generator
parsnip is a vegetable.,parsnip,vegetable,31,-205.2309913635254,-25.653873920440674,33740602,google_electra-base-generator
turnip greens are vegetables.,turnip greens,vegetable,32,-178.0490264892578,-29.674837748209637,33740602,google_electra-base-generator
collard is a vegetable.,collard,vegetable,33,-148.20175170898438,-24.700291951497395,33740602,google_electra-base-generator
wax beans are vegetables.,wax beans,vegetable,34,-145.00120544433594,-29.000241088867188,33740602,google_electra-base-generator
watercress is a vegetable.,watercress,vegetable,35,-182.0309829711914,-26.00442613874163,33740602,google_electra-base-generator
black eyed peas are vegetables.,black eyed peas,vegetable,36,-190.39437675476074,-31.732396125793457,33740602,google_electra-base-generator
leek is a vegetable.,leek,vegetable,37,-152.739351272583,-25.4565585454305,33740602,google_electra-base-generator
peppers are vegetables.,peppers,vegetable,38,-124.55219268798828,-31.13804817199707,33740602,google_electra-base-generator
sweet potatoes are a vegetables.,sweet potato,vegetable,39,-164.797607421875,-27.466267903645832,33740602,google_electra-base-generator
yam is a vegetable.,yams,vegetable,40,-160.6704864501953,-26.778414408365887,33740602,google_electra-base-generator
parsley is a vegetable.,parsley,vegetable,41,-157.34891510009766,-26.22481918334961,33740602,google_electra-base-generator
endive is a vegetable.,endive,vegetable,42,-162.12906646728516,-27.02151107788086,33740602,google_electra-base-generator
rutabaga is a vegetable.,rutabaga,vegetable,43,-208.04835891723633,-26.00604486465454,33740602,google_electra-base-generator
mushroom is a vegetable.,mushroom,vegetable,44,-122.85052490234375,-24.57010498046875,33740602,google_electra-base-generator
avocado is a vegetable.,avocado,vegetable,45,-181.43161964416504,-25.91880280630929,33740602,google_electra-base-generator
rhubarb is a vegetable.,rhubarb,vegetable,46,-191.47960662841797,-23.934950828552246,33740602,google_electra-base-generator
kale is a vegetable.,kale,vegetable,47,-165.00753593444824,-27.501255989074707,33740602,google_electra-base-generator
escarole is a vegetable.,escarole,vegetable,48,-196.45121955871582,-28.064459936959402,33740602,google_electra-base-generator
sauerkraut is a vegetable.,sauerkraut,vegetable,49,-226.7126407623291,-28.339080095291138,33740602,google_electra-base-generator
pickles are vegetables.,pickles,vegetable,50,-167.81340408325195,-33.56268081665039,33740602,google_electra-base-generator
baked beans are vegetables.,baked beans,vegetable,51,-158.91609954833984,-31.78321990966797,33740602,google_electra-base-generator
pumpkin is a vegetable.,pumpkin,vegetable,52,-136.32086181640625,-27.26417236328125,33740602,google_electra-base-generator
seaweed is a vegetable.,seaweed,vegetable,53,-155.11651611328125,-25.852752685546875,33740602,google_electra-base-generator
garlic is a vegetable.,garlic,vegetable,54,-122.49496841430664,-24.49899368286133,33740602,google_electra-base-generator
dandelion is a vegetable.,dandelion,vegetable,55,-187.45368766784668,-26.77909823826381,33740602,google_electra-base-generator
peanut is a vegetable.,peanut,vegetable,56,-132.18299674987793,-26.436599349975587,33740602,google_electra-base-generator
rice is a vegetable.,rice,vegetable,57,-124.85836029052734,-24.97167205810547,33740602,google_electra-base-generator
saw is a tool.,saw,tool,1,-125.58218955993652,-25.116437911987305,33740602,google_electra-base-generator
hammer is a tool.,hammer,tool,2,-134.0420265197754,-26.808405303955077,33740602,google_electra-base-generator
ruler is a tool.,ruler,tool,3,-126.34148216247559,-25.268296432495116,33740602,google_electra-base-generator
screwdriver is a tool.,screwdriver,tool,4,-175.57598304748535,-25.08228329249791,33740602,google_electra-base-generator
drill is a tool.,drill,tool,5,-126.98709869384766,-25.397419738769532,33740602,google_electra-base-generator
nails are tools.,nails,tool,6,-118.02801704406738,-29.507004261016846,33740602,google_electra-base-generator
tape measure is a tool.,tape measure,tool,7,-161.91275596618652,-26.985459327697754,33740602,google_electra-base-generator
sawhorse is a tool.,sawhorse,tool,8,-154.34886741638184,-25.72481123606364,33740602,google_electra-base-generator
sandpaper is a tool.,sandpaper,tool,9,-170.83976364135742,-28.473293940226238,33740602,google_electra-base-generator
sander is a tool.,sander,tool,10,-166.63354110717773,-27.77225685119629,33740602,google_electra-base-generator
a level is a tool.,level,tool,11,-145.1554193496704,-24.192569891611736,33740602,google_electra-base-generator
a plane is a tool.,plane,tool,12,-151.6731481552124,-25.278858025868733,33740602,google_electra-base-generator
a file is a tool.,file,tool,13,-145.9445447921753,-24.32409079869588,33740602,google_electra-base-generator
a toolbox is a tool.,toolbox,tool,14,-173.35397052764893,-24.764852932521276,33740602,google_electra-base-generator
a T-square is a tool.,T-square,tool,15,-198.1719627380371,-24.77149534225464,33740602,google_electra-base-generator
a chisel is a tool.,chisel,tool,16,-194.11474132537842,-27.730677332196915,33740602,google_electra-base-generator
a rasp is a tool.,rasp,tool,17,-189.6904811859131,-27.098640169416154,33740602,google_electra-base-generator
a pencil is a tool.,pencil,tool,18,-155.03475666046143,-25.839126110076904,33740602,google_electra-base-generator
a hacksaw is a tool.,hacksaw,tool,19,-209.95061016082764,-26.243826270103455,33740602,google_electra-base-generator
a square is a tool.,square,tool,20,-148.18543338775635,-24.697572231292725,33740602,google_electra-base-generator
a bench is a tool.,bench,tool,21,-155.52779579162598,-25.92129929860433,33740602,google_electra-base-generator
pliers is a tool.,pliers,tool,22,-171.9402847290039,-28.656714121500652,33740602,google_electra-base-generator
a wrench is a tool.,wrench,tool,23,-178.39334297180176,-25.484763281685964,33740602,google_electra-base-generator
a ladder is a tool.,ladder,tool,24,-153.2393569946289,-25.539892832438152,33740602,google_electra-base-generator
a lathe is a tool.,lathe,tool,25,-172.77327156066895,-24.68189593723842,33740602,google_electra-base-generator
a vise is a tool.,vise,tool,26,-187.58153438568115,-26.797362055097306,33740602,google_electra-base-generator
screw is a tool.,screws,tool,27,-133.58953285217285,-26.71790657043457,33740602,google_electra-base-generator
wood is a tool.,wood,tool,28,-130.1977024078369,-26.039540481567382,33740602,google_electra-base-generator
a wedge is a tool.,wedge,tool,29,-157.21556663513184,-26.20259443918864,33740602,google_electra-base-generator
lumber is a tool.,lumber,tool,30,-143.43238830566406,-28.686477661132812,33740602,google_electra-base-generator
blueprints are tools.,blueprints,tool,31,-186.38989639282227,-31.064982732137043,33740602,google_electra-base-generator
brace is a tool.,brace,tool,32,-135.37317657470703,-27.074635314941407,33740602,google_electra-base-generator
awl is a tool.,awl,tool,33,-172.3116054534912,-28.718600908915203,33740602,google_electra-base-generator
a crowbar is a tool.,crowbar,tool,34,-193.44429683685303,-27.63489954812186,33740602,google_electra-base-generator
a hinge is a tool.,hinge,tool,35,-187.97542572021484,-26.85363224574498,33740602,google_electra-base-generator
a miter box is a tool.,miter box,tool,36,-217.94397735595703,-27.24299716949463,33740602,google_electra-base-generator
a knife is a tool.,knife,tool,37,-148.33646297454834,-24.72274382909139,33740602,google_electra-base-generator
a chalk is a tool.,chalk,tool,38,-163.1649627685547,-27.19416046142578,33740602,google_electra-base-generator
nuts are tools.,nuts,tool,39,-120.7319221496582,-30.18298053741455,33740602,google_electra-base-generator
bolts are tools.,bolts,tool,40,-109.81246376037598,-27.453115940093994,33740602,google_electra-base-generator
a plumb line is a tool.,plumb line,tool,41,-226.91881847381592,-28.36485230922699,33740602,google_electra-base-generator
a brush is a tool.,brush,tool,42,-142.7384214401245,-23.78973690668742,33740602,google_electra-base-generator
