stimulus,item,category,rank,logprob,normalized_logprob,params,model
wrestling is a sport.,wrestling,sport,20,-35.09342670440674,-5.0133466720581055,774031360,gpt2-large
gymnastics is a sport.,gymnastics,sport,21,-37.62657356262207,-4.703321695327759,774031360,gpt2-large
cricket is a sport.,cricket,sport,22,-32.402281284332275,-4.050285160541534,774031360,gpt2-large
squash is a sport.,squash,sport,23,-38.23249530792236,-5.461785043988909,774031360,gpt2-large
badminton is a sport.,badminton,sport,24,-37.00457811355591,-4.6255722641944885,774031360,gpt2-large
racing is a sport.,racing,sport,25,-35.41492795944214,-5.059275422777448,774031360,gpt2-large
pole vault is a sport.,pole vault,sport,26,-44.378427505493164,-6.339775357927595,774031360,gpt2-large
fencing is a sport.,fencing,sport,27,-33.603665828704834,-4.800523689814976,774031360,gpt2-large
bowling is a sport.,bowling,sport,28,-36.85997724533081,-5.265711035047259,774031360,gpt2-large
water skiing is a sport.,water skiing,sport,29,-40.94144630432129,-5.84877804347447,774031360,gpt2-large
ice skating is a sport.,ice skating,sport,30,-37.99537372589111,-5.427910532270159,774031360,gpt2-large
jai alai is a sport.,jai alai,sport,31,-47.58548307418823,-5.287275897132026,774031360,gpt2-large
skating is a sport.,skating,sport,32,-35.9694881439209,-5.138498306274414,774031360,gpt2-large
skindiving is a sport.,skindiving,sport,33,-46.13627099990845,-5.767033874988556,774031360,gpt2-large
sailing is a sport.,sailing,sport,34,-35.49301719665527,-5.07043102809361,774031360,gpt2-large
diving is a sport.,diving,sport,35,-35.234046459198,-5.033435208456857,774031360,gpt2-large
archery is a sport.,archery,sport,36,-39.987202167510986,-5.712457452501569,774031360,gpt2-large
judo is a sport.,judo,sport,37,-37.017433643341064,-5.2882048061915805,774031360,gpt2-large
car racing is a sport.,car racing,sport,38,-36.77064752578735,-5.25294964654105,774031360,gpt2-large
ping pong is a sport.,ping pong,sport,39,-37.136301040649414,-4.642037630081177,774031360,gpt2-large
rowing is a sport.,rowing,sport,40,-38.392269134521484,-6.398711522420247,774031360,gpt2-large
fishing is a sport.,fishing,sport,41,-34.7558650970459,-4.965123585292271,774031360,gpt2-large
horseback riding is a sport.,horseback riding,sport,42,-36.36353778839111,-4.545442223548889,774031360,gpt2-large
running is a sport.,running,sport,43,-34.481836795806885,-5.7469727993011475,774031360,gpt2-large
horse racing is a sport.,horse racing,sport,44,-38.67958688735962,-5.525655269622803,774031360,gpt2-large
hiking is a sport.,hiking,sport,45,-35.73817491531372,-5.105453559330532,774031360,gpt2-large
weight lifting is a sport.,weight lifting,sport,46,-38.01880359649658,-5.4312576566423685,774031360,gpt2-large
croquet is a sport.,croquet,sport,47,-36.612361907958984,-5.230337415422712,774031360,gpt2-large
horseshoes is a sport.,horseshoes,sport,48,-40.87544918060303,-4.541716575622559,774031360,gpt2-large
boating is a sport.,boating,sport,49,-35.65999984741211,-5.0942856924874445,774031360,gpt2-large
pool is a sport.,pool,sport,50,-40.45731258392334,-6.74288543065389,774031360,gpt2-large
billiards is a sport.,billiards,sport,51,-37.23623514175415,-4.654529392719269,774031360,gpt2-large
hunting is a sport.,hunting,sport,52,-35.54623031616211,-5.078032902308872,774031360,gpt2-large
jump rope is a sport.,jump rope,sport,53,-39.30067014694214,-5.6143814495631625,774031360,gpt2-large
camping is a sport.,camping,sport,54,-38.88574981689453,-5.555107116699219,774031360,gpt2-large
chess is a sport.,chess,sport,55,-34.05685806274414,-4.865265437534878,774031360,gpt2-large
dancing is a sport.,dancing,sport,56,-33.98501205444336,-4.855001722063337,774031360,gpt2-large
checkers is a sport.,checkers,sport,57,-41.91040086746216,-5.987200123923166,774031360,gpt2-large
cards is a sport.,cards,sport,58,-40.85307455062866,-6.80884575843811,774031360,gpt2-large
sunbathing is a sport.,sunbathing,sport,59,-40.61479187011719,-5.076848983764648,774031360,gpt2-large
pea is a vegetable.,pea,vegetable,1,-35.01460266113281,-5.002086094447544,774031360,gpt2-large
carrot is a vegetable.,carrot,vegetable,2,-36.621418476104736,-5.231631210872105,774031360,gpt2-large
green beans are vegetables.,green beans,vegetable,3,-37.773908615112305,-6.295651435852051,774031360,gpt2-large
string beans are vegetables.,string beans,vegetable,4,-45.21367311477661,-7.535612185796102,774031360,gpt2-large
spinach is a vegetable.,spinach,vegetable,5,-37.108802318573,-5.301257474081857,774031360,gpt2-large
broccoli is a vegetable.,broccoli,vegetable,6,-33.00217962265015,-4.714597088950021,774031360,gpt2-large
asparagus are vegetables.,asparagus,vegetable,7,-37.010345458984375,-5.287192208426339,774031360,gpt2-large
corn is a vegetable.,corn,vegetable,8,-35.38416290283203,-5.897360483805339,774031360,gpt2-large
cauliflower is a vegetable.,cauliflower,vegetable,9,-35.52678108215332,-4.440847635269165,774031360,gpt2-large
brussels sprouts are vegetables.,brussels sprouts,vegetable,10,-36.952980041503906,-4.105886671278212,774031360,gpt2-large
squash is a vegetable.,squash,vegetable,12,-34.91494417190552,-4.987849167415074,774031360,gpt2-large
lettuce is a vegetable.,lettuce,vegetable,13,-31.986226558685303,-4.569460936955044,774031360,gpt2-large
celery is a vegetable.,celery,vegetable,14,-37.57318067550659,-5.367597239358084,774031360,gpt2-large
cucumber is a vegetable.,cucumber,vegetable,15,-34.50458765029907,-4.313073456287384,774031360,gpt2-large
beets are vegetables.,beets,vegetable,16,-34.2552056312561,-5.709200938542684,774031360,gpt2-large
greens are vegetables.,greens,vegetable,17,-39.55634260177612,-6.5927237669626875,774031360,gpt2-large
tomato is a vegetable.,tomato,vegetable,18,-34.26478290557861,-4.8949689865112305,774031360,gpt2-large
lima beans are vegetables.,lima beans,vegetable,19,-44.84673070907593,-6.406675815582275,774031360,gpt2-large
artichoke is a vegetable.,artichokes,vegetable,20,-36.69063329696655,-4.586329162120819,774031360,gpt2-large
turnip is a vegetable.,turnip,vegetable,21,-36.74126720428467,-5.248752457754953,774031360,gpt2-large
eggplant is a vegetable.,eggplant,vegetable,22,-32.6018271446228,-4.657403877803257,774031360,gpt2-large
romaine is a vegetable.,romaine,vegetable,23,-38.8757004737854,-5.553671496255057,774031360,gpt2-large
green peppers are vegetables.,green peppers,vegetable,24,-40.035722732543945,-6.672620455423991,774031360,gpt2-large
okra is a vegetable.,okra,vegetable,25,-38.368441104888916,-5.481205872126988,774031360,gpt2-large
radish is a vegetable.,radishes,vegetable,26,-36.38780641555786,-5.198258059365409,774031360,gpt2-large
onion is a vegetable.,onions,vegetable,27,-39.30232381820679,-5.614617688315255,774031360,gpt2-large
beans are vegetables.,bean,vegetable,28,-36.8552303314209,-7.37104606628418,774031360,gpt2-large
green onion is a vegetable.,green onion,vegetable,29,-37.09496879577637,-5.299281256539481,774031360,gpt2-large
potatoes are vegetables.,potato,vegetable,30,-34.21701145172119,-5.702835241953532,774031360,gpt2-large
parsnip is a vegetable.,parsnip,vegetable,31,-45.130900859832764,-5.014544539981419,774031360,gpt2-large
turnip greens are vegetables.,turnip greens,vegetable,32,-43.211814403533936,-6.173116343361991,774031360,gpt2-large
collard is a vegetable.,collard,vegetable,33,-39.962058544158936,-5.7088655063084195,774031360,gpt2-large
wax beans are vegetables.,wax beans,vegetable,34,-46.089510917663574,-6.584215845380511,774031360,gpt2-large
watercress is a vegetable.,watercress,vegetable,35,-38.0181040763855,-4.752263009548187,774031360,gpt2-large
black eyed peas are vegetables.,black eyed peas,vegetable,36,-42.35688924789429,-6.050984178270612,774031360,gpt2-large
leek is a vegetable.,leek,vegetable,37,-36.116918087005615,-5.159559726715088,774031360,gpt2-large
peppers are vegetables.,peppers,vegetable,38,-37.35997295379639,-6.2266621589660645,774031360,gpt2-large
sweet potatoes are a vegetables.,sweet potato,vegetable,39,-41.83311223983765,-5.976158891405378,774031360,gpt2-large
yam is a vegetable.,yams,vegetable,40,-41.7659797668457,-5.966568538120815,774031360,gpt2-large
parsley is a vegetable.,parsley,vegetable,41,-41.15720081329346,-5.144650101661682,774031360,gpt2-large
endive is a vegetable.,endive,vegetable,42,-37.4097466468811,-5.3442495209830145,774031360,gpt2-large
rutabaga is a vegetable.,rutabaga,vegetable,43,-37.6519889831543,-4.183554331461589,774031360,gpt2-large
mushroom is a vegetable.,mushroom,vegetable,44,-38.01797914505005,-4.752247393131256,774031360,gpt2-large
avocado is a vegetable.,avocado,vegetable,45,-34.882182598114014,-4.983168942587716,774031360,gpt2-large
rhubarb is a vegetable.,rhubarb,vegetable,46,-37.969887256622314,-4.746235907077789,774031360,gpt2-large
kale is a vegetable.,kale,vegetable,47,-37.731961727142334,-5.390280246734619,774031360,gpt2-large
escarole is a vegetable.,escarole,vegetable,48,-51.64348602294922,-6.455435752868652,774031360,gpt2-large
sauerkraut is a vegetable.,sauerkraut,vegetable,49,-37.93179368972778,-3.7931793689727784,774031360,gpt2-large
pickles are vegetables.,pickles,vegetable,50,-35.21266508102417,-5.868777513504028,774031360,gpt2-large
baked beans are vegetables.,baked beans,vegetable,51,-40.40836429595947,-5.772623470851353,774031360,gpt2-large
pumpkin is a vegetable.,pumpkin,vegetable,52,-34.84983587265015,-4.356229484081268,774031360,gpt2-large
seaweed is a vegetable.,seaweed,vegetable,53,-36.49236345291138,-4.561545431613922,774031360,gpt2-large
garlic is a vegetable.,garlic,vegetable,54,-33.948923110961914,-4.849846158708845,774031360,gpt2-large
dandelion is a vegetable.,dandelion,vegetable,55,-36.925617694854736,-4.615702211856842,774031360,gpt2-large
peanut is a vegetable.,peanut,vegetable,56,-37.306756019592285,-5.329536574227469,774031360,gpt2-large
rice is a vegetable.,rice,vegetable,57,-33.562289237976074,-5.593714872996013,774031360,gpt2-large
saw is a tool.,saw,tool,1,-38.72788143157959,-6.454646905263265,774031360,gpt2-large
hammer is a tool.,hammer,tool,2,-36.076711654663086,-6.012785275777181,774031360,gpt2-large
ruler is a tool.,ruler,tool,3,-38.334758281707764,-5.476394040243966,774031360,gpt2-large
screwdriver is a tool.,screwdriver,tool,4,-37.218154430389404,-4.6522693037986755,774031360,gpt2-large
drill is a tool.,drill,tool,5,-37.516321659088135,-5.3594745227268765,774031360,gpt2-large
nails are tools.,nails,tool,6,-38.39154767990112,-6.3985912799835205,774031360,gpt2-large
tape measure is a tool.,tape measure,tool,7,-41.74729585647583,-5.218411982059479,774031360,gpt2-large
sawhorse is a tool.,sawhorse,tool,8,-45.478519439697266,-6.4969313485281805,774031360,gpt2-large
sandpaper is a tool.,sandpaper,tool,9,-41.26421117782593,-5.89488731111799,774031360,gpt2-large
sander is a tool.,sander,tool,10,-39.886048793792725,-5.698006970541818,774031360,gpt2-large
a level is a tool.,level,tool,11,-41.18409824371338,-5.883442606244769,774031360,gpt2-large
a plane is a tool.,plane,tool,12,-36.64044809341431,-5.234349727630615,774031360,gpt2-large
a file is a tool.,file,tool,13,-39.47943925857544,-5.6399198940822055,774031360,gpt2-large
a toolbox is a tool.,toolbox,tool,14,-37.53423070907593,-4.691778838634491,774031360,gpt2-large
a T-square is a tool.,T-square,tool,15,-44.505871295928955,-4.9450968106587725,774031360,gpt2-large
a chisel is a tool.,chisel,tool,16,-37.20442819595337,-4.650553524494171,774031360,gpt2-large
a rasp is a tool.,rasp,tool,17,-42.72408723831177,-5.340510904788971,774031360,gpt2-large
a pencil is a tool.,pencil,tool,18,-36.22235631942749,-5.174622331346784,774031360,gpt2-large
a hacksaw is a tool.,hacksaw,tool,19,-39.71016025543213,-4.963770031929016,774031360,gpt2-large
a square is a tool.,square,tool,20,-38.20314359664917,-5.4575919423784525,774031360,gpt2-large
a bench is a tool.,bench,tool,21,-38.75921106338501,-5.537030151912144,774031360,gpt2-large
pliers is a tool.,pliers,tool,22,-38.345876693725586,-5.477982384817941,774031360,gpt2-large
a wrench is a tool.,wrench,tool,23,-34.55446195602417,-4.9363517080034525,774031360,gpt2-large
a ladder is a tool.,ladder,tool,24,-38.15551137924194,-5.450787339891706,774031360,gpt2-large
a lathe is a tool.,lathe,tool,25,-39.484363079071045,-4.935545384883881,774031360,gpt2-large
a vise is a tool.,vise,tool,26,-38.96059322357178,-4.870074152946472,774031360,gpt2-large
screw is a tool.,screws,tool,27,-39.36289930343628,-5.623271329062326,774031360,gpt2-large
wood is a tool.,wood,tool,28,-37.16058874130249,-6.193431456883748,774031360,gpt2-large
a wedge is a tool.,wedge,tool,29,-36.42793035507202,-5.203990050724575,774031360,gpt2-large
lumber is a tool.,lumber,tool,30,-41.235777854919434,-5.890825407845633,774031360,gpt2-large
blueprints are tools.,blueprints,tool,31,-39.547611236572266,-6.591268539428711,774031360,gpt2-large
brace is a tool.,brace,tool,32,-38.289907932281494,-6.381651322046916,774031360,gpt2-large
awl is a tool.,awl,tool,33,-39.187265396118164,-5.598180770874023,774031360,gpt2-large
a crowbar is a tool.,crowbar,tool,34,-36.827589988708496,-4.603448748588562,774031360,gpt2-large
a hinge is a tool.,hinge,tool,35,-42.39358711242676,-6.05622673034668,774031360,gpt2-large
a miter box is a tool.,miter box,tool,36,-43.65102815628052,-4.850114239586724,774031360,gpt2-large
a knife is a tool.,knife,tool,37,-32.987425804138184,-4.712489400591169,774031360,gpt2-large
a chalk is a tool.,chalk,tool,38,-42.94450092315674,-6.1349287033081055,774031360,gpt2-large
nuts are tools.,nuts,tool,39,-38.47282791137695,-7.6945655822753904,774031360,gpt2-large
bolts are tools.,bolts,tool,40,-39.86205053329468,-6.643675088882446,774031360,gpt2-large
a plumb line is a tool.,plumb line,tool,41,-43.293190002441406,-4.810354444715712,774031360,gpt2-large
a brush is a tool.,brush,tool,42,-35.537575244903564,-5.076796463557652,774031360,gpt2-large
a sledge hammer is a tool.,sledge hammer,tool,43,-39.21779489517212,-4.357532766130236,774031360,gpt2-large
a glue is a tool.,glue,tool,44,-42.35253572463989,-6.050362246377127,774031360,gpt2-large
a paintbrush is a tool.,paintbrush,tool,45,-37.723448276519775,-4.715431034564972,774031360,gpt2-large
a varnish is a tool.,varnish,tool,46,-44.96255588531494,-4.995839542812771,774031360,gpt2-large
an apron is a tool.,apron,tool,47,-41.592483043670654,-5.199060380458832,774031360,gpt2-large
a stapler is a tool.,stapler,tool,48,-40.7135796546936,-4.523731072743733,774031360,gpt2-large
an extension cord is a tool.,extension cord,tool,49,-47.13043260574341,-5.891304075717926,774031360,gpt2-large
a soldering iron is a tool.,soldering iron,tool,50,-40.123863220214844,-4.458207024468316,774031360,gpt2-large
a plaster is a tool.,plaster,tool,51,-44.12320327758789,-6.303314753941128,774031360,gpt2-large
a wheelbarrow is a tool.,wheelbarrow,tool,52,-40.349963665008545,-4.4833292961120605,774031360,gpt2-large
an axe is a tool.,axe,tool,53,-35.12065839767456,-5.017236913953509,774031360,gpt2-large
a slide rule is a tool.,slide rule,tool,54,-40.28348922729492,-5.035436153411865,774031360,gpt2-large
a cement is a tool.,cement,tool,55,-45.10148477554321,-6.44306925364903,774031360,gpt2-large
an anvil is a tool.,anvil,tool,56,-37.49016809463501,-4.686271011829376,774031360,gpt2-large
a hatchet is a tool.,hatchet,tool,57,-36.24134349822998,-4.530167937278748,774031360,gpt2-large
rags are tools.,rags,tool,58,-38.54558706283569,-6.424264510472615,774031360,gpt2-large
