stimulus,item,category,rank,logprob,normalized_logprob,params,model
lettuce is a vegetable.,lettuce,vegetable,13,-37.099090576171875,-5.299870082310268,81913344,distilgpt2
celery is a vegetable.,celery,vegetable,14,-40.30549240112305,-5.757927485874721,81913344,distilgpt2
cucumber is a vegetable.,cucumber,vegetable,15,-36.31523895263672,-4.53940486907959,81913344,distilgpt2
beets are vegetables.,beets,vegetable,16,-33.66618347167969,-5.611030578613281,81913344,distilgpt2
greens are vegetables.,greens,vegetable,17,-35.44275665283203,-5.907126108805339,81913344,distilgpt2
tomato is a vegetable.,tomato,vegetable,18,-35.53754806518555,-5.0767925807407925,81913344,distilgpt2
lima beans are vegetables.,lima beans,vegetable,19,-43.747467041015625,-6.249638148716518,81913344,distilgpt2
artichoke is a vegetable.,artichokes,vegetable,20,-39.521217346191406,-4.940152168273926,81913344,distilgpt2
turnip is a vegetable.,turnip,vegetable,21,-39.25087356567383,-5.607267652239118,81913344,distilgpt2
eggplant is a vegetable.,eggplant,vegetable,22,-33.27812576293945,-4.7540179661342075,81913344,distilgpt2
romaine is a vegetable.,romaine,vegetable,23,-36.48522186279297,-5.212174551827567,81913344,distilgpt2
green peppers are vegetables.,green peppers,vegetable,24,-37.39967727661133,-6.233279546101888,81913344,distilgpt2
okra is a vegetable.,okra,vegetable,25,-37.04063415527344,-5.2915191650390625,81913344,distilgpt2
radish is a vegetable.,radishes,vegetable,26,-38.85258483886719,-5.5503692626953125,81913344,distilgpt2
onion is a vegetable.,onions,vegetable,27,-35.12908172607422,-5.018440246582031,81913344,distilgpt2
beans are vegetables.,bean,vegetable,28,-31.17080307006836,-6.234160614013672,81913344,distilgpt2
green onion is a vegetable.,green onion,vegetable,29,-36.22825622558594,-5.175465175083706,81913344,distilgpt2
potatoes are vegetables.,potato,vegetable,30,-31.387489318847656,-5.231248219807942,81913344,distilgpt2
parsnip is a vegetable.,parsnip,vegetable,31,-46.948612213134766,-5.216512468126085,81913344,distilgpt2
turnip greens are vegetables.,turnip greens,vegetable,32,-44.634334564208984,-6.376333509172712,81913344,distilgpt2
collard is a vegetable.,collard,vegetable,33,-41.122066497802734,-5.874580928257534,81913344,distilgpt2
wax beans are vegetables.,wax beans,vegetable,34,-44.6978874206543,-6.385412488664899,81913344,distilgpt2
watercress is a vegetable.,watercress,vegetable,35,-41.90153884887695,-5.237692356109619,81913344,distilgpt2
black eyed peas are vegetables.,black eyed peas,vegetable,36,-45.70996856689453,-6.529995509556362,81913344,distilgpt2
leek is a vegetable.,leek,vegetable,37,-37.373592376708984,-5.339084625244141,81913344,distilgpt2
peppers are vegetables.,peppers,vegetable,38,-35.84947967529297,-5.974913279215495,81913344,distilgpt2
sweet potatoes are a vegetables.,sweet potato,vegetable,39,-42.77617645263672,-6.1108823503766745,81913344,distilgpt2
yam is a vegetable.,yams,vegetable,40,-36.85116195678711,-5.2644517081124445,81913344,distilgpt2
parsley is a vegetable.,parsley,vegetable,41,-40.57478332519531,-5.071847915649414,81913344,distilgpt2
endive is a vegetable.,endive,vegetable,42,-39.52561950683594,-5.646517072405134,81913344,distilgpt2
rutabaga is a vegetable.,rutabaga,vegetable,43,-46.764854431152344,-5.1960949367947045,81913344,distilgpt2
mushroom is a vegetable.,mushroom,vegetable,44,-38.39860916137695,-4.799826145172119,81913344,distilgpt2
avocado is a vegetable.,avocado,vegetable,45,-32.069618225097656,-4.581374032156808,81913344,distilgpt2
rhubarb is a vegetable.,rhubarb,vegetable,46,-35.70460891723633,-4.463076114654541,81913344,distilgpt2
kale is a vegetable.,kale,vegetable,47,-37.2335090637207,-5.319072723388672,81913344,distilgpt2
escarole is a vegetable.,escarole,vegetable,48,-46.431251525878906,-5.803906440734863,81913344,distilgpt2
sauerkraut is a vegetable.,sauerkraut,vegetable,49,-41.21616172790527,-4.121616172790527,81913344,distilgpt2
pickles are vegetables.,pickles,vegetable,50,-35.95549774169922,-5.99258295694987,81913344,distilgpt2
baked beans are vegetables.,baked beans,vegetable,51,-39.13554763793945,-5.590792519705636,81913344,distilgpt2
pumpkin is a vegetable.,pumpkin,vegetable,52,-34.943809509277344,-4.367976188659668,81913344,distilgpt2
seaweed is a vegetable.,seaweed,vegetable,53,-37.440650939941406,-4.680081367492676,81913344,distilgpt2
garlic is a vegetable.,garlic,vegetable,54,-32.55644607543945,-4.650920867919922,81913344,distilgpt2
dandelion is a vegetable.,dandelion,vegetable,55,-34.20659637451172,-4.275824546813965,81913344,distilgpt2
peanut is a vegetable.,peanut,vegetable,56,-32.941680908203125,-4.705954415457589,81913344,distilgpt2
rice is a vegetable.,rice,vegetable,57,-33.96327590942383,-5.660545984903972,81913344,distilgpt2
saw is a tool.,saw,tool,1,-32.4813346862793,-5.41355578104655,81913344,distilgpt2
hammer is a tool.,hammer,tool,2,-33.630226135253906,-5.605037689208984,81913344,distilgpt2
ruler is a tool.,ruler,tool,3,-34.76395797729492,-4.966279711042132,81913344,distilgpt2
screwdriver is a tool.,screwdriver,tool,4,-38.58303451538086,-4.822879314422607,81913344,distilgpt2
drill is a tool.,drill,tool,5,-34.983909606933594,-4.997701372419085,81913344,distilgpt2
nails are tools.,nails,tool,6,-34.89035415649414,-5.8150590260823565,81913344,distilgpt2
tape measure is a tool.,tape measure,tool,7,-41.3770751953125,-5.1721343994140625,81913344,distilgpt2
sawhorse is a tool.,sawhorse,tool,8,-43.42485809326172,-6.203551156180246,81913344,distilgpt2
sandpaper is a tool.,sandpaper,tool,9,-38.45233154296875,-5.493190220424107,81913344,distilgpt2
sander is a tool.,sander,tool,10,-35.07866859436035,-5.011238370622907,81913344,distilgpt2
a level is a tool.,level,tool,11,-37.082054138183594,-5.2974363054547995,81913344,distilgpt2
a plane is a tool.,plane,tool,12,-36.9876594543457,-5.283951350620815,81913344,distilgpt2
a file is a tool.,file,tool,13,-34.43257522583008,-4.918939317975726,81913344,distilgpt2
a toolbox is a tool.,toolbox,tool,14,-37.25054931640625,-4.656318664550781,81913344,distilgpt2
a T-square is a tool.,T-square,tool,15,-45.433067321777344,-5.048118591308594,81913344,distilgpt2
a chisel is a tool.,chisel,tool,16,-35.99856948852539,-4.499821186065674,81913344,distilgpt2
a rasp is a tool.,rasp,tool,17,-40.172489166259766,-5.021561145782471,81913344,distilgpt2
a pencil is a tool.,pencil,tool,18,-35.4216194152832,-5.0602313450404575,81913344,distilgpt2
a hacksaw is a tool.,hacksaw,tool,19,-40.57650375366211,-5.072062969207764,81913344,distilgpt2
a square is a tool.,square,tool,20,-37.31077194213867,-5.330110277448382,81913344,distilgpt2
a bench is a tool.,bench,tool,21,-36.609580993652344,-5.229940141950335,81913344,distilgpt2
pliers is a tool.,pliers,tool,22,-36.62761306762695,-5.232516152518136,81913344,distilgpt2
a wrench is a tool.,wrench,tool,23,-34.97380828857422,-4.9962583269391745,81913344,distilgpt2
a ladder is a tool.,ladder,tool,24,-35.93659210205078,-5.13379887172154,81913344,distilgpt2
a lathe is a tool.,lathe,tool,25,-40.031463623046875,-5.003932952880859,81913344,distilgpt2
a vise is a tool.,vise,tool,26,-40.39406204223633,-5.049257755279541,81913344,distilgpt2
screw is a tool.,screws,tool,27,-33.60453414916992,-4.800647735595703,81913344,distilgpt2
wood is a tool.,wood,tool,28,-31.920001983642578,-5.320000330607097,81913344,distilgpt2
a wedge is a tool.,wedge,tool,29,-35.57044982910156,-5.081492832728794,81913344,distilgpt2
lumber is a tool.,lumber,tool,30,-36.33082580566406,-5.190117972237723,81913344,distilgpt2
blueprints are tools.,blueprints,tool,31,-35.08560562133789,-5.847600936889648,81913344,distilgpt2
brace is a tool.,brace,tool,32,-32.953304290771484,-5.492217381795247,81913344,distilgpt2
awl is a tool.,awl,tool,33,-35.84923553466797,-5.1213193620954245,81913344,distilgpt2
a crowbar is a tool.,crowbar,tool,34,-38.7283821105957,-4.841047763824463,81913344,distilgpt2
a hinge is a tool.,hinge,tool,35,-37.517738342285156,-5.359676906040737,81913344,distilgpt2
a miter box is a tool.,miter box,tool,36,-48.60185241699219,-5.400205824110243,81913344,distilgpt2
a knife is a tool.,knife,tool,37,-32.281620025634766,-4.611660003662109,81913344,distilgpt2
a chalk is a tool.,chalk,tool,38,-39.388954162597656,-5.626993451799665,81913344,distilgpt2
nuts are tools.,nuts,tool,39,-35.364837646484375,-7.072967529296875,81913344,distilgpt2
bolts are tools.,bolts,tool,40,-35.140899658203125,-5.8568166097005205,81913344,distilgpt2
a plumb line is a tool.,plumb line,tool,41,-44.2922477722168,-4.921360863579644,81913344,distilgpt2
a brush is a tool.,brush,tool,42,-35.83894348144531,-5.119849068777902,81913344,distilgpt2
a sledge hammer is a tool.,sledge hammer,tool,43,-40.77095413208008,-4.530106014675564,81913344,distilgpt2
a glue is a tool.,glue,tool,44,-36.39061737060547,-5.19865962437221,81913344,distilgpt2
a paintbrush is a tool.,paintbrush,tool,45,-37.19423294067383,-4.6492791175842285,81913344,distilgpt2
a varnish is a tool.,varnish,tool,46,-41.019775390625,-4.557752821180555,81913344,distilgpt2
an apron is a tool.,apron,tool,47,-38.28338623046875,-4.785423278808594,81913344,distilgpt2
a stapler is a tool.,stapler,tool,48,-40.864749908447266,-4.540527767605251,81913344,distilgpt2
an extension cord is a tool.,extension cord,tool,49,-42.882083892822266,-5.360260486602783,81913344,distilgpt2
a soldering iron is a tool.,soldering iron,tool,50,-41.37891387939453,-4.597657097710504,81913344,distilgpt2
a plaster is a tool.,plaster,tool,51,-39.58637237548828,-5.655196053641183,81913344,distilgpt2
a wheelbarrow is a tool.,wheelbarrow,tool,52,-38.29871368408203,-4.2554126315646705,81913344,distilgpt2
an axe is a tool.,axe,tool,53,-33.66961669921875,-4.809945242745536,81913344,distilgpt2
a slide rule is a tool.,slide rule,tool,54,-44.18086624145508,-5.522608280181885,81913344,distilgpt2
a cement is a tool.,cement,tool,55,-39.052520751953125,-5.578931535993304,81913344,distilgpt2
an anvil is a tool.,anvil,tool,56,-37.710880279541016,-4.713860034942627,81913344,distilgpt2
a hatchet is a tool.,hatchet,tool,57,-37.39387893676758,-4.674234867095947,81913344,distilgpt2
rags are tools.,rags,tool,58,-36.753204345703125,-6.1255340576171875,81913344,distilgpt2
