stimulus,item,category,rank,logprob,normalized_logprob,params,model
a pigeon is a bird.,pigeon,bird,22,-33.83316421508789,-4.833309173583984,124440576,gpt2
a thrush is a bird.,thrush,bird,23,-39.05823516845703,-4.882279396057129,124440576,gpt2
a falcon is a bird.,falcon,bird,24,-34.2119140625,-4.2764892578125,124440576,gpt2
a crow is a bird.,crow,bird,25,-33.33821487426758,-4.762602124895368,124440576,gpt2
a hawk is a bird.,hawk,bird,26,-32.729862213134766,-4.675694601876395,124440576,gpt2
a raven is a bird.,raven,bird,27,-33.45431900024414,-4.7791884286063055,124440576,gpt2
a goldfinch is a bird.,goldfinch,bird,28,-44.08871841430664,-4.898746490478516,124440576,gpt2
a parrot is a bird.,parrot,bird,29,-31.834609985351562,-3.9793262481689453,124440576,gpt2
a sandpiper is a bird.,sandpiper,bird,30,-38.26362609863281,-4.251514010959202,124440576,gpt2
a pheasant is a bird.,pheasant,bird,31,-35.637290954589844,-3.9596989949544272,124440576,gpt2
a catbird is a bird.,catbird,bird,32,-37.48163604736328,-4.68520450592041,124440576,gpt2
a crane is a bird.,crane,bird,33,-39.368160247802734,-5.624022892543247,124440576,gpt2
an albatross is a bird.,albatross,bird,34,-35.765167236328125,-3.973907470703125,124440576,gpt2
a condor is a bird.,condor,bird,35,-41.14982986450195,-5.143728733062744,124440576,gpt2
a toucan is a bird.,toucan,bird,36,-39.344757080078125,-4.918094635009766,124440576,gpt2
an owl is a bird.,owl,bird,37,-32.686134338378906,-4.669447762625558,124440576,gpt2
a pelican is a bird.,pelican,bird,38,-37.27064514160156,-4.658830642700195,124440576,gpt2
geese are birds.,geese,bird,39,-37.55342483520508,-6.258904139200847,124440576,gpt2
a vulture is a bird.,vulture,bird,40,-35.3991584777832,-4.4248948097229,124440576,gpt2
a stork is a bird.,stork,bird,41,-36.67229461669922,-4.584036827087402,124440576,gpt2
a buzzard is a bird.,buzzard,bird,42,-38.57044219970703,-4.821305274963379,124440576,gpt2
a swan is a bird.,swan,bird,43,-35.6459846496582,-4.455748081207275,124440576,gpt2
a flamingo is a bird.,flamingo,bird,44,-39.51248550415039,-4.939060688018799,124440576,gpt2
a duck is a bird.,duck,bird,45,-32.14046859741211,-4.591495513916016,124440576,gpt2
a peacock is a bird.,peacock,bird,46,-36.57775115966797,-4.572218894958496,124440576,gpt2
an egret is a bird.,egret,bird,47,-42.39855194091797,-5.299818992614746,124440576,gpt2
a chicken is a bird.,chicken,bird,48,-32.545406341552734,-4.649343763078962,124440576,gpt2
a turkey is a bird.,turkey,bird,49,-34.84889602661133,-4.9784137180873325,124440576,gpt2
an ostrich is a bird.,ostrich,bird,50,-35.272090911865234,-4.409011363983154,124440576,gpt2
a titmouse is a bird.,titmouse,bird,51,-41.17509078979492,-5.146886348724365,124440576,gpt2
an emu is a bird.,emu,bird,52,-39.01451110839844,-4.876813888549805,124440576,gpt2
a penguin is a bird.,penguin,bird,53,-35.46758270263672,-4.43344783782959,124440576,gpt2
a bat is a bird.,bat,bird,54,-33.04001235961914,-4.720001765659878,124440576,gpt2
football is a sport.,football,sport,1,-28.06470489501953,-4.677450815836589,124440576,gpt2
baseball is a sport.,baseball,sport,2,-29.65692138671875,-4.236703055245536,124440576,gpt2
basketball is a sport.,basketball,sport,3,-30.993675231933594,-5.165612538655599,124440576,gpt2
tennis is a sport.,tennis,sport,4,-32.86014175415039,-4.694305964878628,124440576,gpt2
softball is a sport.,softball,sport,5,-34.748905181884766,-4.964129311697824,124440576,gpt2
canoeing is a sport.,canoeing,sport,6,-39.21369171142578,-4.901711463928223,124440576,gpt2
handball is a sport.,handball,sport,7,-33.50131607055664,-4.7859022957938055,124440576,gpt2
rugby is a sport.,rugby,sport,8,-35.64448928833008,-5.092069898332868,124440576,gpt2
hockey is a sport.,hockey,sport,9,-28.125926971435547,-4.017989567347935,124440576,gpt2
ice hockey is a sport.,ice hockey,sport,10,-33.429595947265625,-4.775656563895089,124440576,gpt2
swimming is a sport.,swimming,sport,11,-31.692516326904297,-4.527502332414899,124440576,gpt2
track is a sport.,track,sport,12,-37.0039176940918,-6.167319615681966,124440576,gpt2
boxing is a sport.,boxing,sport,13,-34.01321029663086,-5.66886838277181,124440576,gpt2
volleyball is a sport.,volleyball,sport,14,-34.74921798706055,-4.343652248382568,124440576,gpt2
lacrosse is a sport.,lacrosse,sport,15,-33.73073959350586,-4.216342449188232,124440576,gpt2
skiing is a sport.,skiing,sport,16,-34.082950592041016,-4.868992941720145,124440576,gpt2
golf is a sport.,golf,sport,17,-29.88232421875,-4.268903459821429,124440576,gpt2
polo is a sport.,polo,sport,18,-38.750343322753906,-5.535763331821987,124440576,gpt2
surfing is a sport.,surfing,sport,19,-32.89434051513672,-4.699191502162388,124440576,gpt2
wrestling is a sport.,wrestling,sport,20,-31.30052947998047,-4.471504211425781,124440576,gpt2
gymnastics is a sport.,gymnastics,sport,21,-40.58450698852539,-5.073063373565674,124440576,gpt2
cricket is a sport.,cricket,sport,22,-31.827320098876953,-3.978415012359619,124440576,gpt2
squash is a sport.,squash,sport,23,-37.359745025634766,-5.337106432233538,124440576,gpt2
badminton is a sport.,badminton,sport,24,-35.93861389160156,-4.492326736450195,124440576,gpt2
racing is a sport.,racing,sport,25,-33.23027801513672,-4.74718257359096,124440576,gpt2
pole vault is a sport.,pole vault,sport,26,-46.00484085083008,-6.572120121547154,124440576,gpt2
fencing is a sport.,fencing,sport,27,-35.47028732299805,-5.067183903285435,124440576,gpt2
bowling is a sport.,bowling,sport,28,-32.38797378540039,-4.626853397914341,124440576,gpt2
water skiing is a sport.,water skiing,sport,29,-36.09751892089844,-5.156788417271206,124440576,gpt2
ice skating is a sport.,ice skating,sport,30,-33.79142761230469,-4.8273468017578125,124440576,gpt2
jai alai is a sport.,jai alai,sport,31,-48.57429504394531,-5.397143893771702,124440576,gpt2
skating is a sport.,skating,sport,32,-33.63471984863281,-4.804959978376116,124440576,gpt2
skindiving is a sport.,skindiving,sport,33,-47.690330505371094,-5.961291313171387,124440576,gpt2
sailing is a sport.,sailing,sport,34,-35.07478332519531,-5.010683332170759,124440576,gpt2
diving is a sport.,diving,sport,35,-36.77326583862305,-5.253323691231864,124440576,gpt2
archery is a sport.,archery,sport,36,-31.553905487060547,-4.5077007838657925,124440576,gpt2
judo is a sport.,judo,sport,37,-40.41462707519531,-5.773518153599331,124440576,gpt2
car racing is a sport.,car racing,sport,38,-35.86730194091797,-5.123900277273996,124440576,gpt2
ping pong is a sport.,ping pong,sport,39,-34.38016128540039,-4.297520160675049,124440576,gpt2
rowing is a sport.,rowing,sport,40,-37.08452606201172,-6.18075434366862,124440576,gpt2
fishing is a sport.,fishing,sport,41,-32.20701217651367,-4.601001739501953,124440576,gpt2
horseback riding is a sport.,horseback riding,sport,42,-34.935367584228516,-4.3669209480285645,124440576,gpt2
running is a sport.,running,sport,43,-34.552364349365234,-5.758727391560872,124440576,gpt2
horse racing is a sport.,horse racing,sport,44,-33.03842544555664,-4.719775063650949,124440576,gpt2
hiking is a sport.,hiking,sport,45,-31.638736724853516,-4.5198195321219305,124440576,gpt2
weight lifting is a sport.,weight lifting,sport,46,-38.12379455566406,-5.446256365094866,124440576,gpt2
croquet is a sport.,croquet,sport,47,-40.09246826171875,-5.727495465959821,124440576,gpt2
horseshoes is a sport.,horseshoes,sport,48,-40.24692153930664,-4.471880171034071,124440576,gpt2
boating is a sport.,boating,sport,49,-34.99440383911133,-4.999200548444476,124440576,gpt2
pool is a sport.,pool,sport,50,-37.103431701660156,-6.183905283610026,124440576,gpt2
billiards is a sport.,billiards,sport,51,-39.14472961425781,-4.893091201782227,124440576,gpt2
hunting is a sport.,hunting,sport,52,-31.495868682861328,-4.4994098118373325,124440576,gpt2
jump rope is a sport.,jump rope,sport,53,-41.32939529418945,-5.904199327741351,124440576,gpt2
camping is a sport.,camping,sport,54,-35.16792297363281,-5.023988996233259,124440576,gpt2
chess is a sport.,chess,sport,55,-33.07888412475586,-4.725554874965122,124440576,gpt2
dancing is a sport.,dancing,sport,56,-33.08644104003906,-4.726634434291294,124440576,gpt2
checkers is a sport.,checkers,sport,57,-38.53612518310547,-5.505160740443638,124440576,gpt2
cards is a sport.,cards,sport,58,-37.26508331298828,-6.21084721883138,124440576,gpt2
sunbathing is a sport.,sunbathing,sport,59,-39.7090950012207,-4.963636875152588,124440576,gpt2
pea is a vegetable.,pea,vegetable,1,-36.22202682495117,-5.17457526070731,124440576,gpt2
carrot is a vegetable.,carrot,vegetable,2,-33.272247314453125,-4.753178187779018,124440576,gpt2
green beans are vegetables.,green beans,vegetable,3,-39.187957763671875,-6.5313262939453125,124440576,gpt2
string beans are vegetables.,string beans,vegetable,4,-46.031280517578125,-7.6718800862630205,124440576,gpt2
spinach is a vegetable.,spinach,vegetable,5,-35.97312545776367,-5.1390179225376675,124440576,gpt2
broccoli is a vegetable.,broccoli,vegetable,6,-33.77351379394531,-4.824787684849331,124440576,gpt2
asparagus are vegetables.,asparagus,vegetable,7,-37.80194091796875,-5.400277273995536,124440576,gpt2
corn is a vegetable.,corn,vegetable,8,-32.21525573730469,-5.369209289550781,124440576,gpt2
cauliflower is a vegetable.,cauliflower,vegetable,9,-34.59756851196289,-4.324696063995361,124440576,gpt2
brussels sprouts are vegetables.,brussels sprouts,vegetable,10,-39.42306137084961,-4.380340152316624,124440576,gpt2
squash is a vegetable.,squash,vegetable,12,-39.576663970947266,-5.653809138706753,124440576,gpt2
lettuce is a vegetable.,lettuce,vegetable,13,-36.1741943359375,-5.167742047991071,124440576,gpt2
celery is a vegetable.,celery,vegetable,14,-40.13047409057617,-5.73292487008231,124440576,gpt2
cucumber is a vegetable.,cucumber,vegetable,15,-35.82864761352539,-4.478580951690674,124440576,gpt2
beets are vegetables.,beets,vegetable,16,-35.52817916870117,-5.921363194783528,124440576,gpt2
greens are vegetables.,greens,vegetable,17,-36.553470611572266,-6.092245101928711,124440576,gpt2
tomato is a vegetable.,tomato,vegetable,18,-34.39460372924805,-4.913514818464007,124440576,gpt2
lima beans are vegetables.,lima beans,vegetable,19,-46.42487335205078,-6.632124764578683,124440576,gpt2
artichoke is a vegetable.,artichokes,vegetable,20,-36.64453125,-4.58056640625,124440576,gpt2
turnip is a vegetable.,turnip,vegetable,21,-39.551605224609375,-5.650229317801339,124440576,gpt2
eggplant is a vegetable.,eggplant,vegetable,22,-32.15711212158203,-4.593873160226004,124440576,gpt2
romaine is a vegetable.,romaine,vegetable,23,-38.73501205444336,-5.533573150634766,124440576,gpt2
green peppers are vegetables.,green peppers,vegetable,24,-40.2973747253418,-6.7162291208903,124440576,gpt2
okra is a vegetable.,okra,vegetable,25,-40.05021286010742,-5.721458980015346,124440576,gpt2
radish is a vegetable.,radishes,vegetable,26,-40.06373977661133,-5.723391396658761,124440576,gpt2
onion is a vegetable.,onions,vegetable,27,-38.51420211791992,-5.50202887398856,124440576,gpt2
beans are vegetables.,bean,vegetable,28,-33.0345573425293,-6.606911468505859,124440576,gpt2
green onion is a vegetable.,green onion,vegetable,29,-37.8101921081543,-5.401456015450614,124440576,gpt2
potatoes are vegetables.,potato,vegetable,30,-33.53885269165039,-5.5898087819417315,124440576,gpt2
parsnip is a vegetable.,parsnip,vegetable,31,-41.98666000366211,-4.665184444851345,124440576,gpt2
turnip greens are vegetables.,turnip greens,vegetable,32,-44.019935607910156,-6.2885622297014505,124440576,gpt2
collard is a vegetable.,collard,vegetable,33,-42.413551330566406,-6.059078761509487,124440576,gpt2
wax beans are vegetables.,wax beans,vegetable,34,-44.6799430847168,-6.382849012102399,124440576,gpt2
watercress is a vegetable.,watercress,vegetable,35,-43.288536071777344,-5.411067008972168,124440576,gpt2
black eyed peas are vegetables.,black eyed peas,vegetable,36,-46.2526969909668,-6.607528141566685,124440576,gpt2
leek is a vegetable.,leek,vegetable,37,-38.186702728271484,-5.455243246895926,124440576,gpt2
peppers are vegetables.,peppers,vegetable,38,-37.631080627441406,-6.271846771240234,124440576,gpt2
sweet potatoes are a vegetables.,sweet potato,vegetable,39,-44.58290481567383,-6.368986402239118,124440576,gpt2
yam is a vegetable.,yams,vegetable,40,-37.16551208496094,-5.309358869280134,124440576,gpt2
parsley is a vegetable.,parsley,vegetable,41,-38.70107650756836,-4.837634563446045,124440576,gpt2
endive is a vegetable.,endive,vegetable,42,-43.13508605957031,-6.1621551513671875,124440576,gpt2
rutabaga is a vegetable.,rutabaga,vegetable,43,-46.23098373413086,-5.136775970458984,124440576,gpt2
mushroom is a vegetable.,mushroom,vegetable,44,-38.19831848144531,-4.774789810180664,124440576,gpt2
avocado is a vegetable.,avocado,vegetable,45,-32.787715911865234,-4.683959415980747,124440576,gpt2
rhubarb is a vegetable.,rhubarb,vegetable,46,-36.69566345214844,-4.586957931518555,124440576,gpt2
kale is a vegetable.,kale,vegetable,47,-36.86869430541992,-5.266956329345703,124440576,gpt2
escarole is a vegetable.,escarole,vegetable,48,-48.26834487915039,-6.033543109893799,124440576,gpt2
sauerkraut is a vegetable.,sauerkraut,vegetable,49,-40.55409622192383,-4.055409622192383,124440576,gpt2
pickles are vegetables.,pickles,vegetable,50,-35.712989807128906,-5.952164967854817,124440576,gpt2
baked beans are vegetables.,baked beans,vegetable,51,-39.630489349365234,-5.661498478480747,124440576,gpt2
pumpkin is a vegetable.,pumpkin,vegetable,52,-33.13058853149414,-4.141323566436768,124440576,gpt2
seaweed is a vegetable.,seaweed,vegetable,53,-35.327728271484375,-4.415966033935547,124440576,gpt2
garlic is a vegetable.,garlic,vegetable,54,-34.257972717285156,-4.893996102469308,124440576,gpt2
dandelion is a vegetable.,dandelion,vegetable,55,-35.127708435058594,-4.390963554382324,124440576,gpt2
peanut is a vegetable.,peanut,vegetable,56,-34.33406448364258,-4.9048663548060825,124440576,gpt2
rice is a vegetable.,rice,vegetable,57,-34.8533821105957,-5.808897018432617,124440576,gpt2
saw is a tool.,saw,tool,1,-35.623451232910156,-5.937241872151692,124440576,gpt2
hammer is a tool.,hammer,tool,2,-34.761383056640625,-5.7935638427734375,124440576,gpt2
ruler is a tool.,ruler,tool,3,-36.71197509765625,-5.24456787109375,124440576,gpt2
screwdriver is a tool.,screwdriver,tool,4,-39.297889709472656,-4.912236213684082,124440576,gpt2
drill is a tool.,drill,tool,5,-37.077510833740234,-5.296787261962891,124440576,gpt2
nails are tools.,nails,tool,6,-36.616451263427734,-6.102741877237956,124440576,gpt2
tape measure is a tool.,tape measure,tool,7,-43.596221923828125,-5.449527740478516,124440576,gpt2
sawhorse is a tool.,sawhorse,tool,8,-43.986106872558594,-6.283729553222656,124440576,gpt2
sandpaper is a tool.,sandpaper,tool,9,-40.78010940551758,-5.82572991507394,124440576,gpt2
sander is a tool.,sander,tool,10,-38.66947555541992,-5.5242107936314175,124440576,gpt2
a level is a tool.,level,tool,11,-39.301727294921875,-5.614532470703125,124440576,gpt2
a plane is a tool.,plane,tool,12,-38.85639572143555,-5.5509136744907925,124440576,gpt2
a file is a tool.,file,tool,13,-35.80113220214844,-5.114447457449777,124440576,gpt2
a toolbox is a tool.,toolbox,tool,14,-39.80907440185547,-4.976134300231934,124440576,gpt2
a T-square is a tool.,T-square,tool,15,-44.68370056152344,-4.964855617947048,124440576,gpt2
a chisel is a tool.,chisel,tool,16,-38.078880310058594,-4.759860038757324,124440576,gpt2
a rasp is a tool.,rasp,tool,17,-44.11239242553711,-5.514049053192139,124440576,gpt2
a pencil is a tool.,pencil,tool,18,-35.46293258666992,-5.066133226667132,124440576,gpt2
a hacksaw is a tool.,hacksaw,tool,19,-40.56267166137695,-5.070333957672119,124440576,gpt2
a square is a tool.,square,tool,20,-37.859859466552734,-5.408551352364676,124440576,gpt2
a bench is a tool.,bench,tool,21,-38.195621490478516,-5.456517355782645,124440576,gpt2
pliers is a tool.,pliers,tool,22,-37.56791687011719,-5.366845267159598,124440576,gpt2
a wrench is a tool.,wrench,tool,23,-36.257389068603516,-5.179627009800503,124440576,gpt2
a ladder is a tool.,ladder,tool,24,-37.122982025146484,-5.303283146449497,124440576,gpt2
a lathe is a tool.,lathe,tool,25,-37.9824104309082,-4.747801303863525,124440576,gpt2
a vise is a tool.,vise,tool,26,-38.66750717163086,-4.833438396453857,124440576,gpt2
screw is a tool.,screws,tool,27,-37.0394401550293,-5.291348593575614,124440576,gpt2
wood is a tool.,wood,tool,28,-33.103248596191406,-5.517208099365234,124440576,gpt2
a wedge is a tool.,wedge,tool,29,-37.22257614135742,-5.317510877336774,124440576,gpt2
lumber is a tool.,lumber,tool,30,-38.36570358276367,-5.4808147975376675,124440576,gpt2
blueprints are tools.,blueprints,tool,31,-38.81461715698242,-6.46910285949707,124440576,gpt2
brace is a tool.,brace,tool,32,-35.404605865478516,-5.900767644246419,124440576,gpt2
awl is a tool.,awl,tool,33,-38.62287521362305,-5.517553601946149,124440576,gpt2
a crowbar is a tool.,crowbar,tool,34,-38.084285736083984,-4.760535717010498,124440576,gpt2
a hinge is a tool.,hinge,tool,35,-40.19166946411133,-5.741667066301618,124440576,gpt2
a miter box is a tool.,miter box,tool,36,-47.914878845214844,-5.323875427246094,124440576,gpt2
a knife is a tool.,knife,tool,37,-33.26852798461914,-4.752646854945591,124440576,gpt2
a chalk is a tool.,chalk,tool,38,-42.4930305480957,-6.070432935442243,124440576,gpt2
nuts are tools.,nuts,tool,39,-35.411354064941406,-7.082270812988281,124440576,gpt2
bolts are tools.,bolts,tool,40,-39.1753044128418,-6.5292174021403,124440576,gpt2
a plumb line is a tool.,plumb line,tool,41,-48.045509338378906,-5.3383899264865455,124440576,gpt2
a brush is a tool.,brush,tool,42,-37.42385482788086,-5.346264975411551,124440576,gpt2
a sledge hammer is a tool.,sledge hammer,tool,43,-41.136451721191406,-4.570716857910156,124440576,gpt2
a glue is a tool.,glue,tool,44,-38.28200149536133,-5.46885735648019,124440576,gpt2
a paintbrush is a tool.,paintbrush,tool,45,-37.922794342041016,-4.740349292755127,124440576,gpt2
a varnish is a tool.,varnish,tool,46,-40.788230895996094,-4.532025655110677,124440576,gpt2
an apron is a tool.,apron,tool,47,-41.32048797607422,-5.165060997009277,124440576,gpt2
a stapler is a tool.,stapler,tool,48,-39.91824722290039,-4.435360802544488,124440576,gpt2
an extension cord is a tool.,extension cord,tool,49,-45.83758544921875,-5.729698181152344,124440576,gpt2
a soldering iron is a tool.,soldering iron,tool,50,-39.97677230834961,-4.441863589816624,124440576,gpt2
a plaster is a tool.,plaster,tool,51,-43.370323181152344,-6.195760454450335,124440576,gpt2
a wheelbarrow is a tool.,wheelbarrow,tool,52,-39.43389129638672,-4.381543477376302,124440576,gpt2
an axe is a tool.,axe,tool,53,-35.41832733154297,-5.059761047363281,124440576,gpt2
a slide rule is a tool.,slide rule,tool,54,-45.179141998291016,-5.647392749786377,124440576,gpt2
a cement is a tool.,cement,tool,55,-42.59689712524414,-6.08527101789202,124440576,gpt2
an anvil is a tool.,anvil,tool,56,-37.586181640625,-4.698272705078125,124440576,gpt2
a hatchet is a tool.,hatchet,tool,57,-36.32014083862305,-4.540017604827881,124440576,gpt2
rags are tools.,rags,tool,58,-39.33760070800781,-6.556266784667969,124440576,gpt2
a scissors is a tool.,scissors,tool,59,-39.61098098754883,-5.6587115696498325,124440576,gpt2
a crane is a tool.,crane,tool,60,-38.379947662353516,-5.482849666050503,124440576,gpt2
orange is a fruit.,orange,fruit,1,-35.014808654785156,-5.835801442464192,124440576,gpt2
apple is a fruit.,apple,fruit,2,-34.20527648925781,-5.700879414876302,124440576,gpt2
banana is a fruit.,banana,fruit,3,-34.502498626708984,-4.928928375244141,124440576,gpt2
peach is a fruit.,peach,fruit,4,-34.00154495239258,-4.857363564627511,124440576,gpt2
pear is a fruit.,pear,fruit,5,-36.88288879394531,-5.268984113420759,124440576,gpt2
apricot is a fruit.,apricot,fruit,6,-39.938087463378906,-4.992260932922363,124440576,gpt2
tangerine is a fruit.,tangerine,fruit,7,-38.74428176879883,-4.8430352210998535,124440576,gpt2
plum is a fruit.,plum,fruit,8,-35.64203643798828,-5.091719491141183,124440576,gpt2
grapes are fruit.,grapes,fruit,9,-37.47494125366211,-5.3535630362374445,124440576,gpt2
nectarine is a fruit.,nectarine,fruit,10,-43.036842346191406,-6.1481203351702005,124440576,gpt2
