preamble,stimulus,item,category,rank,score,params,model
A boot is a type of,clothing.,boot,clothing,33,-4.250643312931061,0,5gram
A sandal is a type of,clothing.,sandal,clothing,34,-4.250643312931061,0,5gram
A tie is a type of,clothing.,tie,clothing,35,-4.250643312931061,0,5gram
A girdle is a type of,clothing.,girdle,clothing,36,-4.250643312931061,0,5gram
A belt is a type of,clothing.,belt,clothing,37,-4.250643312931061,0,5gram
A scarf is a type of,clothing.,scarf,clothing,38,-4.250643312931061,0,5gram
A mitten is a type of,clothing.,mitten,clothing,39,-4.250643312931061,0,5gram
A slipper is a type of,clothing.,slipper,clothing,40,-4.250643312931061,0,5gram
A hat is a type of,clothing.,hat,clothing,41,-4.250643312931061,0,5gram
An overshoe is a type of,clothing.,overshoe,clothing,42,-4.250643312931061,0,5gram
A glove is a type of,clothing.,glove,clothing,43,-4.250643312931061,0,5gram
An apron is a type of,clothing.,apron,clothing,44,-4.250643312931061,0,5gram
An earmuff is a type of,clothing.,earmuff,clothing,45,-4.250643312931061,0,5gram
A handkerchief is a type of,clothing.,handkerchief,clothing,46,-4.250643312931061,0,5gram
A purse is a type of,clothing.,purse,clothing,47,-4.250643312931061,0,5gram
A hairband is a type of,clothing.,hairband,clothing,48,-4.250643312931061,0,5gram
A ring is a type of,clothing.,ring,clothing,49,-4.250643312931061,0,5gram
An earring is a type of,clothing.,earring,clothing,50,-4.250643312931061,0,5gram
A watch is a type of,clothing.,watch,clothing,51,-4.250643312931061,0,5gram
A cuff link is a type of,clothing.,cuff link,clothing,52,-4.250643312931061,0,5gram
A necklace is a type of,clothing.,necklace,clothing,53,-4.250643312931061,0,5gram
A bracelet is a type of,clothing.,bracelet,clothing,54,-4.250643312931061,0,5gram
A cane is a type of,clothing.,cane,clothing,55,-4.250643312931061,0,5gram
A chair is a type of,furniture.,chair,furniture,1,-4.491803765296936,0,5gram
A sofa is a type of,furniture.,sofa,furniture,2,-4.491803765296936,0,5gram
A couch is a type of,furniture.,couch,furniture,3,-4.491803765296936,0,5gram
A table is a type of,furniture.,table,furniture,4,-4.491803765296936,0,5gram
An easy chair is a type of,furniture.,easy chair,furniture,5,-4.491803765296936,0,5gram
A dresser is a type of,furniture.,dresser,furniture,6,-4.491803765296936,0,5gram
A rocking chair is a type of,furniture.,rocking chair,furniture,7,-4.491803765296936,0,5gram
A coffee table is a type of,furniture.,coffee table,furniture,8,-4.491803765296936,0,5gram
A rocker is a type of,furniture.,rocker,furniture,9,-4.491803765296936,0,5gram
A love seat is a type of,furniture.,love seat,furniture,10,-4.491803765296936,0,5gram
A chest of drawers is a,furniture.,chest of drawers,furniture,11,-6.74407696723938,0,5gram
A desk is a type of,furniture.,desk,furniture,12,-4.491803765296936,0,5gram
A bed is a type of,furniture.,bed,furniture,13,-4.491803765296936,0,5gram
A bureau is a type of,furniture.,bureau,furniture,14,-4.491803765296936,0,5gram
A davenport is a type of,furniture.,davenport,furniture,15,-4.491803765296936,0,5gram
An end table is a type of,furniture.,end table,furniture,16,-4.491803765296936,0,5gram
A divan is a type of,furniture.,divan,furniture,17,-4.491803765296936,0,5gram
A night table is a type of,furniture.,night table,furniture,18,-4.491803765296936,0,5gram
A chest is a type of,furniture.,chest,furniture,19,-4.491803765296936,0,5gram
A cedar chest is a type of,furniture.,cedar chest,furniture,20,-4.491803765296936,0,5gram
A vanity is a type of,furniture.,vanity,furniture,21,-4.491803765296936,0,5gram
A bookcase is a type of,furniture.,bookcase,furniture,22,-4.491803765296936,0,5gram
A lounge is a type of,furniture.,lounge,furniture,23,-4.491803765296936,0,5gram
A chaise lounge is a type of,furniture.,chaise lounge,furniture,24,-4.491803765296936,0,5gram
An ottoman is a type of,furniture.,ottoman,furniture,25,-4.491803765296936,0,5gram
A footstool is a type of,furniture.,footstool,furniture,26,-4.491803765296936,0,5gram
A cabinet is a type of,furniture.,cabinet,furniture,27,-4.491803765296936,0,5gram
A china closet is a type of,furniture.,china closet,furniture,28,-4.491803765296936,0,5gram
A bench is a type of,furniture.,bench,furniture,29,-4.491803765296936,0,5gram
A buffet is a type of,furniture.,buffet,furniture,30,-4.491803765296936,0,5gram
A lamp is a type of,furniture.,lamp,furniture,31,-4.491803765296936,0,5gram
A stool is a type of,furniture.,stool,furniture,32,-4.491803765296936,0,5gram
A hassock is a type of,furniture.,hassock,furniture,33,-4.491803765296936,0,5gram
A drawer is a type of,furniture.,drawer,furniture,34,-4.491803765296936,0,5gram
A piano is a type of,furniture.,piano,furniture,35,-4.491803765296936,0,5gram
A cushion is a type of,furniture.,cushion,furniture,36,-4.491803765296936,0,5gram
A magazine rack is a type of,furniture.,magazine rack,furniture,37,-4.491803765296936,0,5gram
A hi-fi is a type of,furniture.,hi-fi,furniture,38,-4.491803765296936,0,5gram
A cupboard is a type of,furniture.,cupboard,furniture,39,-4.491803765296936,0,5gram
A stereo is a type of,furniture.,stereo,furniture,40,-4.491803765296936,0,5gram
A mirror is a type of,furniture.,mirror,furniture,41,-4.491803765296936,0,5gram
A television is a type of,furniture.,television,furniture,42,-4.491803765296936,0,5gram
A bar is a type of,furniture.,bar,furniture,43,-4.491803765296936,0,5gram
A shelf is a type of,furniture.,shelf,furniture,44,-4.491803765296936,0,5gram
A rug is a type of,furniture.,rug,furniture,45,-4.491803765296936,0,5gram
A pillow is a type of,furniture.,pillow,furniture,46,-4.491803765296936,0,5gram
A wastebasket is a type of,furniture.,wastebasket,furniture,47,-4.491803765296936,0,5gram
A radio is a type of,furniture.,radio,furniture,48,-4.491803765296936,0,5gram
A sewing machine is a type of,furniture.,sewing machine,furniture,49,-4.491803765296936,0,5gram
A stove is a type of,furniture.,stove,furniture,50,-4.491803765296936,0,5gram
A counter is a type of,furniture.,counter,furniture,51,-4.491803765296936,0,5gram
A clock is a type of,furniture.,clock,furniture,52,-4.491803765296936,0,5gram
A drape is a type of,furniture.,drape,furniture,53,-4.491803765296936,0,5gram
A refrigerator is a type of,furniture.,refrigerator,furniture,54,-4.491803765296936,0,5gram
A picture is a type of,furniture.,picture,furniture,55,-4.491803765296936,0,5gram
A closet is a type of,furniture.,closet,furniture,56,-4.491803765296936,0,5gram
A vase is a type of,furniture.,vase,furniture,57,-4.491803765296936,0,5gram
An ashtray is a type of,furniture.,ashtray,furniture,58,-4.491803765296936,0,5gram
A fan is a type of,furniture.,fan,furniture,59,-4.491803765296936,0,5gram
A telephone is a type of,furniture.,telephone,furniture,60,-4.491803765296936,0,5gram
Pea is a,vegetable.,pea,vegetable,1,-5.910755634307861,0,5gram
Carrot is a,vegetable.,carrot,vegetable,2,-3.1320512294769287,0,5gram
Green bean is a,vegetable.,green bean,vegetable,3,-5.813479900360107,0,5gram
String bean is a,vegetable.,string bean,vegetable,4,-5.813479900360107,0,5gram
Spinach is a,vegetable.,spinach,vegetable,5,-5.796964168548584,0,5gram
Broccoli is a,vegetable.,broccoli,vegetable,6,-2.1068283319473267,0,5gram
Asparagus is a,vegetable.,asparagus,vegetable,7,-5.7438812255859375,0,5gram
Corn is a,vegetable.,corn,vegetable,8,-5.8613810539245605,0,5gram
Cauliflower is a,vegetable.,cauliflower,vegetable,9,-5.83791446685791,0,5gram
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,-6.484355092048645,0,5gram
Squash is a,vegetable.,squash,vegetable,11,-5.898270606994629,0,5gram
Lettuce is a,vegetable.,lettuce,vegetable,12,-5.897337436676025,0,5gram
Celery is a,vegetable.,celery,vegetable,13,-5.833586692810059,0,5gram
Cucumber is a,vegetable.,cucumber,vegetable,14,-5.748082160949707,0,5gram
Beet is a,vegetable.,beet,vegetable,15,-5.747463703155518,0,5gram
Green is a,vegetable.,green,vegetable,16,-6.234749794006348,0,5gram
Tomato is a,vegetable.,tomato,vegetable,17,-3.7259668111801147,0,5gram
Lima bean is a,vegetable.,lima bean,vegetable,18,-5.868860244750977,0,5gram
Artichoke is a,vegetable.,artichoke,vegetable,19,-5.72298526763916,0,5gram
Turnip is a,vegetable.,turnip,vegetable,20,-5.683138847351074,0,5gram
Eggplant is a,vegetable.,eggplant,vegetable,21,-5.790297508239746,0,5gram
Romaine is a,vegetable.,romaine,vegetable,22,-5.7602410316467285,0,5gram
Green pepper is a,vegetable.,green pepper,vegetable,23,-5.787714958190918,0,5gram
Okra is a,vegetable.,okra,vegetable,24,-5.72298526763916,0,5gram
Radish is a,vegetable.,radish,vegetable,25,-5.724209785461426,0,5gram
Onion is a,vegetable.,onion,vegetable,26,-2.6286275386810303,0,5gram
Bean is a,vegetable.,bean,vegetable,27,-5.88271951675415,0,5gram
Green onion is a,vegetable.,green onion,vegetable,28,-2.65719997882843,0,5gram
Potato is a,vegetable.,potato,vegetable,29,-5.825911521911621,0,5gram
Parsnip is a,vegetable.,parsnip,vegetable,30,-5.718024730682373,0,5gram
Turnip green is a,vegetable.,turnip green,vegetable,31,-6.039346694946289,0,5gram
Collard is a,vegetable.,collard,vegetable,32,-5.685060024261475,0,5gram
Wax bean is a,vegetable.,wax bean,vegetable,33,-5.813479900360107,0,5gram
Watercress is a,vegetable.,watercress,vegetable,34,-5.72298526763916,0,5gram
Black eyed pea is a,vegetable.,black eyed pea,vegetable,35,-5.910755634307861,0,5gram
Leek is a,vegetable.,leek,vegetable,36,-2.4453428983688354,0,5gram
Pepper is a,vegetable.,pepper,vegetable,37,-5.837758541107178,0,5gram
Sweet potato is a,vegetable.,sweet potato,vegetable,38,-5.825911521911621,0,5gram
Yam is a,vegetable.,yam,vegetable,39,-5.815312385559082,0,5gram
Parsley is a,vegetable.,parsley,vegetable,40,-5.798245906829834,0,5gram
Endive is a,vegetable.,endive,vegetable,41,-5.614287853240967,0,5gram
Rutabaga is a,vegetable.,rutabaga,vegetable,42,-5.614287853240967,0,5gram
Mushroom is a,vegetable.,mushroom,vegetable,43,-5.891384124755859,0,5gram
Avocado is a,vegetable.,avocado,vegetable,44,-5.758716106414795,0,5gram
Rhubarb is a,vegetable.,rhubarb,vegetable,45,-2.360313653945923,0,5gram
Kale is a,vegetable.,kale,vegetable,46,-5.773523807525635,0,5gram
Escarole is a,vegetable.,escarole,vegetable,47,-5.614287853240967,0,5gram
Sauerkraut is a,vegetable.,sauerkraut,vegetable,48,-5.790121555328369,0,5gram
Pickle is a,vegetable.,pickle,vegetable,49,-5.883061408996582,0,5gram
Baked bean is a,vegetable.,baked bean,vegetable,50,-5.868860244750977,0,5gram
Pumpkin is a,vegetable.,pumpkin,vegetable,51,-3.5124446153640747,0,5gram
Seaweed is a,vegetable.,seaweed,vegetable,52,-5.749759197235107,0,5gram
Garlic is a,vegetable.,garlic,vegetable,53,-5.969603061676025,0,5gram
Dandelion is a,vegetable.,dandelion,vegetable,54,-5.917497158050537,0,5gram
Peanut is a,vegetable.,peanut,vegetable,55,-5.72298526763916,0,5gram
Rice is a,vegetable.,rice,vegetable,56,-6.197615623474121,0,5gram
A saw is a,tool.,saw,tool,1,-3.55722713470459,0,5gram
A hammer is a,tool.,hammer,tool,2,-4.134894132614136,0,5gram
A ruler is a,tool.,ruler,tool,3,-4.957051515579224,0,5gram
A screwdriver is a,tool.,screwdriver,tool,4,-3.756449341773987,0,5gram
A drill is a,tool.,drill,tool,5,-3.267886519432068,0,5gram
A nail is a,tool.,nail,tool,6,-5.865561246871948,0,5gram
A tape measure is a,tool.,tape measure,tool,7,-5.509306192398071,0,5gram
A sawhorse is a,tool.,sawhorse,tool,8,-5.731831789016724,0,5gram
A sandpaper is a,tool.,sandpaper,tool,9,-5.785148859024048,0,5gram
A sander is a,tool.,sander,tool,10,-5.89583683013916,0,5gram
A level is a,tool.,level,tool,11,-5.7979536056518555,0,5gram
A plane is a,tool.,plane,tool,12,-5.652578592300415,0,5gram
A file is a,tool.,file,tool,13,-4.43792450428009,0,5gram
A toolbox is a,tool.,toolbox,tool,14,-5.889495134353638,0,5gram
A t-square is a,tool.,T-square,tool,15,-5.731831789016724,0,5gram
A chisel is a,tool.,chisel,tool,16,-2.7069804072380066,0,5gram
A rasp is a,tool.,rasp,tool,17,-3.899174928665161,0,5gram
A pencil is a,tool.,pencil,tool,18,-5.906761646270752,0,5gram
A hacksaw is a,tool.,hacksaw,tool,19,-5.775359392166138,0,5gram
A square is a,tool.,square,tool,20,-5.082767009735107,0,5gram
A bench is a,tool.,bench,tool,21,-5.151153326034546,0,5gram
A plier is a,tool.,plier,tool,22,-5.731831789016724,0,5gram
A wrench is a,tool.,wrench,tool,23,-3.4380868077278137,0,5gram
A ladder is a,tool.,ladder,tool,24,-5.885074138641357,0,5gram
A lathe is a,tool.,lathe,tool,25,-6.274735927581787,0,5gram
A vise is a,tool.,vise,tool,26,-5.785148859024048,0,5gram
A screw is a,tool.,screw,tool,27,-5.871647357940674,0,5gram
A wood is a,tool.,wood,tool,28,-6.226159334182739,0,5gram
