stimulus,item,category,feature,logprob,normalized_logprob,params,model
a parakeet flies.,parakeet,bird,2,-80.88826322555542,-13.481377204259237,110104890,bert-base-uncased
an oriole flies.,oriole,bird,2,-72.52830791473389,-12.088051319122314,110104890,bert-base-uncased
a mockingbird flies.,mockingbird,bird,2,-56.12600564956665,-11.22520112991333,110104890,bert-base-uncased
a redbird flies.,redbird,bird,2,-57.335129261016846,-11.467025852203369,110104890,bert-base-uncased
a wren flies.,wren,bird,2,-49.91998863220215,-12.479997158050537,110104890,bert-base-uncased
a finch flies.,finch,bird,2,-41.94415760040283,-10.486039400100708,110104890,bert-base-uncased
a starling flies.,starling,bird,2,-67.24989986419678,-13.449979972839355,110104890,bert-base-uncased
a cardinal flies.,cardinal,bird,2,-53.5324010848999,-13.383100271224976,110104890,bert-base-uncased
an eagle flies.,eagle,bird,2,-41.15457248687744,-10.28864312171936,110104890,bert-base-uncased
a hummingbird flies.,hummingbird,bird,2,-53.329562187194824,-10.665912437438966,110104890,bert-base-uncased
a seagull flies.,seagull,bird,2,-72.4000506401062,-12.066675106684366,110104890,bert-base-uncased
a woodpecker flies.,woodpecker,bird,2,-79.50446701049805,-13.250744501749674,110104890,bert-base-uncased
a pigeon flies.,pigeon,bird,2,-46.84745693206787,-11.711864233016968,110104890,bert-base-uncased
a thrush flies.,thrush,bird,2,-64.1164002418518,-12.82328004837036,110104890,bert-base-uncased
a falcon flies.,falcon,bird,2,-45.305065631866455,-11.326266407966614,110104890,bert-base-uncased
a crow flies.,crow,bird,2,-37.92627477645874,-9.481568694114685,110104890,bert-base-uncased
a hawk flies.,hawk,bird,2,-40.82618951797485,-10.206547379493713,110104890,bert-base-uncased
a raven flies.,raven,bird,2,-42.23470449447632,-10.55867612361908,110104890,bert-base-uncased
a goldfinch flies.,goldfinch,bird,2,-88.06347560882568,-14.677245934804281,110104890,bert-base-uncased
a parrot flies.,parrot,bird,2,-43.81016254425049,-10.952540636062622,110104890,bert-base-uncased
a sandpiper flies.,sandpiper,bird,2,-92.46781730651855,-15.41130288441976,110104890,bert-base-uncased
a pheasant flies.,pheasant,bird,2,-83.03436374664307,-13.839060624440512,110104890,bert-base-uncased
a catbird flies.,catbird,bird,2,-62.51187801361084,-12.502375602722168,110104890,bert-base-uncased
a crane flies.,crane,bird,2,-46.45332670211792,-11.61333167552948,110104890,bert-base-uncased
an albatross flies.,albatross,bird,2,-67.72839069366455,-11.288065115610758,110104890,bert-base-uncased
a condor flies.,condor,bird,2,-44.507508277893066,-11.126877069473267,110104890,bert-base-uncased
a toucan flies.,toucan,bird,2,-74.21807193756104,-12.369678656260172,110104890,bert-base-uncased
an owl flies.,owl,bird,2,-40.074310302734375,-10.018577575683594,110104890,bert-base-uncased
a pelican flies.,pelican,bird,2,-79.67153787612915,-13.278589646021524,110104890,bert-base-uncased
a goose flies.,geese,bird,2,-41.75098752975464,-10.43774688243866,110104890,bert-base-uncased
a vulture flies.,vulture,bird,2,-42.011980056762695,-10.502995014190674,110104890,bert-base-uncased
a stork flies.,stork,bird,2,-83.13021564483643,-13.85503594080607,110104890,bert-base-uncased
a buzzard flies.,buzzard,bird,2,-61.581058979034424,-12.316211795806884,110104890,bert-base-uncased
a swan flies.,swan,bird,2,-51.45851945877075,-12.864629864692688,110104890,bert-base-uncased
a flamingo flies.,flamingo,bird,2,-64.5152587890625,-12.9030517578125,110104890,bert-base-uncased
a duck flies.,duck,bird,2,-47.507694244384766,-11.876923561096191,110104890,bert-base-uncased
a peacock flies.,peacock,bird,2,-47.28332567214966,-11.820831418037415,110104890,bert-base-uncased
an egret flies.,egret,bird,2,-78.06523990631104,-13.010873317718506,110104890,bert-base-uncased
a chicken flies.,chicken,bird,2,-51.56312370300293,-12.890780925750732,110104890,bert-base-uncased
a turkey flies.,turkey,bird,2,-53.84950923919678,-13.462377309799194,110104890,bert-base-uncased
an ostrich flies.,ostrich,bird,2,-79.92190885543823,-13.320318142573038,110104890,bert-base-uncased
a titmouse flies.,titmouse,bird,2,-88.16167783737183,-14.693612972895304,110104890,bert-base-uncased
an emu flies.,emu,bird,2,-63.87323760986328,-12.774647521972657,110104890,bert-base-uncased
a penguin flies.,penguin,bird,2,-54.96201944351196,-13.74050486087799,110104890,bert-base-uncased
a bat flies.,bat,bird,2,-37.92177867889404,-9.48044466972351,110104890,bert-base-uncased
a robin has feathers.,robin,bird,3,-67.8681092262268,-13.573621845245361,110104890,bert-base-uncased
a sparrow has feathers.,sparrow,bird,3,-62.57833194732666,-12.515666389465332,110104890,bert-base-uncased
a bluejay has feathers.,bluejay,bird,3,-89.14515686035156,-12.735022408621651,110104890,bert-base-uncased
a bluebird has feathers.,bluebird,bird,3,-80.7077751159668,-13.451295852661133,110104890,bert-base-uncased
a canary has feathers.,canary,bird,3,-60.41972732543945,-12.08394546508789,110104890,bert-base-uncased
a blackbird has feathers.,blackbird,bird,3,-75.44094562530518,-12.573490937550863,110104890,bert-base-uncased
a dove has feathers.,dove,bird,3,-68.336434841156,-13.6672869682312,110104890,bert-base-uncased
a lark has feathers.,lark,bird,3,-71.16072177886963,-14.232144355773926,110104890,bert-base-uncased
a swallow has feathers.,swallow,bird,3,-70.19522380828857,-14.039044761657715,110104890,bert-base-uncased
a parakeet has feathers.,parakeet,bird,3,-99.15326309204102,-14.164751870291573,110104890,bert-base-uncased
an oriole has feathers.,oriole,bird,3,-92.64162492752075,-13.234517846788679,110104890,bert-base-uncased
a mockingbird has feathers.,mockingbird,bird,3,-82.69669532775879,-13.782782554626465,110104890,bert-base-uncased
a redbird has feathers.,redbird,bird,3,-75.32987928390503,-12.554979880650839,110104890,bert-base-uncased
a wren has feathers.,wren,bird,3,-69.93329429626465,-13.98665885925293,110104890,bert-base-uncased
a finch has feathers.,finch,bird,3,-62.61416816711426,-12.522833633422852,110104890,bert-base-uncased
a starling has feathers.,starling,bird,3,-90.82749128341675,-15.137915213902792,110104890,bert-base-uncased
a cardinal has feathers.,cardinal,bird,3,-76.847083568573,-15.3694167137146,110104890,bert-base-uncased
an eagle has feathers.,eagle,bird,3,-66.62064027786255,-13.32412805557251,110104890,bert-base-uncased
a hummingbird has feathers.,hummingbird,bird,3,-82.4931411743164,-13.748856862386068,110104890,bert-base-uncased
a seagull has feathers.,seagull,bird,3,-95.53745746612549,-13.648208209446498,110104890,bert-base-uncased
a woodpecker has feathers.,woodpecker,bird,3,-99.88881874084473,-14.269831248692103,110104890,bert-base-uncased
a pigeon has feathers.,pigeon,bird,3,-63.44326162338257,-12.688652324676514,110104890,bert-base-uncased
a thrush has feathers.,thrush,bird,3,-84.74545669555664,-14.124242782592773,110104890,bert-base-uncased
a falcon has feathers.,falcon,bird,3,-69.79515171051025,-13.95903034210205,110104890,bert-base-uncased
a crow has feathers.,crow,bird,3,-66.6263427734375,-13.3252685546875,110104890,bert-base-uncased
a hawk has feathers.,hawk,bird,3,-70.06563186645508,-14.013126373291016,110104890,bert-base-uncased
a raven has feathers.,raven,bird,3,-72.38293027877808,-14.476586055755615,110104890,bert-base-uncased
a goldfinch has feathers.,goldfinch,bird,3,-101.71920013427734,-14.531314304896764,110104890,bert-base-uncased
a parrot has feathers.,parrot,bird,3,-63.25589561462402,-12.651179122924805,110104890,bert-base-uncased
a sandpiper has feathers.,sandpiper,bird,3,-111.55589151382446,-15.936555930546351,110104890,bert-base-uncased
a pheasant has feathers.,pheasant,bird,3,-107.6133017539978,-15.373328821999687,110104890,bert-base-uncased
a catbird has feathers.,catbird,bird,3,-83.98821306228638,-13.998035510381063,110104890,bert-base-uncased
a crane has feathers.,crane,bird,3,-70.81439542770386,-14.162879085540771,110104890,bert-base-uncased
an albatross has feathers.,albatross,bird,3,-87.13971328735352,-12.44853046962193,110104890,bert-base-uncased
a condor has feathers.,condor,bird,3,-60.7539701461792,-12.15079402923584,110104890,bert-base-uncased
a toucan has feathers.,toucan,bird,3,-85.36486339569092,-12.194980485098702,110104890,bert-base-uncased
an owl has feathers.,owl,bird,3,-68.44451236724854,-13.688902473449707,110104890,bert-base-uncased
a pelican has feathers.,pelican,bird,3,-96.73569679260254,-13.819385256086077,110104890,bert-base-uncased
geese have feathers.,geese,bird,3,-47.42475986480713,-11.856189966201782,110104890,bert-base-uncased
a vulture has feathers.,vulture,bird,3,-65.70307397842407,-13.140614795684815,110104890,bert-base-uncased
a stork has feathers.,stork,bird,3,-110.86315870285034,-15.837594100407191,110104890,bert-base-uncased
a buzzard has feathers.,buzzard,bird,3,-87.6700439453125,-14.611673990885416,110104890,bert-base-uncased
a swan has feathers.,swan,bird,3,-72.38845109939575,-14.47769021987915,110104890,bert-base-uncased
a flamingo has feathers.,flamingo,bird,3,-83.64119386672974,-13.94019897778829,110104890,bert-base-uncased
a duck has feathers.,duck,bird,3,-69.36662864685059,-13.873325729370118,110104890,bert-base-uncased
a peacock has feathers.,peacock,bird,3,-69.03521776199341,-13.807043552398682,110104890,bert-base-uncased
an egret has feathers.,egret,bird,3,-95.7690019607544,-13.681285994393486,110104890,bert-base-uncased
a chicken has feathers.,chicken,bird,3,-70.37431955337524,-14.074863910675049,110104890,bert-base-uncased
a turkey has feathers.,turkey,bird,3,-69.56916189193726,-13.91383237838745,110104890,bert-base-uncased
an ostrich has feathers.,ostrich,bird,3,-100.72616672515869,-14.389452389308385,110104890,bert-base-uncased
a titmouse has feathers.,titmouse,bird,3,-110.93652534484863,-15.848075049264091,110104890,bert-base-uncased
an emu has feathers.,emu,bird,3,-86.0311689376831,-14.338528156280518,110104890,bert-base-uncased
a penguin has feathers.,penguin,bird,3,-63.72581720352173,-12.745163440704346,110104890,bert-base-uncased
a bat has feathers.,bat,bird,3,-70.34641551971436,-14.06928310394287,110104890,bert-base-uncased
a robin has a beak.,robin,bird,4,-74.51930570602417,-12.419884284337362,110104890,bert-base-uncased
a sparrow has a beak.,sparrow,bird,4,-70.41135168075562,-11.735225280125936,110104890,bert-base-uncased
a bluejay has a beak.,bluejay,bird,4,-105.05207538604736,-13.13150942325592,110104890,bert-base-uncased
a bluebird has a beak.,bluebird,bird,4,-88.67597532272339,-12.66799647467477,110104890,bert-base-uncased
a canary has a beak.,canary,bird,4,-75.69197750091553,-12.615329583485922,110104890,bert-base-uncased
a blackbird has a beak.,blackbird,bird,4,-83.7726182937622,-11.967516899108887,110104890,bert-base-uncased
a dove has a beak.,dove,bird,4,-79.12872791290283,-13.188121318817139,110104890,bert-base-uncased
a lark has a beak.,lark,bird,4,-84.33870792388916,-14.056451320648193,110104890,bert-base-uncased
a swallow has a beak.,swallow,bird,4,-82.563148021698,-13.760524670282999,110104890,bert-base-uncased
a parakeet has a beak.,parakeet,bird,4,-111.60131168365479,-13.950163960456848,110104890,bert-base-uncased
an oriole has a beak.,oriole,bird,4,-99.96484899520874,-12.495606124401093,110104890,bert-base-uncased
a mockingbird has a beak.,mockingbird,bird,4,-97.79256820678711,-13.970366886683873,110104890,bert-base-uncased
a redbird has a beak.,redbird,bird,4,-85.96542263031006,-12.280774661472865,110104890,bert-base-uncased
a wren has a beak.,wren,bird,4,-82.01548671722412,-13.66924778620402,110104890,bert-base-uncased
a finch has a beak.,finch,bird,4,-74.85360527038574,-12.475600878397623,110104890,bert-base-uncased
a starling has a beak.,starling,bird,4,-98.3081841468811,-14.044026306697301,110104890,bert-base-uncased
a cardinal has a beak.,cardinal,bird,4,-84.18631267547607,-14.031052112579346,110104890,bert-base-uncased
an eagle has a beak.,eagle,bird,4,-71.59391403198242,-11.932319005330404,110104890,bert-base-uncased
a hummingbird has a beak.,hummingbird,bird,4,-93.42147159576416,-13.345924513680595,110104890,bert-base-uncased
a seagull has a beak.,seagull,bird,4,-106.37412166595459,-13.296765208244324,110104890,bert-base-uncased
a woodpecker has a beak.,woodpecker,bird,4,-111.59920740127563,-13.949900925159454,110104890,bert-base-uncased
a pigeon has a beak.,pigeon,bird,4,-71.61201095581055,-11.935335159301758,110104890,bert-base-uncased
a thrush has a beak.,thrush,bird,4,-93.28551912307739,-13.3265027318682,110104890,bert-base-uncased
a falcon has a beak.,falcon,bird,4,-76.71672916412354,-12.786121527353922,110104890,bert-base-uncased
a crow has a beak.,crow,bird,4,-81.49042129516602,-13.58173688252767,110104890,bert-base-uncased
a hawk has a beak.,hawk,bird,4,-85.3694896697998,-14.228248278299967,110104890,bert-base-uncased
a raven has a beak.,raven,bird,4,-83.23361015319824,-13.872268358866373,110104890,bert-base-uncased
a goldfinch has a beak.,goldfinch,bird,4,-112.41615629196167,-14.052019536495209,110104890,bert-base-uncased
a parrot has a beak.,parrot,bird,4,-71.31892824172974,-11.88648804028829,110104890,bert-base-uncased
a sandpiper has a beak.,sandpiper,bird,4,-124.66254234313965,-15.582817792892456,110104890,bert-base-uncased
a pheasant has a beak.,pheasant,bird,4,-122.06000709533691,-15.257500886917114,110104890,bert-base-uncased
a catbird has a beak.,catbird,bird,4,-94.3477931022644,-13.478256157466344,110104890,bert-base-uncased
a crane has a beak.,crane,bird,4,-79.51043224334717,-13.251738707224527,110104890,bert-base-uncased
an albatross has a beak.,albatross,bird,4,-99.77596139907837,-12.471995174884796,110104890,bert-base-uncased
a condor has a beak.,condor,bird,4,-70.3538990020752,-11.7256498336792,110104890,bert-base-uncased
a toucan has a beak.,toucan,bird,4,-97.97907257080078,-12.247384071350098,110104890,bert-base-uncased
an owl has a beak.,owl,bird,4,-76.65482997894287,-12.775804996490479,110104890,bert-base-uncased
a pelican has a beak.,pelican,bird,4,-107.60873317718506,-13.451091647148132,110104890,bert-base-uncased
geese have a beak.,geese,bird,4,-57.9745888710022,-11.59491777420044,110104890,bert-base-uncased
a vulture has a beak.,vulture,bird,4,-71.62054920196533,-11.936758200327555,110104890,bert-base-uncased
a stork has a beak.,stork,bird,4,-119.28435468673706,-14.910544335842133,110104890,bert-base-uncased
a buzzard has a beak.,buzzard,bird,4,-101.1400556564331,-14.448579379490443,110104890,bert-base-uncased
a swan has a beak.,swan,bird,4,-84.81024885177612,-14.13504147529602,110104890,bert-base-uncased
a flamingo has a beak.,flamingo,bird,4,-97.12839221954346,-13.875484602791923,110104890,bert-base-uncased
a duck has a beak.,duck,bird,4,-82.04669904708862,-13.674449841181437,110104890,bert-base-uncased
a peacock has a beak.,peacock,bird,4,-75.87732791900635,-12.64622131983439,110104890,bert-base-uncased
an egret has a beak.,egret,bird,4,-106.85157680511475,-13.356447100639343,110104890,bert-base-uncased
a chicken has a beak.,chicken,bird,4,-84.66863775253296,-14.11143962542216,110104890,bert-base-uncased
a turkey has a beak.,turkey,bird,4,-79.71134614944458,-13.285224358240763,110104890,bert-base-uncased
an ostrich has a beak.,ostrich,bird,4,-110.91226196289062,-13.864032745361328,110104890,bert-base-uncased
a titmouse has a beak.,titmouse,bird,4,-129.708505153656,-16.213563144207,110104890,bert-base-uncased
an emu has a beak.,emu,bird,4,-96.9752688407898,-13.853609834398542,110104890,bert-base-uncased
a penguin has a beak.,penguin,bird,4,-75.59034061431885,-12.598390102386475,110104890,bert-base-uncased
a bat has a beak.,bat,bird,4,-80.54586982727051,-13.424311637878418,110104890,bert-base-uncased
a robin has a bill.,robin,bird,5,-69.51180076599121,-11.585300127665201,110104890,bert-base-uncased
a sparrow has a bill.,sparrow,bird,5,-71.40336418151855,-11.90056069691976,110104890,bert-base-uncased
a bluejay has a bill.,bluejay,bird,5,-112.54979467391968,-14.06872433423996,110104890,bert-base-uncased
a bluebird has a bill.,bluebird,bird,5,-89.10975885391235,-12.729965550558907,110104890,bert-base-uncased
a canary has a bill.,canary,bird,5,-75.86541318893433,-12.644235531489054,110104890,bert-base-uncased
a blackbird has a bill.,blackbird,bird,5,-83.62956285476685,-11.947080407823835,110104890,bert-base-uncased
a dove has a bill.,dove,bird,5,-80.66988611221313,-13.444981018702189,110104890,bert-base-uncased
a lark has a bill.,lark,bird,5,-80.60758447647095,-13.434597412745157,110104890,bert-base-uncased
a swallow has a bill.,swallow,bird,5,-77.76016521453857,-12.96002753575643,110104890,bert-base-uncased
a parakeet has a bill.,parakeet,bird,5,-114.98121166229248,-14.37265145778656,110104890,bert-base-uncased
an oriole has a bill.,oriole,bird,5,-95.70398807525635,-11.962998509407043,110104890,bert-base-uncased
a mockingbird has a bill.,mockingbird,bird,5,-96.87420845031738,-13.839172635759626,110104890,bert-base-uncased
a redbird has a bill.,redbird,bird,5,-84.47777318954468,-12.068253312792097,110104890,bert-base-uncased
a wren has a bill.,wren,bird,5,-83.51304006576538,-13.918840010960897,110104890,bert-base-uncased
a finch has a bill.,finch,bird,5,-75.57499885559082,-12.59583314259847,110104890,bert-base-uncased
a starling has a bill.,starling,bird,5,-91.96756792068481,-13.138223988669258,110104890,bert-base-uncased
a cardinal has a bill.,cardinal,bird,5,-85.86071014404297,-14.310118357340494,110104890,bert-base-uncased
an eagle has a bill.,eagle,bird,5,-69.87128114700317,-11.645213524500528,110104890,bert-base-uncased
a hummingbird has a bill.,hummingbird,bird,5,-93.76611328125,-13.395159040178571,110104890,bert-base-uncased
a seagull has a bill.,seagull,bird,5,-104.28277969360352,-13.03534746170044,110104890,bert-base-uncased
a woodpecker has a bill.,woodpecker,bird,5,-120.30136442184448,-15.03767055273056,110104890,bert-base-uncased
a pigeon has a bill.,pigeon,bird,5,-79.24189853668213,-13.206983089447021,110104890,bert-base-uncased
a thrush has a bill.,thrush,bird,5,-88.13545846939087,-12.590779781341553,110104890,bert-base-uncased
a falcon has a bill.,falcon,bird,5,-78.3802809715271,-13.063380161921183,110104890,bert-base-uncased
a crow has a bill.,crow,bird,5,-79.79172706604004,-13.29862117767334,110104890,bert-base-uncased
a hawk has a bill.,hawk,bird,5,-81.9916558265686,-13.665275971094767,110104890,bert-base-uncased
a raven has a bill.,raven,bird,5,-82.23777770996094,-13.70629628499349,110104890,bert-base-uncased
a goldfinch has a bill.,goldfinch,bird,5,-112.5208191871643,-14.065102398395538,110104890,bert-base-uncased
a parrot has a bill.,parrot,bird,5,-71.07952213287354,-11.84658702214559,110104890,bert-base-uncased
a sandpiper has a bill.,sandpiper,bird,5,-121.22221088409424,-15.15277636051178,110104890,bert-base-uncased
a pheasant has a bill.,pheasant,bird,5,-117.6285514831543,-14.703568935394287,110104890,bert-base-uncased
a catbird has a bill.,catbird,bird,5,-95.54490756988525,-13.649272509983607,110104890,bert-base-uncased
a crane has a bill.,crane,bird,5,-76.77819871902466,-12.796366453170776,110104890,bert-base-uncased
an albatross has a bill.,albatross,bird,5,-108.78207969665527,-13.59775996208191,110104890,bert-base-uncased
a condor has a bill.,condor,bird,5,-74.48052787780762,-12.413421312967936,110104890,bert-base-uncased
a toucan has a bill.,toucan,bird,5,-97.62652969360352,-12.20331621170044,110104890,bert-base-uncased
an owl has a bill.,owl,bird,5,-80.32860231399536,-13.388100385665894,110104890,bert-base-uncased
a pelican has a bill.,pelican,bird,5,-112.47631025314331,-14.059538781642914,110104890,bert-base-uncased
geese have a bill.,geese,bird,5,-59.107855796813965,-11.821571159362794,110104890,bert-base-uncased
a vulture has a bill.,vulture,bird,5,-76.19635581970215,-12.699392636617025,110104890,bert-base-uncased
a stork has a bill.,stork,bird,5,-113.42039918899536,-14.17754989862442,110104890,bert-base-uncased
a buzzard has a bill.,buzzard,bird,5,-95.41422891616821,-13.630604130881173,110104890,bert-base-uncased
a swan has a bill.,swan,bird,5,-81.00538921356201,-13.500898202260336,110104890,bert-base-uncased
a flamingo has a bill.,flamingo,bird,5,-87.12131023406982,-12.445901462009974,110104890,bert-base-uncased
a duck has a bill.,duck,bird,5,-84.46139335632324,-14.076898892720541,110104890,bert-base-uncased
a peacock has a bill.,peacock,bird,5,-71.94381809234619,-11.990636348724365,110104890,bert-base-uncased
an egret has a bill.,egret,bird,5,-110.3811936378479,-13.797649204730988,110104890,bert-base-uncased
a chicken has a bill.,chicken,bird,5,-83.86210298538208,-13.977017164230347,110104890,bert-base-uncased
a turkey has a bill.,turkey,bird,5,-81.81144523620605,-13.63524087270101,110104890,bert-base-uncased
an ostrich has a bill.,ostrich,bird,5,-112.30976295471191,-14.03872036933899,110104890,bert-base-uncased
a titmouse has a bill.,titmouse,bird,5,-122.07234621047974,-15.259043276309967,110104890,bert-base-uncased
an emu has a bill.,emu,bird,5,-82.97748184204102,-11.85392597743443,110104890,bert-base-uncased
a penguin has a bill.,penguin,bird,5,-78.41294240951538,-13.06882373491923,110104890,bert-base-uncased
a bat has a bill.,bat,bird,5,-82.31166934967041,-13.718611558278402,110104890,bert-base-uncased
a robin has wings.,robin,bird,6,-68.44069004058838,-13.688138008117676,110104890,bert-base-uncased
a sparrow has wings.,sparrow,bird,6,-66.58474922180176,-13.316949844360352,110104890,bert-base-uncased
a bluejay has wings.,bluejay,bird,6,-94.89585971832275,-13.556551388331822,110104890,bert-base-uncased
a bluebird has wings.,bluebird,bird,6,-87.61069631576538,-14.60178271929423,110104890,bert-base-uncased
a canary has wings.,canary,bird,6,-60.18375587463379,-12.036751174926758,110104890,bert-base-uncased
a blackbird has wings.,blackbird,bird,6,-83.8132758140564,-13.968879302342733,110104890,bert-base-uncased
a dove has wings.,dove,bird,6,-74.3196849822998,-14.86393699645996,110104890,bert-base-uncased
a lark has wings.,lark,bird,6,-70.27711057662964,-14.055422115325928,110104890,bert-base-uncased
a swallow has wings.,swallow,bird,6,-75.35546875,-15.07109375,110104890,bert-base-uncased
a parakeet has wings.,parakeet,bird,6,-101.73545837402344,-14.533636910574776,110104890,bert-base-uncased
an oriole has wings.,oriole,bird,6,-85.71559619903564,-12.245085171290807,110104890,bert-base-uncased
