stimulus,item,category,feature,logprob,normalized_logprob,params,model
a falcon is alive.,falcon,bird,1,-35.565757751464844,-5.0808225359235495,81913344,distilgpt2
a crow is alive.,crow,bird,1,-34.20029830932617,-5.700049718221028,81913344,distilgpt2
a hawk is alive.,hawk,bird,1,-34.34833526611328,-5.724722544352214,81913344,distilgpt2
a raven is alive.,raven,bird,1,-33.51155090332031,-5.585258483886719,81913344,distilgpt2
a goldfinch is alive.,goldfinch,bird,1,-43.06483840942383,-5.3831048011779785,81913344,distilgpt2
a parrot is alive.,parrot,bird,1,-34.545223236083984,-4.935031890869141,81913344,distilgpt2
a sandpiper is alive.,sandpiper,bird,1,-39.630455017089844,-4.9538068771362305,81913344,distilgpt2
a pheasant is alive.,pheasant,bird,1,-36.274192810058594,-4.534274101257324,81913344,distilgpt2
a catbird is alive.,catbird,bird,1,-38.20138168334961,-5.457340240478516,81913344,distilgpt2
a crane is alive.,crane,bird,1,-36.74574661254883,-6.124291102091472,81913344,distilgpt2
an albatross is alive.,albatross,bird,1,-34.10139846801758,-4.262674808502197,81913344,distilgpt2
a condor is alive.,condor,bird,1,-41.24123001098633,-5.891604287283761,81913344,distilgpt2
a toucan is alive.,toucan,bird,1,-37.36674499511719,-5.338106427873884,81913344,distilgpt2
an owl is alive.,owl,bird,1,-31.614253997802734,-5.269042332967122,81913344,distilgpt2
a pelican is alive.,pelican,bird,1,-37.91413879394531,-5.4163055419921875,81913344,distilgpt2
a goose is alive.,geese,bird,1,-33.15418243408203,-5.525697072347005,81913344,distilgpt2
a vulture is alive.,vulture,bird,1,-36.427059173583984,-5.203865596226284,81913344,distilgpt2
a stork is alive.,stork,bird,1,-36.251808166503906,-5.178829738071987,81913344,distilgpt2
a buzzard is alive.,buzzard,bird,1,-38.099571228027344,-5.442795889718192,81913344,distilgpt2
a swan is alive.,swan,bird,1,-35.65946578979492,-5.094209398542132,81913344,distilgpt2
a flamingo is alive.,flamingo,bird,1,-36.737510681152344,-5.248215811593192,81913344,distilgpt2
a duck is alive.,duck,bird,1,-33.55752944946289,-5.5929215749104815,81913344,distilgpt2
a peacock is alive.,peacock,bird,1,-36.32960891723633,-5.189944131033761,81913344,distilgpt2
an egret is alive.,egret,bird,1,-43.22395324707031,-6.1748504638671875,81913344,distilgpt2
a chicken is alive.,chicken,bird,1,-34.5511474609375,-5.758524576822917,81913344,distilgpt2
a turkey is alive.,turkey,bird,1,-34.83253479003906,-5.805422465006511,81913344,distilgpt2
an ostrich is alive.,ostrich,bird,1,-34.268531799316406,-4.895504542759487,81913344,distilgpt2
a titmouse is alive.,titmouse,bird,1,-40.44145965576172,-5.777351379394531,81913344,distilgpt2
an emu is alive.,emu,bird,1,-37.89724349975586,-5.413891928536551,81913344,distilgpt2
a penguin is alive.,penguin,bird,1,-33.751609802246094,-4.821658543178013,81913344,distilgpt2
a bat is alive.,bat,bird,1,-33.46043395996094,-5.576738993326823,81913344,distilgpt2
a robin flies.,robin,bird,2,-37.278106689453125,-6.2130177815755205,81913344,distilgpt2
a sparrow flies.,sparrow,bird,2,-34.56165313720703,-5.760275522867839,81913344,distilgpt2
a bluejay flies.,bluejay,bird,2,-41.6021614074707,-6.933693567911784,81913344,distilgpt2
a bluebird flies.,bluebird,bird,2,-36.68161392211914,-6.11360232035319,81913344,distilgpt2
a canary flies.,canary,bird,2,-37.36099624633789,-6.2268327077229815,81913344,distilgpt2
a blackbird flies.,blackbird,bird,2,-34.86637496948242,-5.811062494913737,81913344,distilgpt2
a dove flies.,dove,bird,2,-34.47685241699219,-6.8953704833984375,81913344,distilgpt2
a lark flies.,lark,bird,2,-37.67082214355469,-6.278470357259114,81913344,distilgpt2
a swallow flies.,swallow,bird,2,-35.4013671875,-7.0802734375,81913344,distilgpt2
a parakeet flies.,parakeet,bird,2,-39.311912536621094,-5.615987505231585,81913344,distilgpt2
an oriole flies.,oriole,bird,2,-39.60768127441406,-6.601280212402344,81913344,distilgpt2
a mockingbird flies.,mockingbird,bird,2,-42.44306564331055,-7.073844273885091,81913344,distilgpt2
a redbird flies.,redbird,bird,2,-36.976890563964844,-6.162815093994141,81913344,distilgpt2
a wren flies.,wren,bird,2,-40.64824676513672,-6.774707794189453,81913344,distilgpt2
a finch flies.,finch,bird,2,-42.412357330322266,-7.068726221720378,81913344,distilgpt2
a starling flies.,starling,bird,2,-40.114158630371094,-6.685693105061849,81913344,distilgpt2
a cardinal flies.,cardinal,bird,2,-36.98223114013672,-7.396446228027344,81913344,distilgpt2
an eagle flies.,eagle,bird,2,-31.013385772705078,-6.202677154541016,81913344,distilgpt2
a hummingbird flies.,hummingbird,bird,2,-34.215789794921875,-5.7026316324869795,81913344,distilgpt2
a seagull flies.,seagull,bird,2,-37.75483322143555,-5.393547603062221,81913344,distilgpt2
a woodpecker flies.,woodpecker,bird,2,-37.35321807861328,-5.336174011230469,81913344,distilgpt2
a pigeon flies.,pigeon,bird,2,-32.82086181640625,-6.56417236328125,81913344,distilgpt2
a thrush flies.,thrush,bird,2,-40.89638137817383,-6.816063563028972,81913344,distilgpt2
a falcon flies.,falcon,bird,2,-34.772369384765625,-5.7953948974609375,81913344,distilgpt2
a crow flies.,crow,bird,2,-30.88290786743164,-6.176581573486328,81913344,distilgpt2
a hawk flies.,hawk,bird,2,-33.993751525878906,-6.798750305175782,81913344,distilgpt2
a raven flies.,raven,bird,2,-32.70695114135742,-6.541390228271484,81913344,distilgpt2
a goldfinch flies.,goldfinch,bird,2,-43.983863830566406,-6.283409118652344,81913344,distilgpt2
a parrot flies.,parrot,bird,2,-33.94110870361328,-5.656851450602214,81913344,distilgpt2
a sandpiper flies.,sandpiper,bird,2,-38.65937042236328,-5.522767203194754,81913344,distilgpt2
a pheasant flies.,pheasant,bird,2,-36.40342330932617,-5.200489044189453,81913344,distilgpt2
a catbird flies.,catbird,bird,2,-39.125423431396484,-6.520903905232747,81913344,distilgpt2
a crane flies.,crane,bird,2,-34.871299743652344,-6.974259948730468,81913344,distilgpt2
an albatross flies.,albatross,bird,2,-33.352508544921875,-4.764644077845982,81913344,distilgpt2
a condor flies.,condor,bird,2,-40.262149810791016,-6.710358301798503,81913344,distilgpt2
a toucan flies.,toucan,bird,2,-39.22494888305664,-6.53749148050944,81913344,distilgpt2
an owl flies.,owl,bird,2,-32.42965316772461,-6.485930633544922,81913344,distilgpt2
a pelican flies.,pelican,bird,2,-37.72077560424805,-6.286795934041341,81913344,distilgpt2
a goose flies.,geese,bird,2,-34.12490463256836,-6.824980926513672,81913344,distilgpt2
a vulture flies.,vulture,bird,2,-37.10757827758789,-6.1845963795979815,81913344,distilgpt2
a stork flies.,stork,bird,2,-35.5909423828125,-5.93182373046875,81913344,distilgpt2
a buzzard flies.,buzzard,bird,2,-37.70779800415039,-6.2846330006917315,81913344,distilgpt2
a swan flies.,swan,bird,2,-35.78981018066406,-5.964968363444011,81913344,distilgpt2
a flamingo flies.,flamingo,bird,2,-36.63735580444336,-6.106225967407227,81913344,distilgpt2
a duck flies.,duck,bird,2,-33.067665100097656,-6.613533020019531,81913344,distilgpt2
a peacock flies.,peacock,bird,2,-37.000892639160156,-6.166815439860026,81913344,distilgpt2
an egret flies.,egret,bird,2,-44.536956787109375,-7.4228261311848955,81913344,distilgpt2
a chicken flies.,chicken,bird,2,-34.691349029541016,-6.938269805908203,81913344,distilgpt2
a turkey flies.,turkey,bird,2,-33.434173583984375,-6.686834716796875,81913344,distilgpt2
an ostrich flies.,ostrich,bird,2,-34.41946029663086,-5.7365767161051435,81913344,distilgpt2
a titmouse flies.,titmouse,bird,2,-40.74846649169922,-6.79141108194987,81913344,distilgpt2
an emu flies.,emu,bird,2,-39.51638412475586,-6.5860640207926435,81913344,distilgpt2
a penguin flies.,penguin,bird,2,-34.42323303222656,-5.737205505371094,81913344,distilgpt2
a bat flies.,bat,bird,2,-32.83152389526367,-6.566304779052734,81913344,distilgpt2
a robin has feathers.,robin,bird,3,-41.039634704589844,-5.8628049577985495,81913344,distilgpt2
a sparrow has feathers.,sparrow,bird,3,-38.813533782958984,-5.544790540422712,81913344,distilgpt2
a bluejay has feathers.,bluejay,bird,3,-45.679046630859375,-6.525578090122768,81913344,distilgpt2
a bluebird has feathers.,bluebird,bird,3,-40.416236877441406,-5.773748125348773,81913344,distilgpt2
a canary has feathers.,canary,bird,3,-42.715457916259766,-6.102208273751395,81913344,distilgpt2
a blackbird has feathers.,blackbird,bird,3,-38.8683967590332,-5.552628108433315,81913344,distilgpt2
a dove has feathers.,dove,bird,3,-38.188987731933594,-6.364831288655599,81913344,distilgpt2
a lark has feathers.,lark,bird,3,-41.673667907714844,-5.9533811296735495,81913344,distilgpt2
a swallow has feathers.,swallow,bird,3,-41.041053771972656,-6.840175628662109,81913344,distilgpt2
a parakeet has feathers.,parakeet,bird,3,-44.24674987792969,-5.530843734741211,81913344,distilgpt2
an oriole has feathers.,oriole,bird,3,-42.65718460083008,-6.093883514404297,81913344,distilgpt2
a mockingbird has feathers.,mockingbird,bird,3,-47.55467224121094,-6.793524605887277,81913344,distilgpt2
a redbird has feathers.,redbird,bird,3,-41.314170837402344,-5.902024405343192,81913344,distilgpt2
a wren has feathers.,wren,bird,3,-46.699283599853516,-6.671326228550503,81913344,distilgpt2
a finch has feathers.,finch,bird,3,-46.20710754394531,-6.601015363420759,81913344,distilgpt2
a starling has feathers.,starling,bird,3,-44.36650085449219,-6.338071550641741,81913344,distilgpt2
a cardinal has feathers.,cardinal,bird,3,-41.36066436767578,-6.893444061279297,81913344,distilgpt2
an eagle has feathers.,eagle,bird,3,-34.196292877197266,-5.699382146199544,81913344,distilgpt2
a hummingbird has feathers.,hummingbird,bird,3,-38.07512664794922,-5.439303806849888,81913344,distilgpt2
a seagull has feathers.,seagull,bird,3,-41.59767150878906,-5.199708938598633,81913344,distilgpt2
a woodpecker has feathers.,woodpecker,bird,3,-40.79253387451172,-5.099066734313965,81913344,distilgpt2
a pigeon has feathers.,pigeon,bird,3,-37.34281539916992,-6.22380256652832,81913344,distilgpt2
a thrush has feathers.,thrush,bird,3,-44.862239837646484,-6.4088914053780695,81913344,distilgpt2
a falcon has feathers.,falcon,bird,3,-38.937496185302734,-5.562499455043247,81913344,distilgpt2
a crow has feathers.,crow,bird,3,-36.65777587890625,-6.109629313151042,81913344,distilgpt2
a hawk has feathers.,hawk,bird,3,-38.04154968261719,-6.340258280436198,81913344,distilgpt2
a raven has feathers.,raven,bird,3,-37.3088264465332,-6.218137741088867,81913344,distilgpt2
a goldfinch has feathers.,goldfinch,bird,3,-47.89385986328125,-5.986732482910156,81913344,distilgpt2
a parrot has feathers.,parrot,bird,3,-36.752685546875,-5.250383649553571,81913344,distilgpt2
a sandpiper has feathers.,sandpiper,bird,3,-43.089210510253906,-5.386151313781738,81913344,distilgpt2
a pheasant has feathers.,pheasant,bird,3,-41.188297271728516,-5.1485371589660645,81913344,distilgpt2
a catbird has feathers.,catbird,bird,3,-42.335079193115234,-6.0478684561593195,81913344,distilgpt2
a crane has feathers.,crane,bird,3,-40.64310836791992,-6.77385139465332,81913344,distilgpt2
an albatross has feathers.,albatross,bird,3,-37.928916931152344,-4.741114616394043,81913344,distilgpt2
a condor has feathers.,condor,bird,3,-45.64742660522461,-6.521060943603516,81913344,distilgpt2
a toucan has feathers.,toucan,bird,3,-41.880489349365234,-5.9829270499093195,81913344,distilgpt2
an owl has feathers.,owl,bird,3,-34.631103515625,-5.7718505859375,81913344,distilgpt2
a pelican has feathers.,pelican,bird,3,-41.434059143066406,-5.919151306152344,81913344,distilgpt2
geese have feathers.,geese,bird,3,-40.70541000366211,-6.784235000610352,81913344,distilgpt2
a vulture has feathers.,vulture,bird,3,-41.83427810668945,-5.976325443812779,81913344,distilgpt2
a stork has feathers.,stork,bird,3,-40.64495086669922,-5.806421552385602,81913344,distilgpt2
a buzzard has feathers.,buzzard,bird,3,-42.776527404785156,-6.110932486397879,81913344,distilgpt2
a swan has feathers.,swan,bird,3,-41.19862365722656,-5.885517665318081,81913344,distilgpt2
a flamingo has feathers.,flamingo,bird,3,-40.32261276245117,-5.760373251778739,81913344,distilgpt2
a duck has feathers.,duck,bird,3,-35.712669372558594,-5.952111562093099,81913344,distilgpt2
a peacock has feathers.,peacock,bird,3,-39.77647018432617,-5.6823528834751675,81913344,distilgpt2
an egret has feathers.,egret,bird,3,-48.33195114135742,-6.904564448765346,81913344,distilgpt2
a chicken has feathers.,chicken,bird,3,-37.81642532348633,-6.302737553914388,81913344,distilgpt2
a turkey has feathers.,turkey,bird,3,-37.93767166137695,-6.322945276896159,81913344,distilgpt2
an ostrich has feathers.,ostrich,bird,3,-37.05086135864258,-5.292980194091797,81913344,distilgpt2
a titmouse has feathers.,titmouse,bird,3,-45.66939926147461,-6.524199894496372,81913344,distilgpt2
an emu has feathers.,emu,bird,3,-44.1143913269043,-6.302055903843471,81913344,distilgpt2
a penguin has feathers.,penguin,bird,3,-37.37227249145508,-5.338896070207868,81913344,distilgpt2
a bat has feathers.,bat,bird,3,-37.300479888916016,-6.216746648152669,81913344,distilgpt2
a robin has a beak.,robin,bird,4,-41.84815216064453,-4.649794684516059,81913344,distilgpt2
a sparrow has a beak.,sparrow,bird,4,-40.351600646972656,-4.483511182996962,81913344,distilgpt2
a bluejay has a beak.,bluejay,bird,4,-47.24456024169922,-5.249395582411024,81913344,distilgpt2
a bluebird has a beak.,bluebird,bird,4,-42.58260726928711,-4.731400807698567,81913344,distilgpt2
a canary has a beak.,canary,bird,4,-45.077754974365234,-5.008639441596137,81913344,distilgpt2
a blackbird has a beak.,blackbird,bird,4,-40.931156158447266,-4.547906239827474,81913344,distilgpt2
a dove has a beak.,dove,bird,4,-39.74671936035156,-4.968339920043945,81913344,distilgpt2
a lark has a beak.,lark,bird,4,-42.58135986328125,-4.73126220703125,81913344,distilgpt2
a swallow has a beak.,swallow,bird,4,-41.602909088134766,-5.200363636016846,81913344,distilgpt2
a parakeet has a beak.,parakeet,bird,4,-44.46818542480469,-4.446818542480469,81913344,distilgpt2
an oriole has a beak.,oriole,bird,4,-45.02485275268555,-5.002761416965061,81913344,distilgpt2
a mockingbird has a beak.,mockingbird,bird,4,-50.17796325683594,-5.575329250759548,81913344,distilgpt2
a redbird has a beak.,redbird,bird,4,-43.472816467285156,-4.830312940809462,81913344,distilgpt2
a wren has a beak.,wren,bird,4,-46.405582427978516,-5.156175825330946,81913344,distilgpt2
a finch has a beak.,finch,bird,4,-47.609642028808594,-5.289960225423177,81913344,distilgpt2
a starling has a beak.,starling,bird,4,-47.23133850097656,-5.247926500108507,81913344,distilgpt2
a cardinal has a beak.,cardinal,bird,4,-43.065895080566406,-5.383236885070801,81913344,distilgpt2
an eagle has a beak.,eagle,bird,4,-36.494712829589844,-4.5618391036987305,81913344,distilgpt2
a hummingbird has a beak.,hummingbird,bird,4,-39.54026794433594,-4.393363104926215,81913344,distilgpt2
a seagull has a beak.,seagull,bird,4,-42.5389289855957,-4.25389289855957,81913344,distilgpt2
a woodpecker has a beak.,woodpecker,bird,4,-41.838863372802734,-4.183886337280273,81913344,distilgpt2
a pigeon has a beak.,pigeon,bird,4,-39.83005142211914,-4.978756427764893,81913344,distilgpt2
a thrush has a beak.,thrush,bird,4,-46.34403610229492,-5.149337344699436,81913344,distilgpt2
a falcon has a beak.,falcon,bird,4,-40.78550338745117,-4.531722598605686,81913344,distilgpt2
a crow has a beak.,crow,bird,4,-38.63260269165039,-4.829075336456299,81913344,distilgpt2
a hawk has a beak.,hawk,bird,4,-40.25511932373047,-5.031889915466309,81913344,distilgpt2
a raven has a beak.,raven,bird,4,-39.30189895629883,-4.9127373695373535,81913344,distilgpt2
a goldfinch has a beak.,goldfinch,bird,4,-49.241336822509766,-4.924133682250977,81913344,distilgpt2
a parrot has a beak.,parrot,bird,4,-38.517181396484375,-4.279686821831597,81913344,distilgpt2
a sandpiper has a beak.,sandpiper,bird,4,-44.37897491455078,-4.437897491455078,81913344,distilgpt2
a pheasant has a beak.,pheasant,bird,4,-42.328609466552734,-4.232860946655274,81913344,distilgpt2
a catbird has a beak.,catbird,bird,4,-44.37131881713867,-4.93014653523763,81913344,distilgpt2
a crane has a beak.,crane,bird,4,-41.891258239746094,-5.236407279968262,81913344,distilgpt2
an albatross has a beak.,albatross,bird,4,-40.26078796386719,-4.026078796386718,81913344,distilgpt2
a condor has a beak.,condor,bird,4,-47.656654357910156,-5.295183817545573,81913344,distilgpt2
a toucan has a beak.,toucan,bird,4,-43.17232894897461,-4.796925438774957,81913344,distilgpt2
an owl has a beak.,owl,bird,4,-36.921241760253906,-4.615155220031738,81913344,distilgpt2
a pelican has a beak.,pelican,bird,4,-42.39426803588867,-4.710474226209852,81913344,distilgpt2
geese have a beak.,geese,bird,4,-44.033058166503906,-5.504132270812988,81913344,distilgpt2
a vulture has a beak.,vulture,bird,4,-44.66731262207031,-4.96303473578559,81913344,distilgpt2
a stork has a beak.,stork,bird,4,-41.76728057861328,-4.640808953179254,81913344,distilgpt2
a buzzard has a beak.,buzzard,bird,4,-45.69314956665039,-5.07701661851671,81913344,distilgpt2
a swan has a beak.,swan,bird,4,-42.612857818603516,-4.734761979844835,81913344,distilgpt2
a flamingo has a beak.,flamingo,bird,4,-41.78055191040039,-4.642283545600043,81913344,distilgpt2
a duck has a beak.,duck,bird,4,-38.16720962524414,-4.770901203155518,81913344,distilgpt2
a peacock has a beak.,peacock,bird,4,-41.739105224609375,-4.63767835828993,81913344,distilgpt2
an egret has a beak.,egret,bird,4,-50.54256057739258,-5.615840064154731,81913344,distilgpt2
a chicken has a beak.,chicken,bird,4,-39.62052536010742,-4.952565670013428,81913344,distilgpt2
a turkey has a beak.,turkey,bird,4,-39.854087829589844,-4.9817609786987305,81913344,distilgpt2
an ostrich has a beak.,ostrich,bird,4,-39.02867889404297,-4.336519877115886,81913344,distilgpt2
a titmouse has a beak.,titmouse,bird,4,-46.642921447753906,-5.182546827528212,81913344,distilgpt2
an emu has a beak.,emu,bird,4,-45.9478645324707,-5.1053182813856335,81913344,distilgpt2
a penguin has a beak.,penguin,bird,4,-39.70235061645508,-4.411372290717231,81913344,distilgpt2
a bat has a beak.,bat,bird,4,-39.0018424987793,-4.875230312347412,81913344,distilgpt2
a robin has a bill.,robin,bird,5,-39.606109619140625,-4.950763702392578,81913344,distilgpt2
a sparrow has a bill.,sparrow,bird,5,-41.34909439086914,-5.168636798858643,81913344,distilgpt2
a bluejay has a bill.,bluejay,bird,5,-45.643096923828125,-5.705387115478516,81913344,distilgpt2
a bluebird has a bill.,bluebird,bird,5,-43.34797286987305,-5.418496608734131,81913344,distilgpt2
a canary has a bill.,canary,bird,5,-43.6458625793457,-5.455732822418213,81913344,distilgpt2
a blackbird has a bill.,blackbird,bird,5,-41.856475830078125,-5.232059478759766,81913344,distilgpt2
a dove has a bill.,dove,bird,5,-40.806434631347656,-5.829490661621094,81913344,distilgpt2
a lark has a bill.,lark,bird,5,-43.31892776489258,-5.414865970611572,81913344,distilgpt2
a swallow has a bill.,swallow,bird,5,-41.924983978271484,-5.989283425467355,81913344,distilgpt2
a parakeet has a bill.,parakeet,bird,5,-45.07622718811035,-5.008469687567817,81913344,distilgpt2
an oriole has a bill.,oriole,bird,5,-45.63435745239258,-5.704294681549072,81913344,distilgpt2
a mockingbird has a bill.,mockingbird,bird,5,-50.40176773071289,-6.300220966339111,81913344,distilgpt2
a redbird has a bill.,redbird,bird,5,-44.46024703979492,-5.557530879974365,81913344,distilgpt2
a wren has a bill.,wren,bird,5,-45.6528205871582,-5.706602573394775,81913344,distilgpt2
a finch has a bill.,finch,bird,5,-45.94746398925781,-5.743432998657227,81913344,distilgpt2
a starling has a bill.,starling,bird,5,-46.06350326538086,-5.757937908172607,81913344,distilgpt2
a cardinal has a bill.,cardinal,bird,5,-39.75675964355469,-5.679537091936384,81913344,distilgpt2
an eagle has a bill.,eagle,bird,5,-37.8676643371582,-5.409666333879743,81913344,distilgpt2
a hummingbird has a bill.,hummingbird,bird,5,-41.0756721496582,-5.134459018707275,81913344,distilgpt2
a seagull has a bill.,seagull,bird,5,-43.54851150512695,-4.838723500569661,81913344,distilgpt2
a woodpecker has a bill.,woodpecker,bird,5,-42.30607604980469,-4.700675116644965,81913344,distilgpt2
a pigeon has a bill.,pigeon,bird,5,-40.686798095703125,-5.812399727957589,81913344,distilgpt2
a thrush has a bill.,thrush,bird,5,-45.76254653930664,-5.72031831741333,81913344,distilgpt2
a falcon has a bill.,falcon,bird,5,-41.09187316894531,-5.136484146118164,81913344,distilgpt2
a crow has a bill.,crow,bird,5,-39.463706970214844,-5.637672424316406,81913344,distilgpt2
a hawk has a bill.,hawk,bird,5,-39.50984573364258,-5.644263676234654,81913344,distilgpt2
a raven has a bill.,raven,bird,5,-40.684234619140625,-5.812033517020089,81913344,distilgpt2
a goldfinch has a bill.,goldfinch,bird,5,-48.803466796875,-5.422607421875,81913344,distilgpt2
a parrot has a bill.,parrot,bird,5,-39.74706840515137,-4.968383550643921,81913344,distilgpt2
a sandpiper has a bill.,sandpiper,bird,5,-45.05316162109375,-5.005906846788195,81913344,distilgpt2
a pheasant has a bill.,pheasant,bird,5,-42.36081314086914,-4.706757015652126,81913344,distilgpt2
a catbird has a bill.,catbird,bird,5,-45.18932342529297,-5.648665428161621,81913344,distilgpt2
a crane has a bill.,crane,bird,5,-40.85013961791992,-5.8357342311314175,81913344,distilgpt2
an albatross has a bill.,albatross,bird,5,-40.270442962646484,-4.474493662516276,81913344,distilgpt2
a condor has a bill.,condor,bird,5,-47.1373176574707,-5.892164707183838,81913344,distilgpt2
a toucan has a bill.,toucan,bird,5,-43.70201873779297,-5.462752342224121,81913344,distilgpt2
an owl has a bill.,owl,bird,5,-38.40219497680664,-5.48602785382952,81913344,distilgpt2
a pelican has a bill.,pelican,bird,5,-43.10926818847656,-5.38865852355957,81913344,distilgpt2
geese have a bill.,geese,bird,5,-41.100284576416016,-5.871469225202288,81913344,distilgpt2
a vulture has a bill.,vulture,bird,5,-43.8395881652832,-5.4799485206604,81913344,distilgpt2
a stork has a bill.,stork,bird,5,-41.13798522949219,-5.142248153686523,81913344,distilgpt2
a buzzard has a bill.,buzzard,bird,5,-44.59199142456055,-5.573998928070068,81913344,distilgpt2
a swan has a bill.,swan,bird,5,-42.0150260925293,-5.251878261566162,81913344,distilgpt2
a flamingo has a bill.,flamingo,bird,5,-42.841304779052734,-5.355163097381592,81913344,distilgpt2
a duck has a bill.,duck,bird,5,-38.24705505371094,-5.463865007672991,81913344,distilgpt2
a peacock has a bill.,peacock,bird,5,-42.139041900634766,-5.267380237579346,81913344,distilgpt2
an egret has a bill.,egret,bird,5,-49.83260726928711,-6.229075908660889,81913344,distilgpt2
a chicken has a bill.,chicken,bird,5,-40.53562545776367,-5.790803636823382,81913344,distilgpt2
a turkey has a bill.,turkey,bird,5,-40.58879470825195,-5.798399244035993,81913344,distilgpt2
an ostrich has a bill.,ostrich,bird,5,-40.11978530883789,-5.014973163604736,81913344,distilgpt2
a titmouse has a bill.,titmouse,bird,5,-45.93431091308594,-5.741788864135742,81913344,distilgpt2
an emu has a bill.,emu,bird,5,-44.250328063964844,-5.5312910079956055,81913344,distilgpt2
a penguin has a bill.,penguin,bird,5,-40.98958206176758,-5.123697757720947,81913344,distilgpt2
a bat has a bill.,bat,bird,5,-39.13154220581055,-5.5902203151157925,81913344,distilgpt2
a robin has wings.,robin,bird,6,-40.05898666381836,-5.72271238054548,81913344,distilgpt2
a sparrow has wings.,sparrow,bird,6,-37.1650505065918,-5.309292929513114,81913344,distilgpt2
a bluejay has wings.,bluejay,bird,6,-44.75754928588867,-6.39393561226981,81913344,distilgpt2
a bluebird has wings.,bluebird,bird,6,-38.967124938964844,-5.566732134137835,81913344,distilgpt2
a canary has wings.,canary,bird,6,-42.13307189941406,-6.019010271344866,81913344,distilgpt2
a blackbird has wings.,blackbird,bird,6,-37.37900924682617,-5.33985846383231,81913344,distilgpt2
a dove has wings.,dove,bird,6,-36.90838623046875,-6.151397705078125,81913344,distilgpt2
a lark has wings.,lark,bird,6,-40.92020034790039,-5.845742906842913,81913344,distilgpt2
a swallow has wings.,swallow,bird,6,-39.29774475097656,-6.549624125162761,81913344,distilgpt2
a parakeet has wings.,parakeet,bird,6,-42.29663848876953,-5.287079811096191,81913344,distilgpt2
an oriole has wings.,oriole,bird,6,-41.34397506713867,-5.906282152448382,81913344,distilgpt2
a mockingbird has wings.,mockingbird,bird,6,-46.71754837036133,-6.67393548148019,81913344,distilgpt2
a redbird has wings.,redbird,bird,6,-39.9686164855957,-5.709802355085101,81913344,distilgpt2
a wren has wings.,wren,bird,6,-45.95868682861328,-6.565526689801898,81913344,distilgpt2
a finch has wings.,finch,bird,6,-45.719547271728516,-6.531363895961216,81913344,distilgpt2
a starling has wings.,starling,bird,6,-43.24311065673828,-6.177587236676898,81913344,distilgpt2
a cardinal has wings.,cardinal,bird,6,-39.86734390258789,-6.6445573170979815,81913344,distilgpt2
an eagle has wings.,eagle,bird,6,-33.16789245605469,-5.527982076009114,81913344,distilgpt2
a hummingbird has wings.,hummingbird,bird,6,-36.514869689941406,-5.216409955705915,81913344,distilgpt2
a seagull has wings.,seagull,bird,6,-40.43914031982422,-5.054892539978027,81913344,distilgpt2
a woodpecker has wings.,woodpecker,bird,6,-40.07658767700195,-5.009573459625244,81913344,distilgpt2
a pigeon has wings.,pigeon,bird,6,-35.9841423034668,-5.9973570505778,81913344,distilgpt2
