stimulus,item,category,feature,logprob,normalized_logprob,params,model
a goose is alive.,geese,bird,1,-70.65217208862305,-14.13043441772461,223150256,albert-xxlarge-v1
a vulture is alive.,vulture,bird,1,-69.39030742645264,-13.878061485290527,223150256,albert-xxlarge-v1
a stork is alive.,stork,bird,1,-82.10547637939453,-13.684246063232422,223150256,albert-xxlarge-v1
a buzzard is alive.,buzzard,bird,1,-86.57642841339111,-14.429404735565186,223150256,albert-xxlarge-v1
a swan is alive.,swan,bird,1,-71.5520830154419,-14.31041660308838,223150256,albert-xxlarge-v1
a flamingo is alive.,flamingo,bird,1,-91.80488872528076,-15.300814787546793,223150256,albert-xxlarge-v1
a duck is alive.,duck,bird,1,-72.95907783508301,-14.591815567016601,223150256,albert-xxlarge-v1
a peacock is alive.,peacock,bird,1,-68.5427074432373,-13.70854148864746,223150256,albert-xxlarge-v1
an egret is alive.,egret,bird,1,-106.03123188018799,-15.147318840026855,223150256,albert-xxlarge-v1
a chicken is alive.,chicken,bird,1,-69.94262790679932,-13.988525581359863,223150256,albert-xxlarge-v1
a turkey is alive.,turkey,bird,1,-73.80051517486572,-14.760103034973145,223150256,albert-xxlarge-v1
an ostrich is alive.,ostrich,bird,1,-102.37697124481201,-17.062828540802002,223150256,albert-xxlarge-v1
a titmouse is alive.,titmouse,bird,1,-92.1745548248291,-13.167793546404157,223150256,albert-xxlarge-v1
an emu is alive.,emu,bird,1,-83.06977844238281,-13.844963073730469,223150256,albert-xxlarge-v1
a penguin is alive.,penguin,bird,1,-69.0598087310791,-13.81196174621582,223150256,albert-xxlarge-v1
a bat is alive.,bat,bird,1,-67.7769193649292,-13.55538387298584,223150256,albert-xxlarge-v1
a robin flies.,robin,bird,2,-52.993531227111816,-13.248382806777954,223150256,albert-xxlarge-v1
a sparrow flies.,sparrow,bird,2,-55.51633596420288,-13.87908399105072,223150256,albert-xxlarge-v1
a bluejay flies.,bluejay,bird,2,-81.11861419677734,-16.223722839355467,223150256,albert-xxlarge-v1
a bluebird flies.,bluebird,bird,2,-80.99983596801758,-16.199967193603516,223150256,albert-xxlarge-v1
a canary flies.,canary,bird,2,-56.63812732696533,-14.159531831741333,223150256,albert-xxlarge-v1
a blackbird flies.,blackbird,bird,2,-79.23477268218994,-15.846954536437988,223150256,albert-xxlarge-v1
a dove flies.,dove,bird,2,-61.714802742004395,-15.428700685501099,223150256,albert-xxlarge-v1
a lark flies.,lark,bird,2,-59.43132972717285,-14.857832431793213,223150256,albert-xxlarge-v1
a swallow flies.,swallow,bird,2,-58.04687309265137,-14.511718273162842,223150256,albert-xxlarge-v1
a parakeet flies.,parakeet,bird,2,-86.39961338043213,-14.399935563405355,223150256,albert-xxlarge-v1
an oriole flies.,oriole,bird,2,-79.15788269042969,-13.192980448404947,223150256,albert-xxlarge-v1
a mockingbird flies.,mockingbird,bird,2,-79.89119815826416,-15.978239631652832,223150256,albert-xxlarge-v1
a redbird flies.,redbird,bird,2,-82.00008773803711,-16.400017547607423,223150256,albert-xxlarge-v1
a wren flies.,wren,bird,2,-61.57957744598389,-15.394894361495972,223150256,albert-xxlarge-v1
a finch flies.,finch,bird,2,-57.88165473937988,-14.47041368484497,223150256,albert-xxlarge-v1
a starling flies.,starling,bird,2,-74.76686954498291,-14.953373908996582,223150256,albert-xxlarge-v1
a cardinal flies.,cardinal,bird,2,-59.20108890533447,-14.800272226333618,223150256,albert-xxlarge-v1
an eagle flies.,eagle,bird,2,-57.49833106994629,-14.374582767486572,223150256,albert-xxlarge-v1
a hummingbird flies.,hummingbird,bird,2,-87.63006591796875,-17.52601318359375,223150256,albert-xxlarge-v1
a seagull flies.,seagull,bird,2,-60.73183727264404,-15.18295931816101,223150256,albert-xxlarge-v1
a woodpecker flies.,woodpecker,bird,2,-54.28060722351074,-13.570151805877686,223150256,albert-xxlarge-v1
a pigeon flies.,pigeon,bird,2,-59.15495586395264,-14.78873896598816,223150256,albert-xxlarge-v1
a thrush flies.,thrush,bird,2,-83.2554235458374,-13.875903924306234,223150256,albert-xxlarge-v1
a falcon flies.,falcon,bird,2,-59.015275955200195,-14.753818988800049,223150256,albert-xxlarge-v1
a crow flies.,crow,bird,2,-66.76797771453857,-16.691994428634644,223150256,albert-xxlarge-v1
a hawk flies.,hawk,bird,2,-65.60665702819824,-16.40166425704956,223150256,albert-xxlarge-v1
a raven flies.,raven,bird,2,-61.59196090698242,-15.397990226745605,223150256,albert-xxlarge-v1
a goldfinch flies.,goldfinch,bird,2,-91.10640335083008,-15.18440055847168,223150256,albert-xxlarge-v1
a parrot flies.,parrot,bird,2,-56.70944118499756,-14.17736029624939,223150256,albert-xxlarge-v1
a sandpiper flies.,sandpiper,bird,2,-102.12565040588379,-17.020941734313965,223150256,albert-xxlarge-v1
a pheasant flies.,pheasant,bird,2,-103.46045970916748,-14.780065672738212,223150256,albert-xxlarge-v1
a catbird flies.,catbird,bird,2,-76.46285820007324,-15.292571640014648,223150256,albert-xxlarge-v1
a crane flies.,crane,bird,2,-59.736369132995605,-14.934092283248901,223150256,albert-xxlarge-v1
an albatross flies.,albatross,bird,2,-80.00331115722656,-16.00066223144531,223150256,albert-xxlarge-v1
a condor flies.,condor,bird,2,-56.5551815032959,-14.138795375823975,223150256,albert-xxlarge-v1
a toucan flies.,toucan,bird,2,-79.43944549560547,-13.239907582600912,223150256,albert-xxlarge-v1
an owl flies.,owl,bird,2,-59.60714530944824,-14.90178632736206,223150256,albert-xxlarge-v1
a pelican flies.,pelican,bird,2,-58.39616012573242,-14.599040031433105,223150256,albert-xxlarge-v1
a goose flies.,geese,bird,2,-58.1885929107666,-14.54714822769165,223150256,albert-xxlarge-v1
a vulture flies.,vulture,bird,2,-59.3096866607666,-14.82742166519165,223150256,albert-xxlarge-v1
a stork flies.,stork,bird,2,-82.58479022979736,-16.516958045959473,223150256,albert-xxlarge-v1
a buzzard flies.,buzzard,bird,2,-94.11746597290039,-18.823493194580077,223150256,albert-xxlarge-v1
a swan flies.,swan,bird,2,-58.84798717498779,-14.711996793746948,223150256,albert-xxlarge-v1
a flamingo flies.,flamingo,bird,2,-83.43232536315918,-16.686465072631837,223150256,albert-xxlarge-v1
a duck flies.,duck,bird,2,-57.917572021484375,-14.479393005371094,223150256,albert-xxlarge-v1
a peacock flies.,peacock,bird,2,-57.63042640686035,-14.407606601715088,223150256,albert-xxlarge-v1
an egret flies.,egret,bird,2,-94.49680995941162,-15.749468326568604,223150256,albert-xxlarge-v1
a chicken flies.,chicken,bird,2,-56.70756530761719,-14.176891326904297,223150256,albert-xxlarge-v1
a turkey flies.,turkey,bird,2,-54.64292049407959,-13.660730123519897,223150256,albert-xxlarge-v1
an ostrich flies.,ostrich,bird,2,-87.21768569946289,-17.443537139892577,223150256,albert-xxlarge-v1
a titmouse flies.,titmouse,bird,2,-91.85122871398926,-15.308538118998209,223150256,albert-xxlarge-v1
an emu flies.,emu,bird,2,-80.39967727661133,-16.079935455322264,223150256,albert-xxlarge-v1
a penguin flies.,penguin,bird,2,-57.63997173309326,-14.409992933273315,223150256,albert-xxlarge-v1
a bat flies.,bat,bird,2,-53.517982482910156,-13.379495620727539,223150256,albert-xxlarge-v1
a robin has feathers.,robin,bird,3,-77.8154182434082,-15.56308364868164,223150256,albert-xxlarge-v1
a sparrow has feathers.,sparrow,bird,3,-79.48566818237305,-15.89713363647461,223150256,albert-xxlarge-v1
a bluejay has feathers.,bluejay,bird,3,-88.65606164932251,-14.776010274887085,223150256,albert-xxlarge-v1
a bluebird has feathers.,bluebird,bird,3,-84.88267707824707,-14.147112846374512,223150256,albert-xxlarge-v1
a canary has feathers.,canary,bird,3,-70.34920120239258,-14.069840240478516,223150256,albert-xxlarge-v1
a blackbird has feathers.,blackbird,bird,3,-80.87845420837402,-13.479742368062338,223150256,albert-xxlarge-v1
a dove has feathers.,dove,bird,3,-82.26179218292236,-16.452358436584472,223150256,albert-xxlarge-v1
a lark has feathers.,lark,bird,3,-83.29258918762207,-16.658517837524414,223150256,albert-xxlarge-v1
a swallow has feathers.,swallow,bird,3,-76.38664245605469,-15.277328491210938,223150256,albert-xxlarge-v1
a parakeet has feathers.,parakeet,bird,3,-94.0739517211914,-13.439135960170201,223150256,albert-xxlarge-v1
an oriole has feathers.,oriole,bird,3,-101.29031753540039,-14.470045362200056,223150256,albert-xxlarge-v1
a mockingbird has feathers.,mockingbird,bird,3,-92.18285846710205,-15.363809744517008,223150256,albert-xxlarge-v1
a redbird has feathers.,redbird,bird,3,-83.93500518798828,-13.98916753133138,223150256,albert-xxlarge-v1
a wren has feathers.,wren,bird,3,-77.68441104888916,-15.536882209777833,223150256,albert-xxlarge-v1
a finch has feathers.,finch,bird,3,-77.44289684295654,-15.488579368591308,223150256,albert-xxlarge-v1
a starling has feathers.,starling,bird,3,-89.79285049438477,-14.965475082397461,223150256,albert-xxlarge-v1
a cardinal has feathers.,cardinal,bird,3,-78.65016174316406,-15.730032348632813,223150256,albert-xxlarge-v1
an eagle has feathers.,eagle,bird,3,-79.0323715209961,-15.806474304199218,223150256,albert-xxlarge-v1
a hummingbird has feathers.,hummingbird,bird,3,-94.79557418823242,-15.799262364705404,223150256,albert-xxlarge-v1
a seagull has feathers.,seagull,bird,3,-75.69668388366699,-15.139336776733398,223150256,albert-xxlarge-v1
a woodpecker has feathers.,woodpecker,bird,3,-73.28914165496826,-14.657828330993652,223150256,albert-xxlarge-v1
a pigeon has feathers.,pigeon,bird,3,-76.2627067565918,-15.25254135131836,223150256,albert-xxlarge-v1
a thrush has feathers.,thrush,bird,3,-105.44494724273682,-15.063563891819545,223150256,albert-xxlarge-v1
a falcon has feathers.,falcon,bird,3,-73.45790100097656,-14.691580200195313,223150256,albert-xxlarge-v1
a crow has feathers.,crow,bird,3,-77.52475833892822,-15.504951667785644,223150256,albert-xxlarge-v1
a hawk has feathers.,hawk,bird,3,-75.79751777648926,-15.159503555297851,223150256,albert-xxlarge-v1
a raven has feathers.,raven,bird,3,-77.15733432769775,-15.431466865539551,223150256,albert-xxlarge-v1
a goldfinch has feathers.,goldfinch,bird,3,-108.5797700881958,-15.511395726885114,223150256,albert-xxlarge-v1
a parrot has feathers.,parrot,bird,3,-73.23589134216309,-14.647178268432617,223150256,albert-xxlarge-v1
a sandpiper has feathers.,sandpiper,bird,3,-107.44408416748047,-15.349154881068639,223150256,albert-xxlarge-v1
a pheasant has feathers.,pheasant,bird,3,-129.57686138153076,-16.197107672691345,223150256,albert-xxlarge-v1
a catbird has feathers.,catbird,bird,3,-80.583176612854,-13.430529435475668,223150256,albert-xxlarge-v1
a crane has feathers.,crane,bird,3,-77.31961727142334,-15.463923454284668,223150256,albert-xxlarge-v1
an albatross has feathers.,albatross,bird,3,-100.78411388397217,-16.79735231399536,223150256,albert-xxlarge-v1
a condor has feathers.,condor,bird,3,-72.77544975280762,-14.555089950561523,223150256,albert-xxlarge-v1
a toucan has feathers.,toucan,bird,3,-88.79955291748047,-12.685650416782924,223150256,albert-xxlarge-v1
an owl has feathers.,owl,bird,3,-82.84744930267334,-16.569489860534667,223150256,albert-xxlarge-v1
a pelican has feathers.,pelican,bird,3,-73.9543228149414,-14.790864562988281,223150256,albert-xxlarge-v1
geese have feathers.,geese,bird,3,-65.39256572723389,-16.34814143180847,223150256,albert-xxlarge-v1
a vulture has feathers.,vulture,bird,3,-80.98709630966187,-16.197419261932374,223150256,albert-xxlarge-v1
a stork has feathers.,stork,bird,3,-93.40861701965332,-15.568102836608887,223150256,albert-xxlarge-v1
a buzzard has feathers.,buzzard,bird,3,-95.14405727386475,-15.857342878977457,223150256,albert-xxlarge-v1
a swan has feathers.,swan,bird,3,-76.9769229888916,-15.395384597778321,223150256,albert-xxlarge-v1
a flamingo has feathers.,flamingo,bird,3,-92.2324743270874,-15.372079054514566,223150256,albert-xxlarge-v1
a duck has feathers.,duck,bird,3,-75.16115665435791,-15.032231330871582,223150256,albert-xxlarge-v1
a peacock has feathers.,peacock,bird,3,-74.12355136871338,-14.824710273742676,223150256,albert-xxlarge-v1
an egret has feathers.,egret,bird,3,-109.55859041213989,-15.65122720173427,223150256,albert-xxlarge-v1
a chicken has feathers.,chicken,bird,3,-74.2444076538086,-14.84888153076172,223150256,albert-xxlarge-v1
a turkey has feathers.,turkey,bird,3,-71.0413703918457,-14.20827407836914,223150256,albert-xxlarge-v1
an ostrich has feathers.,ostrich,bird,3,-105.71508312225342,-17.61918052037557,223150256,albert-xxlarge-v1
a titmouse has feathers.,titmouse,bird,3,-94.39835357666016,-13.485479082380023,223150256,albert-xxlarge-v1
an emu has feathers.,emu,bird,3,-95.63114547729492,-15.93852424621582,223150256,albert-xxlarge-v1
a penguin has feathers.,penguin,bird,3,-73.55792808532715,-14.71158561706543,223150256,albert-xxlarge-v1
a bat has feathers.,bat,bird,3,-71.76217079162598,-14.352434158325195,223150256,albert-xxlarge-v1
a robin has a beak.,robin,bird,4,-100.1339111328125,-14.304844447544642,223150256,albert-xxlarge-v1
a sparrow has a beak.,sparrow,bird,4,-98.90422630310059,-14.129175186157227,223150256,albert-xxlarge-v1
a bluejay has a beak.,bluejay,bird,4,-115.57919120788574,-14.447398900985718,223150256,albert-xxlarge-v1
a bluebird has a beak.,bluebird,bird,4,-116.39491081237793,-14.549363851547241,223150256,albert-xxlarge-v1
a canary has a beak.,canary,bird,4,-98.31811761856079,-14.045445374080114,223150256,albert-xxlarge-v1
a blackbird has a beak.,blackbird,bird,4,-115.73246240615845,-14.466557800769806,223150256,albert-xxlarge-v1
a dove has a beak.,dove,bird,4,-105.75441980361938,-15.107774257659912,223150256,albert-xxlarge-v1
a lark has a beak.,lark,bird,4,-104.7162733078003,-14.959467615400042,223150256,albert-xxlarge-v1
a swallow has a beak.,swallow,bird,4,-104.67586040496826,-14.953694343566895,223150256,albert-xxlarge-v1
a parakeet has a beak.,parakeet,bird,4,-127.96577644348145,-14.218419604831272,223150256,albert-xxlarge-v1
an oriole has a beak.,oriole,bird,4,-127.92915439605713,-14.214350488450792,223150256,albert-xxlarge-v1
a mockingbird has a beak.,mockingbird,bird,4,-128.94459772109985,-16.11807471513748,223150256,albert-xxlarge-v1
a redbird has a beak.,redbird,bird,4,-115.79995059967041,-14.474993824958801,223150256,albert-xxlarge-v1
a wren has a beak.,wren,bird,4,-106.59655237197876,-15.22807891028268,223150256,albert-xxlarge-v1
a finch has a beak.,finch,bird,4,-100.77074241638184,-14.395820345197405,223150256,albert-xxlarge-v1
a starling has a beak.,starling,bird,4,-118.31189012527466,-14.788986265659332,223150256,albert-xxlarge-v1
a cardinal has a beak.,cardinal,bird,4,-102.59605503082275,-14.656579290117536,223150256,albert-xxlarge-v1
an eagle has a beak.,eagle,bird,4,-101.4244031906128,-14.489200455801827,223150256,albert-xxlarge-v1
a hummingbird has a beak.,hummingbird,bird,4,-127.04550981521606,-15.880688726902008,223150256,albert-xxlarge-v1
a seagull has a beak.,seagull,bird,4,-101.18581771850586,-14.455116816929408,223150256,albert-xxlarge-v1
a woodpecker has a beak.,woodpecker,bird,4,-102.81193161010742,-14.687418801443917,223150256,albert-xxlarge-v1
a pigeon has a beak.,pigeon,bird,4,-103.55456256866455,-14.79350893838065,223150256,albert-xxlarge-v1
a thrush has a beak.,thrush,bird,4,-126.40479326248169,-14.044977029164633,223150256,albert-xxlarge-v1
a falcon has a beak.,falcon,bird,4,-104.42061424255371,-14.917230606079102,223150256,albert-xxlarge-v1
a crow has a beak.,crow,bird,4,-105.32477712631226,-15.046396732330322,223150256,albert-xxlarge-v1
a hawk has a beak.,hawk,bird,4,-105.58799886703491,-15.083999838147845,223150256,albert-xxlarge-v1
a raven has a beak.,raven,bird,4,-102.16715478897095,-14.59530782699585,223150256,albert-xxlarge-v1
a goldfinch has a beak.,goldfinch,bird,4,-136.26835346221924,-15.140928162468803,223150256,albert-xxlarge-v1
a parrot has a beak.,parrot,bird,4,-99.83282995223999,-14.26183285032,223150256,albert-xxlarge-v1
a sandpiper has a beak.,sandpiper,bird,4,-141.650794506073,-15.738977167341444,223150256,albert-xxlarge-v1
a pheasant has a beak.,pheasant,bird,4,-159.41630172729492,-15.941630172729493,223150256,albert-xxlarge-v1
a catbird has a beak.,catbird,bird,4,-109.88522720336914,-13.735653400421143,223150256,albert-xxlarge-v1
a crane has a beak.,crane,bird,4,-107.36187982559204,-15.337411403656006,223150256,albert-xxlarge-v1
an albatross has a beak.,albatross,bird,4,-120.45384693145752,-15.05673086643219,223150256,albert-xxlarge-v1
a condor has a beak.,condor,bird,4,-102.31407260894775,-14.616296086992536,223150256,albert-xxlarge-v1
a toucan has a beak.,toucan,bird,4,-122.94394207000732,-13.660438007778591,223150256,albert-xxlarge-v1
an owl has a beak.,owl,bird,4,-110.23522090911865,-15.747888701302665,223150256,albert-xxlarge-v1
a pelican has a beak.,pelican,bird,4,-105.1153736114502,-15.016481944492885,223150256,albert-xxlarge-v1
geese have a beak.,geese,bird,4,-78.17575073242188,-13.029291788736979,223150256,albert-xxlarge-v1
a vulture has a beak.,vulture,bird,4,-102.61141204833984,-14.658773149762835,223150256,albert-xxlarge-v1
a stork has a beak.,stork,bird,4,-127.02836322784424,-15.87854540348053,223150256,albert-xxlarge-v1
a buzzard has a beak.,buzzard,bird,4,-129.01333475112915,-16.126666843891144,223150256,albert-xxlarge-v1
a swan has a beak.,swan,bird,4,-105.59718561172485,-15.085312230246407,223150256,albert-xxlarge-v1
a flamingo has a beak.,flamingo,bird,4,-120.75409412384033,-15.094261765480042,223150256,albert-xxlarge-v1
a duck has a beak.,duck,bird,4,-111.32288312911987,-15.903269018445696,223150256,albert-xxlarge-v1
a peacock has a beak.,peacock,bird,4,-105.28847646713257,-15.041210923876081,223150256,albert-xxlarge-v1
an egret has a beak.,egret,bird,4,-143.0939016342163,-15.899322403801811,223150256,albert-xxlarge-v1
a chicken has a beak.,chicken,bird,4,-103.46434831619263,-14.780621188027519,223150256,albert-xxlarge-v1
a turkey has a beak.,turkey,bird,4,-99.57419109344482,-14.22488444192069,223150256,albert-xxlarge-v1
an ostrich has a beak.,ostrich,bird,4,-130.6638650894165,-16.332983136177063,223150256,albert-xxlarge-v1
a titmouse has a beak.,titmouse,bird,4,-125.67650413513184,-13.964056015014648,223150256,albert-xxlarge-v1
an emu has a beak.,emu,bird,4,-127.93039512634277,-15.991299390792847,223150256,albert-xxlarge-v1
a penguin has a beak.,penguin,bird,4,-100.7475323677063,-14.392504623958043,223150256,albert-xxlarge-v1
a bat has a beak.,bat,bird,4,-94.84196186065674,-13.548851694379534,223150256,albert-xxlarge-v1
a robin has a bill.,robin,bird,5,-92.95655345916748,-15.492758909861246,223150256,albert-xxlarge-v1
a sparrow has a bill.,sparrow,bird,5,-94.24435710906982,-15.707392851511637,223150256,albert-xxlarge-v1
a bluejay has a bill.,bluejay,bird,5,-100.28046894073486,-14.325781277247838,223150256,albert-xxlarge-v1
a bluebird has a bill.,bluebird,bird,5,-106.59680604934692,-15.228115149906703,223150256,albert-xxlarge-v1
a canary has a bill.,canary,bird,5,-79.70974445343018,-13.28495740890503,223150256,albert-xxlarge-v1
a blackbird has a bill.,blackbird,bird,5,-102.6930799484253,-14.670439992632184,223150256,albert-xxlarge-v1
a dove has a bill.,dove,bird,5,-100.0059986114502,-16.6676664352417,223150256,albert-xxlarge-v1
a lark has a bill.,lark,bird,5,-88.57298707962036,-14.76216451327006,223150256,albert-xxlarge-v1
a swallow has a bill.,swallow,bird,5,-97.75045013427734,-16.291741689046223,223150256,albert-xxlarge-v1
a parakeet has a bill.,parakeet,bird,5,-112.04030704498291,-14.005038380622864,223150256,albert-xxlarge-v1
an oriole has a bill.,oriole,bird,5,-109.09928703308105,-13.637410879135132,223150256,albert-xxlarge-v1
a mockingbird has a bill.,mockingbird,bird,5,-106.27455234527588,-15.182078906467982,223150256,albert-xxlarge-v1
a redbird has a bill.,redbird,bird,5,-106.3542857170105,-15.193469388144356,223150256,albert-xxlarge-v1
a wren has a bill.,wren,bird,5,-99.72440719604492,-16.620734532674152,223150256,albert-xxlarge-v1
a finch has a bill.,finch,bird,5,-94.53040885925293,-15.755068143208822,223150256,albert-xxlarge-v1
a starling has a bill.,starling,bird,5,-108.11894130706787,-15.445563043866839,223150256,albert-xxlarge-v1
a cardinal has a bill.,cardinal,bird,5,-79.12708759307861,-13.18784793217977,223150256,albert-xxlarge-v1
an eagle has a bill.,eagle,bird,5,-92.4304370880127,-15.405072848002115,223150256,albert-xxlarge-v1
a hummingbird has a bill.,hummingbird,bird,5,-108.08065414428711,-15.440093449183873,223150256,albert-xxlarge-v1
a seagull has a bill.,seagull,bird,5,-92.36268997192383,-15.393781661987305,223150256,albert-xxlarge-v1
a woodpecker has a bill.,woodpecker,bird,5,-97.04337501525879,-16.173895835876465,223150256,albert-xxlarge-v1
a pigeon has a bill.,pigeon,bird,5,-86.64706230163574,-14.441177050272623,223150256,albert-xxlarge-v1
a thrush has a bill.,thrush,bird,5,-115.02351093292236,-14.377938866615295,223150256,albert-xxlarge-v1
a falcon has a bill.,falcon,bird,5,-79.18788051605225,-13.197980086008707,223150256,albert-xxlarge-v1
a crow has a bill.,crow,bird,5,-99.28484439849854,-16.547474066416424,223150256,albert-xxlarge-v1
a hawk has a bill.,hawk,bird,5,-88.4682207107544,-14.744703451792398,223150256,albert-xxlarge-v1
a raven has a bill.,raven,bird,5,-86.59237384796143,-14.43206230799357,223150256,albert-xxlarge-v1
a goldfinch has a bill.,goldfinch,bird,5,-117.07009506225586,-14.633761882781982,223150256,albert-xxlarge-v1
a parrot has a bill.,parrot,bird,5,-95.04382467269897,-15.840637445449829,223150256,albert-xxlarge-v1
a sandpiper has a bill.,sandpiper,bird,5,-117.03392171859741,-14.629240214824677,223150256,albert-xxlarge-v1
a pheasant has a bill.,pheasant,bird,5,-143.0431137084961,-15.89367930094401,223150256,albert-xxlarge-v1
a catbird has a bill.,catbird,bird,5,-93.63401365280151,-13.37628766468593,223150256,albert-xxlarge-v1
a crane has a bill.,crane,bird,5,-82.59902381896973,-13.766503969828287,223150256,albert-xxlarge-v1
an albatross has a bill.,albatross,bird,5,-115.76732158660889,-16.538188798086985,223150256,albert-xxlarge-v1
a condor has a bill.,condor,bird,5,-90.82428169250488,-15.137380282084147,223150256,albert-xxlarge-v1
a toucan has a bill.,toucan,bird,5,-105.07668447494507,-13.134585559368134,223150256,albert-xxlarge-v1
an owl has a bill.,owl,bird,5,-96.70544528961182,-16.117574214935303,223150256,albert-xxlarge-v1
a pelican has a bill.,pelican,bird,5,-97.72754192352295,-16.28792365392049,223150256,albert-xxlarge-v1
geese have a bill.,geese,bird,5,-78.36488151550293,-15.672976303100587,223150256,albert-xxlarge-v1
a vulture has a bill.,vulture,bird,5,-91.12961721420288,-15.18826953570048,223150256,albert-xxlarge-v1
a stork has a bill.,stork,bird,5,-106.54450511932373,-15.220643588474818,223150256,albert-xxlarge-v1
a buzzard has a bill.,buzzard,bird,5,-111.7207236289978,-15.960103375571114,223150256,albert-xxlarge-v1
a swan has a bill.,swan,bird,5,-93.4794054031372,-15.579900900522867,223150256,albert-xxlarge-v1
a flamingo has a bill.,flamingo,bird,5,-103.77354049682617,-14.824791499546595,223150256,albert-xxlarge-v1
a duck has a bill.,duck,bird,5,-101.05552005767822,-16.842586676279705,223150256,albert-xxlarge-v1
a peacock has a bill.,peacock,bird,5,-98.17062568664551,-16.36177094777425,223150256,albert-xxlarge-v1
an egret has a bill.,egret,bird,5,-131.77571201324463,-16.47196400165558,223150256,albert-xxlarge-v1
a chicken has a bill.,chicken,bird,5,-86.78596305847168,-14.464327176411947,223150256,albert-xxlarge-v1
a turkey has a bill.,turkey,bird,5,-84.17343997955322,-14.028906663258871,223150256,albert-xxlarge-v1
