stimulus,item,category,feature,logprob,normalized_logprob,params,model
a catbird is alive.,catbird,bird,1,-46.37808609008789,-6.6254408700125555,354824192,gpt2-medium
a crane is alive.,crane,bird,1,-42.471580505371094,-7.078596750895183,354824192,gpt2-medium
an albatross is alive.,albatross,bird,1,-43.314552307128906,-5.414319038391113,354824192,gpt2-medium
a condor is alive.,condor,bird,1,-44.22407531738281,-6.317725045340402,354824192,gpt2-medium
a toucan is alive.,toucan,bird,1,-42.33943176269531,-6.048490251813616,354824192,gpt2-medium
an owl is alive.,owl,bird,1,-40.809024810791016,-6.801504135131836,354824192,gpt2-medium
a pelican is alive.,pelican,bird,1,-41.34322738647461,-5.9061753409249445,354824192,gpt2-medium
a goose is alive.,geese,bird,1,-38.981353759765625,-6.4968922932942705,354824192,gpt2-medium
a vulture is alive.,vulture,bird,1,-42.509151458740234,-6.072735922677176,354824192,gpt2-medium
a stork is alive.,stork,bird,1,-40.03822326660156,-5.719746180943081,354824192,gpt2-medium
a buzzard is alive.,buzzard,bird,1,-43.0642204284668,-6.152031489780971,354824192,gpt2-medium
a swan is alive.,swan,bird,1,-38.95673370361328,-5.565247671944754,354824192,gpt2-medium
a flamingo is alive.,flamingo,bird,1,-41.939476013183594,-5.991353716169085,354824192,gpt2-medium
a duck is alive.,duck,bird,1,-37.42626190185547,-6.237710316975911,354824192,gpt2-medium
a peacock is alive.,peacock,bird,1,-40.603759765625,-5.800537109375,354824192,gpt2-medium
an egret is alive.,egret,bird,1,-46.51870346069336,-6.645529065813337,354824192,gpt2-medium
a chicken is alive.,chicken,bird,1,-35.63018035888672,-5.938363393147786,354824192,gpt2-medium
a turkey is alive.,turkey,bird,1,-37.26225280761719,-6.210375467936198,354824192,gpt2-medium
an ostrich is alive.,ostrich,bird,1,-42.76359558105469,-6.1090850830078125,354824192,gpt2-medium
a titmouse is alive.,titmouse,bird,1,-45.754661560058594,-6.536380222865513,354824192,gpt2-medium
an emu is alive.,emu,bird,1,-44.69232940673828,-6.384618486676898,354824192,gpt2-medium
a penguin is alive.,penguin,bird,1,-39.56828784942627,-5.652612549918039,354824192,gpt2-medium
a bat is alive.,bat,bird,1,-37.803104400634766,-6.300517400105794,354824192,gpt2-medium
a robin flies.,robin,bird,2,-38.90811538696289,-6.484685897827148,354824192,gpt2-medium
a sparrow flies.,sparrow,bird,2,-36.409156799316406,-6.068192799886067,354824192,gpt2-medium
a bluejay flies.,bluejay,bird,2,-44.49204635620117,-7.415341059366862,354824192,gpt2-medium
a bluebird flies.,bluebird,bird,2,-40.25300979614258,-6.708834966023763,354824192,gpt2-medium
a canary flies.,canary,bird,2,-41.930418968200684,-6.98840316136678,354824192,gpt2-medium
a blackbird flies.,blackbird,bird,2,-38.89800262451172,-6.48300043741862,354824192,gpt2-medium
a dove flies.,dove,bird,2,-38.08388900756836,-7.616777801513672,354824192,gpt2-medium
a lark flies.,lark,bird,2,-42.06135177612305,-7.010225296020508,354824192,gpt2-medium
a swallow flies.,swallow,bird,2,-38.77467346191406,-7.754934692382813,354824192,gpt2-medium
a parakeet flies.,parakeet,bird,2,-41.05747032165527,-5.86535290309361,354824192,gpt2-medium
an oriole flies.,oriole,bird,2,-51.04411697387695,-8.507352828979492,354824192,gpt2-medium
a mockingbird flies.,mockingbird,bird,2,-43.5576171875,-7.259602864583333,354824192,gpt2-medium
a redbird flies.,redbird,bird,2,-43.00684356689453,-7.167807261149089,354824192,gpt2-medium
a wren flies.,wren,bird,2,-41.08868408203125,-6.848114013671875,354824192,gpt2-medium
a finch flies.,finch,bird,2,-41.24440002441406,-6.874066670735677,354824192,gpt2-medium
a starling flies.,starling,bird,2,-40.12553405761719,-6.687589009602864,354824192,gpt2-medium
a cardinal flies.,cardinal,bird,2,-41.91556167602539,-8.383112335205078,354824192,gpt2-medium
an eagle flies.,eagle,bird,2,-38.72967529296875,-7.74593505859375,354824192,gpt2-medium
a hummingbird flies.,hummingbird,bird,2,-39.029510498046875,-6.5049184163411455,354824192,gpt2-medium
a seagull flies.,seagull,bird,2,-35.76268768310547,-5.108955383300781,354824192,gpt2-medium
a woodpecker flies.,woodpecker,bird,2,-38.07114791870117,-5.43873541695731,354824192,gpt2-medium
a pigeon flies.,pigeon,bird,2,-37.22504425048828,-7.445008850097656,354824192,gpt2-medium
a thrush flies.,thrush,bird,2,-41.99186325073242,-6.99864387512207,354824192,gpt2-medium
a falcon flies.,falcon,bird,2,-36.45393753051758,-6.075656255086263,354824192,gpt2-medium
a crow flies.,crow,bird,2,-33.190216064453125,-6.638043212890625,354824192,gpt2-medium
a hawk flies.,hawk,bird,2,-37.21440887451172,-7.442881774902344,354824192,gpt2-medium
a raven flies.,raven,bird,2,-36.93299102783203,-7.386598205566406,354824192,gpt2-medium
a goldfinch flies.,goldfinch,bird,2,-44.38931655883789,-6.341330936976841,354824192,gpt2-medium
a parrot flies.,parrot,bird,2,-38.16041946411133,-6.360069910685222,354824192,gpt2-medium
a sandpiper flies.,sandpiper,bird,2,-42.72370529174805,-6.103386470249721,354824192,gpt2-medium
a pheasant flies.,pheasant,bird,2,-39.713985443115234,-5.673426491873605,354824192,gpt2-medium
a catbird flies.,catbird,bird,2,-43.13669967651367,-7.189449946085612,354824192,gpt2-medium
a crane flies.,crane,bird,2,-38.01207733154297,-7.602415466308594,354824192,gpt2-medium
an albatross flies.,albatross,bird,2,-39.54542541503906,-5.649346487862723,354824192,gpt2-medium
a condor flies.,condor,bird,2,-41.01133346557617,-6.835222244262695,354824192,gpt2-medium
a toucan flies.,toucan,bird,2,-41.87388610839844,-6.978981018066406,354824192,gpt2-medium
an owl flies.,owl,bird,2,-39.18196105957031,-7.836392211914062,354824192,gpt2-medium
a pelican flies.,pelican,bird,2,-40.415401458740234,-6.735900243123372,354824192,gpt2-medium
a goose flies.,geese,bird,2,-38.659461975097656,-7.731892395019531,354824192,gpt2-medium
a vulture flies.,vulture,bird,2,-40.593231201171875,-6.7655385335286455,354824192,gpt2-medium
a stork flies.,stork,bird,2,-36.490760803222656,-6.081793467203776,354824192,gpt2-medium
a buzzard flies.,buzzard,bird,2,-40.409236907958984,-6.734872817993164,354824192,gpt2-medium
a swan flies.,swan,bird,2,-39.06744384765625,-6.511240641276042,354824192,gpt2-medium
a flamingo flies.,flamingo,bird,2,-41.4936408996582,-6.9156068166097,354824192,gpt2-medium
a duck flies.,duck,bird,2,-37.626426696777344,-7.525285339355468,354824192,gpt2-medium
a peacock flies.,peacock,bird,2,-38.10566329956055,-6.350943883260091,354824192,gpt2-medium
an egret flies.,egret,bird,2,-43.17947006225586,-7.19657834370931,354824192,gpt2-medium
a chicken flies.,chicken,bird,2,-39.06055450439453,-7.812110900878906,354824192,gpt2-medium
a turkey flies.,turkey,bird,2,-39.58659362792969,-7.917318725585938,354824192,gpt2-medium
an ostrich flies.,ostrich,bird,2,-40.558170318603516,-6.759695053100586,354824192,gpt2-medium
a titmouse flies.,titmouse,bird,2,-46.56565856933594,-7.760943094889323,354824192,gpt2-medium
an emu flies.,emu,bird,2,-44.15380859375,-7.358968098958333,354824192,gpt2-medium
a penguin flies.,penguin,bird,2,-39.37334156036377,-6.562223593393962,354824192,gpt2-medium
a bat flies.,bat,bird,2,-36.22380828857422,-7.244761657714844,354824192,gpt2-medium
a robin has feathers.,robin,bird,3,-41.76318359375,-5.966169084821429,354824192,gpt2-medium
a sparrow has feathers.,sparrow,bird,3,-40.7935905456543,-5.827655792236328,354824192,gpt2-medium
a bluejay has feathers.,bluejay,bird,3,-49.90098190307617,-7.128711700439453,354824192,gpt2-medium
a bluebird has feathers.,bluebird,bird,3,-44.461368560791016,-6.351624080113003,354824192,gpt2-medium
a canary has feathers.,canary,bird,3,-45.603529930114746,-6.514789990016392,354824192,gpt2-medium
a blackbird has feathers.,blackbird,bird,3,-43.90182113647461,-6.271688733782087,354824192,gpt2-medium
a dove has feathers.,dove,bird,3,-41.55998229980469,-6.926663716634114,354824192,gpt2-medium
a lark has feathers.,lark,bird,3,-45.555335998535156,-6.507905142647879,354824192,gpt2-medium
a swallow has feathers.,swallow,bird,3,-43.22843551635742,-7.204739252726237,354824192,gpt2-medium
a parakeet has feathers.,parakeet,bird,3,-44.117605209350586,-5.514700651168823,354824192,gpt2-medium
an oriole has feathers.,oriole,bird,3,-51.886329650878906,-7.412332807268415,354824192,gpt2-medium
a mockingbird has feathers.,mockingbird,bird,3,-47.66441345214844,-6.809201921735491,354824192,gpt2-medium
a redbird has feathers.,redbird,bird,3,-46.64598083496094,-6.6637115478515625,354824192,gpt2-medium
a wren has feathers.,wren,bird,3,-43.879085540771484,-6.268440791538784,354824192,gpt2-medium
a finch has feathers.,finch,bird,3,-44.60407257080078,-6.372010367257254,354824192,gpt2-medium
a starling has feathers.,starling,bird,3,-43.575382232666016,-6.225054604666574,354824192,gpt2-medium
a cardinal has feathers.,cardinal,bird,3,-46.06818389892578,-7.678030649820964,354824192,gpt2-medium
an eagle has feathers.,eagle,bird,3,-42.285953521728516,-7.047658920288086,354824192,gpt2-medium
a hummingbird has feathers.,hummingbird,bird,3,-43.18914794921875,-6.169878278459821,354824192,gpt2-medium
a seagull has feathers.,seagull,bird,3,-42.99327850341797,-5.374159812927246,354824192,gpt2-medium
a woodpecker has feathers.,woodpecker,bird,3,-43.14122009277344,-5.39265251159668,354824192,gpt2-medium
a pigeon has feathers.,pigeon,bird,3,-41.12092590332031,-6.853487650553386,354824192,gpt2-medium
a thrush has feathers.,thrush,bird,3,-45.48564529418945,-6.497949327741351,354824192,gpt2-medium
a falcon has feathers.,falcon,bird,3,-41.28806686401367,-5.8982952662876675,354824192,gpt2-medium
a crow has feathers.,crow,bird,3,-39.55304718017578,-6.592174530029297,354824192,gpt2-medium
a hawk has feathers.,hawk,bird,3,-41.87843704223633,-6.979739507039388,354824192,gpt2-medium
a raven has feathers.,raven,bird,3,-40.28232955932617,-6.713721593221028,354824192,gpt2-medium
a goldfinch has feathers.,goldfinch,bird,3,-46.95412063598633,-5.869265079498291,354824192,gpt2-medium
a parrot has feathers.,parrot,bird,3,-41.45186996459961,-5.921695709228516,354824192,gpt2-medium
a sandpiper has feathers.,sandpiper,bird,3,-47.531044006347656,-5.941380500793457,354824192,gpt2-medium
a pheasant has feathers.,pheasant,bird,3,-42.379417419433594,-5.297427177429199,354824192,gpt2-medium
a catbird has feathers.,catbird,bird,3,-48.39469528198242,-6.91352789742606,354824192,gpt2-medium
a crane has feathers.,crane,bird,3,-48.29052734375,-8.048421223958334,354824192,gpt2-medium
an albatross has feathers.,albatross,bird,3,-43.582244873046875,-5.447780609130859,354824192,gpt2-medium
a condor has feathers.,condor,bird,3,-45.23285675048828,-6.461836678641183,354824192,gpt2-medium
a toucan has feathers.,toucan,bird,3,-43.387290954589844,-6.198184422084263,354824192,gpt2-medium
an owl has feathers.,owl,bird,3,-41.7248649597168,-6.9541441599528,354824192,gpt2-medium
a pelican has feathers.,pelican,bird,3,-43.1160888671875,-6.159441266741071,354824192,gpt2-medium
geese have feathers.,geese,bird,3,-41.19002914428711,-6.865004857381185,354824192,gpt2-medium
a vulture has feathers.,vulture,bird,3,-43.844261169433594,-6.263465881347656,354824192,gpt2-medium
a stork has feathers.,stork,bird,3,-42.02853775024414,-6.004076821463449,354824192,gpt2-medium
a buzzard has feathers.,buzzard,bird,3,-44.35841369628906,-6.336916242327009,354824192,gpt2-medium
a swan has feathers.,swan,bird,3,-41.58802795410156,-5.9411468505859375,354824192,gpt2-medium
a flamingo has feathers.,flamingo,bird,3,-44.99103546142578,-6.427290780203683,354824192,gpt2-medium
a duck has feathers.,duck,bird,3,-39.531822204589844,-6.588637034098308,354824192,gpt2-medium
a peacock has feathers.,peacock,bird,3,-40.118927001953125,-5.731275285993304,354824192,gpt2-medium
an egret has feathers.,egret,bird,3,-45.764583587646484,-6.5377976553780695,354824192,gpt2-medium
a chicken has feathers.,chicken,bird,3,-39.90999984741211,-6.651666641235352,354824192,gpt2-medium
a turkey has feathers.,turkey,bird,3,-40.46797561645508,-6.744662602742513,354824192,gpt2-medium
an ostrich has feathers.,ostrich,bird,3,-42.59919357299805,-6.085599081856864,354824192,gpt2-medium
a titmouse has feathers.,titmouse,bird,3,-49.72686767578125,-7.103838239397321,354824192,gpt2-medium
an emu has feathers.,emu,bird,3,-45.885902404785156,-6.555128914969308,354824192,gpt2-medium
a penguin has feathers.,penguin,bird,3,-42.61048221588135,-6.087211745125907,354824192,gpt2-medium
a bat has feathers.,bat,bird,3,-40.333465576171875,-6.7222442626953125,354824192,gpt2-medium
a robin has a beak.,robin,bird,4,-42.9178352355957,-4.7686483595106335,354824192,gpt2-medium
a sparrow has a beak.,sparrow,bird,4,-42.13495635986328,-4.681661817762587,354824192,gpt2-medium
a bluejay has a beak.,bluejay,bird,4,-50.19429016113281,-5.5771433512369795,354824192,gpt2-medium
a bluebird has a beak.,bluebird,bird,4,-46.13780975341797,-5.1264233059353295,354824192,gpt2-medium
a canary has a beak.,canary,bird,4,-45.60258388519287,-5.06695376502143,354824192,gpt2-medium
a blackbird has a beak.,blackbird,bird,4,-45.36504364013672,-5.040560404459636,354824192,gpt2-medium
a dove has a beak.,dove,bird,4,-42.24608612060547,-5.280760765075684,354824192,gpt2-medium
a lark has a beak.,lark,bird,4,-45.55006408691406,-5.06111823187934,354824192,gpt2-medium
a swallow has a beak.,swallow,bird,4,-43.57840347290039,-5.447300434112549,354824192,gpt2-medium
a parakeet has a beak.,parakeet,bird,4,-45.16866111755371,-4.5168661117553714,354824192,gpt2-medium
an oriole has a beak.,oriole,bird,4,-53.31540489196777,-5.923933876885308,354824192,gpt2-medium
a mockingbird has a beak.,mockingbird,bird,4,-49.034027099609375,-5.44822523328993,354824192,gpt2-medium
a redbird has a beak.,redbird,bird,4,-48.09428787231445,-5.343809763590495,354824192,gpt2-medium
a wren has a beak.,wren,bird,4,-45.758705139160156,-5.0843005710177955,354824192,gpt2-medium
a finch has a beak.,finch,bird,4,-45.7133903503418,-5.079265594482422,354824192,gpt2-medium
a starling has a beak.,starling,bird,4,-44.957637786865234,-4.99529308742947,354824192,gpt2-medium
a cardinal has a beak.,cardinal,bird,4,-45.38376998901367,-5.672971248626709,354824192,gpt2-medium
an eagle has a beak.,eagle,bird,4,-43.67329788208008,-5.45916223526001,354824192,gpt2-medium
a hummingbird has a beak.,hummingbird,bird,4,-44.688236236572266,-4.965359581841363,354824192,gpt2-medium
a seagull has a beak.,seagull,bird,4,-43.89908981323242,-4.389908981323242,354824192,gpt2-medium
a woodpecker has a beak.,woodpecker,bird,4,-44.873775482177734,-4.487377548217774,354824192,gpt2-medium
a pigeon has a beak.,pigeon,bird,4,-42.73021697998047,-5.341277122497559,354824192,gpt2-medium
a thrush has a beak.,thrush,bird,4,-46.39599609375,-5.155110677083333,354824192,gpt2-medium
a falcon has a beak.,falcon,bird,4,-43.52760314941406,-4.8364003499348955,354824192,gpt2-medium
a crow has a beak.,crow,bird,4,-41.23649978637695,-5.154562473297119,354824192,gpt2-medium
a hawk has a beak.,hawk,bird,4,-42.071956634521484,-5.2589945793151855,354824192,gpt2-medium
a raven has a beak.,raven,bird,4,-42.00817108154297,-5.251021385192871,354824192,gpt2-medium
a goldfinch has a beak.,goldfinch,bird,4,-47.791114807128906,-4.77911148071289,354824192,gpt2-medium
a parrot has a beak.,parrot,bird,4,-43.39643096923828,-4.821825663248698,354824192,gpt2-medium
a sandpiper has a beak.,sandpiper,bird,4,-48.725650787353516,-4.872565078735351,354824192,gpt2-medium
a pheasant has a beak.,pheasant,bird,4,-44.582576751708984,-4.458257675170898,354824192,gpt2-medium
a catbird has a beak.,catbird,bird,4,-49.65169906616211,-5.51685545179579,354824192,gpt2-medium
a crane has a beak.,crane,bird,4,-46.407371520996094,-5.800921440124512,354824192,gpt2-medium
an albatross has a beak.,albatross,bird,4,-45.06846618652344,-4.506846618652344,354824192,gpt2-medium
a condor has a beak.,condor,bird,4,-47.05811309814453,-5.2286792331271705,354824192,gpt2-medium
a toucan has a beak.,toucan,bird,4,-45.49744415283203,-5.055271572536892,354824192,gpt2-medium
an owl has a beak.,owl,bird,4,-43.49018859863281,-5.436273574829102,354824192,gpt2-medium
a pelican has a beak.,pelican,bird,4,-44.11740493774414,-4.901933881971571,354824192,gpt2-medium
geese have a beak.,geese,bird,4,-43.27853775024414,-5.409817218780518,354824192,gpt2-medium
a vulture has a beak.,vulture,bird,4,-44.615264892578125,-4.957251654730903,354824192,gpt2-medium
a stork has a beak.,stork,bird,4,-42.90884017944336,-4.76764890882704,354824192,gpt2-medium
a buzzard has a beak.,buzzard,bird,4,-45.35329818725586,-5.03925535413954,354824192,gpt2-medium
a swan has a beak.,swan,bird,4,-42.70916748046875,-4.745463053385417,354824192,gpt2-medium
a flamingo has a beak.,flamingo,bird,4,-46.63967514038086,-5.182186126708984,354824192,gpt2-medium
a duck has a beak.,duck,bird,4,-41.02547073364258,-5.128183841705322,354824192,gpt2-medium
a peacock has a beak.,peacock,bird,4,-42.98995590209961,-4.776661766899957,354824192,gpt2-medium
an egret has a beak.,egret,bird,4,-46.75630187988281,-5.1951446533203125,354824192,gpt2-medium
a chicken has a beak.,chicken,bird,4,-41.94808578491211,-5.243510723114014,354824192,gpt2-medium
a turkey has a beak.,turkey,bird,4,-42.53445053100586,-5.316806316375732,354824192,gpt2-medium
an ostrich has a beak.,ostrich,bird,4,-44.43540954589844,-4.937267727322048,354824192,gpt2-medium
a titmouse has a beak.,titmouse,bird,4,-50.079566955566406,-5.564396328396267,354824192,gpt2-medium
an emu has a beak.,emu,bird,4,-47.40229415893555,-5.266921573215061,354824192,gpt2-medium
a penguin has a beak.,penguin,bird,4,-44.05346393585205,-4.894829326205784,354824192,gpt2-medium
a bat has a beak.,bat,bird,4,-41.523067474365234,-5.190383434295654,354824192,gpt2-medium
a robin has a bill.,robin,bird,5,-47.692012786865234,-5.961501598358154,354824192,gpt2-medium
a sparrow has a bill.,sparrow,bird,5,-44.976219177246094,-5.622027397155762,354824192,gpt2-medium
a bluejay has a bill.,bluejay,bird,5,-52.59584045410156,-6.574480056762695,354824192,gpt2-medium
a bluebird has a bill.,bluebird,bird,5,-47.9031982421875,-5.9878997802734375,354824192,gpt2-medium
a canary has a bill.,canary,bird,5,-48.25485324859619,-6.031856656074524,354824192,gpt2-medium
a blackbird has a bill.,blackbird,bird,5,-47.1608772277832,-5.8951096534729,354824192,gpt2-medium
a dove has a bill.,dove,bird,5,-45.89848327636719,-6.556926182338169,354824192,gpt2-medium
a lark has a bill.,lark,bird,5,-48.417701721191406,-6.052212715148926,354824192,gpt2-medium
a swallow has a bill.,swallow,bird,5,-45.5161247253418,-6.502303532191685,354824192,gpt2-medium
a parakeet has a bill.,parakeet,bird,5,-50.36410713195801,-5.59601190355089,354824192,gpt2-medium
an oriole has a bill.,oriole,bird,5,-58.18457221984863,-7.273071527481079,354824192,gpt2-medium
a mockingbird has a bill.,mockingbird,bird,5,-51.930381774902344,-6.491297721862793,354824192,gpt2-medium
a redbird has a bill.,redbird,bird,5,-50.360164642333984,-6.295020580291748,354824192,gpt2-medium
a wren has a bill.,wren,bird,5,-50.54610824584961,-6.318263530731201,354824192,gpt2-medium
a finch has a bill.,finch,bird,5,-49.27149963378906,-6.158937454223633,354824192,gpt2-medium
a starling has a bill.,starling,bird,5,-46.79859161376953,-5.849823951721191,354824192,gpt2-medium
a cardinal has a bill.,cardinal,bird,5,-45.77273941040039,-6.538962772914341,354824192,gpt2-medium
an eagle has a bill.,eagle,bird,5,-46.887733459472656,-6.698247637067523,354824192,gpt2-medium
a hummingbird has a bill.,hummingbird,bird,5,-46.41660690307617,-5.8020758628845215,354824192,gpt2-medium
a seagull has a bill.,seagull,bird,5,-48.17563247680664,-5.352848052978516,354824192,gpt2-medium
a woodpecker has a bill.,woodpecker,bird,5,-48.04647445678711,-5.338497161865234,354824192,gpt2-medium
a pigeon has a bill.,pigeon,bird,5,-46.05008316040039,-6.578583308628628,354824192,gpt2-medium
a thrush has a bill.,thrush,bird,5,-49.370975494384766,-6.171371936798096,354824192,gpt2-medium
a falcon has a bill.,falcon,bird,5,-47.81473922729492,-5.976842403411865,354824192,gpt2-medium
a crow has a bill.,crow,bird,5,-43.57131576538086,-6.2244736807686945,354824192,gpt2-medium
a hawk has a bill.,hawk,bird,5,-45.908260345458984,-6.558322906494141,354824192,gpt2-medium
a raven has a bill.,raven,bird,5,-45.28391647338867,-6.46913092476981,354824192,gpt2-medium
a goldfinch has a bill.,goldfinch,bird,5,-50.088077545166016,-5.565341949462891,354824192,gpt2-medium
a parrot has a bill.,parrot,bird,5,-47.93495178222656,-5.99186897277832,354824192,gpt2-medium
a sandpiper has a bill.,sandpiper,bird,5,-51.421321868896484,-5.713480207655165,354824192,gpt2-medium
a pheasant has a bill.,pheasant,bird,5,-47.86259841918945,-5.3180664910210504,354824192,gpt2-medium
a catbird has a bill.,catbird,bird,5,-51.43425750732422,-6.429282188415527,354824192,gpt2-medium
a crane has a bill.,crane,bird,5,-50.00529098510742,-7.143612997872489,354824192,gpt2-medium
an albatross has a bill.,albatross,bird,5,-48.5907096862793,-5.398967742919922,354824192,gpt2-medium
a condor has a bill.,condor,bird,5,-50.71133041381836,-6.338916301727295,354824192,gpt2-medium
a toucan has a bill.,toucan,bird,5,-48.93748474121094,-6.117185592651367,354824192,gpt2-medium
an owl has a bill.,owl,bird,5,-46.584110260009766,-6.654872894287109,354824192,gpt2-medium
a pelican has a bill.,pelican,bird,5,-48.28090286254883,-6.0351128578186035,354824192,gpt2-medium
geese have a bill.,geese,bird,5,-47.4178581237793,-6.773979731968471,354824192,gpt2-medium
a vulture has a bill.,vulture,bird,5,-48.6911735534668,-6.08639669418335,354824192,gpt2-medium
a stork has a bill.,stork,bird,5,-47.0428466796875,-5.8803558349609375,354824192,gpt2-medium
a buzzard has a bill.,buzzard,bird,5,-48.91807556152344,-6.11475944519043,354824192,gpt2-medium
a swan has a bill.,swan,bird,5,-46.130210876464844,-5.7662763595581055,354824192,gpt2-medium
a flamingo has a bill.,flamingo,bird,5,-50.693016052246094,-6.336627006530762,354824192,gpt2-medium
a duck has a bill.,duck,bird,5,-42.406532287597656,-6.058076041085379,354824192,gpt2-medium
a peacock has a bill.,peacock,bird,5,-46.45732116699219,-5.807165145874023,354824192,gpt2-medium
an egret has a bill.,egret,bird,5,-51.845489501953125,-6.480686187744141,354824192,gpt2-medium
a chicken has a bill.,chicken,bird,5,-44.44065856933594,-6.348665509905134,354824192,gpt2-medium
a turkey has a bill.,turkey,bird,5,-45.68925857543945,-6.527036939348493,354824192,gpt2-medium
an ostrich has a bill.,ostrich,bird,5,-48.51426315307617,-6.0642828941345215,354824192,gpt2-medium
a titmouse has a bill.,titmouse,bird,5,-52.64195251464844,-6.580244064331055,354824192,gpt2-medium
an emu has a bill.,emu,bird,5,-51.680477142333984,-6.460059642791748,354824192,gpt2-medium
a penguin has a bill.,penguin,bird,5,-46.973938941955566,-5.871742367744446,354824192,gpt2-medium
a bat has a bill.,bat,bird,5,-44.51948165893555,-6.359925951276507,354824192,gpt2-medium
a robin has wings.,robin,bird,6,-39.842185974121094,-5.691740853445871,354824192,gpt2-medium
a sparrow has wings.,sparrow,bird,6,-39.3424186706543,-5.620345524379185,354824192,gpt2-medium
a bluejay has wings.,bluejay,bird,6,-47.06732940673828,-6.723904200962612,354824192,gpt2-medium
a bluebird has wings.,bluebird,bird,6,-42.469886779785156,-6.0671266828264505,354824192,gpt2-medium
a canary has wings.,canary,bird,6,-43.40333080291748,-6.200475828988211,354824192,gpt2-medium
a blackbird has wings.,blackbird,bird,6,-41.8836555480957,-5.983379364013672,354824192,gpt2-medium
a dove has wings.,dove,bird,6,-39.17530059814453,-6.529216766357422,354824192,gpt2-medium
a lark has wings.,lark,bird,6,-43.21061325073242,-6.172944750104632,354824192,gpt2-medium
a swallow has wings.,swallow,bird,6,-40.05992889404297,-6.676654815673828,354824192,gpt2-medium
a parakeet has wings.,parakeet,bird,6,-41.94378089904785,-5.2429726123809814,354824192,gpt2-medium
an oriole has wings.,oriole,bird,6,-50.53729248046875,-7.219613211495536,354824192,gpt2-medium
a mockingbird has wings.,mockingbird,bird,6,-45.70615768432617,-6.529451097760882,354824192,gpt2-medium
a redbird has wings.,redbird,bird,6,-44.54608917236328,-6.3637270246233255,354824192,gpt2-medium
a wren has wings.,wren,bird,6,-42.28809356689453,-6.0411562238420755,354824192,gpt2-medium
a finch has wings.,finch,bird,6,-42.809425354003906,-6.115632193429129,354824192,gpt2-medium
a starling has wings.,starling,bird,6,-41.32422637939453,-5.9034609113420755,354824192,gpt2-medium
a cardinal has wings.,cardinal,bird,6,-43.14487838745117,-7.190813064575195,354824192,gpt2-medium
