premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Bluejays use a blicket.,All birds use a blicket.,All vegetables use a blicket.,bluejay,bird,use a,Bluejays,birds,4,3,-16.82217311859131,-174.69737339019775,-24.321006774902344,4.242136478424072,2.556342601776123,82760793,distilroberta-base
Bluejays use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,bluejay,bird,use a,Bluejays,birds,4,4,-15.004289627075195,-202.79316520690918,-18.973149299621582,1.8426430225372314,2.770691394805908,82760793,distilroberta-base
Bluejays use a tove.,All birds use a tove.,All vegetables use a tove.,bluejay,bird,use a,Bluejays,birds,4,5,-13.895207405090332,-161.62740325927734,-16.128748893737793,6.186107158660889,4.797884464263916,82760793,distilroberta-base
Bluejays love wugs.,All birds love wugs.,All vegetables love wugs.,bluejay,bird,love,Bluejays,birds,5,1,-10.337370872497559,-145.1960391998291,-15.410367965698242,0.49248361587524414,0.9330430030822754,82760793,distilroberta-base
Bluejays love feps.,All birds love feps.,All vegetables love feps.,bluejay,bird,love,Bluejays,birds,5,2,-12.39888858795166,-140.57279109954834,-14.821273803710938,5.930708885192871,5.173000335693359,82760793,distilroberta-base
Bluejays love blickets.,All birds love blickets.,All vegetables love blickets.,bluejay,bird,love,Bluejays,birds,5,3,-13.369929313659668,-152.15189361572266,-16.67004680633545,-0.4989219605922699,1.9243732690811157,82760793,distilroberta-base
Bluejays love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,bluejay,bird,love,Bluejays,birds,5,4,-12.449498176574707,-185.39502429962158,-15.875102996826172,0.8670137524604797,0.3728797733783722,82760793,distilroberta-base
Bluejays love toves.,All birds love toves.,All vegetables love toves.,bluejay,bird,love,Bluejays,birds,5,5,-18.870247840881348,-138.27718257904053,-20.347643852233887,3.8553245067596436,7.2218451499938965,82760793,distilroberta-base
Bluejays have wugs.,All birds have wugs.,All vegetables have wugs.,bluejay,bird,have,Bluejays,birds,6,1,-10.929669380187988,-149.5098352432251,-14.507364273071289,1.0512754917144775,2.242483139038086,82760793,distilroberta-base
Bluejays have feps.,All birds have feps.,All vegetables have feps.,bluejay,bird,have,Bluejays,birds,6,2,-13.49690580368042,-149.84230041503906,-14.41626262664795,5.6647844314575195,6.610319137573242,82760793,distilroberta-base
Bluejays have blickets.,All birds have blickets.,All vegetables have blickets.,bluejay,bird,have,Bluejays,birds,6,3,-15.238228797912598,-145.2443790435791,-18.61380100250244,-0.141963392496109,4.213494300842285,82760793,distilroberta-base
Bluejays have jabberwocks.,All birds have jabberwocks.,All vegetables have jabberwocks.,bluejay,bird,have,Bluejays,birds,6,4,-14.994665145874023,-187.4054069519043,-18.17218589782715,-0.8220405578613281,1.0065572261810303,82760793,distilroberta-base
Bluejays have toves.,All birds have toves.,All vegetables have toves.,bluejay,bird,have,Bluejays,birds,6,5,-18.657597064971924,-137.16611289978027,-23.315625190734863,2.7816309928894043,7.414698123931885,82760793,distilroberta-base
Bluebirds can dax.,All birds can dax.,All vegetables can dax.,bluebird,bird,can,Bluebirds,birds,1,1,-12.386152267456055,-135.22974586486816,-20.32399082183838,0.2682040333747864,1.489680290222168,82760793,distilroberta-base
Bluebirds can wif.,All birds can wif.,All vegetables can wif.,bluebird,bird,can,Bluebirds,birds,1,2,-12.232211112976074,-132.89282608032227,-15.666810989379883,0.1556365042924881,1.225967288017273,82760793,distilroberta-base
Bluebirds can blick.,All birds can blick.,All vegetables can blick.,bluebird,bird,can,Bluebirds,birds,1,3,-12.487221717834473,-141.9028491973877,-16.353242874145508,-0.8951610326766968,1.362109661102295,82760793,distilroberta-base
Bluebirds can gyre.,All birds can gyre.,All vegetables can gyre.,bluebird,bird,can,Bluebirds,birds,1,4,-11.318218231201172,-137.52662563323975,-15.63012409210205,3.1632378101348877,5.042690753936768,82760793,distilroberta-base
Bluebirds can gimble.,All birds can gimble.,All vegetables can gimble.,bluebird,bird,can,Bluebirds,birds,1,5,-13.949705123901367,-138.97571659088135,-17.233389854431152,-1.2640609741210938,2.593038558959961,82760793,distilroberta-base
Bluebirds can be daxed.,All birds can be daxed.,All vegetables can be daxed.,bluebird,bird,can be,Bluebirds,birds,2,1,-9.204912185668945,-181.18311309814453,-13.884881973266602,1.0185770988464355,1.132271647453308,82760793,distilroberta-base
Bluebirds can be wiffed.,All birds can be wiffed.,All vegetables can be wiffed.,bluebird,bird,can be,Bluebirds,birds,2,2,-11.169306755065918,-185.5357551574707,-15.966861724853516,0.08178138732910156,1.2307599782943726,82760793,distilroberta-base
Bluebirds can be blicked.,All birds can be blicked.,All vegetables can be blicked.,bluebird,bird,can be,Bluebirds,birds,2,3,-10.89694595336914,-166.75544834136963,-13.036574363708496,0.960321307182312,0.7774485349655151,82760793,distilroberta-base
Bluebirds can be gyred.,All birds can be gyred.,All vegetables can be gyred.,bluebird,bird,can be,Bluebirds,birds,2,4,-10.469276428222656,-167.82055282592773,-13.476777076721191,0.9739324450492859,1.6997014284133911,82760793,distilroberta-base
Bluebirds can be gimbled.,All birds can be gimbled.,All vegetables can be gimbled.,bluebird,bird,can be,Bluebirds,birds,2,5,-11.885499000549316,-184.3013162612915,-15.165626525878906,-0.4167565405368805,1.1426483392715454,82760793,distilroberta-base
Bluebirds are beamish.,All birds are beamish.,All vegetables are beamish.,bluebird,bird,are,Bluebirds,birds,3,1,-15.603936195373535,-139.94274997711182,-22.174055099487305,5.37457275390625,2.2807207107543945,82760793,distilroberta-base
Bluebirds are slithy.,All birds are slithy.,All vegetables are slithy.,bluebird,bird,are,Bluebirds,birds,3,2,-11.88884162902832,-171.57362747192383,-14.026655197143555,-1.8766063451766968,1.8434549570083618,82760793,distilroberta-base
Bluebirds are mimsy.,All birds are mimsy.,All vegetables are mimsy.,bluebird,bird,are,Bluebirds,birds,3,3,-11.266258239746094,-148.37202262878418,-13.494528770446777,8.861303329467773,8.816207885742188,82760793,distilroberta-base
Bluebirds are vorpal.,All birds are vorpal.,All vegetables are vorpal.,bluebird,bird,are,Bluebirds,birds,3,4,-10.190138816833496,-170.6318874359131,-13.4490385055542,-1.2132227420806885,0.7190245985984802,82760793,distilroberta-base
Bluebirds are frabjous.,All birds are frabjous.,All vegetables are frabjous.,bluebird,bird,are,Bluebirds,birds,3,5,-10.828996658325195,-184.8126678466797,-13.353475570678711,-0.8257182240486145,1.2716830968856812,82760793,distilroberta-base
Bluebirds use a wug.,All birds use a wug.,All vegetables use a wug.,bluebird,bird,use a,Bluebirds,birds,4,1,-10.651347160339355,-168.7545747756958,-16.239245414733887,3.2815234661102295,2.3584632873535156,82760793,distilroberta-base
Bluebirds use a fep.,All birds use a fep.,All vegetables use a fep.,bluebird,bird,use a,Bluebirds,birds,4,2,-10.501411437988281,-170.24106311798096,-15.544299125671387,8.766156196594238,6.049520492553711,82760793,distilroberta-base
Bluebirds use a blicket.,All birds use a blicket.,All vegetables use a blicket.,bluebird,bird,use a,Bluebirds,birds,4,3,-13.842806816101074,-174.69737339019775,-21.401161193847656,1.5340263843536377,3.2228145599365234,82760793,distilroberta-base
Bluebirds use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,bluebird,bird,use a,Bluebirds,birds,4,4,-13.342244148254395,-202.79316520690918,-18.191205978393555,1.7701416015625,2.9045908451080322,82760793,distilroberta-base
Bluebirds use a tove.,All birds use a tove.,All vegetables use a tove.,bluebird,bird,use a,Bluebirds,birds,4,5,-11.035147666931152,-161.62740325927734,-15.201727867126465,13.961748123168945,10.70114803314209,82760793,distilroberta-base
Bluebirds love wugs.,All birds love wugs.,All vegetables love wugs.,bluebird,bird,love,Bluebirds,birds,5,1,-11.144271850585938,-145.1960391998291,-16.61768627166748,-1.5490062236785889,0.3795846700668335,82760793,distilroberta-base
Bluebirds love feps.,All birds love feps.,All vegetables love feps.,bluebird,bird,love,Bluebirds,birds,5,2,-12.170955657958984,-140.57279109954834,-15.942662239074707,8.470857620239258,5.715140342712402,82760793,distilroberta-base
Bluebirds love blickets.,All birds love blickets.,All vegetables love blickets.,bluebird,bird,love,Bluebirds,birds,5,3,-13.340540885925293,-152.15189361572266,-17.421297073364258,-2.119324207305908,2.5328032970428467,82760793,distilroberta-base
Bluebirds love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,bluebird,bird,love,Bluebirds,birds,5,4,-12.507246017456055,-185.39502429962158,-16.822354316711426,-1.4351861476898193,0.743354856967926,82760793,distilroberta-base
Bluebirds love toves.,All birds love toves.,All vegetables love toves.,bluebird,bird,love,Bluebirds,birds,5,5,-20.62877655029297,-138.27718257904053,-20.936397552490234,2.573152542114258,9.66260051727295,82760793,distilroberta-base
Bluebirds have wugs.,All birds have wugs.,All vegetables have wugs.,bluebird,bird,have,Bluebirds,birds,6,1,-10.575481414794922,-149.5098352432251,-14.984713554382324,-0.7344716787338257,1.741828441619873,82760793,distilroberta-base
Bluebirds have feps.,All birds have feps.,All vegetables have feps.,bluebird,bird,have,Bluebirds,birds,6,2,-10.572113037109375,-149.84230041503906,-14.229521751403809,9.42126750946045,5.907034397125244,82760793,distilroberta-base
Bluebirds have blickets.,All birds have blickets.,All vegetables have blickets.,bluebird,bird,have,Bluebirds,birds,6,3,-13.368399620056152,-145.2443790435791,-17.661943435668945,0.7693065404891968,5.364584922790527,82760793,distilroberta-base
Bluebirds have jabberwocks.,All birds have jabberwocks.,All vegetables have jabberwocks.,bluebird,bird,have,Bluebirds,birds,6,4,-12.761314392089844,-187.4054069519043,-17.35153579711914,-1.9060348272323608,0.9951454997062683,82760793,distilroberta-base
Bluebirds have toves.,All birds have toves.,All vegetables have toves.,bluebird,bird,have,Bluebirds,birds,6,5,-18.470998764038086,-137.16611289978027,-20.8993501663208,2.2291665077209473,6.131523609161377,82760793,distilroberta-base
Canaries can dax.,All birds can dax.,All vegetables can dax.,canary,bird,can,Canaries,birds,1,1,-8.266802787780762,-135.22974586486816,-16.25562858581543,4.954272747039795,1.278458833694458,82760793,distilroberta-base
Canaries can wif.,All birds can wif.,All vegetables can wif.,canary,bird,can,Canaries,birds,1,2,-9.571711540222168,-132.89282608032227,-14.021946907043457,1.2915303707122803,0.9963558316230774,82760793,distilroberta-base
Canaries can blick.,All birds can blick.,All vegetables can blick.,canary,bird,can,Canaries,birds,1,3,-11.767890930175781,-141.9028491973877,-15.658531188964844,1.3868967294692993,2.1585676670074463,82760793,distilroberta-base
Canaries can gyre.,All birds can gyre.,All vegetables can gyre.,canary,bird,can,Canaries,birds,1,4,-8.887373924255371,-137.52662563323975,-13.983153343200684,7.912116050720215,5.216007232666016,82760793,distilroberta-base
Canaries can gimble.,All birds can gimble.,All vegetables can gimble.,canary,bird,can,Canaries,birds,1,5,-11.56386947631836,-138.97571659088135,-14.857309341430664,1.21828293800354,2.181104898452759,82760793,distilroberta-base
