premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Toy soldiers are vorpal.,All toys are vorpal.,All birds are vorpal.,toy soldier,toy,are,Toy soldiers,toys,2,4,-15.442159175872803,-90.71521091461182,-13.754112720489502,1.1916038990020752,3.1211910247802734,17845424,albert-large-v1
Toy soldiers are frabjous.,All toys are frabjous.,All birds are frabjous.,toy soldier,toy,are,Toy soldiers,toys,2,5,-15.315721988677979,-98.16763114929199,-12.3716139793396,1.023604154586792,2.917232036590576,17845424,albert-large-v1
Toy soldiers have wugs.,All toys have wugs.,All birds have wugs.,toy soldier,toy,have,Toy soldiers,toys,3,1,-15.45658016204834,-83.47298336029053,-11.638105392456055,1.7834892272949219,2.4795126914978027,17845424,albert-large-v1
Toy soldiers have feps.,All toys have feps.,All birds have feps.,toy soldier,toy,have,Toy soldiers,toys,3,2,-15.989666938781738,-85.84240245819092,-12.26673412322998,1.6361255645751953,3.125870704650879,17845424,albert-large-v1
Toy soldiers have blickets.,All toys have blickets.,All birds have blickets.,toy soldier,toy,have,Toy soldiers,toys,3,3,-14.579534530639648,-101.20903587341309,-9.670598983764648,-0.7944515347480774,2.6871073246002197,17845424,albert-large-v1
Toy soldiers have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,toy soldier,toy,have,Toy soldiers,toys,3,4,-15.415867328643799,-130.63998889923096,-11.019048690795898,4.3381028175354,3.316296100616455,17845424,albert-large-v1
Toy soldiers have toves.,All toys have toves.,All birds have toves.,toy soldier,toy,have,Toy soldiers,toys,3,5,-15.790252208709717,-101.16023445129395,-12.681116104125977,4.459333419799805,2.1689229011535645,17845424,albert-large-v1
Toy soldiers use a wug.,All toys use a wug.,All birds use a wug.,toy soldier,toy,use a,Toy soldiers,toys,4,1,-14.790434837341309,-106.36908340454102,-11.064591407775879,1.829749345779419,2.8804192543029785,17845424,albert-large-v1
Toy soldiers use a fep.,All toys use a fep.,All birds use a fep.,toy soldier,toy,use a,Toy soldiers,toys,4,2,-15.161207675933838,-102.75391006469727,-11.353917121887207,3.0324084758758545,2.480806350708008,17845424,albert-large-v1
Toy soldiers use a blicket.,All toys use a blicket.,All birds use a blicket.,toy soldier,toy,use a,Toy soldiers,toys,4,3,-15.236910343170166,-120.22423076629639,-10.634583473205566,-1.188544511795044,2.3073770999908447,17845424,albert-large-v1
Toy soldiers use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,toy soldier,toy,use a,Toy soldiers,toys,4,4,-14.950353145599365,-136.56118965148926,-11.026803016662598,7.233018398284912,5.887892723083496,17845424,albert-large-v1
Toy soldiers use a tove.,All toys use a tove.,All birds use a tove.,toy soldier,toy,use a,Toy soldiers,toys,4,5,-14.996253490447998,-100.53956699371338,-11.431006908416748,4.513195991516113,3.9697837829589844,17845424,albert-large-v1
Yo-yos can be daxed.,All toys can be daxed.,All birds can be daxed.,yo-yo,toy,can be,Yo-yos,toys,1,1,-15.618770122528076,-107.22405052185059,-9.760831356048584,-2.291815996170044,0.7536718845367432,17845424,albert-large-v1
Yo-yos can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,yo-yo,toy,can be,Yo-yos,toys,1,2,-14.2040696144104,-118.99929332733154,-10.115665435791016,-0.2361651360988617,2.039217233657837,17845424,albert-large-v1
Yo-yos can be blicked.,All toys can be blicked.,All birds can be blicked.,yo-yo,toy,can be,Yo-yos,toys,1,3,-11.563363552093506,-119.57207679748535,-10.916157245635986,0.6569868326187134,1.3604344129562378,17845424,albert-large-v1
Yo-yos can be gyred.,All toys can be gyred.,All birds can be gyred.,yo-yo,toy,can be,Yo-yos,toys,1,4,-13.547471523284912,-107.77004146575928,-9.550814151763916,0.5621330142021179,3.1867752075195312,17845424,albert-large-v1
Yo-yos can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,yo-yo,toy,can be,Yo-yos,toys,1,5,-11.657102584838867,-116.89250183105469,-10.467693328857422,-0.05758209154009819,1.7352150678634644,17845424,albert-large-v1
Yo-yos are beamish.,All toys are beamish.,All birds are beamish.,yo-yo,toy,are,Yo-yos,toys,2,1,-14.721745014190674,-85.6026029586792,-9.591761589050293,-2.89428973197937,2.796004056930542,17845424,albert-large-v1
Yo-yos are slithy.,All toys are slithy.,All birds are slithy.,yo-yo,toy,are,Yo-yos,toys,2,2,-14.780830383300781,-94.61880302429199,-9.591630458831787,-2.4785046577453613,2.6368722915649414,17845424,albert-large-v1
Yo-yos are mimsy.,All toys are mimsy.,All birds are mimsy.,yo-yo,toy,are,Yo-yos,toys,2,3,-11.696249961853027,-91.31545782089233,-9.548402786254883,1.181607961654663,2.5545122623443604,17845424,albert-large-v1
Yo-yos are vorpal.,All toys are vorpal.,All birds are vorpal.,yo-yo,toy,are,Yo-yos,toys,2,4,-14.604146480560303,-90.71521091461182,-10.147020816802979,-1.5090824365615845,1.9354252815246582,17845424,albert-large-v1
Yo-yos are frabjous.,All toys are frabjous.,All birds are frabjous.,yo-yo,toy,are,Yo-yos,toys,2,5,-13.849401950836182,-98.16763114929199,-9.291466236114502,-2.9374403953552246,1.3425042629241943,17845424,albert-large-v1
Yo-yos have wugs.,All toys have wugs.,All birds have wugs.,yo-yo,toy,have,Yo-yos,toys,3,1,-14.774844646453857,-83.47298336029053,-8.104032516479492,1.9739919900894165,3.311513900756836,17845424,albert-large-v1
Yo-yos have feps.,All toys have feps.,All birds have feps.,yo-yo,toy,have,Yo-yos,toys,3,2,-14.88338041305542,-85.84240245819092,-8.262215614318848,0.39371633529663086,4.247524261474609,17845424,albert-large-v1
Yo-yos have blickets.,All toys have blickets.,All birds have blickets.,yo-yo,toy,have,Yo-yos,toys,3,3,-12.433259010314941,-101.20903587341309,-7.239389419555664,0.8596488237380981,3.057873010635376,17845424,albert-large-v1
Yo-yos have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,yo-yo,toy,have,Yo-yos,toys,3,4,-15.113466739654541,-130.63998889923096,-8.128049850463867,2.8081181049346924,3.7771315574645996,17845424,albert-large-v1
Yo-yos have toves.,All toys have toves.,All birds have toves.,yo-yo,toy,have,Yo-yos,toys,3,5,-15.745633602142334,-101.16023445129395,-10.52896499633789,2.1259877681732178,2.6437699794769287,17845424,albert-large-v1
Yo-yos use a wug.,All toys use a wug.,All birds use a wug.,yo-yo,toy,use a,Yo-yos,toys,4,1,-14.255678176879883,-106.36908340454102,-8.995932579040527,-1.0898734331130981,2.504376173019409,17845424,albert-large-v1
Yo-yos use a fep.,All toys use a fep.,All birds use a fep.,yo-yo,toy,use a,Yo-yos,toys,4,2,-14.541601657867432,-102.75391006469727,-9.22300910949707,-0.6274319887161255,2.5039916038513184,17845424,albert-large-v1
Yo-yos use a blicket.,All toys use a blicket.,All birds use a blicket.,yo-yo,toy,use a,Yo-yos,toys,4,3,-13.911705493927002,-120.22423076629639,-9.658740520477295,-0.376201331615448,1.3767900466918945,17845424,albert-large-v1
Yo-yos use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,yo-yo,toy,use a,Yo-yos,toys,4,4,-15.160286903381348,-136.56118965148926,-8.958803176879883,-1.397929072380066,2.6146247386932373,17845424,albert-large-v1
Yo-yos use a tove.,All toys use a tove.,All birds use a tove.,yo-yo,toy,use a,Yo-yos,toys,4,5,-15.012701034545898,-100.53956699371338,-9.334631443023682,0.0918210968375206,2.6821439266204834,17845424,albert-large-v1
Blocks can be daxed.,All toys can be daxed.,All birds can be daxed.,block,toy,can be,Blocks,toys,1,1,-14.214931011199951,-107.22405052185059,-15.41016149520874,1.3602936267852783,1.3866403102874756,17845424,albert-large-v1
Blocks can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,block,toy,can be,Blocks,toys,1,2,-14.853395938873291,-118.99929332733154,-16.28950548171997,0.655683159828186,1.3167147636413574,17845424,albert-large-v1
Blocks can be blicked.,All toys can be blicked.,All birds can be blicked.,block,toy,can be,Blocks,toys,1,3,-13.878705978393555,-119.57207679748535,-15.38562297821045,2.3805243968963623,1.119992733001709,17845424,albert-large-v1
Blocks can be gyred.,All toys can be gyred.,All birds can be gyred.,block,toy,can be,Blocks,toys,1,4,-15.733678340911865,-107.77004146575928,-15.977412223815918,-1.1707587242126465,1.3544665575027466,17845424,albert-large-v1
Blocks can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,block,toy,can be,Blocks,toys,1,5,-13.451165676116943,-116.89250183105469,-16.161776542663574,0.19984284043312073,1.7832220792770386,17845424,albert-large-v1
Blocks are beamish.,All toys are beamish.,All birds are beamish.,block,toy,are,Blocks,toys,2,1,-15.050806045532227,-85.6026029586792,-15.504092693328857,0.12168197333812714,1.81735098361969,17845424,albert-large-v1
Blocks are slithy.,All toys are slithy.,All birds are slithy.,block,toy,are,Blocks,toys,2,2,-14.020833969116211,-94.61880302429199,-15.546965599060059,1.247323751449585,1.8927075862884521,17845424,albert-large-v1
Blocks are mimsy.,All toys are mimsy.,All birds are mimsy.,block,toy,are,Blocks,toys,2,3,-14.218984127044678,-91.31545782089233,-14.82250165939331,1.2911630868911743,1.406107783317566,17845424,albert-large-v1
Blocks are vorpal.,All toys are vorpal.,All birds are vorpal.,block,toy,are,Blocks,toys,2,4,-16.281232357025146,-90.71521091461182,-18.83931016921997,-0.5363610982894897,2.826908826828003,17845424,albert-large-v1
Blocks are frabjous.,All toys are frabjous.,All birds are frabjous.,block,toy,are,Blocks,toys,2,5,-15.209389209747314,-98.16763114929199,-16.13237714767456,0.8929634094238281,2.0401976108551025,17845424,albert-large-v1
Blocks have wugs.,All toys have wugs.,All birds have wugs.,block,toy,have,Blocks,toys,3,1,-14.259610176086426,-83.47298336029053,-13.071524620056152,-0.281635582447052,3.359799385070801,17845424,albert-large-v1
Blocks have feps.,All toys have feps.,All birds have feps.,block,toy,have,Blocks,toys,3,2,-14.600447654724121,-85.84240245819092,-13.193175315856934,-1.8247302770614624,3.0020177364349365,17845424,albert-large-v1
Blocks have blickets.,All toys have blickets.,All birds have blickets.,block,toy,have,Blocks,toys,3,3,-14.862864017486572,-101.20903587341309,-14.539220333099365,-1.325566053390503,1.3352972269058228,17845424,albert-large-v1
Blocks have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,block,toy,have,Blocks,toys,3,4,-16.685083389282227,-130.63998889923096,-16.74197483062744,1.9290778636932373,3.7061126232147217,17845424,albert-large-v1
Blocks have toves.,All toys have toves.,All birds have toves.,block,toy,have,Blocks,toys,3,5,-14.564350128173828,-101.16023445129395,-16.025641441345215,3.7104125022888184,2.41959285736084,17845424,albert-large-v1
Blocks use a wug.,All toys use a wug.,All birds use a wug.,block,toy,use a,Blocks,toys,4,1,-13.95904541015625,-106.36908340454102,-15.20479440689087,1.6467316150665283,2.18668532371521,17845424,albert-large-v1
Blocks use a fep.,All toys use a fep.,All birds use a fep.,block,toy,use a,Blocks,toys,4,2,-13.938425064086914,-102.75391006469727,-15.406628131866455,2.6062159538269043,1.726148247718811,17845424,albert-large-v1
Blocks use a blicket.,All toys use a blicket.,All birds use a blicket.,block,toy,use a,Blocks,toys,4,3,-13.443222045898438,-120.22423076629639,-14.384222984313965,1.1932837963104248,2.677844524383545,17845424,albert-large-v1
Blocks use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,block,toy,use a,Blocks,toys,4,4,-15.330830574035645,-136.56118965148926,-16.95013427734375,2.6369917392730713,3.856337308883667,17845424,albert-large-v1
Blocks use a tove.,All toys use a tove.,All birds use a tove.,block,toy,use a,Blocks,toys,4,5,-15.374530792236328,-100.53956699371338,-18.328845500946045,2.044680118560791,2.75583553314209,17845424,albert-large-v1
Marbles can be daxed.,All toys can be daxed.,All birds can be daxed.,marble,toy,can be,Marbles,toys,1,1,-14.330009460449219,-107.22405052185059,-12.56358528137207,0.07427787780761719,1.738228678703308,17845424,albert-large-v1
Marbles can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,marble,toy,can be,Marbles,toys,1,2,-14.772841453552246,-118.99929332733154,-12.997498035430908,1.4184558391571045,0.9988583922386169,17845424,albert-large-v1
Marbles can be blicked.,All toys can be blicked.,All birds can be blicked.,marble,toy,can be,Marbles,toys,1,3,-13.425306797027588,-119.57207679748535,-12.430603981018066,0.7730050086975098,1.377211332321167,17845424,albert-large-v1
