premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Jacks-in-the box can be blicked.,All toys can be blicked.,All birds can be blicked.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,3,-8.163515090942383,-112.7055230140686,-11.533064365386963,2.2257068157196045,1.4043161869049072,110104890,bert-base-uncased
Jacks-in-the box can be gyred.,All toys can be gyred.,All birds can be gyred.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,4,-8.368061065673828,-111.2446174621582,-10.95417070388794,0.5050499439239502,1.2668012380599976,110104890,bert-base-uncased
Jacks-in-the box can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,5,-8.055698871612549,-101.49129009246826,-11.604270458221436,2.262442111968994,1.9052594900131226,110104890,bert-base-uncased
Jacks-in-the box are beamish.,All toys are beamish.,All birds are beamish.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,1,-7.871445655822754,-78.17851305007935,-9.333752632141113,0.47604069113731384,1.1575995683670044,110104890,bert-base-uncased
Jacks-in-the box are slithy.,All toys are slithy.,All birds are slithy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,2,-10.997599601745605,-86.33491706848145,-8.402292728424072,0.7175921201705933,1.4446510076522827,110104890,bert-base-uncased
Jacks-in-the box are mimsy.,All toys are mimsy.,All birds are mimsy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,3,-8.336614608764648,-96.61518335342407,-7.3544602394104,0.5919057130813599,0.8208345770835876,110104890,bert-base-uncased
Jacks-in-the box are vorpal.,All toys are vorpal.,All birds are vorpal.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,4,-7.717512130737305,-97.05487442016602,-7.611522197723389,0.63405442237854,1.0785658359527588,110104890,bert-base-uncased
Jacks-in-the box are frabjous.,All toys are frabjous.,All birds are frabjous.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,5,-10.858218669891357,-114.82349824905396,-9.855188846588135,-0.08673582226037979,1.0826506614685059,110104890,bert-base-uncased
Jacks-in-the box have wugs.,All toys have wugs.,All birds have wugs.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,1,-8.495089054107666,-96.55840158462524,-9.376325130462646,1.4686189889907837,0.6479195356369019,110104890,bert-base-uncased
Jacks-in-the box have feps.,All toys have feps.,All birds have feps.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,2,-7.894553184509277,-88.80265665054321,-9.29697322845459,0.9473325610160828,0.5057120323181152,110104890,bert-base-uncased
Jacks-in-the box have blickets.,All toys have blickets.,All birds have blickets.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,3,-8.389402389526367,-102.4822325706482,-10.717845439910889,0.547062873840332,0.659820020198822,110104890,bert-base-uncased
Jacks-in-the box have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,4,-8.671514511108398,-121.5689868927002,-8.49303913116455,1.5568660497665405,0.6667925715446472,110104890,bert-base-uncased
Jacks-in-the box have toves.,All toys have toves.,All birds have toves.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,5,-24.562562942504883,-92.1322455406189,-25.735267162322998,0.4367826581001282,1.1868834495544434,110104890,bert-base-uncased
Jacks-in-the box use a wug.,All toys use a wug.,All birds use a wug.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,1,-9.674936771392822,-103.69493913650513,-11.896224975585938,3.2298476696014404,1.8085333108901978,110104890,bert-base-uncased
Jacks-in-the box use a fep.,All toys use a fep.,All birds use a fep.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,2,-8.812862396240234,-98.23110437393188,-12.581671714782715,3.5510737895965576,1.3883122205734253,110104890,bert-base-uncased
Jacks-in-the box use a blicket.,All toys use a blicket.,All birds use a blicket.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,3,-8.765294551849365,-110.85061120986938,-12.444076538085938,3.220898389816284,1.0997278690338135,110104890,bert-base-uncased
Jacks-in-the box use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,4,-7.864619255065918,-134.95713090896606,-11.08076286315918,3.567908525466919,0.7581668496131897,110104890,bert-base-uncased
Jacks-in-the box use a tove.,All toys use a tove.,All birds use a tove.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,5,-9.33385705947876,-91.8396348953247,-11.22329568862915,3.555786609649658,2.178495168685913,110104890,bert-base-uncased
Toy soldiers can be daxed.,All toys can be daxed.,All birds can be daxed.,toy soldier,toy,can be,Toy soldiers,toys,1,1,-20.712113857269287,-99.86814403533936,-27.1284236907959,0.6239131093025208,5.981550216674805,110104890,bert-base-uncased
Toy soldiers can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,toy soldier,toy,can be,Toy soldiers,toys,1,2,-9.160532474517822,-106.1878490447998,-16.899409294128418,2.024317502975464,1.327383041381836,110104890,bert-base-uncased
Toy soldiers can be blicked.,All toys can be blicked.,All birds can be blicked.,toy soldier,toy,can be,Toy soldiers,toys,1,3,-7.223041534423828,-112.7055230140686,-16.173446655273438,0.5919278264045715,1.7407348155975342,110104890,bert-base-uncased
Toy soldiers can be gyred.,All toys can be gyred.,All birds can be gyred.,toy soldier,toy,can be,Toy soldiers,toys,1,4,-8.086002349853516,-111.24461650848389,-16.595285415649414,0.7225031852722168,1.7338788509368896,110104890,bert-base-uncased
Toy soldiers can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,toy soldier,toy,can be,Toy soldiers,toys,1,5,-9.361898422241211,-101.49129009246826,-17.328055381774902,-1.423752784729004,2.338965654373169,110104890,bert-base-uncased
Toy soldiers are beamish.,All toys are beamish.,All birds are beamish.,toy soldier,toy,are,Toy soldiers,toys,2,1,-8.986904621124268,-78.17851305007935,-15.41196346282959,-3.153681993484497,1.3260776996612549,110104890,bert-base-uncased
Toy soldiers are slithy.,All toys are slithy.,All birds are slithy.,toy soldier,toy,are,Toy soldiers,toys,2,2,-12.125288009643555,-86.33491706848145,-13.735106468200684,-2.3004860877990723,1.7358181476593018,110104890,bert-base-uncased
Toy soldiers are mimsy.,All toys are mimsy.,All birds are mimsy.,toy soldier,toy,are,Toy soldiers,toys,2,3,-9.381546974182129,-96.61518049240112,-14.157959938049316,-1.6745647192001343,2.085970640182495,110104890,bert-base-uncased
Toy soldiers are vorpal.,All toys are vorpal.,All birds are vorpal.,toy soldier,toy,are,Toy soldiers,toys,2,4,-9.08692455291748,-97.05487442016602,-14.777281284332275,-1.2435312271118164,1.7569955587387085,110104890,bert-base-uncased
Toy soldiers are frabjous.,All toys are frabjous.,All birds are frabjous.,toy soldier,toy,are,Toy soldiers,toys,2,5,-9.26690673828125,-114.82349824905396,-15.456659317016602,-3.3500587940216064,1.5376173257827759,110104890,bert-base-uncased
Toy soldiers have wugs.,All toys have wugs.,All birds have wugs.,toy soldier,toy,have,Toy soldiers,toys,3,1,-9.092050075531006,-96.55840158462524,-14.08149242401123,-0.7859492301940918,0.9379116296768188,110104890,bert-base-uncased
Toy soldiers have feps.,All toys have feps.,All birds have feps.,toy soldier,toy,have,Toy soldiers,toys,3,2,-9.069190502166748,-88.80265665054321,-15.207868576049805,-0.9912241101264954,0.6492782235145569,110104890,bert-base-uncased
Toy soldiers have blickets.,All toys have blickets.,All birds have blickets.,toy soldier,toy,have,Toy soldiers,toys,3,3,-7.497798919677734,-102.4822325706482,-15.403473854064941,-0.6426430940628052,1.0281124114990234,110104890,bert-base-uncased
Toy soldiers have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,toy soldier,toy,have,Toy soldiers,toys,3,4,-9.37407636642456,-121.5689868927002,-15.335883140563965,-0.479661226272583,1.2439526319503784,110104890,bert-base-uncased
Toy soldiers have toves.,All toys have toves.,All birds have toves.,toy soldier,toy,have,Toy soldiers,toys,3,5,-27.220531463623047,-92.1322455406189,-33.96566581726074,-2.1940319538116455,3.082829236984253,110104890,bert-base-uncased
Toy soldiers use a wug.,All toys use a wug.,All birds use a wug.,toy soldier,toy,use a,Toy soldiers,toys,4,1,-9.486356735229492,-103.69493913650513,-15.22032642364502,0.41076549887657166,1.7935729026794434,110104890,bert-base-uncased
Toy soldiers use a fep.,All toys use a fep.,All birds use a fep.,toy soldier,toy,use a,Toy soldiers,toys,4,2,-9.628633499145508,-98.23110437393188,-16.947246551513672,0.609109103679657,1.9361319541931152,110104890,bert-base-uncased
Toy soldiers use a blicket.,All toys use a blicket.,All birds use a blicket.,toy soldier,toy,use a,Toy soldiers,toys,4,3,-8.645673751831055,-110.85061120986938,-16.28550434112549,-0.13044504821300507,1.1550078392028809,110104890,bert-base-uncased
Toy soldiers use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,toy soldier,toy,use a,Toy soldiers,toys,4,4,-9.729643821716309,-134.95713090896606,-16.23863124847412,-0.05157508701086044,0.9743496775627136,110104890,bert-base-uncased
Toy soldiers use a tove.,All toys use a tove.,All birds use a tove.,toy soldier,toy,use a,Toy soldiers,toys,4,5,-12.02675199508667,-91.8396348953247,-17.763482093811035,0.4676891267299652,2.3470306396484375,110104890,bert-base-uncased
Yo-yos can be daxed.,All toys can be daxed.,All birds can be daxed.,yo-yo,toy,can be,Yo-yos,toys,1,1,-24.691327571868896,-99.86814403533936,-20.447767734527588,0.7666546106338501,1.4957910776138306,110104890,bert-base-uncased
Yo-yos can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,yo-yo,toy,can be,Yo-yos,toys,1,2,-11.669867992401123,-106.1878490447998,-9.899732112884521,1.7316534519195557,1.754929542541504,110104890,bert-base-uncased
Yo-yos can be blicked.,All toys can be blicked.,All birds can be blicked.,yo-yo,toy,can be,Yo-yos,toys,1,3,-11.423638343811035,-112.7055230140686,-8.416988372802734,1.4654163122177124,1.4392898082733154,110104890,bert-base-uncased
Yo-yos can be gyred.,All toys can be gyred.,All birds can be gyred.,yo-yo,toy,can be,Yo-yos,toys,1,4,-11.137313842773438,-111.24461650848389,-9.306679248809814,1.934311866760254,1.3912172317504883,110104890,bert-base-uncased
Yo-yos can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,yo-yo,toy,can be,Yo-yos,toys,1,5,-10.96384859085083,-101.49129009246826,-10.285447597503662,4.368094444274902,4.177491664886475,110104890,bert-base-uncased
Yo-yos are beamish.,All toys are beamish.,All birds are beamish.,yo-yo,toy,are,Yo-yos,toys,2,1,-9.606687545776367,-78.17851305007935,-9.39526653289795,0.8570062518119812,0.8161890506744385,110104890,bert-base-uncased
Yo-yos are slithy.,All toys are slithy.,All birds are slithy.,yo-yo,toy,are,Yo-yos,toys,2,2,-13.832129001617432,-86.33491706848145,-8.140640258789062,-0.7121838331222534,0.9829690456390381,110104890,bert-base-uncased
Yo-yos are mimsy.,All toys are mimsy.,All birds are mimsy.,yo-yo,toy,are,Yo-yos,toys,2,3,-12.705225944519043,-96.61518049240112,-8.033056735992432,-0.47254103422164917,1.2324836254119873,110104890,bert-base-uncased
Yo-yos are vorpal.,All toys are vorpal.,All birds are vorpal.,yo-yo,toy,are,Yo-yos,toys,2,4,-10.621922016143799,-97.05487442016602,-7.087253570556641,0.8413373231887817,0.860079288482666,110104890,bert-base-uncased
Yo-yos are frabjous.,All toys are frabjous.,All birds are frabjous.,yo-yo,toy,are,Yo-yos,toys,2,5,-13.927045822143555,-114.82349824905396,-9.808815479278564,-1.8304717540740967,1.3212895393371582,110104890,bert-base-uncased
Yo-yos have wugs.,All toys have wugs.,All birds have wugs.,yo-yo,toy,have,Yo-yos,toys,3,1,-12.581779479980469,-96.55840158462524,-7.931054592132568,-0.016053581610322,0.8997931480407715,110104890,bert-base-uncased
Yo-yos have feps.,All toys have feps.,All birds have feps.,yo-yo,toy,have,Yo-yos,toys,3,2,-12.897254467010498,-88.80265665054321,-7.900306224822998,-1.1505383253097534,0.4049256443977356,110104890,bert-base-uncased
Yo-yos have blickets.,All toys have blickets.,All birds have blickets.,yo-yo,toy,have,Yo-yos,toys,3,3,-11.773563861846924,-102.4822325706482,-8.71221399307251,-0.18211182951927185,0.5570968389511108,110104890,bert-base-uncased
Yo-yos have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,yo-yo,toy,have,Yo-yos,toys,3,4,-12.032268047332764,-121.5689868927002,-8.358750820159912,0.44627246260643005,0.8940030932426453,110104890,bert-base-uncased
Yo-yos have toves.,All toys have toves.,All birds have toves.,yo-yo,toy,have,Yo-yos,toys,3,5,-26.884005069732666,-92.1322455406189,-25.270923614501953,-0.7673200368881226,1.2135509252548218,110104890,bert-base-uncased
Yo-yos use a wug.,All toys use a wug.,All birds use a wug.,yo-yo,toy,use a,Yo-yos,toys,4,1,-13.728557109832764,-103.69493913650513,-10.454924583435059,1.116134762763977,1.1900969743728638,110104890,bert-base-uncased
Yo-yos use a fep.,All toys use a fep.,All birds use a fep.,yo-yo,toy,use a,Yo-yos,toys,4,2,-12.176950454711914,-98.23110437393188,-10.28526258468628,1.0847601890563965,1.1718485355377197,110104890,bert-base-uncased
Yo-yos use a blicket.,All toys use a blicket.,All birds use a blicket.,yo-yo,toy,use a,Yo-yos,toys,4,3,-12.057655334472656,-110.85061120986938,-10.599565505981445,1.8316723108291626,1.2545945644378662,110104890,bert-base-uncased
Yo-yos use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,yo-yo,toy,use a,Yo-yos,toys,4,4,-11.613211154937744,-134.95713090896606,-9.16915225982666,0.5329251289367676,0.5388532280921936,110104890,bert-base-uncased
Yo-yos use a tove.,All toys use a tove.,All birds use a tove.,yo-yo,toy,use a,Yo-yos,toys,4,5,-13.338210582733154,-91.8396348953247,-10.256608486175537,1.684594750404358,1.6706583499908447,110104890,bert-base-uncased
Blocks can be daxed.,All toys can be daxed.,All birds can be daxed.,block,toy,can be,Blocks,toys,1,1,-27.10308027267456,-99.86814403533936,-25.09314489364624,-3.5528769493103027,4.289550304412842,110104890,bert-base-uncased
Blocks can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,block,toy,can be,Blocks,toys,1,2,-14.1275634765625,-106.1878490447998,-13.87379264831543,0.4915083944797516,0.8866434693336487,110104890,bert-base-uncased
Blocks can be blicked.,All toys can be blicked.,All birds can be blicked.,block,toy,can be,Blocks,toys,1,3,-16.913066864013672,-112.7055230140686,-16.797991275787354,-0.5624640583992004,2.490086555480957,110104890,bert-base-uncased
Blocks can be gyred.,All toys can be gyred.,All birds can be gyred.,block,toy,can be,Blocks,toys,1,4,-15.15187692642212,-111.2446174621582,-14.757487297058105,0.09305258095264435,1.9510045051574707,110104890,bert-base-uncased
Blocks can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,block,toy,can be,Blocks,toys,1,5,-15.54783296585083,-101.49129009246826,-14.364690780639648,0.8956006169319153,1.7574725151062012,110104890,bert-base-uncased
Blocks are beamish.,All toys are beamish.,All birds are beamish.,block,toy,are,Blocks,toys,2,1,-13.086186408996582,-78.17851305007935,-13.487765789031982,0.2996295094490051,0.7986456155776978,110104890,bert-base-uncased
Blocks are slithy.,All toys are slithy.,All birds are slithy.,block,toy,are,Blocks,toys,2,2,-15.03817892074585,-86.33491706848145,-13.655433177947998,-0.962531566619873,0.5578885674476624,110104890,bert-base-uncased
Blocks are mimsy.,All toys are mimsy.,All birds are mimsy.,block,toy,are,Blocks,toys,2,3,-15.16152572631836,-96.61518335342407,-13.034478664398193,-0.3931330740451813,0.48391279578208923,110104890,bert-base-uncased
Blocks are vorpal.,All toys are vorpal.,All birds are vorpal.,block,toy,are,Blocks,toys,2,4,-14.194408893585205,-97.05487442016602,-12.899466514587402,-1.0497000217437744,0.4990203380584717,110104890,bert-base-uncased
Blocks are frabjous.,All toys are frabjous.,All birds are frabjous.,block,toy,are,Blocks,toys,2,5,-15.93192434310913,-114.82349824905396,-14.355475425720215,-1.9811614751815796,0.5623249411582947,110104890,bert-base-uncased
Blocks have wugs.,All toys have wugs.,All birds have wugs.,block,toy,have,Blocks,toys,3,1,-16.348191261291504,-96.55840158462524,-14.416998386383057,-2.4801604747772217,0.18317057192325592,110104890,bert-base-uncased
Blocks have feps.,All toys have feps.,All birds have feps.,block,toy,have,Blocks,toys,3,2,-14.3980073928833,-88.80265665054321,-12.18883991241455,-2.5981736183166504,0.13554251194000244,110104890,bert-base-uncased
Blocks have blickets.,All toys have blickets.,All birds have blickets.,block,toy,have,Blocks,toys,3,3,-16.67564582824707,-102.4822325706482,-16.301618099212646,-2.595086097717285,1.5524687767028809,110104890,bert-base-uncased
Blocks have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,block,toy,have,Blocks,toys,3,4,-13.140915393829346,-121.56898593902588,-11.821284294128418,-0.5192030072212219,0.9065894484519958,110104890,bert-base-uncased
Blocks have toves.,All toys have toves.,All birds have toves.,block,toy,have,Blocks,toys,3,5,-28.592732429504395,-92.1322455406189,-28.401164054870605,-2.06864333152771,1.655799388885498,110104890,bert-base-uncased
Blocks use a wug.,All toys use a wug.,All birds use a wug.,block,toy,use a,Blocks,toys,4,1,-15.953176498413086,-103.69493675231934,-14.135066986083984,0.9835611581802368,2.5737152099609375,110104890,bert-base-uncased
Blocks use a fep.,All toys use a fep.,All birds use a fep.,block,toy,use a,Blocks,toys,4,2,-15.940216541290283,-98.23110437393188,-14.873141288757324,1.032625436782837,3.051295042037964,110104890,bert-base-uncased
Blocks use a blicket.,All toys use a blicket.,All birds use a blicket.,block,toy,use a,Blocks,toys,4,3,-16.08804416656494,-110.85061120986938,-15.235307693481445,-0.5944811701774597,2.5041346549987793,110104890,bert-base-uncased
Blocks use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,block,toy,use a,Blocks,toys,4,4,-13.601054191589355,-134.95713090896606,-12.266285419464111,-1.0119584798812866,1.3850457668304443,110104890,bert-base-uncased
Blocks use a tove.,All toys use a tove.,All birds use a tove.,block,toy,use a,Blocks,toys,4,5,-16.38203716278076,-91.8396348953247,-14.594584465026855,0.45834818482398987,2.6728174686431885,110104890,bert-base-uncased
Marbles can be daxed.,All toys can be daxed.,All birds can be daxed.,marble,toy,can be,Marbles,toys,1,1,-25.078248023986816,-99.86814403533936,-22.24307680130005,-0.4549258351325989,3.364284038543701,110104890,bert-base-uncased
Marbles can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,marble,toy,can be,Marbles,toys,1,2,-11.135825634002686,-106.1878490447998,-10.7452392578125,1.943159818649292,1.5582637786865234,110104890,bert-base-uncased
