premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Robins use a blicket.,All birds use a blicket.,All vegetables use a blicket.,robin,bird,use a,Robins,birds,4,3,-16.272484302520752,-137.74225330352783,-20.092392921447754,-3.6978211402893066,2.3367061614990234,59017392,albert-xlarge-v1
Robins use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,robin,bird,use a,Robins,birds,4,4,-15.423396587371826,-135.84857082366943,-24.739900588989258,0.4487559199333191,2.4489262104034424,59017392,albert-xlarge-v1
Robins use a tove.,All birds use a tove.,All vegetables use a tove.,robin,bird,use a,Robins,birds,4,5,-11.805549621582031,-100.68219184875488,-15.644559860229492,1.3971822261810303,3.6487128734588623,59017392,albert-xlarge-v1
Robins love wugs.,All birds love wugs.,All vegetables love wugs.,robin,bird,love,Robins,birds,5,1,-11.108530044555664,-92.56476879119873,-17.457218170166016,0.28032246232032776,1.4364994764328003,59017392,albert-xlarge-v1
Robins love feps.,All birds love feps.,All vegetables love feps.,robin,bird,love,Robins,birds,5,2,-10.357714653015137,-99.46647262573242,-24.39080238342285,1.4735691547393799,2.6757800579071045,59017392,albert-xlarge-v1
Robins love blickets.,All birds love blickets.,All vegetables love blickets.,robin,bird,love,Robins,birds,5,3,-10.326444625854492,-118.45747947692871,-20.26048755645752,0.3210570216178894,1.424763560295105,59017392,albert-xlarge-v1
Robins love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,robin,bird,love,Robins,birds,5,4,-12.056045532226562,-141.4298448562622,-21.954710960388184,1.7097480297088623,4.8994293212890625,59017392,albert-xlarge-v1
Robins love toves.,All birds love toves.,All vegetables love toves.,robin,bird,love,Robins,birds,5,5,-10.871837615966797,-105.40831089019775,-20.3283109664917,1.8547474145889282,2.253408432006836,59017392,albert-xlarge-v1
Robins have wugs.,All birds have wugs.,All vegetables have wugs.,robin,bird,have,Robins,birds,6,1,-7.331173419952393,-111.0897445678711,-15.35533094406128,0.7438127398490906,0.9562405347824097,59017392,albert-xlarge-v1
Robins have feps.,All birds have feps.,All vegetables have feps.,robin,bird,have,Robins,birds,6,2,-8.388063430786133,-108.49355411529541,-17.141235828399658,0.3409900665283203,2.4003255367279053,59017392,albert-xlarge-v1
Robins have blickets.,All birds have blickets.,All vegetables have blickets.,robin,bird,have,Robins,birds,6,3,-8.939939975738525,-128.1997947692871,-16.414434909820557,-2.0166175365448,1.4357826709747314,59017392,albert-xlarge-v1
Robins have jabberwocks.,All birds have jabberwocks.,All vegetables have jabberwocks.,robin,bird,have,Robins,birds,6,4,-15.013648509979248,-153.33036708831787,-24.64076042175293,-1.0254933834075928,4.5648908615112305,59017392,albert-xlarge-v1
Robins have toves.,All birds have toves.,All vegetables have toves.,robin,bird,have,Robins,birds,6,5,-6.703818321228027,-113.84075212478638,-17.721301555633545,-0.18079796433448792,1.8728270530700684,59017392,albert-xlarge-v1
Sparrows can dax.,All birds can dax.,All vegetables can dax.,sparrow,bird,can,Sparrows,birds,1,1,-24.693278789520264,-81.01590156555176,-39.877424240112305,1.495388388633728,3.5575919151306152,59017392,albert-xlarge-v1
Sparrows can wif.,All birds can wif.,All vegetables can wif.,sparrow,bird,can,Sparrows,birds,1,2,-9.470749855041504,-94.63906145095825,-26.16880226135254,-2.817227602005005,1.511445164680481,59017392,albert-xlarge-v1
Sparrows can blick.,All birds can blick.,All vegetables can blick.,sparrow,bird,can,Sparrows,birds,1,3,-8.055482387542725,-94.02969551086426,-26.32416343688965,-2.203925609588623,1.1881103515625,59017392,albert-xlarge-v1
Sparrows can gyre.,All birds can gyre.,All vegetables can gyre.,sparrow,bird,can,Sparrows,birds,1,4,-8.857329368591309,-98.52497577667236,-27.043954849243164,1.7868560552597046,1.8594856262207031,59017392,albert-xlarge-v1
Sparrows can gimble.,All birds can gimble.,All vegetables can gimble.,sparrow,bird,can,Sparrows,birds,1,5,-8.825027465820312,-92.40330982208252,-23.24075984954834,-2.8695292472839355,1.0708173513412476,59017392,albert-xlarge-v1
Sparrows can be daxed.,All birds can be daxed.,All vegetables can be daxed.,sparrow,bird,can be,Sparrows,birds,2,1,-9.288726806640625,-145.7886028289795,-35.08254861831665,-1.5010786056518555,2.294259786605835,59017392,albert-xlarge-v1
Sparrows can be wiffed.,All birds can be wiffed.,All vegetables can be wiffed.,sparrow,bird,can be,Sparrows,birds,2,2,-9.114757537841797,-157.96424293518066,-19.7965087890625,-0.49604254961013794,2.471853494644165,59017392,albert-xlarge-v1
Sparrows can be blicked.,All birds can be blicked.,All vegetables can be blicked.,sparrow,bird,can be,Sparrows,birds,2,3,-9.430879592895508,-148.60895156860352,-17.86062526702881,-2.3144805431365967,2.3254199028015137,59017392,albert-xlarge-v1
Sparrows can be gyred.,All birds can be gyred.,All vegetables can be gyred.,sparrow,bird,can be,Sparrows,birds,2,4,-9.32131576538086,-156.17283821105957,-28.866593837738037,-3.2511284351348877,0.7520734071731567,59017392,albert-xlarge-v1
Sparrows can be gimbled.,All birds can be gimbled.,All vegetables can be gimbled.,sparrow,bird,can be,Sparrows,birds,2,5,-9.239462852478027,-145.32294273376465,-17.178255081176758,-1.9005706310272217,2.530830144882202,59017392,albert-xlarge-v1
Sparrows are beamish.,All birds are beamish.,All vegetables are beamish.,sparrow,bird,are,Sparrows,birds,3,1,-8.684926986694336,-83.88506555557251,-28.966564178466797,-2.828533887863159,0.510599672794342,59017392,albert-xlarge-v1
Sparrows are slithy.,All birds are slithy.,All vegetables are slithy.,sparrow,bird,are,Sparrows,birds,3,2,-9.038446426391602,-83.07663202285767,-29.906729698181152,-3.600125789642334,1.8202813863754272,59017392,albert-xlarge-v1
Sparrows are mimsy.,All birds are mimsy.,All vegetables are mimsy.,sparrow,bird,are,Sparrows,birds,3,3,-8.334506511688232,-102.19867515563965,-27.174840927124023,-2.591928243637085,0.6461175084114075,59017392,albert-xlarge-v1
Sparrows are vorpal.,All birds are vorpal.,All vegetables are vorpal.,sparrow,bird,are,Sparrows,birds,3,4,-7.968421936035156,-98.12353992462158,-29.149622917175293,-3.47827410697937,1.11379075050354,59017392,albert-xlarge-v1
Sparrows are frabjous.,All birds are frabjous.,All vegetables are frabjous.,sparrow,bird,are,Sparrows,birds,3,5,-7.8816328048706055,-105.59170961380005,-27.546064376831055,-0.8073540925979614,5.397853374481201,59017392,albert-xlarge-v1
Sparrows use a wug.,All birds use a wug.,All vegetables use a wug.,sparrow,bird,use a,Sparrows,birds,4,1,-9.939671516418457,-116.89282321929932,-28.58053684234619,-0.4206921458244324,3.7632551193237305,59017392,albert-xlarge-v1
Sparrows use a fep.,All birds use a fep.,All vegetables use a fep.,sparrow,bird,use a,Sparrows,birds,4,2,-10.309468746185303,-118.41918849945068,-28.821680068969727,0.34560471773147583,5.3376030921936035,59017392,albert-xlarge-v1
Sparrows use a blicket.,All birds use a blicket.,All vegetables use a blicket.,sparrow,bird,use a,Sparrows,birds,4,3,-8.793401718139648,-137.74225330352783,-28.460498809814453,1.1725965738296509,5.041975021362305,59017392,albert-xlarge-v1
Sparrows use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,sparrow,bird,use a,Sparrows,birds,4,4,-9.687748908996582,-135.84857082366943,-28.68949794769287,-0.05327568203210831,3.7234437465667725,59017392,albert-xlarge-v1
Sparrows use a tove.,All birds use a tove.,All vegetables use a tove.,sparrow,bird,use a,Sparrows,birds,4,5,-9.935306549072266,-100.68219184875488,-24.999406814575195,1.3637316226959229,2.9700076580047607,59017392,albert-xlarge-v1
Sparrows love wugs.,All birds love wugs.,All vegetables love wugs.,sparrow,bird,love,Sparrows,birds,5,1,-9.68246078491211,-92.56476879119873,-28.416576385498047,-1.6133331060409546,1.7411490678787231,59017392,albert-xlarge-v1
Sparrows love feps.,All birds love feps.,All vegetables love feps.,sparrow,bird,love,Sparrows,birds,5,2,-8.56460189819336,-99.46647262573242,-29.767824172973633,0.3268808424472809,2.861823558807373,59017392,albert-xlarge-v1
Sparrows love blickets.,All birds love blickets.,All vegetables love blickets.,sparrow,bird,love,Sparrows,birds,5,3,-8.528257846832275,-118.45747947692871,-29.305646896362305,2.4207568168640137,4.121326923370361,59017392,albert-xlarge-v1
Sparrows love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,sparrow,bird,love,Sparrows,birds,5,4,-10.000568866729736,-141.4298448562622,-31.0359468460083,2.544236660003662,3.6693508625030518,59017392,albert-xlarge-v1
Sparrows love toves.,All birds love toves.,All vegetables love toves.,sparrow,bird,love,Sparrows,birds,5,5,-8.048029899597168,-105.40831089019775,-29.037447929382324,-0.15816092491149902,1.5528441667556763,59017392,albert-xlarge-v1
Sparrows have wugs.,All birds have wugs.,All vegetables have wugs.,sparrow,bird,have,Sparrows,birds,6,1,-6.643688201904297,-111.0897445678711,-21.22206687927246,-1.4162880182266235,1.3306703567504883,59017392,albert-xlarge-v1
Sparrows have feps.,All birds have feps.,All vegetables have feps.,sparrow,bird,have,Sparrows,birds,6,2,-8.0062894821167,-108.49355411529541,-28.561864852905273,-2.816167116165161,1.2176581621170044,59017392,albert-xlarge-v1
Sparrows have blickets.,All birds have blickets.,All vegetables have blickets.,sparrow,bird,have,Sparrows,birds,6,3,-6.367810249328613,-128.1997947692871,-25.667685508728027,-2.113053560256958,1.4818003177642822,59017392,albert-xlarge-v1
Sparrows have jabberwocks.,All birds have jabberwocks.,All vegetables have jabberwocks.,sparrow,bird,have,Sparrows,birds,6,4,-10.227047443389893,-153.33036708831787,-29.032803535461426,-1.6134405136108398,3.2342193126678467,59017392,albert-xlarge-v1
Sparrows have toves.,All birds have toves.,All vegetables have toves.,sparrow,bird,have,Sparrows,birds,6,5,-4.129131317138672,-113.84075212478638,-24.059288024902344,0.3157649636268616,1.8197396993637085,59017392,albert-xlarge-v1
Bluejays can dax.,All birds can dax.,All vegetables can dax.,bluejay,bird,can,Bluejays,birds,1,1,-34.81013298034668,-81.01590156555176,-34.450976848602295,-2.1269564628601074,0.9792344570159912,59017392,albert-xlarge-v1
Bluejays can wif.,All birds can wif.,All vegetables can wif.,bluejay,bird,can,Bluejays,birds,1,2,-16.7535982131958,-94.63906145095825,-20.982486724853516,-3.7564187049865723,1.3259375095367432,59017392,albert-xlarge-v1
Bluejays can blick.,All birds can blick.,All vegetables can blick.,bluejay,bird,can,Bluejays,birds,1,3,-14.850719451904297,-94.02969551086426,-21.472174644470215,-3.128396511077881,1.2997361421585083,59017392,albert-xlarge-v1
Bluejays can gyre.,All birds can gyre.,All vegetables can gyre.,bluejay,bird,can,Bluejays,birds,1,4,-15.290590286254883,-98.52497577667236,-20.861066818237305,1.8158009052276611,3.9213831424713135,59017392,albert-xlarge-v1
Bluejays can gimble.,All birds can gimble.,All vegetables can gimble.,bluejay,bird,can,Bluejays,birds,1,5,-14.972187995910645,-92.40330982208252,-20.11142349243164,-2.9326560497283936,1.1821852922439575,59017392,albert-xlarge-v1
Bluejays can be daxed.,All birds can be daxed.,All vegetables can be daxed.,bluejay,bird,can be,Bluejays,birds,2,1,-17.380725860595703,-145.7886028289795,-24.037261962890625,-1.1105979681015015,2.1972854137420654,59017392,albert-xlarge-v1
Bluejays can be wiffed.,All birds can be wiffed.,All vegetables can be wiffed.,bluejay,bird,can be,Bluejays,birds,2,2,-16.005319595336914,-157.96424293518066,-19.197755813598633,-2.3359618186950684,1.878174066543579,59017392,albert-xlarge-v1
Bluejays can be blicked.,All birds can be blicked.,All vegetables can be blicked.,bluejay,bird,can be,Bluejays,birds,2,3,-17.88780975341797,-148.60895156860352,-20.488094329833984,-3.994344711303711,2.2087466716766357,59017392,albert-xlarge-v1
Bluejays can be gyred.,All birds can be gyred.,All vegetables can be gyred.,bluejay,bird,can be,Bluejays,birds,2,4,-16.200636863708496,-156.17283821105957,-24.781836986541748,-3.4078495502471924,2.8352787494659424,59017392,albert-xlarge-v1
Bluejays can be gimbled.,All birds can be gimbled.,All vegetables can be gimbled.,bluejay,bird,can be,Bluejays,birds,2,5,-16.413494110107422,-145.32294273376465,-18.844552040100098,-2.325028657913208,2.689880132675171,59017392,albert-xlarge-v1
Bluejays are beamish.,All birds are beamish.,All vegetables are beamish.,bluejay,bird,are,Bluejays,birds,3,1,-9.876520156860352,-83.88506555557251,-19.231433868408203,-1.6543636322021484,1.305396556854248,59017392,albert-xlarge-v1
Bluejays are slithy.,All birds are slithy.,All vegetables are slithy.,bluejay,bird,are,Bluejays,birds,3,2,-7.65715217590332,-83.07663202285767,-22.27110004425049,0.9420226812362671,1.1240031719207764,59017392,albert-xlarge-v1
Bluejays are mimsy.,All birds are mimsy.,All vegetables are mimsy.,bluejay,bird,are,Bluejays,birds,3,3,-14.098146915435791,-102.19867515563965,-19.813304901123047,-1.8893400430679321,2.0323777198791504,59017392,albert-xlarge-v1
Bluejays are vorpal.,All birds are vorpal.,All vegetables are vorpal.,bluejay,bird,are,Bluejays,birds,3,4,-14.770869731903076,-98.12353992462158,-22.45022678375244,-1.610919713973999,1.690073847770691,59017392,albert-xlarge-v1
Bluejays are frabjous.,All birds are frabjous.,All vegetables are frabjous.,bluejay,bird,are,Bluejays,birds,3,5,-15.263760089874268,-105.59170961380005,-19.812413215637207,1.0004721879959106,5.247924327850342,59017392,albert-xlarge-v1
Bluejays use a wug.,All birds use a wug.,All vegetables use a wug.,bluejay,bird,use a,Bluejays,birds,4,1,-15.834908962249756,-116.89282321929932,-20.341838836669922,1.3813533782958984,1.6969541311264038,59017392,albert-xlarge-v1
Bluejays use a fep.,All birds use a fep.,All vegetables use a fep.,bluejay,bird,use a,Bluejays,birds,4,2,-15.942884922027588,-118.41918849945068,-19.974075317382812,3.175952672958374,2.894656181335449,59017392,albert-xlarge-v1
Bluejays use a blicket.,All birds use a blicket.,All vegetables use a blicket.,bluejay,bird,use a,Bluejays,birds,4,3,-15.370565414428711,-137.74225330352783,-19.95616626739502,1.1943442821502686,1.6288344860076904,59017392,albert-xlarge-v1
Bluejays use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,bluejay,bird,use a,Bluejays,birds,4,4,-16.543264865875244,-135.84857082366943,-20.26866340637207,-2.020188093185425,1.5585737228393555,59017392,albert-xlarge-v1
Bluejays use a tove.,All birds use a tove.,All vegetables use a tove.,bluejay,bird,use a,Bluejays,birds,4,5,-17.002811431884766,-100.68219184875488,-20.190600395202637,0.6372348666191101,2.320171356201172,59017392,albert-xlarge-v1
Bluejays love wugs.,All birds love wugs.,All vegetables love wugs.,bluejay,bird,love,Bluejays,birds,5,1,-19.329678535461426,-92.56476879119873,-19.72748374938965,-6.103749752044678,1.7172514200210571,59017392,albert-xlarge-v1
Bluejays love feps.,All birds love feps.,All vegetables love feps.,bluejay,bird,love,Bluejays,birds,5,2,-15.03246784210205,-99.46647262573242,-23.447922706604004,-1.9649111032485962,1.5668749809265137,59017392,albert-xlarge-v1
Bluejays love blickets.,All birds love blickets.,All vegetables love blickets.,bluejay,bird,love,Bluejays,birds,5,3,-18.54993772506714,-118.45747947692871,-21.648164749145508,-5.052347183227539,1.7674177885055542,59017392,albert-xlarge-v1
Bluejays love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,bluejay,bird,love,Bluejays,birds,5,4,-22.468291759490967,-141.4298448562622,-22.525200843811035,-4.985061168670654,2.7782957553863525,59017392,albert-xlarge-v1
Bluejays love toves.,All birds love toves.,All vegetables love toves.,bluejay,bird,love,Bluejays,birds,5,5,-17.48264503479004,-105.40831089019775,-19.944997787475586,-1.7017381191253662,2.121633529663086,59017392,albert-xlarge-v1
Bluejays have wugs.,All birds have wugs.,All vegetables have wugs.,bluejay,bird,have,Bluejays,birds,6,1,-11.893659591674805,-111.0897445678711,-17.359867095947266,-1.982689619064331,0.6608706116676331,59017392,albert-xlarge-v1
Bluejays have feps.,All birds have feps.,All vegetables have feps.,bluejay,bird,have,Bluejays,birds,6,2,-11.437348365783691,-108.49355411529541,-19.40861415863037,-3.344539165496826,2.317769765853882,59017392,albert-xlarge-v1
Bluejays have blickets.,All birds have blickets.,All vegetables have blickets.,bluejay,bird,have,Bluejays,birds,6,3,-12.29087209701538,-128.1997947692871,-18.23109531402588,-2.0137298107147217,0.7214941382408142,59017392,albert-xlarge-v1
Bluejays have jabberwocks.,All birds have jabberwocks.,All vegetables have jabberwocks.,bluejay,bird,have,Bluejays,birds,6,4,-14.51869821548462,-153.33036708831787,-19.533699989318848,-1.410076379776001,1.7183881998062134,59017392,albert-xlarge-v1
Bluejays have toves.,All birds have toves.,All vegetables have toves.,bluejay,bird,have,Bluejays,birds,6,5,-11.584388256072998,-113.84075212478638,-19.93017578125,-3.303279161453247,1.2098791599273682,59017392,albert-xlarge-v1
Bluebirds can dax.,All birds can dax.,All vegetables can dax.,bluebird,bird,can,Bluebirds,birds,1,1,-31.21422576904297,-81.01590156555176,-41.64955997467041,-3.2730660438537598,1.4923030138015747,59017392,albert-xlarge-v1
Bluebirds can wif.,All birds can wif.,All vegetables can wif.,bluebird,bird,can,Bluebirds,birds,1,2,-12.732268333435059,-94.63906145095825,-20.00694465637207,-3.2826626300811768,0.9864585995674133,59017392,albert-xlarge-v1
Bluebirds can blick.,All birds can blick.,All vegetables can blick.,bluebird,bird,can,Bluebirds,birds,1,3,-11.988309860229492,-94.02969551086426,-20.7855167388916,-2.9007952213287354,1.825979232788086,59017392,albert-xlarge-v1
Bluebirds can gyre.,All birds can gyre.,All vegetables can gyre.,bluebird,bird,can,Bluebirds,birds,1,4,-11.907184600830078,-98.52497577667236,-22.43110942840576,2.1611313819885254,3.3471598625183105,59017392,albert-xlarge-v1
Bluebirds can gimble.,All birds can gimble.,All vegetables can gimble.,bluebird,bird,can,Bluebirds,birds,1,5,-11.788325309753418,-92.40330982208252,-20.1774845123291,-3.287992477416992,2.0835447311401367,59017392,albert-xlarge-v1
Bluebirds can be daxed.,All birds can be daxed.,All vegetables can be daxed.,bluebird,bird,can be,Bluebirds,birds,2,1,-12.175419807434082,-145.7886028289795,-23.63871669769287,-3.1635990142822266,2.279040575027466,59017392,albert-xlarge-v1
Bluebirds can be wiffed.,All birds can be wiffed.,All vegetables can be wiffed.,bluebird,bird,can be,Bluebirds,birds,2,2,-11.396627426147461,-157.96424293518066,-18.46306037902832,-1.9728492498397827,3.304564952850342,59017392,albert-xlarge-v1
Bluebirds can be blicked.,All birds can be blicked.,All vegetables can be blicked.,bluebird,bird,can be,Bluebirds,birds,2,3,-12.348888397216797,-148.60895156860352,-15.485774040222168,-2.733320713043213,2.8353042602539062,59017392,albert-xlarge-v1
Bluebirds can be gyred.,All birds can be gyred.,All vegetables can be gyred.,bluebird,bird,can be,Bluebirds,birds,2,4,-11.5774507522583,-156.17283821105957,-26.745209217071533,-2.550133228302002,2.976083517074585,59017392,albert-xlarge-v1
Bluebirds can be gimbled.,All birds can be gimbled.,All vegetables can be gimbled.,bluebird,bird,can be,Bluebirds,birds,2,5,-13.16203498840332,-145.32294273376465,-15.507440090179443,-2.9068613052368164,4.078258991241455,59017392,albert-xlarge-v1
Bluebirds are beamish.,All birds are beamish.,All vegetables are beamish.,bluebird,bird,are,Bluebirds,birds,3,1,-10.695009231567383,-83.88505983352661,-19.32938575744629,-2.634791851043701,1.0908257961273193,59017392,albert-xlarge-v1
Bluebirds are slithy.,All birds are slithy.,All vegetables are slithy.,bluebird,bird,are,Bluebirds,birds,3,2,-11.929593086242676,-83.07662916183472,-25.637372970581055,-3.9254066944122314,1.6637102365493774,59017392,albert-xlarge-v1
Bluebirds are mimsy.,All birds are mimsy.,All vegetables are mimsy.,bluebird,bird,are,Bluebirds,birds,3,3,-13.545639991760254,-102.19867324829102,-21.63222885131836,-7.6279497146606445,0.9365466237068176,59017392,albert-xlarge-v1
Bluebirds are vorpal.,All birds are vorpal.,All vegetables are vorpal.,bluebird,bird,are,Bluebirds,birds,3,4,-11.566678047180176,-98.12352561950684,-24.712809562683105,-5.103568077087402,2.1637299060821533,59017392,albert-xlarge-v1
Bluebirds are frabjous.,All birds are frabjous.,All vegetables are frabjous.,bluebird,bird,are,Bluebirds,birds,3,5,-13.221772193908691,-105.59169483184814,-22.0636568069458,-4.090429306030273,4.398139476776123,59017392,albert-xlarge-v1
Bluebirds use a wug.,All birds use a wug.,All vegetables use a wug.,bluebird,bird,use a,Bluebirds,birds,4,1,-14.458381652832031,-116.8928108215332,-23.183460235595703,3.5134193897247314,3.1549479961395264,59017392,albert-xlarge-v1
Bluebirds use a fep.,All birds use a fep.,All vegetables use a fep.,bluebird,bird,use a,Bluebirds,birds,4,2,-11.933518409729004,-118.41919708251953,-24.28007411956787,5.098902702331543,4.532694339752197,59017392,albert-xlarge-v1
Bluebirds use a blicket.,All birds use a blicket.,All vegetables use a blicket.,bluebird,bird,use a,Bluebirds,birds,4,3,-13.5739164352417,-137.74225902557373,-22.79255485534668,0.08502320945262909,3.8231637477874756,59017392,albert-xlarge-v1
Bluebirds use a jabberwock.,All birds use a jabberwock.,All vegetables use a jabberwock.,bluebird,bird,use a,Bluebirds,birds,4,4,-14.763557434082031,-135.8485746383667,-25.31984519958496,1.267683744430542,4.874162197113037,59017392,albert-xlarge-v1
Bluebirds use a tove.,All birds use a tove.,All vegetables use a tove.,bluebird,bird,use a,Bluebirds,birds,4,5,-14.380810737609863,-100.68216800689697,-19.789716720581055,1.9668247699737549,3.0615999698638916,59017392,albert-xlarge-v1
Bluebirds love wugs.,All birds love wugs.,All vegetables love wugs.,bluebird,bird,love,Bluebirds,birds,5,1,-12.11872673034668,-92.5647840499878,-23.759995460510254,-1.1740233898162842,1.8959224224090576,59017392,albert-xlarge-v1
Bluebirds love feps.,All birds love feps.,All vegetables love feps.,bluebird,bird,love,Bluebirds,birds,5,2,-12.003660202026367,-99.46644687652588,-26.819747924804688,-3.151527166366577,2.596447229385376,59017392,albert-xlarge-v1
Bluebirds love blickets.,All birds love blickets.,All vegetables love blickets.,bluebird,bird,love,Bluebirds,birds,5,3,-11.648578643798828,-118.45750045776367,-25.045013427734375,-2.0468640327453613,1.4306765794754028,59017392,albert-xlarge-v1
Bluebirds love jabberwocks.,All birds love jabberwocks.,All vegetables love jabberwocks.,bluebird,bird,love,Bluebirds,birds,5,4,-15.077414512634277,-141.4298334121704,-28.088303565979004,-2.573073625564575,1.4431838989257812,59017392,albert-xlarge-v1
Bluebirds love toves.,All birds love toves.,All vegetables love toves.,bluebird,bird,love,Bluebirds,birds,5,5,-11.225095748901367,-105.40831184387207,-24.912525177001953,-1.52738356590271,1.6316568851470947,59017392,albert-xlarge-v1
Bluebirds have wugs.,All birds have wugs.,All vegetables have wugs.,bluebird,bird,have,Bluebirds,birds,6,1,-11.292486190795898,-111.08974933624268,-18.19758653640747,-4.614717960357666,2.4449105262756348,59017392,albert-xlarge-v1
Bluebirds have feps.,All birds have feps.,All vegetables have feps.,bluebird,bird,have,Bluebirds,birds,6,2,-10.843331336975098,-108.4935359954834,-22.941268920898438,-5.2854204177856445,0.5769423842430115,59017392,albert-xlarge-v1
Bluebirds have blickets.,All birds have blickets.,All vegetables have blickets.,bluebird,bird,have,Bluebirds,birds,6,3,-11.792720794677734,-128.199800491333,-17.42580795288086,-2.293865919113159,1.8746118545532227,59017392,albert-xlarge-v1
Bluebirds have jabberwocks.,All birds have jabberwocks.,All vegetables have jabberwocks.,bluebird,bird,have,Bluebirds,birds,6,4,-13.750665664672852,-153.33036470413208,-25.411264419555664,-1.4110679626464844,6.217941761016846,59017392,albert-xlarge-v1
Bluebirds have toves.,All birds have toves.,All vegetables have toves.,bluebird,bird,have,Bluebirds,birds,6,5,-9.820507049560547,-113.8407416343689,-19.214001178741455,-3.7479376792907715,2.667619466781616,59017392,albert-xlarge-v1
