preamble,stimulus,item,category,feature,score,params,model
A hummingbird,flies.,hummingbird,bird,2,-2.724614977836609,0,5gram
A seagull,flies.,seagull,bird,2,-3.1228052377700806,0,5gram
A woodpecker,flies.,woodpecker,bird,2,-6.6253944635391235,0,5gram
A pigeon,flies.,pigeon,bird,2,-4.662718892097473,0,5gram
A thrush,flies.,thrush,bird,2,-6.742098927497864,0,5gram
A falcon,flies.,falcon,bird,2,-3.1002135276794434,0,5gram
A crow,flies.,crow,bird,2,-3.958791494369507,0,5gram
A hawk,flies.,hawk,bird,2,-3.8548682928085327,0,5gram
A raven,flies.,raven,bird,2,-4.715109944343567,0,5gram
A goldfinch,flies.,goldfinch,bird,2,-4.850758194923401,0,5gram
A parrot,flies.,parrot,bird,2,-4.619201898574829,0,5gram
A sandpiper,flies.,sandpiper,bird,2,-6.429166913032532,0,5gram
A pheasant,flies.,pheasant,bird,2,-6.695491433143616,0,5gram
A catbird,flies.,catbird,bird,2,-6.423803448677063,0,5gram
A crane,flies.,crane,bird,2,-3.9339083433151245,0,5gram
An albatross,flies.,albatross,bird,2,-6.932443737983704,0,5gram
A condor,flies.,condor,bird,2,-4.261416435241699,0,5gram
A toucan,flies.,toucan,bird,2,-5.058686852455139,0,5gram
An owl,flies.,owl,bird,2,-3.972558617591858,0,5gram
A pelican,flies.,pelican,bird,2,-5.103227257728577,0,5gram
A goose,flies.,goose,bird,2,-6.099665284156799,0,5gram
A vulture,flies.,vulture,bird,2,-3.4623740911483765,0,5gram
A stork,flies.,stork,bird,2,-3.1899991035461426,0,5gram
A buzzard,flies.,buzzard,bird,2,-3.4889421463012695,0,5gram
A swan,flies.,swan,bird,2,-5.714081406593323,0,5gram
A flamingo,flies.,flamingo,bird,2,-6.609705567359924,0,5gram
A duck,flies.,duck,bird,2,-5.544478178024292,0,5gram
A peacock,flies.,peacock,bird,2,-4.79344117641449,0,5gram
An egret,flies.,egret,bird,2,-6.389392971992493,0,5gram
A chicken,flies.,chicken,bird,2,-6.351986408233643,0,5gram
A turkey,flies.,turkey,bird,2,-7.065091252326965,0,5gram
An ostrich,flies.,ostrich,bird,2,-6.96920120716095,0,5gram
A titmouse,flies.,titmouse,bird,2,-6.292220711708069,0,5gram
An emu,flies.,emu,bird,2,-5.763835549354553,0,5gram
A penguin,flies.,penguin,bird,2,-6.150893330574036,0,5gram
A bat,flies.,bat,bird,2,-2.9014402627944946,0,5gram
A robin,has feathers.,robin,bird,3,-9.029677510261536,0,5gram
A sparrow,has feathers.,sparrow,bird,3,-8.968926548957825,0,5gram
A bluejay,has feathers.,bluejay,bird,3,-8.88526737689972,0,5gram
A bluebird,has feathers.,bluebird,bird,3,-9.364863991737366,0,5gram
A canary,has feathers.,canary,bird,3,-9.163275122642517,0,5gram
A blackbird,has feathers.,blackbird,bird,3,-8.98056948184967,0,5gram
A dove,has feathers.,dove,bird,3,-9.457164406776428,0,5gram
A lark,has feathers.,lark,bird,3,-8.889742016792297,0,5gram
A swallow,has feathers.,swallow,bird,3,-9.113683342933655,0,5gram
A parakeet,has feathers.,parakeet,bird,3,-8.643187999725342,0,5gram
An oriole,has feathers.,oriole,bird,3,-7.5547075271606445,0,5gram
A mockingbird,has feathers.,mockingbird,bird,3,-8.555190920829773,0,5gram
A redbird,has feathers.,redbird,bird,3,-8.658837914466858,0,5gram
A wren,has feathers.,wren,bird,3,-8.890063881874084,0,5gram
A finch,has feathers.,finch,bird,3,-8.658146262168884,0,5gram
A starling,has feathers.,starling,bird,3,-8.814313769340515,0,5gram
A cardinal,has feathers.,cardinal,bird,3,-9.635708689689636,0,5gram
An eagle,has feathers.,eagle,bird,3,-9.241467356681824,0,5gram
A hummingbird,has feathers.,hummingbird,bird,3,-8.704060196876526,0,5gram
A seagull,has feathers.,seagull,bird,3,-8.927530884742737,0,5gram
A woodpecker,has feathers.,woodpecker,bird,3,-8.722960829734802,0,5gram
A pigeon,has feathers.,pigeon,bird,3,-9.08135974407196,0,5gram
A thrush,has feathers.,thrush,bird,3,-8.803774952888489,0,5gram
A falcon,has feathers.,falcon,bird,3,-9.20318067073822,0,5gram
A crow,has feathers.,crow,bird,3,-9.206452250480652,0,5gram
A hawk,has feathers.,hawk,bird,3,-9.399239897727966,0,5gram
A raven,has feathers.,raven,bird,3,-9.143075108528137,0,5gram
A goldfinch,has feathers.,goldfinch,bird,3,-9.304083943367004,0,5gram
A parrot,has feathers.,parrot,bird,3,-9.125683426856995,0,5gram
A sandpiper,has feathers.,sandpiper,bird,3,-8.521243929862976,0,5gram
A pheasant,has feathers.,pheasant,bird,3,-8.93174922466278,0,5gram
A catbird,has feathers.,catbird,bird,3,-8.466324210166931,0,5gram
A crane,has feathers.,crane,bird,3,-9.200450778007507,0,5gram
An albatross,has feathers.,albatross,bird,3,-9.099657416343689,0,5gram
A condor,has feathers.,condor,bird,3,-8.966088891029358,0,5gram
A toucan,has feathers.,toucan,bird,3,-8.770549416542053,0,5gram
An owl,has feathers.,owl,bird,3,-8.802093386650085,0,5gram
A pelican,has feathers.,pelican,bird,3,-9.195131182670593,0,5gram
A goose,has feathers.,goose,bird,3,-9.147416949272156,0,5gram
A vulture,has feathers.,vulture,bird,3,-8.593632578849792,0,5gram
A stork,has feathers.,stork,bird,3,-8.952494502067566,0,5gram
A buzzard,has feathers.,buzzard,bird,3,-8.896793961524963,0,5gram
A swan,has feathers.,swan,bird,3,-9.288244366645813,0,5gram
A flamingo,has feathers.,flamingo,bird,3,-8.82102620601654,0,5gram
A duck,has feathers.,duck,bird,3,-9.655213236808777,0,5gram
A peacock,has feathers.,peacock,bird,3,-9.3100665807724,0,5gram
An egret,has feathers.,egret,bird,3,-8.754045844078064,0,5gram
A chicken,has feathers.,chicken,bird,3,-9.58939015865326,0,5gram
A turkey,has feathers.,turkey,bird,3,-9.028858542442322,0,5gram
An ostrich,has feathers.,ostrich,bird,3,-8.226666688919067,0,5gram
A titmouse,has feathers.,titmouse,bird,3,-8.949761509895325,0,5gram
An emu,has feathers.,emu,bird,3,-8.907110571861267,0,5gram
A penguin,has feathers.,penguin,bird,3,-9.057458758354187,0,5gram
A bat,has feathers.,bat,bird,3,-8.439733505249023,0,5gram
A robin,has a beak.,robin,bird,4,-8.843774557113647,0,5gram
A sparrow,has a beak.,sparrow,bird,4,-8.280569553375244,0,5gram
A bluejay,has a beak.,bluejay,bird,4,-9.158337235450745,0,5gram
A bluebird,has a beak.,bluebird,bird,4,-9.261066198348999,0,5gram
A canary,has a beak.,canary,bird,4,-9.12229609489441,0,5gram
A blackbird,has a beak.,blackbird,bird,4,-8.985692262649536,0,5gram
A dove,has a beak.,dove,bird,4,-9.173832595348358,0,5gram
A lark,has a beak.,lark,bird,4,-8.499135732650757,0,5gram
A swallow,has a beak.,swallow,bird,4,-8.708237111568451,0,5gram
A parakeet,has a beak.,parakeet,bird,4,-7.7717189490795135,0,5gram
An oriole,has a beak.,oriole,bird,4,-7.131992340087891,0,5gram
A mockingbird,has a beak.,mockingbird,bird,4,-8.761805295944214,0,5gram
A redbird,has a beak.,redbird,bird,4,-8.931907773017883,0,5gram
A wren,has a beak.,wren,bird,4,-8.969911456108093,0,5gram
A finch,has a beak.,finch,bird,4,-6.045259654521942,0,5gram
A starling,has a beak.,starling,bird,4,-8.377038955688477,0,5gram
A cardinal,has a beak.,cardinal,bird,4,-9.328294336795807,0,5gram
An eagle,has a beak.,eagle,bird,4,-8.772642850875854,0,5gram
A hummingbird,has a beak.,hummingbird,bird,4,-8.052060842514038,0,5gram
A seagull,has a beak.,seagull,bird,4,-9.200600862503052,0,5gram
A woodpecker,has a beak.,woodpecker,bird,4,-7.90339070558548,0,5gram
A pigeon,has a beak.,pigeon,bird,4,-8.494512856006622,0,5gram
A thrush,has a beak.,thrush,bird,4,-8.07016146183014,0,5gram
A falcon,has a beak.,falcon,bird,4,-8.633340299129486,0,5gram
A crow,has a beak.,crow,bird,4,-8.822877287864685,0,5gram
A hawk,has a beak.,hawk,bird,4,-8.866521894931793,0,5gram
A raven,has a beak.,raven,bird,4,-8.967893958091736,0,5gram
A goldfinch,has a beak.,goldfinch,bird,4,-9.167182207107544,0,5gram
A parrot,has a beak.,parrot,bird,4,-8.487044870853424,0,5gram
A sandpiper,has a beak.,sandpiper,bird,4,-8.36411440372467,0,5gram
A pheasant,has a beak.,pheasant,bird,4,-8.589365243911743,0,5gram
A catbird,has a beak.,catbird,bird,4,-8.436563670635223,0,5gram
A crane,has a beak.,crane,bird,4,-8.281829059123993,0,5gram
An albatross,has a beak.,albatross,bird,4,-8.439787447452545,0,5gram
A condor,has a beak.,condor,bird,4,-8.686576247215271,0,5gram
A toucan,has a beak.,toucan,bird,4,-8.149559736251831,0,5gram
An owl,has a beak.,owl,bird,4,-8.219833195209503,0,5gram
A pelican,has a beak.,pelican,bird,4,-8.70278662443161,0,5gram
A goose,has a beak.,goose,bird,4,-8.697530269622803,0,5gram
A vulture,has a beak.,vulture,bird,4,-8.432921469211578,0,5gram
A stork,has a beak.,stork,bird,4,-8.535572350025177,0,5gram
A buzzard,has a beak.,buzzard,bird,4,-8.443503499031067,0,5gram
A swan,has a beak.,swan,bird,4,-9.087003648281097,0,5gram
A flamingo,has a beak.,flamingo,bird,4,-9.070202469825745,0,5gram
A duck,has a beak.,duck,bird,4,-9.117486953735352,0,5gram
A peacock,has a beak.,peacock,bird,4,-9.422585129737854,0,5gram
An egret,has a beak.,egret,bird,4,-8.940179109573364,0,5gram
A chicken,has a beak.,chicken,bird,4,-9.216421842575073,0,5gram
A turkey,has a beak.,turkey,bird,4,-8.741025030612946,0,5gram
An ostrich,has a beak.,ostrich,bird,4,-8.499736666679382,0,5gram
A titmouse,has a beak.,titmouse,bird,4,-8.593831181526184,0,5gram
An emu,has a beak.,emu,bird,4,-8.878399848937988,0,5gram
A penguin,has a beak.,penguin,bird,4,-8.772209882736206,0,5gram
A bat,has a beak.,bat,bird,4,-7.750877141952515,0,5gram
A robin,has a bill.,robin,bird,5,-9.759925365447998,0,5gram
A sparrow,has a bill.,sparrow,bird,5,-9.196720361709595,0,5gram
A bluejay,has a bill.,bluejay,bird,5,-10.074488043785095,0,5gram
A bluebird,has a bill.,bluebird,bird,5,-10.17721700668335,0,5gram
A canary,has a bill.,canary,bird,5,-10.03844690322876,0,5gram
A blackbird,has a bill.,blackbird,bird,5,-9.901843070983887,0,5gram
A dove,has a bill.,dove,bird,5,-10.089983403682709,0,5gram
A lark,has a bill.,lark,bird,5,-9.415286540985107,0,5gram
A swallow,has a bill.,swallow,bird,5,-9.624387919902802,0,5gram
A parakeet,has a bill.,parakeet,bird,5,-8.687869757413864,0,5gram
An oriole,has a bill.,oriole,bird,5,-8.048143148422241,0,5gram
A mockingbird,has a bill.,mockingbird,bird,5,-9.677956104278564,0,5gram
A redbird,has a bill.,redbird,bird,5,-9.848058581352234,0,5gram
A wren,has a bill.,wren,bird,5,-9.886062264442444,0,5gram
A finch,has a bill.,finch,bird,5,-9.401133358478546,0,5gram
A starling,has a bill.,starling,bird,5,-9.293189764022827,0,5gram
A cardinal,has a bill.,cardinal,bird,5,-10.244445145130157,0,5gram
An eagle,has a bill.,eagle,bird,5,-9.688793659210205,0,5gram
A hummingbird,has a bill.,hummingbird,bird,5,-8.968211650848389,0,5gram
A seagull,has a bill.,seagull,bird,5,-10.116751670837402,0,5gram
A woodpecker,has a bill.,woodpecker,bird,5,-8.81954151391983,0,5gram
A pigeon,has a bill.,pigeon,bird,5,-9.410663664340973,0,5gram
A thrush,has a bill.,thrush,bird,5,-8.98631227016449,0,5gram
A falcon,has a bill.,falcon,bird,5,-9.549491107463837,0,5gram
A crow,has a bill.,crow,bird,5,-9.739028096199036,0,5gram
A hawk,has a bill.,hawk,bird,5,-9.782672703266144,0,5gram
A raven,has a bill.,raven,bird,5,-9.884044766426086,0,5gram
A goldfinch,has a bill.,goldfinch,bird,5,-10.083333015441895,0,5gram
A parrot,has a bill.,parrot,bird,5,-9.403195679187775,0,5gram
A sandpiper,has a bill.,sandpiper,bird,5,-9.280265212059021,0,5gram
A pheasant,has a bill.,pheasant,bird,5,-9.505516052246094,0,5gram
A catbird,has a bill.,catbird,bird,5,-9.352714478969574,0,5gram
A crane,has a bill.,crane,bird,5,-9.197979867458344,0,5gram
An albatross,has a bill.,albatross,bird,5,-9.355938255786896,0,5gram
A condor,has a bill.,condor,bird,5,-9.602727055549622,0,5gram
A toucan,has a bill.,toucan,bird,5,-9.065710544586182,0,5gram
An owl,has a bill.,owl,bird,5,-9.135984003543854,0,5gram
A pelican,has a bill.,pelican,bird,5,-9.61893743276596,0,5gram
A goose,has a bill.,goose,bird,5,-9.613681077957153,0,5gram
A vulture,has a bill.,vulture,bird,5,-9.349072277545929,0,5gram
A stork,has a bill.,stork,bird,5,-9.451723158359528,0,5gram
A buzzard,has a bill.,buzzard,bird,5,-9.359654307365417,0,5gram
A swan,has a bill.,swan,bird,5,-10.003154456615448,0,5gram
A flamingo,has a bill.,flamingo,bird,5,-9.986353278160095,0,5gram
A duck,has a bill.,duck,bird,5,-10.033637762069702,0,5gram
A peacock,has a bill.,peacock,bird,5,-10.338735938072205,0,5gram
An egret,has a bill.,egret,bird,5,-9.856329917907715,0,5gram
A chicken,has a bill.,chicken,bird,5,-10.132572650909424,0,5gram
A turkey,has a bill.,turkey,bird,5,-9.657175838947296,0,5gram
An ostrich,has a bill.,ostrich,bird,5,-9.415887475013733,0,5gram
A titmouse,has a bill.,titmouse,bird,5,-9.509981989860535,0,5gram
An emu,has a bill.,emu,bird,5,-9.794550657272339,0,5gram
A penguin,has a bill.,penguin,bird,5,-9.688360691070557,0,5gram
A bat,has a bill.,bat,bird,5,-8.667027950286865,0,5gram
A robin,has wings.,robin,bird,6,-7.895079255104065,0,5gram
A sparrow,has wings.,sparrow,bird,6,-7.834328293800354,0,5gram
A bluejay,has wings.,bluejay,bird,6,-7.7506691217422485,0,5gram
A bluebird,has wings.,bluebird,bird,6,-8.230265736579895,0,5gram
A canary,has wings.,canary,bird,6,-5.628119468688965,0,5gram
A blackbird,has wings.,blackbird,bird,6,-7.8459712266922,0,5gram
A dove,has wings.,dove,bird,6,-8.322566151618958,0,5gram
A lark,has wings.,lark,bird,6,-7.755143761634827,0,5gram
A swallow,has wings.,swallow,bird,6,-7.979085087776184,0,5gram
A parakeet,has wings.,parakeet,bird,6,-7.508589744567871,0,5gram
An oriole,has wings.,oriole,bird,6,-6.420109272003174,0,5gram
A mockingbird,has wings.,mockingbird,bird,6,-7.420592665672302,0,5gram
A redbird,has wings.,redbird,bird,6,-7.524239659309387,0,5gram
A wren,has wings.,wren,bird,6,-7.755465626716614,0,5gram
A finch,has wings.,finch,bird,6,-7.523548007011414,0,5gram
A starling,has wings.,starling,bird,6,-7.679715514183044,0,5gram
A cardinal,has wings.,cardinal,bird,6,-8.501110434532166,0,5gram
An eagle,has wings.,eagle,bird,6,-5.775126695632935,0,5gram
A hummingbird,has wings.,hummingbird,bird,6,-7.569461941719055,0,5gram
A seagull,has wings.,seagull,bird,6,-7.792932629585266,0,5gram
A woodpecker,has wings.,woodpecker,bird,6,-7.5883625745773315,0,5gram
A pigeon,has wings.,pigeon,bird,6,-7.94676148891449,0,5gram
A thrush,has wings.,thrush,bird,6,-7.669176697731018,0,5gram
A falcon,has wings.,falcon,bird,6,-8.06858241558075,0,5gram
A crow,has wings.,crow,bird,6,-8.071853995323181,0,5gram
A hawk,has wings.,hawk,bird,6,-8.264641642570496,0,5gram
A raven,has wings.,raven,bird,6,-8.008476853370667,0,5gram
A goldfinch,has wings.,goldfinch,bird,6,-8.169485688209534,0,5gram
A parrot,has wings.,parrot,bird,6,-7.991085171699524,0,5gram
A sandpiper,has wings.,sandpiper,bird,6,-7.386645674705505,0,5gram
A pheasant,has wings.,pheasant,bird,6,-7.79715096950531,0,5gram
A catbird,has wings.,catbird,bird,6,-7.3317259550094604,0,5gram
A crane,has wings.,crane,bird,6,-8.065852522850037,0,5gram
An albatross,has wings.,albatross,bird,6,-7.965059161186218,0,5gram
A condor,has wings.,condor,bird,6,-7.831490635871887,0,5gram
A toucan,has wings.,toucan,bird,6,-7.6359511613845825,0,5gram
An owl,has wings.,owl,bird,6,-5.9949424266815186,0,5gram
A pelican,has wings.,pelican,bird,6,-8.060532927513123,0,5gram
A goose,has wings.,goose,bird,6,-8.012818694114685,0,5gram
A vulture,has wings.,vulture,bird,6,-7.459034323692322,0,5gram
A stork,has wings.,stork,bird,6,-7.817896246910095,0,5gram
A buzzard,has wings.,buzzard,bird,6,-7.762195706367493,0,5gram
A swan,has wings.,swan,bird,6,-8.153646111488342,0,5gram
A flamingo,has wings.,flamingo,bird,6,-7.68642795085907,0,5gram
A duck,has wings.,duck,bird,6,-8.520614981651306,0,5gram
A peacock,has wings.,peacock,bird,6,-8.17546832561493,0,5gram
An egret,has wings.,egret,bird,6,-7.619447588920593,0,5gram
A chicken,has wings.,chicken,bird,6,-8.454791903495789,0,5gram
A turkey,has wings.,turkey,bird,6,-7.894260287284851,0,5gram
An ostrich,has wings.,ostrich,bird,6,-7.092068433761597,0,5gram
A titmouse,has wings.,titmouse,bird,6,-7.815163254737854,0,5gram
An emu,has wings.,emu,bird,6,-7.772512316703796,0,5gram
A penguin,has wings.,penguin,bird,6,-7.922860503196716,0,5gram
A bat,has wings.,bat,bird,6,-5.06638491153717,0,5gram
A robin,has legs and feet.,robin,bird,7,-9.647780776023865,0,5gram
A sparrow,has legs and feet.,sparrow,bird,7,-9.587029814720154,0,5gram
A bluejay,has legs and feet.,bluejay,bird,7,-9.503370642662048,0,5gram
A bluebird,has legs and feet.,bluebird,bird,7,-9.982967257499695,0,5gram
A canary,has legs and feet.,canary,bird,7,-9.781378388404846,0,5gram
A blackbird,has legs and feet.,blackbird,bird,7,-9.598672747612,0,5gram
A dove,has legs and feet.,dove,bird,7,-10.075267672538757,0,5gram
A lark,has legs and feet.,lark,bird,7,-9.507845282554626,0,5gram
A swallow,has legs and feet.,swallow,bird,7,-9.731786608695984,0,5gram
A parakeet,has legs and feet.,parakeet,bird,7,-9.261291265487671,0,5gram
An oriole,has legs and feet.,oriole,bird,7,-8.172810792922974,0,5gram
A mockingbird,has legs and feet.,mockingbird,bird,7,-9.173294186592102,0,5gram
A redbird,has legs and feet.,redbird,bird,7,-9.276941180229187,0,5gram
A wren,has legs and feet.,wren,bird,7,-9.508167147636414,0,5gram
A finch,has legs and feet.,finch,bird,7,-9.276249527931213,0,5gram
A starling,has legs and feet.,starling,bird,7,-9.432417035102844,0,5gram
A cardinal,has legs and feet.,cardinal,bird,7,-10.253811955451965,0,5gram
An eagle,has legs and feet.,eagle,bird,7,-9.859570622444153,0,5gram
A hummingbird,has legs and feet.,hummingbird,bird,7,-9.322163462638855,0,5gram
A seagull,has legs and feet.,seagull,bird,7,-9.545634150505066,0,5gram
A woodpecker,has legs and feet.,woodpecker,bird,7,-9.341064095497131,0,5gram
A pigeon,has legs and feet.,pigeon,bird,7,-9.69946300983429,0,5gram
A thrush,has legs and feet.,thrush,bird,7,-9.421878218650818,0,5gram
A falcon,has legs and feet.,falcon,bird,7,-9.82128393650055,0,5gram
A crow,has legs and feet.,crow,bird,7,-9.824555516242981,0,5gram
A hawk,has legs and feet.,hawk,bird,7,-10.017343163490295,0,5gram
A raven,has legs and feet.,raven,bird,7,-9.761178374290466,0,5gram
A goldfinch,has legs and feet.,goldfinch,bird,7,-9.922187209129333,0,5gram
A parrot,has legs and feet.,parrot,bird,7,-9.743786692619324,0,5gram
A sandpiper,has legs and feet.,sandpiper,bird,7,-9.139347195625305,0,5gram
A pheasant,has legs and feet.,pheasant,bird,7,-9.54985249042511,0,5gram
A catbird,has legs and feet.,catbird,bird,7,-9.08442747592926,0,5gram
A crane,has legs and feet.,crane,bird,7,-9.818554043769836,0,5gram
An albatross,has legs and feet.,albatross,bird,7,-9.717760682106018,0,5gram
A condor,has legs and feet.,condor,bird,7,-9.584192156791687,0,5gram
A toucan,has legs and feet.,toucan,bird,7,-9.388652682304382,0,5gram
An owl,has legs and feet.,owl,bird,7,-9.420196652412415,0,5gram
A pelican,has legs and feet.,pelican,bird,7,-9.813234448432922,0,5gram
A goose,has legs and feet.,goose,bird,7,-9.765520215034485,0,5gram
A vulture,has legs and feet.,vulture,bird,7,-9.211735844612122,0,5gram
A stork,has legs and feet.,stork,bird,7,-9.570597767829895,0,5gram
A buzzard,has legs and feet.,buzzard,bird,7,-9.514897227287292,0,5gram
A swan,has legs and feet.,swan,bird,7,-9.906347632408142,0,5gram
A flamingo,has legs and feet.,flamingo,bird,7,-9.43912947177887,0,5gram
A duck,has legs and feet.,duck,bird,7,-10.273316502571106,0,5gram
A peacock,has legs and feet.,peacock,bird,7,-9.928169846534729,0,5gram
An egret,has legs and feet.,egret,bird,7,-9.372149109840393,0,5gram
A chicken,has legs and feet.,chicken,bird,7,-10.207493424415588,0,5gram
A turkey,has legs and feet.,turkey,bird,7,-9.64696180820465,0,5gram
An ostrich,has legs and feet.,ostrich,bird,7,-8.844769954681396,0,5gram
A titmouse,has legs and feet.,titmouse,bird,7,-9.567864775657654,0,5gram
An emu,has legs and feet.,emu,bird,7,-9.525213837623596,0,5gram
A penguin,has legs and feet.,penguin,bird,7,-9.675562024116516,0,5gram
A bat,has legs and feet.,bat,bird,7,-9.057836771011353,0,5gram
A robin,lays eggs.,robin,bird,8,-7.560634613037109,0,5gram
A sparrow,lays eggs.,sparrow,bird,8,-7.378660202026367,0,5gram
A bluejay,lays eggs.,bluejay,bird,8,-7.445117950439453,0,5gram
A bluebird,lays eggs.,bluebird,bird,8,-8.291614055633545,0,5gram
A canary,lays eggs.,canary,bird,8,-8.446649074554443,0,5gram
A blackbird,lays eggs.,blackbird,bird,8,-8.45731782913208,0,5gram
A dove,lays eggs.,dove,bird,8,-7.8639655113220215,0,5gram
A lark,lays eggs.,lark,bird,8,-7.034596920013428,0,5gram
A swallow,lays eggs.,swallow,bird,8,-6.945150375366211,0,5gram
A parakeet,lays eggs.,parakeet,bird,8,-8.121442794799805,0,5gram
An oriole,lays eggs.,oriole,bird,8,-8.030574321746826,0,5gram
A mockingbird,lays eggs.,mockingbird,bird,8,-6.514844655990601,0,5gram
A redbird,lays eggs.,redbird,bird,8,-7.8924641609191895,0,5gram
A wren,lays eggs.,wren,bird,8,-8.186681270599365,0,5gram
A finch,lays eggs.,finch,bird,8,-8.102065086364746,0,5gram
A starling,lays eggs.,starling,bird,8,-8.120309829711914,0,5gram
A cardinal,lays eggs.,cardinal,bird,8,-8.62879991531372,0,5gram
An eagle,lays eggs.,eagle,bird,8,-7.195404529571533,0,5gram
A hummingbird,lays eggs.,hummingbird,bird,8,-6.261510610580444,0,5gram
A seagull,lays eggs.,seagull,bird,8,-8.105922222137451,0,5gram
A woodpecker,lays eggs.,woodpecker,bird,8,-8.12828540802002,0,5gram
