preamble,stimulus,item,category,feature,score,params,model
A canary,flies.,canary,bird,2,-12.158605575561523,59017392,albert-xlarge-v1
A blackbird,flies.,blackbird,bird,2,-6.059491157531738,59017392,albert-xlarge-v1
A dove,flies.,dove,bird,2,-3.0669355392456055,59017392,albert-xlarge-v1
A lark,flies.,lark,bird,2,-3.106840133666992,59017392,albert-xlarge-v1
A swallow,flies.,swallow,bird,2,-7.846414566040039,59017392,albert-xlarge-v1
A parakeet,flies.,parakeet,bird,2,-9.609358787536621,59017392,albert-xlarge-v1
An oriole,flies.,oriole,bird,2,-12.586384773254395,59017392,albert-xlarge-v1
A mockingbird,flies.,mockingbird,bird,2,-7.485081195831299,59017392,albert-xlarge-v1
A redbird,flies.,redbird,bird,2,-8.47115707397461,59017392,albert-xlarge-v1
A wren,flies.,wren,bird,2,-4.7043867111206055,59017392,albert-xlarge-v1
A finch,flies.,finch,bird,2,-8.350079536437988,59017392,albert-xlarge-v1
A starling,flies.,starling,bird,2,-11.739703178405762,59017392,albert-xlarge-v1
A cardinal,flies.,cardinal,bird,2,-15.324699401855469,59017392,albert-xlarge-v1
An eagle,flies.,eagle,bird,2,-8.448397636413574,59017392,albert-xlarge-v1
A hummingbird,flies.,hummingbird,bird,2,-7.82855224609375,59017392,albert-xlarge-v1
A seagull,flies.,seagull,bird,2,-2.3476943969726562,59017392,albert-xlarge-v1
A woodpecker,flies.,woodpecker,bird,2,-9.233560562133789,59017392,albert-xlarge-v1
A pigeon,flies.,pigeon,bird,2,-2.7699432373046875,59017392,albert-xlarge-v1
A thrush,flies.,thrush,bird,2,-6.057763576507568,59017392,albert-xlarge-v1
A falcon,flies.,falcon,bird,2,-10.659448623657227,59017392,albert-xlarge-v1
A crow,flies.,crow,bird,2,-3.6931772232055664,59017392,albert-xlarge-v1
A hawk,flies.,hawk,bird,2,-3.418492317199707,59017392,albert-xlarge-v1
A raven,flies.,raven,bird,2,-4.208290100097656,59017392,albert-xlarge-v1
A goldfinch,flies.,goldfinch,bird,2,-13.79247760772705,59017392,albert-xlarge-v1
A parrot,flies.,parrot,bird,2,-8.916440963745117,59017392,albert-xlarge-v1
A sandpiper,flies.,sandpiper,bird,2,-8.294374465942383,59017392,albert-xlarge-v1
A pheasant,flies.,pheasant,bird,2,-12.317037582397461,59017392,albert-xlarge-v1
A catbird,flies.,catbird,bird,2,-4.04132080078125,59017392,albert-xlarge-v1
A crane,flies.,crane,bird,2,-11.448784828186035,59017392,albert-xlarge-v1
An albatross,flies.,albatross,bird,2,-7.450739860534668,59017392,albert-xlarge-v1
A condor,flies.,condor,bird,2,-10.851366996765137,59017392,albert-xlarge-v1
A toucan,flies.,toucan,bird,2,-14.432853698730469,59017392,albert-xlarge-v1
An owl,flies.,owl,bird,2,-6.253437042236328,59017392,albert-xlarge-v1
A pelican,flies.,pelican,bird,2,-7.370172023773193,59017392,albert-xlarge-v1
A goose,flies.,goose,bird,2,-5.730135917663574,59017392,albert-xlarge-v1
A vulture,flies.,vulture,bird,2,-2.847614288330078,59017392,albert-xlarge-v1
A stork,flies.,stork,bird,2,-9.873878479003906,59017392,albert-xlarge-v1
A buzzard,flies.,buzzard,bird,2,-7.851099491119385,59017392,albert-xlarge-v1
A swan,flies.,swan,bird,2,-9.27070140838623,59017392,albert-xlarge-v1
A flamingo,flies.,flamingo,bird,2,-11.515713691711426,59017392,albert-xlarge-v1
A duck,flies.,duck,bird,2,-5.382474899291992,59017392,albert-xlarge-v1
A peacock,flies.,peacock,bird,2,-8.282892227172852,59017392,albert-xlarge-v1
An egret,flies.,egret,bird,2,-8.041705131530762,59017392,albert-xlarge-v1
A chicken,flies.,chicken,bird,2,-11.861489295959473,59017392,albert-xlarge-v1
A turkey,flies.,turkey,bird,2,-14.797255516052246,59017392,albert-xlarge-v1
An ostrich,flies.,ostrich,bird,2,-12.194686889648438,59017392,albert-xlarge-v1
A titmouse,flies.,titmouse,bird,2,-10.026718139648438,59017392,albert-xlarge-v1
An emu,flies.,emu,bird,2,-14.972845077514648,59017392,albert-xlarge-v1
A penguin,flies.,penguin,bird,2,-15.497389793395996,59017392,albert-xlarge-v1
A bat,flies.,bat,bird,2,-9.286086082458496,59017392,albert-xlarge-v1
A robin,has feathers.,robin,bird,3,-13.03657054901123,59017392,albert-xlarge-v1
A sparrow,has feathers.,sparrow,bird,3,-12.406517028808594,59017392,albert-xlarge-v1
A bluejay,has feathers.,bluejay,bird,3,-19.536728858947754,59017392,albert-xlarge-v1
A bluebird,has feathers.,bluebird,bird,3,-14.087212562561035,59017392,albert-xlarge-v1
A canary,has feathers.,canary,bird,3,-13.763750076293945,59017392,albert-xlarge-v1
A blackbird,has feathers.,blackbird,bird,3,-14.050414085388184,59017392,albert-xlarge-v1
A dove,has feathers.,dove,bird,3,-11.00156021118164,59017392,albert-xlarge-v1
A lark,has feathers.,lark,bird,3,-12.779623985290527,59017392,albert-xlarge-v1
A swallow,has feathers.,swallow,bird,3,-23.557945251464844,59017392,albert-xlarge-v1
A parakeet,has feathers.,parakeet,bird,3,-13.133007049560547,59017392,albert-xlarge-v1
An oriole,has feathers.,oriole,bird,3,-14.128945350646973,59017392,albert-xlarge-v1
A mockingbird,has feathers.,mockingbird,bird,3,-12.772904396057129,59017392,albert-xlarge-v1
A redbird,has feathers.,redbird,bird,3,-13.744231224060059,59017392,albert-xlarge-v1
A wren,has feathers.,wren,bird,3,-11.474556922912598,59017392,albert-xlarge-v1
A finch,has feathers.,finch,bird,3,-16.598947525024414,59017392,albert-xlarge-v1
A starling,has feathers.,starling,bird,3,-21.489588737487793,59017392,albert-xlarge-v1
A cardinal,has feathers.,cardinal,bird,3,-16.673800945281982,59017392,albert-xlarge-v1
An eagle,has feathers.,eagle,bird,3,-13.24612045288086,59017392,albert-xlarge-v1
A hummingbird,has feathers.,hummingbird,bird,3,-11.525814056396484,59017392,albert-xlarge-v1
A seagull,has feathers.,seagull,bird,3,-12.60456371307373,59017392,albert-xlarge-v1
A woodpecker,has feathers.,woodpecker,bird,3,-11.453428268432617,59017392,albert-xlarge-v1
A pigeon,has feathers.,pigeon,bird,3,-10.692761421203613,59017392,albert-xlarge-v1
A thrush,has feathers.,thrush,bird,3,-24.601411819458008,59017392,albert-xlarge-v1
A falcon,has feathers.,falcon,bird,3,-13.489980697631836,59017392,albert-xlarge-v1
A crow,has feathers.,crow,bird,3,-15.289127349853516,59017392,albert-xlarge-v1
A hawk,has feathers.,hawk,bird,3,-13.558572769165039,59017392,albert-xlarge-v1
A raven,has feathers.,raven,bird,3,-13.720003128051758,59017392,albert-xlarge-v1
A goldfinch,has feathers.,goldfinch,bird,3,-13.966913223266602,59017392,albert-xlarge-v1
A parrot,has feathers.,parrot,bird,3,-13.5823974609375,59017392,albert-xlarge-v1
A sandpiper,has feathers.,sandpiper,bird,3,-12.705150604248047,59017392,albert-xlarge-v1
A pheasant,has feathers.,pheasant,bird,3,-14.607419967651367,59017392,albert-xlarge-v1
A catbird,has feathers.,catbird,bird,3,-12.75920581817627,59017392,albert-xlarge-v1
A crane,has feathers.,crane,bird,3,-14.65969467163086,59017392,albert-xlarge-v1
An albatross,has feathers.,albatross,bird,3,-11.504377365112305,59017392,albert-xlarge-v1
A condor,has feathers.,condor,bird,3,-15.105694770812988,59017392,albert-xlarge-v1
A toucan,has feathers.,toucan,bird,3,-17.646202087402344,59017392,albert-xlarge-v1
An owl,has feathers.,owl,bird,3,-14.736062049865723,59017392,albert-xlarge-v1
A pelican,has feathers.,pelican,bird,3,-10.909309387207031,59017392,albert-xlarge-v1
A goose,has feathers.,goose,bird,3,-12.651533126831055,59017392,albert-xlarge-v1
A vulture,has feathers.,vulture,bird,3,-12.975313186645508,59017392,albert-xlarge-v1
A stork,has feathers.,stork,bird,3,-13.271889686584473,59017392,albert-xlarge-v1
A buzzard,has feathers.,buzzard,bird,3,-17.58480739593506,59017392,albert-xlarge-v1
A swan,has feathers.,swan,bird,3,-13.143452644348145,59017392,albert-xlarge-v1
A flamingo,has feathers.,flamingo,bird,3,-15.86427927017212,59017392,albert-xlarge-v1
A duck,has feathers.,duck,bird,3,-11.329245567321777,59017392,albert-xlarge-v1
A peacock,has feathers.,peacock,bird,3,-11.828195571899414,59017392,albert-xlarge-v1
An egret,has feathers.,egret,bird,3,-11.058310508728027,59017392,albert-xlarge-v1
A chicken,has feathers.,chicken,bird,3,-11.63292121887207,59017392,albert-xlarge-v1
A turkey,has feathers.,turkey,bird,3,-17.891928672790527,59017392,albert-xlarge-v1
An ostrich,has feathers.,ostrich,bird,3,-14.906915187835693,59017392,albert-xlarge-v1
A titmouse,has feathers.,titmouse,bird,3,-12.898025035858154,59017392,albert-xlarge-v1
An emu,has feathers.,emu,bird,3,-17.067996978759766,59017392,albert-xlarge-v1
A penguin,has feathers.,penguin,bird,3,-12.458993911743164,59017392,albert-xlarge-v1
A bat,has feathers.,bat,bird,3,-12.453224182128906,59017392,albert-xlarge-v1
A robin,has a beak.,robin,bird,4,-4.8001556396484375,59017392,albert-xlarge-v1
A sparrow,has a beak.,sparrow,bird,4,-3.7987241744995117,59017392,albert-xlarge-v1
A bluejay,has a beak.,bluejay,bird,4,-7.067126274108887,59017392,albert-xlarge-v1
A bluebird,has a beak.,bluebird,bird,4,-2.794491767883301,59017392,albert-xlarge-v1
A canary,has a beak.,canary,bird,4,-3.2200775146484375,59017392,albert-xlarge-v1
A blackbird,has a beak.,blackbird,bird,4,-2.781984329223633,59017392,albert-xlarge-v1
A dove,has a beak.,dove,bird,4,-4.2285566329956055,59017392,albert-xlarge-v1
A lark,has a beak.,lark,bird,4,-4.7465410232543945,59017392,albert-xlarge-v1
A swallow,has a beak.,swallow,bird,4,-9.150189399719238,59017392,albert-xlarge-v1
A parakeet,has a beak.,parakeet,bird,4,-7.980698585510254,59017392,albert-xlarge-v1
An oriole,has a beak.,oriole,bird,4,-11.889959335327148,59017392,albert-xlarge-v1
A mockingbird,has a beak.,mockingbird,bird,4,-2.9900341033935547,59017392,albert-xlarge-v1
A redbird,has a beak.,redbird,bird,4,-3.076716423034668,59017392,albert-xlarge-v1
A wren,has a beak.,wren,bird,4,-3.359121322631836,59017392,albert-xlarge-v1
A finch,has a beak.,finch,bird,4,-2.01444149017334,59017392,albert-xlarge-v1
A starling,has a beak.,starling,bird,4,-7.622855186462402,59017392,albert-xlarge-v1
A cardinal,has a beak.,cardinal,bird,4,-19.01472043991089,59017392,albert-xlarge-v1
An eagle,has a beak.,eagle,bird,4,-3.485727310180664,59017392,albert-xlarge-v1
A hummingbird,has a beak.,hummingbird,bird,4,-2.942044258117676,59017392,albert-xlarge-v1
A seagull,has a beak.,seagull,bird,4,-3.825467109680176,59017392,albert-xlarge-v1
A woodpecker,has a beak.,woodpecker,bird,4,-2.729119300842285,59017392,albert-xlarge-v1
A pigeon,has a beak.,pigeon,bird,4,-3.170267105102539,59017392,albert-xlarge-v1
A thrush,has a beak.,thrush,bird,4,-3.986222267150879,59017392,albert-xlarge-v1
A falcon,has a beak.,falcon,bird,4,-3.302077293395996,59017392,albert-xlarge-v1
A crow,has a beak.,crow,bird,4,-4.19626522064209,59017392,albert-xlarge-v1
A hawk,has a beak.,hawk,bird,4,-3.9118118286132812,59017392,albert-xlarge-v1
A raven,has a beak.,raven,bird,4,-4.814999580383301,59017392,albert-xlarge-v1
A goldfinch,has a beak.,goldfinch,bird,4,-3.965704917907715,59017392,albert-xlarge-v1
A parrot,has a beak.,parrot,bird,4,-2.8802576065063477,59017392,albert-xlarge-v1
A sandpiper,has a beak.,sandpiper,bird,4,-4.034770965576172,59017392,albert-xlarge-v1
A pheasant,has a beak.,pheasant,bird,4,-5.188629150390625,59017392,albert-xlarge-v1
A catbird,has a beak.,catbird,bird,4,-2.4411754608154297,59017392,albert-xlarge-v1
A crane,has a beak.,crane,bird,4,-4.821812629699707,59017392,albert-xlarge-v1
An albatross,has a beak.,albatross,bird,4,-3.8906288146972656,59017392,albert-xlarge-v1
A condor,has a beak.,condor,bird,4,-4.534175872802734,59017392,albert-xlarge-v1
A toucan,has a beak.,toucan,bird,4,-8.118552207946777,59017392,albert-xlarge-v1
An owl,has a beak.,owl,bird,4,-3.545015335083008,59017392,albert-xlarge-v1
A pelican,has a beak.,pelican,bird,4,-3.3890771865844727,59017392,albert-xlarge-v1
A goose,has a beak.,goose,bird,4,-3.186077117919922,59017392,albert-xlarge-v1
A vulture,has a beak.,vulture,bird,4,-3.204164505004883,59017392,albert-xlarge-v1
A stork,has a beak.,stork,bird,4,-4.065849304199219,59017392,albert-xlarge-v1
A buzzard,has a beak.,buzzard,bird,4,-4.899763107299805,59017392,albert-xlarge-v1
A swan,has a beak.,swan,bird,4,-3.5054988861083984,59017392,albert-xlarge-v1
A flamingo,has a beak.,flamingo,bird,4,-8.774463653564453,59017392,albert-xlarge-v1
A duck,has a beak.,duck,bird,4,-3.8075666427612305,59017392,albert-xlarge-v1
A peacock,has a beak.,peacock,bird,4,-3.3367509841918945,59017392,albert-xlarge-v1
An egret,has a beak.,egret,bird,4,-3.817462921142578,59017392,albert-xlarge-v1
A chicken,has a beak.,chicken,bird,4,-4.820474624633789,59017392,albert-xlarge-v1
A turkey,has a beak.,turkey,bird,4,-5.792477607727051,59017392,albert-xlarge-v1
An ostrich,has a beak.,ostrich,bird,4,-13.189438819885254,59017392,albert-xlarge-v1
A titmouse,has a beak.,titmouse,bird,4,-9.610432624816895,59017392,albert-xlarge-v1
An emu,has a beak.,emu,bird,4,-15.38766860961914,59017392,albert-xlarge-v1
A penguin,has a beak.,penguin,bird,4,-4.085180282592773,59017392,albert-xlarge-v1
A bat,has a beak.,bat,bird,4,-4.979779243469238,59017392,albert-xlarge-v1
A robin,has a bill.,robin,bird,5,-12.867303371429443,59017392,albert-xlarge-v1
A sparrow,has a bill.,sparrow,bird,5,-10.587126731872559,59017392,albert-xlarge-v1
A bluejay,has a bill.,bluejay,bird,5,-15.524841785430908,59017392,albert-xlarge-v1
A bluebird,has a bill.,bluebird,bird,5,-7.713465690612793,59017392,albert-xlarge-v1
A canary,has a bill.,canary,bird,5,-13.564985275268555,59017392,albert-xlarge-v1
A blackbird,has a bill.,blackbird,bird,5,-7.608794212341309,59017392,albert-xlarge-v1
A dove,has a bill.,dove,bird,5,-9.52107048034668,59017392,albert-xlarge-v1
A lark,has a bill.,lark,bird,5,-10.104921340942383,59017392,albert-xlarge-v1
A swallow,has a bill.,swallow,bird,5,-19.212846755981445,59017392,albert-xlarge-v1
A parakeet,has a bill.,parakeet,bird,5,-14.971124172210693,59017392,albert-xlarge-v1
An oriole,has a bill.,oriole,bird,5,-17.471110343933105,59017392,albert-xlarge-v1
A mockingbird,has a bill.,mockingbird,bird,5,-8.371650695800781,59017392,albert-xlarge-v1
A redbird,has a bill.,redbird,bird,5,-8.808571815490723,59017392,albert-xlarge-v1
A wren,has a bill.,wren,bird,5,-11.017146110534668,59017392,albert-xlarge-v1
A finch,has a bill.,finch,bird,5,-6.727252006530762,59017392,albert-xlarge-v1
A starling,has a bill.,starling,bird,5,-14.433721542358398,59017392,albert-xlarge-v1
A cardinal,has a bill.,cardinal,bird,5,-18.875290870666504,59017392,albert-xlarge-v1
An eagle,has a bill.,eagle,bird,5,-16.05841636657715,59017392,albert-xlarge-v1
A hummingbird,has a bill.,hummingbird,bird,5,-10.966158866882324,59017392,albert-xlarge-v1
A seagull,has a bill.,seagull,bird,5,-10.487848281860352,59017392,albert-xlarge-v1
A woodpecker,has a bill.,woodpecker,bird,5,-8.862944602966309,59017392,albert-xlarge-v1
A pigeon,has a bill.,pigeon,bird,5,-9.779691696166992,59017392,albert-xlarge-v1
A thrush,has a bill.,thrush,bird,5,-14.426741600036621,59017392,albert-xlarge-v1
A falcon,has a bill.,falcon,bird,5,-12.128885269165039,59017392,albert-xlarge-v1
A crow,has a bill.,crow,bird,5,-13.354251384735107,59017392,albert-xlarge-v1
A hawk,has a bill.,hawk,bird,5,-11.042107582092285,59017392,albert-xlarge-v1
A raven,has a bill.,raven,bird,5,-12.795391082763672,59017392,albert-xlarge-v1
A goldfinch,has a bill.,goldfinch,bird,5,-13.769318580627441,59017392,albert-xlarge-v1
A parrot,has a bill.,parrot,bird,5,-9.190967559814453,59017392,albert-xlarge-v1
A sandpiper,has a bill.,sandpiper,bird,5,-7.94484806060791,59017392,albert-xlarge-v1
A pheasant,has a bill.,pheasant,bird,5,-12.152340412139893,59017392,albert-xlarge-v1
A catbird,has a bill.,catbird,bird,5,-7.988384246826172,59017392,albert-xlarge-v1
A crane,has a bill.,crane,bird,5,-13.881667137145996,59017392,albert-xlarge-v1
An albatross,has a bill.,albatross,bird,5,-10.047442436218262,59017392,albert-xlarge-v1
A condor,has a bill.,condor,bird,5,-13.638683319091797,59017392,albert-xlarge-v1
A toucan,has a bill.,toucan,bird,5,-19.441476821899414,59017392,albert-xlarge-v1
An owl,has a bill.,owl,bird,5,-10.461312294006348,59017392,albert-xlarge-v1
A pelican,has a bill.,pelican,bird,5,-10.028115272521973,59017392,albert-xlarge-v1
A goose,has a bill.,goose,bird,5,-12.350635051727295,59017392,albert-xlarge-v1
A vulture,has a bill.,vulture,bird,5,-10.58836555480957,59017392,albert-xlarge-v1
A stork,has a bill.,stork,bird,5,-11.120583534240723,59017392,albert-xlarge-v1
A buzzard,has a bill.,buzzard,bird,5,-14.346832752227783,59017392,albert-xlarge-v1
A swan,has a bill.,swan,bird,5,-10.90902042388916,59017392,albert-xlarge-v1
A flamingo,has a bill.,flamingo,bird,5,-16.378297805786133,59017392,albert-xlarge-v1
A duck,has a bill.,duck,bird,5,-10.479323387145996,59017392,albert-xlarge-v1
A peacock,has a bill.,peacock,bird,5,-9.840392112731934,59017392,albert-xlarge-v1
An egret,has a bill.,egret,bird,5,-8.440469741821289,59017392,albert-xlarge-v1
A chicken,has a bill.,chicken,bird,5,-12.52654218673706,59017392,albert-xlarge-v1
A turkey,has a bill.,turkey,bird,5,-17.795055866241455,59017392,albert-xlarge-v1
An ostrich,has a bill.,ostrich,bird,5,-22.011467933654785,59017392,albert-xlarge-v1
A titmouse,has a bill.,titmouse,bird,5,-15.62618637084961,59017392,albert-xlarge-v1
An emu,has a bill.,emu,bird,5,-17.42882251739502,59017392,albert-xlarge-v1
A penguin,has a bill.,penguin,bird,5,-11.965353012084961,59017392,albert-xlarge-v1
A bat,has a bill.,bat,bird,5,-15.462952613830566,59017392,albert-xlarge-v1
A robin,has wings.,robin,bird,6,-9.040411949157715,59017392,albert-xlarge-v1
A sparrow,has wings.,sparrow,bird,6,-9.961572647094727,59017392,albert-xlarge-v1
A bluejay,has wings.,bluejay,bird,6,-13.393692970275879,59017392,albert-xlarge-v1
A bluebird,has wings.,bluebird,bird,6,-9.523011207580566,59017392,albert-xlarge-v1
A canary,has wings.,canary,bird,6,-9.140570640563965,59017392,albert-xlarge-v1
A blackbird,has wings.,blackbird,bird,6,-10.214399337768555,59017392,albert-xlarge-v1
A dove,has wings.,dove,bird,6,-8.418068885803223,59017392,albert-xlarge-v1
A lark,has wings.,lark,bird,6,-9.47987174987793,59017392,albert-xlarge-v1
A swallow,has wings.,swallow,bird,6,-14.297308921813965,59017392,albert-xlarge-v1
A parakeet,has wings.,parakeet,bird,6,-10.922307968139648,59017392,albert-xlarge-v1
An oriole,has wings.,oriole,bird,6,-12.953832626342773,59017392,albert-xlarge-v1
A mockingbird,has wings.,mockingbird,bird,6,-8.82224178314209,59017392,albert-xlarge-v1
A redbird,has wings.,redbird,bird,6,-10.01894760131836,59017392,albert-xlarge-v1
A wren,has wings.,wren,bird,6,-8.535865783691406,59017392,albert-xlarge-v1
A finch,has wings.,finch,bird,6,-13.893656730651855,59017392,albert-xlarge-v1
A starling,has wings.,starling,bird,6,-11.508628845214844,59017392,albert-xlarge-v1
A cardinal,has wings.,cardinal,bird,6,-9.5941801071167,59017392,albert-xlarge-v1
An eagle,has wings.,eagle,bird,6,-9.828717231750488,59017392,albert-xlarge-v1
A hummingbird,has wings.,hummingbird,bird,6,-9.728836059570312,59017392,albert-xlarge-v1
A seagull,has wings.,seagull,bird,6,-9.639106750488281,59017392,albert-xlarge-v1
A woodpecker,has wings.,woodpecker,bird,6,-8.889191627502441,59017392,albert-xlarge-v1
A pigeon,has wings.,pigeon,bird,6,-8.647465705871582,59017392,albert-xlarge-v1
A thrush,has wings.,thrush,bird,6,-14.90804386138916,59017392,albert-xlarge-v1
A falcon,has wings.,falcon,bird,6,-8.756781578063965,59017392,albert-xlarge-v1
A crow,has wings.,crow,bird,6,-10.789949417114258,59017392,albert-xlarge-v1
A hawk,has wings.,hawk,bird,6,-9.369325637817383,59017392,albert-xlarge-v1
A raven,has wings.,raven,bird,6,-8.969888687133789,59017392,albert-xlarge-v1
A goldfinch,has wings.,goldfinch,bird,6,-10.097088813781738,59017392,albert-xlarge-v1
A parrot,has wings.,parrot,bird,6,-10.61588191986084,59017392,albert-xlarge-v1
A sandpiper,has wings.,sandpiper,bird,6,-11.451014041900635,59017392,albert-xlarge-v1
A pheasant,has wings.,pheasant,bird,6,-11.063223838806152,59017392,albert-xlarge-v1
A catbird,has wings.,catbird,bird,6,-9.174338340759277,59017392,albert-xlarge-v1
A crane,has wings.,crane,bird,6,-10.51364517211914,59017392,albert-xlarge-v1
An albatross,has wings.,albatross,bird,6,-8.07758903503418,59017392,albert-xlarge-v1
A condor,has wings.,condor,bird,6,-10.356566429138184,59017392,albert-xlarge-v1
A toucan,has wings.,toucan,bird,6,-14.808653831481934,59017392,albert-xlarge-v1
An owl,has wings.,owl,bird,6,-9.32336711883545,59017392,albert-xlarge-v1
A pelican,has wings.,pelican,bird,6,-7.570051193237305,59017392,albert-xlarge-v1
A goose,has wings.,goose,bird,6,-8.504459381103516,59017392,albert-xlarge-v1
A vulture,has wings.,vulture,bird,6,-8.924616813659668,59017392,albert-xlarge-v1
A stork,has wings.,stork,bird,6,-9.33387279510498,59017392,albert-xlarge-v1
A buzzard,has wings.,buzzard,bird,6,-13.484882354736328,59017392,albert-xlarge-v1
A swan,has wings.,swan,bird,6,-8.7029390335083,59017392,albert-xlarge-v1
A flamingo,has wings.,flamingo,bird,6,-9.559948921203613,59017392,albert-xlarge-v1
A duck,has wings.,duck,bird,6,-9.263043403625488,59017392,albert-xlarge-v1
A peacock,has wings.,peacock,bird,6,-9.593564987182617,59017392,albert-xlarge-v1
An egret,has wings.,egret,bird,6,-9.4816312789917,59017392,albert-xlarge-v1
A chicken,has wings.,chicken,bird,6,-8.07403564453125,59017392,albert-xlarge-v1
A turkey,has wings.,turkey,bird,6,-10.775724411010742,59017392,albert-xlarge-v1
An ostrich,has wings.,ostrich,bird,6,-8.351691246032715,59017392,albert-xlarge-v1
