preamble,stimulus,item,category,feature,score,params,model
A stork,is alive.,stork,bird,1,-8.394107818603516,33740602,google_electra-base-generator
A buzzard,is alive.,buzzard,bird,1,-7.272069454193115,33740602,google_electra-base-generator
A swan,is alive.,swan,bird,1,-6.0961713790893555,33740602,google_electra-base-generator
A flamingo,is alive.,flamingo,bird,1,-5.328127861022949,33740602,google_electra-base-generator
A duck,is alive.,duck,bird,1,-5.063857078552246,33740602,google_electra-base-generator
A peacock,is alive.,peacock,bird,1,-5.324548721313477,33740602,google_electra-base-generator
An egret,is alive.,egret,bird,1,-7.357301712036133,33740602,google_electra-base-generator
A chicken,is alive.,chicken,bird,1,-6.122707366943359,33740602,google_electra-base-generator
A turkey,is alive.,turkey,bird,1,-5.121857643127441,33740602,google_electra-base-generator
An ostrich,is alive.,ostrich,bird,1,-8.656895637512207,33740602,google_electra-base-generator
A titmouse,is alive.,titmouse,bird,1,-7.84346342086792,33740602,google_electra-base-generator
An emu,is alive.,emu,bird,1,-7.901991844177246,33740602,google_electra-base-generator
A penguin,is alive.,penguin,bird,1,-5.365159034729004,33740602,google_electra-base-generator
A bat,is alive.,bat,bird,1,-6.4377121925354,33740602,google_electra-base-generator
A robin,flies.,robin,bird,2,-8.460806846618652,33740602,google_electra-base-generator
A sparrow,flies.,sparrow,bird,2,-4.1978302001953125,33740602,google_electra-base-generator
A bluejay,flies.,bluejay,bird,2,-8.714537620544434,33740602,google_electra-base-generator
A bluebird,flies.,bluebird,bird,2,-4.64768123626709,33740602,google_electra-base-generator
A canary,flies.,canary,bird,2,-4.602590560913086,33740602,google_electra-base-generator
A blackbird,flies.,blackbird,bird,2,-4.312282562255859,33740602,google_electra-base-generator
A dove,flies.,dove,bird,2,-4.942573547363281,33740602,google_electra-base-generator
A lark,flies.,lark,bird,2,-5.6184468269348145,33740602,google_electra-base-generator
A swallow,flies.,swallow,bird,2,-9.579683303833008,33740602,google_electra-base-generator
A parakeet,flies.,parakeet,bird,2,-9.490633010864258,33740602,google_electra-base-generator
An oriole,flies.,oriole,bird,2,-10.566370964050293,33740602,google_electra-base-generator
A mockingbird,flies.,mockingbird,bird,2,-4.850790023803711,33740602,google_electra-base-generator
A redbird,flies.,redbird,bird,2,-5.539402484893799,33740602,google_electra-base-generator
A wren,flies.,wren,bird,2,-9.202144622802734,33740602,google_electra-base-generator
A finch,flies.,finch,bird,2,-5.971337795257568,33740602,google_electra-base-generator
A starling,flies.,starling,bird,2,-8.637236595153809,33740602,google_electra-base-generator
A cardinal,flies.,cardinal,bird,2,-9.47840690612793,33740602,google_electra-base-generator
An eagle,flies.,eagle,bird,2,-4.488313674926758,33740602,google_electra-base-generator
A hummingbird,flies.,hummingbird,bird,2,-4.574536323547363,33740602,google_electra-base-generator
A seagull,flies.,seagull,bird,2,-6.74444055557251,33740602,google_electra-base-generator
A woodpecker,flies.,woodpecker,bird,2,-8.17760181427002,33740602,google_electra-base-generator
A pigeon,flies.,pigeon,bird,2,-2.775679588317871,33740602,google_electra-base-generator
A thrush,flies.,thrush,bird,2,-10.999260902404785,33740602,google_electra-base-generator
A falcon,flies.,falcon,bird,2,-4.0702409744262695,33740602,google_electra-base-generator
A crow,flies.,crow,bird,2,-3.0093908309936523,33740602,google_electra-base-generator
A hawk,flies.,hawk,bird,2,-5.334774971008301,33740602,google_electra-base-generator
A raven,flies.,raven,bird,2,-4.785375595092773,33740602,google_electra-base-generator
A goldfinch,flies.,goldfinch,bird,2,-14.218442916870117,33740602,google_electra-base-generator
A parrot,flies.,parrot,bird,2,-4.118588447570801,33740602,google_electra-base-generator
A sandpiper,flies.,sandpiper,bird,2,-7.247536659240723,33740602,google_electra-base-generator
A pheasant,flies.,pheasant,bird,2,-9.809314727783203,33740602,google_electra-base-generator
A catbird,flies.,catbird,bird,2,-4.163968086242676,33740602,google_electra-base-generator
A crane,flies.,crane,bird,2,-6.79463005065918,33740602,google_electra-base-generator
An albatross,flies.,albatross,bird,2,-7.569377422332764,33740602,google_electra-base-generator
A condor,flies.,condor,bird,2,-3.573698043823242,33740602,google_electra-base-generator
A toucan,flies.,toucan,bird,2,-10.39761734008789,33740602,google_electra-base-generator
An owl,flies.,owl,bird,2,-4.518823623657227,33740602,google_electra-base-generator
A pelican,flies.,pelican,bird,2,-8.602219581604004,33740602,google_electra-base-generator
A goose,flies.,goose,bird,2,-8.501201629638672,33740602,google_electra-base-generator
A vulture,flies.,vulture,bird,2,-5.0900068283081055,33740602,google_electra-base-generator
A stork,flies.,stork,bird,2,-8.814155578613281,33740602,google_electra-base-generator
A buzzard,flies.,buzzard,bird,2,-7.329039573669434,33740602,google_electra-base-generator
A swan,flies.,swan,bird,2,-8.909965515136719,33740602,google_electra-base-generator
A flamingo,flies.,flamingo,bird,2,-8.043590545654297,33740602,google_electra-base-generator
A duck,flies.,duck,bird,2,-5.732323169708252,33740602,google_electra-base-generator
A peacock,flies.,peacock,bird,2,-4.627506256103516,33740602,google_electra-base-generator
An egret,flies.,egret,bird,2,-8.236380577087402,33740602,google_electra-base-generator
A chicken,flies.,chicken,bird,2,-12.147363662719727,33740602,google_electra-base-generator
A turkey,flies.,turkey,bird,2,-6.324026584625244,33740602,google_electra-base-generator
An ostrich,flies.,ostrich,bird,2,-10.054007530212402,33740602,google_electra-base-generator
A titmouse,flies.,titmouse,bird,2,-10.209268569946289,33740602,google_electra-base-generator
An emu,flies.,emu,bird,2,-11.665241241455078,33740602,google_electra-base-generator
A penguin,flies.,penguin,bird,2,-5.872723579406738,33740602,google_electra-base-generator
A bat,flies.,bat,bird,2,-6.578540802001953,33740602,google_electra-base-generator
A robin,has feathers.,robin,bird,3,-8.245516300201416,33740602,google_electra-base-generator
A sparrow,has feathers.,sparrow,bird,3,-8.345197677612305,33740602,google_electra-base-generator
A bluejay,has feathers.,bluejay,bird,3,-8.373125076293945,33740602,google_electra-base-generator
A bluebird,has feathers.,bluebird,bird,3,-6.643991470336914,33740602,google_electra-base-generator
A canary,has feathers.,canary,bird,3,-8.999303340911865,33740602,google_electra-base-generator
A blackbird,has feathers.,blackbird,bird,3,-6.99554443359375,33740602,google_electra-base-generator
A dove,has feathers.,dove,bird,3,-7.786447525024414,33740602,google_electra-base-generator
A lark,has feathers.,lark,bird,3,-9.471068859100342,33740602,google_electra-base-generator
A swallow,has feathers.,swallow,bird,3,-16.532355308532715,33740602,google_electra-base-generator
A parakeet,has feathers.,parakeet,bird,3,-11.5941162109375,33740602,google_electra-base-generator
An oriole,has feathers.,oriole,bird,3,-11.279682159423828,33740602,google_electra-base-generator
A mockingbird,has feathers.,mockingbird,bird,3,-7.7107439041137695,33740602,google_electra-base-generator
A redbird,has feathers.,redbird,bird,3,-7.109589576721191,33740602,google_electra-base-generator
A wren,has feathers.,wren,bird,3,-11.937240600585938,33740602,google_electra-base-generator
A finch,has feathers.,finch,bird,3,-9.36244010925293,33740602,google_electra-base-generator
A starling,has feathers.,starling,bird,3,-10.735637664794922,33740602,google_electra-base-generator
A cardinal,has feathers.,cardinal,bird,3,-12.822633743286133,33740602,google_electra-base-generator
An eagle,has feathers.,eagle,bird,3,-7.490531921386719,33740602,google_electra-base-generator
A hummingbird,has feathers.,hummingbird,bird,3,-7.859607696533203,33740602,google_electra-base-generator
A seagull,has feathers.,seagull,bird,3,-8.396461963653564,33740602,google_electra-base-generator
A woodpecker,has feathers.,woodpecker,bird,3,-8.66985034942627,33740602,google_electra-base-generator
A pigeon,has feathers.,pigeon,bird,3,-6.4647064208984375,33740602,google_electra-base-generator
A thrush,has feathers.,thrush,bird,3,-13.910058975219727,33740602,google_electra-base-generator
A falcon,has feathers.,falcon,bird,3,-9.436772346496582,33740602,google_electra-base-generator
A crow,has feathers.,crow,bird,3,-9.815245628356934,33740602,google_electra-base-generator
A hawk,has feathers.,hawk,bird,3,-8.410261154174805,33740602,google_electra-base-generator
A raven,has feathers.,raven,bird,3,-8.942583084106445,33740602,google_electra-base-generator
A goldfinch,has feathers.,goldfinch,bird,3,-11.467989921569824,33740602,google_electra-base-generator
A parrot,has feathers.,parrot,bird,3,-5.5876970291137695,33740602,google_electra-base-generator
A sandpiper,has feathers.,sandpiper,bird,3,-9.634957313537598,33740602,google_electra-base-generator
A pheasant,has feathers.,pheasant,bird,3,-11.864696502685547,33740602,google_electra-base-generator
A catbird,has feathers.,catbird,bird,3,-7.200552940368652,33740602,google_electra-base-generator
A crane,has feathers.,crane,bird,3,-12.271966934204102,33740602,google_electra-base-generator
An albatross,has feathers.,albatross,bird,3,-9.529218673706055,33740602,google_electra-base-generator
A condor,has feathers.,condor,bird,3,-8.580726623535156,33740602,google_electra-base-generator
A toucan,has feathers.,toucan,bird,3,-13.643503189086914,33740602,google_electra-base-generator
An owl,has feathers.,owl,bird,3,-8.059006690979004,33740602,google_electra-base-generator
A pelican,has feathers.,pelican,bird,3,-9.800753593444824,33740602,google_electra-base-generator
A goose,has feathers.,goose,bird,3,-8.166215896606445,33740602,google_electra-base-generator
A vulture,has feathers.,vulture,bird,3,-9.197636604309082,33740602,google_electra-base-generator
A stork,has feathers.,stork,bird,3,-10.825700759887695,33740602,google_electra-base-generator
A buzzard,has feathers.,buzzard,bird,3,-13.111528396606445,33740602,google_electra-base-generator
A swan,has feathers.,swan,bird,3,-7.6671342849731445,33740602,google_electra-base-generator
A flamingo,has feathers.,flamingo,bird,3,-7.7810959815979,33740602,google_electra-base-generator
A duck,has feathers.,duck,bird,3,-6.860434532165527,33740602,google_electra-base-generator
A peacock,has feathers.,peacock,bird,3,-3.248126983642578,33740602,google_electra-base-generator
An egret,has feathers.,egret,bird,3,-11.781258583068848,33740602,google_electra-base-generator
A chicken,has feathers.,chicken,bird,3,-6.742547988891602,33740602,google_electra-base-generator
A turkey,has feathers.,turkey,bird,3,-8.183556079864502,33740602,google_electra-base-generator
An ostrich,has feathers.,ostrich,bird,3,-13.75213623046875,33740602,google_electra-base-generator
A titmouse,has feathers.,titmouse,bird,3,-10.08937931060791,33740602,google_electra-base-generator
An emu,has feathers.,emu,bird,3,-13.612391471862793,33740602,google_electra-base-generator
A penguin,has feathers.,penguin,bird,3,-8.710807800292969,33740602,google_electra-base-generator
A bat,has feathers.,bat,bird,3,-8.646132469177246,33740602,google_electra-base-generator
A robin,has a beak.,robin,bird,4,-8.054025650024414,33740602,google_electra-base-generator
A sparrow,has a beak.,sparrow,bird,4,-5.112367630004883,33740602,google_electra-base-generator
A bluejay,has a beak.,bluejay,bird,4,-9.412349700927734,33740602,google_electra-base-generator
A bluebird,has a beak.,bluebird,bird,4,-5.760716438293457,33740602,google_electra-base-generator
A canary,has a beak.,canary,bird,4,-5.807856559753418,33740602,google_electra-base-generator
A blackbird,has a beak.,blackbird,bird,4,-5.529343605041504,33740602,google_electra-base-generator
A dove,has a beak.,dove,bird,4,-5.99213981628418,33740602,google_electra-base-generator
A lark,has a beak.,lark,bird,4,-8.127863883972168,33740602,google_electra-base-generator
A swallow,has a beak.,swallow,bird,4,-11.136160373687744,33740602,google_electra-base-generator
A parakeet,has a beak.,parakeet,bird,4,-8.573072910308838,33740602,google_electra-base-generator
An oriole,has a beak.,oriole,bird,4,-9.296067237854004,33740602,google_electra-base-generator
A mockingbird,has a beak.,mockingbird,bird,4,-6.155101776123047,33740602,google_electra-base-generator
A redbird,has a beak.,redbird,bird,4,-5.931266784667969,33740602,google_electra-base-generator
A wren,has a beak.,wren,bird,4,-8.552937984466553,33740602,google_electra-base-generator
A finch,has a beak.,finch,bird,4,-6.302755355834961,33740602,google_electra-base-generator
A starling,has a beak.,starling,bird,4,-11.220654487609863,33740602,google_electra-base-generator
A cardinal,has a beak.,cardinal,bird,4,-13.947381973266602,33740602,google_electra-base-generator
An eagle,has a beak.,eagle,bird,4,-5.808765411376953,33740602,google_electra-base-generator
A hummingbird,has a beak.,hummingbird,bird,4,-5.980071067810059,33740602,google_electra-base-generator
A seagull,has a beak.,seagull,bird,4,-7.012096405029297,33740602,google_electra-base-generator
A woodpecker,has a beak.,woodpecker,bird,4,-8.06109094619751,33740602,google_electra-base-generator
A pigeon,has a beak.,pigeon,bird,4,-4.811361312866211,33740602,google_electra-base-generator
A thrush,has a beak.,thrush,bird,4,-11.398784637451172,33740602,google_electra-base-generator
A falcon,has a beak.,falcon,bird,4,-6.888309478759766,33740602,google_electra-base-generator
A crow,has a beak.,crow,bird,4,-5.011641502380371,33740602,google_electra-base-generator
A hawk,has a beak.,hawk,bird,4,-5.577058792114258,33740602,google_electra-base-generator
A raven,has a beak.,raven,bird,4,-6.344736099243164,33740602,google_electra-base-generator
A goldfinch,has a beak.,goldfinch,bird,4,-11.902247428894043,33740602,google_electra-base-generator
A parrot,has a beak.,parrot,bird,4,-2.6149635314941406,33740602,google_electra-base-generator
A sandpiper,has a beak.,sandpiper,bird,4,-8.42923879623413,33740602,google_electra-base-generator
A pheasant,has a beak.,pheasant,bird,4,-7.600508689880371,33740602,google_electra-base-generator
A catbird,has a beak.,catbird,bird,4,-5.243783950805664,33740602,google_electra-base-generator
A crane,has a beak.,crane,bird,4,-8.19714641571045,33740602,google_electra-base-generator
An albatross,has a beak.,albatross,bird,4,-9.449492454528809,33740602,google_electra-base-generator
A condor,has a beak.,condor,bird,4,-5.503437042236328,33740602,google_electra-base-generator
A toucan,has a beak.,toucan,bird,4,-11.081345558166504,33740602,google_electra-base-generator
An owl,has a beak.,owl,bird,4,-4.518590927124023,33740602,google_electra-base-generator
A pelican,has a beak.,pelican,bird,4,-8.577107906341553,33740602,google_electra-base-generator
A goose,has a beak.,goose,bird,4,-7.165428161621094,33740602,google_electra-base-generator
A vulture,has a beak.,vulture,bird,4,-5.034399032592773,33740602,google_electra-base-generator
A stork,has a beak.,stork,bird,4,-9.815448760986328,33740602,google_electra-base-generator
A buzzard,has a beak.,buzzard,bird,4,-10.974738121032715,33740602,google_electra-base-generator
A swan,has a beak.,swan,bird,4,-5.649579048156738,33740602,google_electra-base-generator
A flamingo,has a beak.,flamingo,bird,4,-8.861172676086426,33740602,google_electra-base-generator
A duck,has a beak.,duck,bird,4,-5.905744552612305,33740602,google_electra-base-generator
A peacock,has a beak.,peacock,bird,4,-5.11098575592041,33740602,google_electra-base-generator
An egret,has a beak.,egret,bird,4,-10.050986289978027,33740602,google_electra-base-generator
A chicken,has a beak.,chicken,bird,4,-5.60805606842041,33740602,google_electra-base-generator
A turkey,has a beak.,turkey,bird,4,-8.946738243103027,33740602,google_electra-base-generator
An ostrich,has a beak.,ostrich,bird,4,-9.057677745819092,33740602,google_electra-base-generator
A titmouse,has a beak.,titmouse,bird,4,-7.89807653427124,33740602,google_electra-base-generator
An emu,has a beak.,emu,bird,4,-12.861015319824219,33740602,google_electra-base-generator
A penguin,has a beak.,penguin,bird,4,-7.202939033508301,33740602,google_electra-base-generator
A bat,has a beak.,bat,bird,4,-7.543384552001953,33740602,google_electra-base-generator
A robin,has a bill.,robin,bird,5,-11.222690105438232,33740602,google_electra-base-generator
A sparrow,has a bill.,sparrow,bird,5,-10.919960498809814,33740602,google_electra-base-generator
A bluejay,has a bill.,bluejay,bird,5,-11.834579467773438,33740602,google_electra-base-generator
A bluebird,has a bill.,bluebird,bird,5,-10.102036952972412,33740602,google_electra-base-generator
A canary,has a bill.,canary,bird,5,-11.308990955352783,33740602,google_electra-base-generator
A blackbird,has a bill.,blackbird,bird,5,-9.829607963562012,33740602,google_electra-base-generator
A dove,has a bill.,dove,bird,5,-12.702922821044922,33740602,google_electra-base-generator
A lark,has a bill.,lark,bird,5,-13.167871952056885,33740602,google_electra-base-generator
A swallow,has a bill.,swallow,bird,5,-17.265117645263672,33740602,google_electra-base-generator
A parakeet,has a bill.,parakeet,bird,5,-11.041508197784424,33740602,google_electra-base-generator
An oriole,has a bill.,oriole,bird,5,-11.671024322509766,33740602,google_electra-base-generator
A mockingbird,has a bill.,mockingbird,bird,5,-10.315646648406982,33740602,google_electra-base-generator
A redbird,has a bill.,redbird,bird,5,-10.000285148620605,33740602,google_electra-base-generator
A wren,has a bill.,wren,bird,5,-12.864171981811523,33740602,google_electra-base-generator
A finch,has a bill.,finch,bird,5,-10.5882887840271,33740602,google_electra-base-generator
A starling,has a bill.,starling,bird,5,-11.866708755493164,33740602,google_electra-base-generator
A cardinal,has a bill.,cardinal,bird,5,-11.400303840637207,33740602,google_electra-base-generator
An eagle,has a bill.,eagle,bird,5,-11.900927066802979,33740602,google_electra-base-generator
A hummingbird,has a bill.,hummingbird,bird,5,-10.392200469970703,33740602,google_electra-base-generator
A seagull,has a bill.,seagull,bird,5,-12.451252937316895,33740602,google_electra-base-generator
A woodpecker,has a bill.,woodpecker,bird,5,-9.604586601257324,33740602,google_electra-base-generator
A pigeon,has a bill.,pigeon,bird,5,-11.036680221557617,33740602,google_electra-base-generator
A thrush,has a bill.,thrush,bird,5,-11.69403076171875,33740602,google_electra-base-generator
A falcon,has a bill.,falcon,bird,5,-11.884547233581543,33740602,google_electra-base-generator
A crow,has a bill.,crow,bird,5,-13.769169330596924,33740602,google_electra-base-generator
A hawk,has a bill.,hawk,bird,5,-11.60787582397461,33740602,google_electra-base-generator
A raven,has a bill.,raven,bird,5,-12.388157844543457,33740602,google_electra-base-generator
A goldfinch,has a bill.,goldfinch,bird,5,-12.103975296020508,33740602,google_electra-base-generator
A parrot,has a bill.,parrot,bird,5,-11.631208419799805,33740602,google_electra-base-generator
A sandpiper,has a bill.,sandpiper,bird,5,-11.139360427856445,33740602,google_electra-base-generator
A pheasant,has a bill.,pheasant,bird,5,-13.097302436828613,33740602,google_electra-base-generator
A catbird,has a bill.,catbird,bird,5,-9.594891548156738,33740602,google_electra-base-generator
A crane,has a bill.,crane,bird,5,-12.201688766479492,33740602,google_electra-base-generator
An albatross,has a bill.,albatross,bird,5,-11.815467357635498,33740602,google_electra-base-generator
A condor,has a bill.,condor,bird,5,-11.984068870544434,33740602,google_electra-base-generator
A toucan,has a bill.,toucan,bird,5,-11.90896987915039,33740602,google_electra-base-generator
An owl,has a bill.,owl,bird,5,-12.18206787109375,33740602,google_electra-base-generator
A pelican,has a bill.,pelican,bird,5,-11.799212455749512,33740602,google_electra-base-generator
A goose,has a bill.,goose,bird,5,-12.10573434829712,33740602,google_electra-base-generator
A vulture,has a bill.,vulture,bird,5,-13.667281150817871,33740602,google_electra-base-generator
A stork,has a bill.,stork,bird,5,-11.998406887054443,33740602,google_electra-base-generator
A buzzard,has a bill.,buzzard,bird,5,-13.229497909545898,33740602,google_electra-base-generator
A swan,has a bill.,swan,bird,5,-12.107638835906982,33740602,google_electra-base-generator
A flamingo,has a bill.,flamingo,bird,5,-11.427122116088867,33740602,google_electra-base-generator
A duck,has a bill.,duck,bird,5,-10.157564163208008,33740602,google_electra-base-generator
A peacock,has a bill.,peacock,bird,5,-10.648063659667969,33740602,google_electra-base-generator
An egret,has a bill.,egret,bird,5,-12.792255878448486,33740602,google_electra-base-generator
A chicken,has a bill.,chicken,bird,5,-11.771932601928711,33740602,google_electra-base-generator
A turkey,has a bill.,turkey,bird,5,-10.170634269714355,33740602,google_electra-base-generator
An ostrich,has a bill.,ostrich,bird,5,-12.21044635772705,33740602,google_electra-base-generator
A titmouse,has a bill.,titmouse,bird,5,-12.613787651062012,33740602,google_electra-base-generator
An emu,has a bill.,emu,bird,5,-10.875431537628174,33740602,google_electra-base-generator
A penguin,has a bill.,penguin,bird,5,-10.147918224334717,33740602,google_electra-base-generator
A bat,has a bill.,bat,bird,5,-12.948606491088867,33740602,google_electra-base-generator
A robin,has wings.,robin,bird,6,-6.059063911437988,33740602,google_electra-base-generator
A sparrow,has wings.,sparrow,bird,6,-6.0573272705078125,33740602,google_electra-base-generator
A bluejay,has wings.,bluejay,bird,6,-5.860797882080078,33740602,google_electra-base-generator
A bluebird,has wings.,bluebird,bird,6,-4.272759437561035,33740602,google_electra-base-generator
A canary,has wings.,canary,bird,6,-6.36229133605957,33740602,google_electra-base-generator
A blackbird,has wings.,blackbird,bird,6,-4.495058059692383,33740602,google_electra-base-generator
A dove,has wings.,dove,bird,6,-5.661171913146973,33740602,google_electra-base-generator
A lark,has wings.,lark,bird,6,-6.3694868087768555,33740602,google_electra-base-generator
A swallow,has wings.,swallow,bird,6,-12.805347442626953,33740602,google_electra-base-generator
A parakeet,has wings.,parakeet,bird,6,-7.831767559051514,33740602,google_electra-base-generator
An oriole,has wings.,oriole,bird,6,-8.38335371017456,33740602,google_electra-base-generator
A mockingbird,has wings.,mockingbird,bird,6,-4.089134216308594,33740602,google_electra-base-generator
A redbird,has wings.,redbird,bird,6,-4.814377784729004,33740602,google_electra-base-generator
A wren,has wings.,wren,bird,6,-9.122963905334473,33740602,google_electra-base-generator
A finch,has wings.,finch,bird,6,-5.5195722579956055,33740602,google_electra-base-generator
A starling,has wings.,starling,bird,6,-7.959375858306885,33740602,google_electra-base-generator
A cardinal,has wings.,cardinal,bird,6,-9.201223373413086,33740602,google_electra-base-generator
An eagle,has wings.,eagle,bird,6,-5.390311241149902,33740602,google_electra-base-generator
A hummingbird,has wings.,hummingbird,bird,6,-4.355965614318848,33740602,google_electra-base-generator
A seagull,has wings.,seagull,bird,6,-6.313078880310059,33740602,google_electra-base-generator
A woodpecker,has wings.,woodpecker,bird,6,-6.7680253982543945,33740602,google_electra-base-generator
A pigeon,has wings.,pigeon,bird,6,-4.288386344909668,33740602,google_electra-base-generator
A thrush,has wings.,thrush,bird,6,-9.352207660675049,33740602,google_electra-base-generator
A falcon,has wings.,falcon,bird,6,-5.121770858764648,33740602,google_electra-base-generator
A crow,has wings.,crow,bird,6,-6.788090705871582,33740602,google_electra-base-generator
A hawk,has wings.,hawk,bird,6,-4.992214202880859,33740602,google_electra-base-generator
A raven,has wings.,raven,bird,6,-5.199643135070801,33740602,google_electra-base-generator
A goldfinch,has wings.,goldfinch,bird,6,-9.166812896728516,33740602,google_electra-base-generator
A parrot,has wings.,parrot,bird,6,-2.794015884399414,33740602,google_electra-base-generator
A sandpiper,has wings.,sandpiper,bird,6,-7.891252517700195,33740602,google_electra-base-generator
A pheasant,has wings.,pheasant,bird,6,-8.298035144805908,33740602,google_electra-base-generator
A catbird,has wings.,catbird,bird,6,-4.169818878173828,33740602,google_electra-base-generator
A crane,has wings.,crane,bird,6,-6.971723556518555,33740602,google_electra-base-generator
An albatross,has wings.,albatross,bird,6,-7.998515605926514,33740602,google_electra-base-generator
A condor,has wings.,condor,bird,6,-4.620928764343262,33740602,google_electra-base-generator
A toucan,has wings.,toucan,bird,6,-10.528968811035156,33740602,google_electra-base-generator
An owl,has wings.,owl,bird,6,-4.48291015625,33740602,google_electra-base-generator
A pelican,has wings.,pelican,bird,6,-7.276641368865967,33740602,google_electra-base-generator
A goose,has wings.,goose,bird,6,-7.797822952270508,33740602,google_electra-base-generator
A vulture,has wings.,vulture,bird,6,-6.75086784362793,33740602,google_electra-base-generator
A stork,has wings.,stork,bird,6,-7.9667840003967285,33740602,google_electra-base-generator
A buzzard,has wings.,buzzard,bird,6,-10.332517147064209,33740602,google_electra-base-generator
A swan,has wings.,swan,bird,6,-5.876708984375,33740602,google_electra-base-generator
A flamingo,has wings.,flamingo,bird,6,-4.529284477233887,33740602,google_electra-base-generator
A duck,has wings.,duck,bird,6,-5.06787109375,33740602,google_electra-base-generator
A peacock,has wings.,peacock,bird,6,-2.4203481674194336,33740602,google_electra-base-generator
An egret,has wings.,egret,bird,6,-10.017024993896484,33740602,google_electra-base-generator
A chicken,has wings.,chicken,bird,6,-3.790219306945801,33740602,google_electra-base-generator
A turkey,has wings.,turkey,bird,6,-7.017762660980225,33740602,google_electra-base-generator
An ostrich,has wings.,ostrich,bird,6,-10.378630638122559,33740602,google_electra-base-generator
A titmouse,has wings.,titmouse,bird,6,-8.100592613220215,33740602,google_electra-base-generator
An emu,has wings.,emu,bird,6,-9.801888465881348,33740602,google_electra-base-generator
A penguin,has wings.,penguin,bird,6,-6.054152488708496,33740602,google_electra-base-generator
A bat,has wings.,bat,bird,6,-4.940784454345703,33740602,google_electra-base-generator
A robin,has legs and feet.,robin,bird,7,-7.111217498779297,33740602,google_electra-base-generator
A sparrow,has legs and feet.,sparrow,bird,7,-6.364711761474609,33740602,google_electra-base-generator
A bluejay,has legs and feet.,bluejay,bird,7,-7.339606285095215,33740602,google_electra-base-generator
A bluebird,has legs and feet.,bluebird,bird,7,-6.011409759521484,33740602,google_electra-base-generator
