preamble,stimulus,item,category,feature,score,params,model
A turkey,has wings.,turkey,bird,6,-14.346410751342773,116536320,openai-gpt
An ostrich,has wings.,ostrich,bird,6,-11.211843252182007,116536320,openai-gpt
A titmouse,has wings.,titmouse,bird,6,-13.814469337463379,116536320,openai-gpt
An emu,has wings.,emu,bird,6,-12.539196014404297,116536320,openai-gpt
A penguin,has wings.,penguin,bird,6,-13.001376152038574,116536320,openai-gpt
A bat,has wings.,bat,bird,6,-11.210691213607788,116536320,openai-gpt
A robin,has legs and feet.,robin,bird,7,-23.1127290725708,116536320,openai-gpt
A sparrow,has legs and feet.,sparrow,bird,7,-22.34264326095581,116536320,openai-gpt
A bluejay,has legs and feet.,bluejay,bird,7,-26.2671537399292,116536320,openai-gpt
A bluebird,has legs and feet.,bluebird,bird,7,-24.251099586486816,116536320,openai-gpt
A canary,has legs and feet.,canary,bird,7,-23.77808952331543,116536320,openai-gpt
A blackbird,has legs and feet.,blackbird,bird,7,-24.178466796875,116536320,openai-gpt
A dove,has legs and feet.,dove,bird,7,-22.744166374206543,116536320,openai-gpt
A lark,has legs and feet.,lark,bird,7,-26.82626986503601,116536320,openai-gpt
A swallow,has legs and feet.,swallow,bird,7,-27.947595596313477,116536320,openai-gpt
A parakeet,has legs and feet.,parakeet,bird,7,-23.217835187911987,116536320,openai-gpt
An oriole,has legs and feet.,oriole,bird,7,-25.988257884979248,116536320,openai-gpt
A mockingbird,has legs and feet.,mockingbird,bird,7,-23.00950312614441,116536320,openai-gpt
A redbird,has legs and feet.,redbird,bird,7,-24.265584468841553,116536320,openai-gpt
A wren,has legs and feet.,wren,bird,7,-22.980872869491577,116536320,openai-gpt
A finch,has legs and feet.,finch,bird,7,-21.913647890090942,116536320,openai-gpt
A starling,has legs and feet.,starling,bird,7,-22.930343866348267,116536320,openai-gpt
A cardinal,has legs and feet.,cardinal,bird,7,-22.90794014930725,116536320,openai-gpt
An eagle,has legs and feet.,eagle,bird,7,-22.799048900604248,116536320,openai-gpt
A hummingbird,has legs and feet.,hummingbird,bird,7,-23.600661754608154,116536320,openai-gpt
A seagull,has legs and feet.,seagull,bird,7,-23.547677993774414,116536320,openai-gpt
A woodpecker,has legs and feet.,woodpecker,bird,7,-23.202014923095703,116536320,openai-gpt
A pigeon,has legs and feet.,pigeon,bird,7,-23.99583911895752,116536320,openai-gpt
A thrush,has legs and feet.,thrush,bird,7,-23.76641082763672,116536320,openai-gpt
A falcon,has legs and feet.,falcon,bird,7,-23.885404586791992,116536320,openai-gpt
A crow,has legs and feet.,crow,bird,7,-22.586792945861816,116536320,openai-gpt
A hawk,has legs and feet.,hawk,bird,7,-22.76418948173523,116536320,openai-gpt
A raven,has legs and feet.,raven,bird,7,-23.156774520874023,116536320,openai-gpt
