preamble,stimulus,item,category,feature,score,params,model
A condor,is alive.,condor,bird,1,-14.313916206359863,82760793,distilroberta-base
A toucan,is alive.,toucan,bird,1,-11.768941402435303,82760793,distilroberta-base
An owl,is alive.,owl,bird,1,-9.764822006225586,82760793,distilroberta-base
A pelican,is alive.,pelican,bird,1,-10.522791862487793,82760793,distilroberta-base
A goose,is alive.,goose,bird,1,-11.410432815551758,82760793,distilroberta-base
A vulture,is alive.,vulture,bird,1,-11.894625663757324,82760793,distilroberta-base
A stork,is alive.,stork,bird,1,-12.581913471221924,82760793,distilroberta-base
A buzzard,is alive.,buzzard,bird,1,-10.973243236541748,82760793,distilroberta-base
A swan,is alive.,swan,bird,1,-12.07545280456543,82760793,distilroberta-base
A flamingo,is alive.,flamingo,bird,1,-11.691360473632812,82760793,distilroberta-base
A duck,is alive.,duck,bird,1,-10.435262680053711,82760793,distilroberta-base
A peacock,is alive.,peacock,bird,1,-10.849931716918945,82760793,distilroberta-base
An egret,is alive.,egret,bird,1,-13.032076358795166,82760793,distilroberta-base
A chicken,is alive.,chicken,bird,1,-10.699588775634766,82760793,distilroberta-base
A turkey,is alive.,turkey,bird,1,-11.079500198364258,82760793,distilroberta-base
An ostrich,is alive.,ostrich,bird,1,-11.097074508666992,82760793,distilroberta-base
A titmouse,is alive.,titmouse,bird,1,-11.275704383850098,82760793,distilroberta-base
An emu,is alive.,emu,bird,1,-14.399189472198486,82760793,distilroberta-base
A penguin,is alive.,penguin,bird,1,-10.556644439697266,82760793,distilroberta-base
A bat,is alive.,bat,bird,1,-11.124650001525879,82760793,distilroberta-base
A robin,flies.,robin,bird,2,-17.282060623168945,82760793,distilroberta-base
A sparrow,flies.,sparrow,bird,2,-10.605364322662354,82760793,distilroberta-base
A bluejay,flies.,bluejay,bird,2,-13.281723022460938,82760793,distilroberta-base
A bluebird,flies.,bluebird,bird,2,-9.616539001464844,82760793,distilroberta-base
A canary,flies.,canary,bird,2,-13.729833602905273,82760793,distilroberta-base
A blackbird,flies.,blackbird,bird,2,-8.880844116210938,82760793,distilroberta-base
A dove,flies.,dove,bird,2,-8.985350608825684,82760793,distilroberta-base
A lark,flies.,lark,bird,2,-13.480049133300781,82760793,distilroberta-base
A swallow,flies.,swallow,bird,2,-10.60825252532959,82760793,distilroberta-base
A parakeet,flies.,parakeet,bird,2,-16.84216022491455,82760793,distilroberta-base
An oriole,flies.,oriole,bird,2,-17.82169818878174,82760793,distilroberta-base
A mockingbird,flies.,mockingbird,bird,2,-10.031399726867676,82760793,distilroberta-base
A redbird,flies.,redbird,bird,2,-9.342135429382324,82760793,distilroberta-base
A wren,flies.,wren,bird,2,-19.601594924926758,82760793,distilroberta-base
A finch,flies.,finch,bird,2,-20.054088592529297,82760793,distilroberta-base
A starling,flies.,starling,bird,2,-19.60062026977539,82760793,distilroberta-base
A cardinal,flies.,cardinal,bird,2,-15.41507625579834,82760793,distilroberta-base
An eagle,flies.,eagle,bird,2,-10.683455467224121,82760793,distilroberta-base
A hummingbird,flies.,hummingbird,bird,2,-9.293319702148438,82760793,distilroberta-base
A seagull,flies.,seagull,bird,2,-14.228557586669922,82760793,distilroberta-base
A woodpecker,flies.,woodpecker,bird,2,-10.533722400665283,82760793,distilroberta-base
A pigeon,flies.,pigeon,bird,2,-12.651927947998047,82760793,distilroberta-base
A thrush,flies.,thrush,bird,2,-15.428279876708984,82760793,distilroberta-base
A falcon,flies.,falcon,bird,2,-15.093332290649414,82760793,distilroberta-base
A crow,flies.,crow,bird,2,-5.1846113204956055,82760793,distilroberta-base
A hawk,flies.,hawk,bird,2,-12.38634443283081,82760793,distilroberta-base
A raven,flies.,raven,bird,2,-10.181920528411865,82760793,distilroberta-base
A goldfinch,flies.,goldfinch,bird,2,-17.91616725921631,82760793,distilroberta-base
A parrot,flies.,parrot,bird,2,-11.975179672241211,82760793,distilroberta-base
A sandpiper,flies.,sandpiper,bird,2,-9.836890697479248,82760793,distilroberta-base
A pheasant,flies.,pheasant,bird,2,-13.974581718444824,82760793,distilroberta-base
A catbird,flies.,catbird,bird,2,-11.576805114746094,82760793,distilroberta-base
A crane,flies.,crane,bird,2,-14.356769561767578,82760793,distilroberta-base
An albatross,flies.,albatross,bird,2,-12.382474899291992,82760793,distilroberta-base
A condor,flies.,condor,bird,2,-15.139331817626953,82760793,distilroberta-base
A toucan,flies.,toucan,bird,2,-14.651388168334961,82760793,distilroberta-base
An owl,flies.,owl,bird,2,-12.326047420501709,82760793,distilroberta-base
A pelican,flies.,pelican,bird,2,-14.724020957946777,82760793,distilroberta-base
A goose,flies.,goose,bird,2,-10.52794599533081,82760793,distilroberta-base
A vulture,flies.,vulture,bird,2,-12.22539234161377,82760793,distilroberta-base
A stork,flies.,stork,bird,2,-13.69364070892334,82760793,distilroberta-base
A buzzard,flies.,buzzard,bird,2,-15.652832984924316,82760793,distilroberta-base
A swan,flies.,swan,bird,2,-14.049938201904297,82760793,distilroberta-base
A flamingo,flies.,flamingo,bird,2,-13.04639196395874,82760793,distilroberta-base
A duck,flies.,duck,bird,2,-11.086772918701172,82760793,distilroberta-base
A peacock,flies.,peacock,bird,2,-13.738497734069824,82760793,distilroberta-base
An egret,flies.,egret,bird,2,-16.18006992340088,82760793,distilroberta-base
A chicken,flies.,chicken,bird,2,-15.018799781799316,82760793,distilroberta-base
A turkey,flies.,turkey,bird,2,-15.954203605651855,82760793,distilroberta-base
An ostrich,flies.,ostrich,bird,2,-14.965802192687988,82760793,distilroberta-base
A titmouse,flies.,titmouse,bird,2,-16.876684188842773,82760793,distilroberta-base
An emu,flies.,emu,bird,2,-21.316354751586914,82760793,distilroberta-base
A penguin,flies.,penguin,bird,2,-13.236543655395508,82760793,distilroberta-base
A bat,flies.,bat,bird,2,-13.65181827545166,82760793,distilroberta-base
A robin,has feathers.,robin,bird,3,-21.826454162597656,82760793,distilroberta-base
A sparrow,has feathers.,sparrow,bird,3,-14.737161636352539,82760793,distilroberta-base
A bluejay,has feathers.,bluejay,bird,3,-16.28187847137451,82760793,distilroberta-base
A bluebird,has feathers.,bluebird,bird,3,-11.728660583496094,82760793,distilroberta-base
A canary,has feathers.,canary,bird,3,-16.618826866149902,82760793,distilroberta-base
A blackbird,has feathers.,blackbird,bird,3,-12.11730670928955,82760793,distilroberta-base
A dove,has feathers.,dove,bird,3,-14.001609802246094,82760793,distilroberta-base
A lark,has feathers.,lark,bird,3,-15.710514545440674,82760793,distilroberta-base
A swallow,has feathers.,swallow,bird,3,-17.642144203186035,82760793,distilroberta-base
A parakeet,has feathers.,parakeet,bird,3,-15.824557304382324,82760793,distilroberta-base
An oriole,has feathers.,oriole,bird,3,-22.422710418701172,82760793,distilroberta-base
A mockingbird,has feathers.,mockingbird,bird,3,-13.019330024719238,82760793,distilroberta-base
A redbird,has feathers.,redbird,bird,3,-12.115129470825195,82760793,distilroberta-base
A wren,has feathers.,wren,bird,3,-21.86797046661377,82760793,distilroberta-base
A finch,has feathers.,finch,bird,3,-22.342869758605957,82760793,distilroberta-base
A starling,has feathers.,starling,bird,3,-21.945520401000977,82760793,distilroberta-base
A cardinal,has feathers.,cardinal,bird,3,-19.58148765563965,82760793,distilroberta-base
An eagle,has feathers.,eagle,bird,3,-14.04689884185791,82760793,distilroberta-base
A hummingbird,has feathers.,hummingbird,bird,3,-11.490926742553711,82760793,distilroberta-base
A seagull,has feathers.,seagull,bird,3,-15.163335800170898,82760793,distilroberta-base
A woodpecker,has feathers.,woodpecker,bird,3,-11.94141960144043,82760793,distilroberta-base
A pigeon,has feathers.,pigeon,bird,3,-14.2622652053833,82760793,distilroberta-base
A thrush,has feathers.,thrush,bird,3,-19.195570945739746,82760793,distilroberta-base
A falcon,has feathers.,falcon,bird,3,-13.819090843200684,82760793,distilroberta-base
A crow,has feathers.,crow,bird,3,-15.380126953125,82760793,distilroberta-base
A hawk,has feathers.,hawk,bird,3,-13.748245239257812,82760793,distilroberta-base
A raven,has feathers.,raven,bird,3,-14.490370750427246,82760793,distilroberta-base
A goldfinch,has feathers.,goldfinch,bird,3,-16.39765739440918,82760793,distilroberta-base
A parrot,has feathers.,parrot,bird,3,-14.21860408782959,82760793,distilroberta-base
A sandpiper,has feathers.,sandpiper,bird,3,-18.145793914794922,82760793,distilroberta-base
A pheasant,has feathers.,pheasant,bird,3,-16.35562038421631,82760793,distilroberta-base
A catbird,has feathers.,catbird,bird,3,-14.068035125732422,82760793,distilroberta-base
A crane,has feathers.,crane,bird,3,-22.304109573364258,82760793,distilroberta-base
An albatross,has feathers.,albatross,bird,3,-14.1300687789917,82760793,distilroberta-base
A condor,has feathers.,condor,bird,3,-18.59610080718994,82760793,distilroberta-base
A toucan,has feathers.,toucan,bird,3,-13.611442565917969,82760793,distilroberta-base
An owl,has feathers.,owl,bird,3,-13.785041809082031,82760793,distilroberta-base
A pelican,has feathers.,pelican,bird,3,-17.432101249694824,82760793,distilroberta-base
A goose,has feathers.,goose,bird,3,-11.865263938903809,82760793,distilroberta-base
A vulture,has feathers.,vulture,bird,3,-17.93048095703125,82760793,distilroberta-base
A stork,has feathers.,stork,bird,3,-15.679491996765137,82760793,distilroberta-base
A buzzard,has feathers.,buzzard,bird,3,-16.914182662963867,82760793,distilroberta-base
A swan,has feathers.,swan,bird,3,-16.273202896118164,82760793,distilroberta-base
A flamingo,has feathers.,flamingo,bird,3,-13.328033447265625,82760793,distilroberta-base
A duck,has feathers.,duck,bird,3,-12.287226676940918,82760793,distilroberta-base
A peacock,has feathers.,peacock,bird,3,-12.449036598205566,82760793,distilroberta-base
An egret,has feathers.,egret,bird,3,-16.815749168395996,82760793,distilroberta-base
A chicken,has feathers.,chicken,bird,3,-10.65120792388916,82760793,distilroberta-base
A turkey,has feathers.,turkey,bird,3,-11.170851707458496,82760793,distilroberta-base
An ostrich,has feathers.,ostrich,bird,3,-13.608498573303223,82760793,distilroberta-base
A titmouse,has feathers.,titmouse,bird,3,-15.45108413696289,82760793,distilroberta-base
An emu,has feathers.,emu,bird,3,-20.63058090209961,82760793,distilroberta-base
A penguin,has feathers.,penguin,bird,3,-12.001792907714844,82760793,distilroberta-base
A bat,has feathers.,bat,bird,3,-16.764102935791016,82760793,distilroberta-base
A robin,has a beak.,robin,bird,4,-15.099903106689453,82760793,distilroberta-base
A sparrow,has a beak.,sparrow,bird,4,-11.262182235717773,82760793,distilroberta-base
A bluejay,has a beak.,bluejay,bird,4,-13.70753288269043,82760793,distilroberta-base
A bluebird,has a beak.,bluebird,bird,4,-9.394752502441406,82760793,distilroberta-base
A canary,has a beak.,canary,bird,4,-13.773059844970703,82760793,distilroberta-base
A blackbird,has a beak.,blackbird,bird,4,-9.004416465759277,82760793,distilroberta-base
A dove,has a beak.,dove,bird,4,-11.1345853805542,82760793,distilroberta-base
A lark,has a beak.,lark,bird,4,-12.904953002929688,82760793,distilroberta-base
A swallow,has a beak.,swallow,bird,4,-15.181812286376953,82760793,distilroberta-base
A parakeet,has a beak.,parakeet,bird,4,-13.960029602050781,82760793,distilroberta-base
An oriole,has a beak.,oriole,bird,4,-12.869863510131836,82760793,distilroberta-base
A mockingbird,has a beak.,mockingbird,bird,4,-9.613513946533203,82760793,distilroberta-base
A redbird,has a beak.,redbird,bird,4,-9.182841300964355,82760793,distilroberta-base
A wren,has a beak.,wren,bird,4,-18.19502305984497,82760793,distilroberta-base
A finch,has a beak.,finch,bird,4,-17.35102081298828,82760793,distilroberta-base
A starling,has a beak.,starling,bird,4,-16.640517234802246,82760793,distilroberta-base
A cardinal,has a beak.,cardinal,bird,4,-14.131808280944824,82760793,distilroberta-base
An eagle,has a beak.,eagle,bird,4,-10.331128120422363,82760793,distilroberta-base
A hummingbird,has a beak.,hummingbird,bird,4,-10.403924942016602,82760793,distilroberta-base
A seagull,has a beak.,seagull,bird,4,-12.331313133239746,82760793,distilroberta-base
A woodpecker,has a beak.,woodpecker,bird,4,-12.745866775512695,82760793,distilroberta-base
A pigeon,has a beak.,pigeon,bird,4,-11.215839385986328,82760793,distilroberta-base
A thrush,has a beak.,thrush,bird,4,-16.79201889038086,82760793,distilroberta-base
A falcon,has a beak.,falcon,bird,4,-12.06059455871582,82760793,distilroberta-base
A crow,has a beak.,crow,bird,4,-9.350615501403809,82760793,distilroberta-base
A hawk,has a beak.,hawk,bird,4,-10.896928787231445,82760793,distilroberta-base
A raven,has a beak.,raven,bird,4,-9.919787406921387,82760793,distilroberta-base
A goldfinch,has a beak.,goldfinch,bird,4,-13.919758796691895,82760793,distilroberta-base
A parrot,has a beak.,parrot,bird,4,-12.448782920837402,82760793,distilroberta-base
A sandpiper,has a beak.,sandpiper,bird,4,-14.54804515838623,82760793,distilroberta-base
A pheasant,has a beak.,pheasant,bird,4,-13.642133712768555,82760793,distilroberta-base
A catbird,has a beak.,catbird,bird,4,-10.414759635925293,82760793,distilroberta-base
A crane,has a beak.,crane,bird,4,-16.253079414367676,82760793,distilroberta-base
An albatross,has a beak.,albatross,bird,4,-12.415200233459473,82760793,distilroberta-base
A condor,has a beak.,condor,bird,4,-18.171469688415527,82760793,distilroberta-base
A toucan,has a beak.,toucan,bird,4,-13.3123140335083,82760793,distilroberta-base
An owl,has a beak.,owl,bird,4,-10.716255187988281,82760793,distilroberta-base
A pelican,has a beak.,pelican,bird,4,-17.103222846984863,82760793,distilroberta-base
A goose,has a beak.,goose,bird,4,-11.11865520477295,82760793,distilroberta-base
A vulture,has a beak.,vulture,bird,4,-13.442582130432129,82760793,distilroberta-base
A stork,has a beak.,stork,bird,4,-13.414735794067383,82760793,distilroberta-base
A buzzard,has a beak.,buzzard,bird,4,-15.175572395324707,82760793,distilroberta-base
A swan,has a beak.,swan,bird,4,-12.245283126831055,82760793,distilroberta-base
A flamingo,has a beak.,flamingo,bird,4,-13.95075511932373,82760793,distilroberta-base
A duck,has a beak.,duck,bird,4,-11.81113338470459,82760793,distilroberta-base
A peacock,has a beak.,peacock,bird,4,-11.715592384338379,82760793,distilroberta-base
An egret,has a beak.,egret,bird,4,-15.12600040435791,82760793,distilroberta-base
A chicken,has a beak.,chicken,bird,4,-12.232126235961914,82760793,distilroberta-base
A turkey,has a beak.,turkey,bird,4,-12.789443016052246,82760793,distilroberta-base
An ostrich,has a beak.,ostrich,bird,4,-12.37453556060791,82760793,distilroberta-base
A titmouse,has a beak.,titmouse,bird,4,-12.46430778503418,82760793,distilroberta-base
An emu,has a beak.,emu,bird,4,-17.842156410217285,82760793,distilroberta-base
A penguin,has a beak.,penguin,bird,4,-12.229743003845215,82760793,distilroberta-base
A bat,has a beak.,bat,bird,4,-13.159252166748047,82760793,distilroberta-base
A robin,has a bill.,robin,bird,5,-17.714770317077637,82760793,distilroberta-base
A sparrow,has a bill.,sparrow,bird,5,-15.865033149719238,82760793,distilroberta-base
A bluejay,has a bill.,bluejay,bird,5,-18.51365613937378,82760793,distilroberta-base
A bluebird,has a bill.,bluebird,bird,5,-15.191325187683105,82760793,distilroberta-base
A canary,has a bill.,canary,bird,5,-17.111470222473145,82760793,distilroberta-base
A blackbird,has a bill.,blackbird,bird,5,-15.10623836517334,82760793,distilroberta-base
A dove,has a bill.,dove,bird,5,-16.875149726867676,82760793,distilroberta-base
A lark,has a bill.,lark,bird,5,-17.148120403289795,82760793,distilroberta-base
A swallow,has a bill.,swallow,bird,5,-19.32808494567871,82760793,distilroberta-base
A parakeet,has a bill.,parakeet,bird,5,-17.017318725585938,82760793,distilroberta-base
An oriole,has a bill.,oriole,bird,5,-19.11216688156128,82760793,distilroberta-base
A mockingbird,has a bill.,mockingbird,bird,5,-15.524506568908691,82760793,distilroberta-base
A redbird,has a bill.,redbird,bird,5,-15.222441673278809,82760793,distilroberta-base
A wren,has a bill.,wren,bird,5,-17.86122417449951,82760793,distilroberta-base
A finch,has a bill.,finch,bird,5,-19.189208984375,82760793,distilroberta-base
A starling,has a bill.,starling,bird,5,-19.315065383911133,82760793,distilroberta-base
A cardinal,has a bill.,cardinal,bird,5,-16.77480983734131,82760793,distilroberta-base
An eagle,has a bill.,eagle,bird,5,-17.23933696746826,82760793,distilroberta-base
A hummingbird,has a bill.,hummingbird,bird,5,-15.491814613342285,82760793,distilroberta-base
A seagull,has a bill.,seagull,bird,5,-16.606565475463867,82760793,distilroberta-base
A woodpecker,has a bill.,woodpecker,bird,5,-17.430481910705566,82760793,distilroberta-base
A pigeon,has a bill.,pigeon,bird,5,-17.990922927856445,82760793,distilroberta-base
A thrush,has a bill.,thrush,bird,5,-19.4606032371521,82760793,distilroberta-base
A falcon,has a bill.,falcon,bird,5,-16.838674545288086,82760793,distilroberta-base
A crow,has a bill.,crow,bird,5,-15.230901718139648,82760793,distilroberta-base
A hawk,has a bill.,hawk,bird,5,-16.459660530090332,82760793,distilroberta-base
A raven,has a bill.,raven,bird,5,-17.353341102600098,82760793,distilroberta-base
A goldfinch,has a bill.,goldfinch,bird,5,-17.68346881866455,82760793,distilroberta-base
A parrot,has a bill.,parrot,bird,5,-17.153986930847168,82760793,distilroberta-base
A sandpiper,has a bill.,sandpiper,bird,5,-18.6089506149292,82760793,distilroberta-base
A pheasant,has a bill.,pheasant,bird,5,-17.102524757385254,82760793,distilroberta-base
A catbird,has a bill.,catbird,bird,5,-14.9599609375,82760793,distilroberta-base
A crane,has a bill.,crane,bird,5,-19.489431381225586,82760793,distilroberta-base
An albatross,has a bill.,albatross,bird,5,-16.15426254272461,82760793,distilroberta-base
A condor,has a bill.,condor,bird,5,-18.31189203262329,82760793,distilroberta-base
A toucan,has a bill.,toucan,bird,5,-17.675539016723633,82760793,distilroberta-base
An owl,has a bill.,owl,bird,5,-17.031356811523438,82760793,distilroberta-base
A pelican,has a bill.,pelican,bird,5,-17.08935022354126,82760793,distilroberta-base
A goose,has a bill.,goose,bird,5,-15.197221755981445,82760793,distilroberta-base
A vulture,has a bill.,vulture,bird,5,-16.612984657287598,82760793,distilroberta-base
A stork,has a bill.,stork,bird,5,-17.676310539245605,82760793,distilroberta-base
A buzzard,has a bill.,buzzard,bird,5,-19.198195457458496,82760793,distilroberta-base
A swan,has a bill.,swan,bird,5,-17.449496269226074,82760793,distilroberta-base
A flamingo,has a bill.,flamingo,bird,5,-18.753349781036377,82760793,distilroberta-base
A duck,has a bill.,duck,bird,5,-16.325953483581543,82760793,distilroberta-base
A peacock,has a bill.,peacock,bird,5,-16.974807739257812,82760793,distilroberta-base
An egret,has a bill.,egret,bird,5,-20.137396812438965,82760793,distilroberta-base
A chicken,has a bill.,chicken,bird,5,-13.612927436828613,82760793,distilroberta-base
A turkey,has a bill.,turkey,bird,5,-15.28038501739502,82760793,distilroberta-base
An ostrich,has a bill.,ostrich,bird,5,-17.71086025238037,82760793,distilroberta-base
A titmouse,has a bill.,titmouse,bird,5,-17.286012649536133,82760793,distilroberta-base
An emu,has a bill.,emu,bird,5,-16.885576725006104,82760793,distilroberta-base
A penguin,has a bill.,penguin,bird,5,-16.43774700164795,82760793,distilroberta-base
A bat,has a bill.,bat,bird,5,-19.179152965545654,82760793,distilroberta-base
A robin,has wings.,robin,bird,6,-19.389692306518555,82760793,distilroberta-base
A sparrow,has wings.,sparrow,bird,6,-12.590210914611816,82760793,distilroberta-base
A bluejay,has wings.,bluejay,bird,6,-14.31006908416748,82760793,distilroberta-base
A bluebird,has wings.,bluebird,bird,6,-10.443764686584473,82760793,distilroberta-base
A canary,has wings.,canary,bird,6,-14.251815795898438,82760793,distilroberta-base
A blackbird,has wings.,blackbird,bird,6,-10.645039558410645,82760793,distilroberta-base
A dove,has wings.,dove,bird,6,-13.034941673278809,82760793,distilroberta-base
A lark,has wings.,lark,bird,6,-13.85988712310791,82760793,distilroberta-base
A swallow,has wings.,swallow,bird,6,-15.802559852600098,82760793,distilroberta-base
A parakeet,has wings.,parakeet,bird,6,-14.649184226989746,82760793,distilroberta-base
An oriole,has wings.,oriole,bird,6,-19.892964363098145,82760793,distilroberta-base
A mockingbird,has wings.,mockingbird,bird,6,-11.80718994140625,82760793,distilroberta-base
A redbird,has wings.,redbird,bird,6,-10.877705574035645,82760793,distilroberta-base
A wren,has wings.,wren,bird,6,-18.399638175964355,82760793,distilroberta-base
A finch,has wings.,finch,bird,6,-19.91087245941162,82760793,distilroberta-base
A starling,has wings.,starling,bird,6,-20.433879852294922,82760793,distilroberta-base
A cardinal,has wings.,cardinal,bird,6,-16.693394660949707,82760793,distilroberta-base
An eagle,has wings.,eagle,bird,6,-12.945072174072266,82760793,distilroberta-base
A hummingbird,has wings.,hummingbird,bird,6,-10.2025146484375,82760793,distilroberta-base
A seagull,has wings.,seagull,bird,6,-13.352029800415039,82760793,distilroberta-base
A woodpecker,has wings.,woodpecker,bird,6,-10.732609748840332,82760793,distilroberta-base
A pigeon,has wings.,pigeon,bird,6,-12.352166175842285,82760793,distilroberta-base
A thrush,has wings.,thrush,bird,6,-16.684853553771973,82760793,distilroberta-base
A falcon,has wings.,falcon,bird,6,-12.348931312561035,82760793,distilroberta-base
A crow,has wings.,crow,bird,6,-12.52765941619873,82760793,distilroberta-base
A hawk,has wings.,hawk,bird,6,-11.420295715332031,82760793,distilroberta-base
A raven,has wings.,raven,bird,6,-12.401226997375488,82760793,distilroberta-base
A goldfinch,has wings.,goldfinch,bird,6,-17.47646141052246,82760793,distilroberta-base
A parrot,has wings.,parrot,bird,6,-12.8733549118042,82760793,distilroberta-base
A sandpiper,has wings.,sandpiper,bird,6,-16.229214668273926,82760793,distilroberta-base
A pheasant,has wings.,pheasant,bird,6,-14.77830982208252,82760793,distilroberta-base
A catbird,has wings.,catbird,bird,6,-12.183365821838379,82760793,distilroberta-base
A crane,has wings.,crane,bird,6,-18.281453132629395,82760793,distilroberta-base
An albatross,has wings.,albatross,bird,6,-12.553117752075195,82760793,distilroberta-base
A condor,has wings.,condor,bird,6,-14.338558197021484,82760793,distilroberta-base
A toucan,has wings.,toucan,bird,6,-11.842511177062988,82760793,distilroberta-base
An owl,has wings.,owl,bird,6,-11.805723190307617,82760793,distilroberta-base
A pelican,has wings.,pelican,bird,6,-16.96262836456299,82760793,distilroberta-base
A goose,has wings.,goose,bird,6,-11.177852630615234,82760793,distilroberta-base
A vulture,has wings.,vulture,bird,6,-15.489729881286621,82760793,distilroberta-base
A stork,has wings.,stork,bird,6,-13.708527565002441,82760793,distilroberta-base
A buzzard,has wings.,buzzard,bird,6,-15.767032623291016,82760793,distilroberta-base
A swan,has wings.,swan,bird,6,-14.545278549194336,82760793,distilroberta-base
A flamingo,has wings.,flamingo,bird,6,-11.200787544250488,82760793,distilroberta-base
A duck,has wings.,duck,bird,6,-12.533154487609863,82760793,distilroberta-base
A peacock,has wings.,peacock,bird,6,-12.068720817565918,82760793,distilroberta-base
An egret,has wings.,egret,bird,6,-15.203192710876465,82760793,distilroberta-base
A chicken,has wings.,chicken,bird,6,-9.402193069458008,82760793,distilroberta-base
A turkey,has wings.,turkey,bird,6,-11.045493125915527,82760793,distilroberta-base
An ostrich,has wings.,ostrich,bird,6,-11.63311767578125,82760793,distilroberta-base
A titmouse,has wings.,titmouse,bird,6,-12.940152168273926,82760793,distilroberta-base
An emu,has wings.,emu,bird,6,-18.208248138427734,82760793,distilroberta-base
A penguin,has wings.,penguin,bird,6,-11.766388893127441,82760793,distilroberta-base
A bat,has wings.,bat,bird,6,-13.547630310058594,82760793,distilroberta-base
A robin,has legs and feet.,robin,bird,7,-9.834426879882812,82760793,distilroberta-base
A sparrow,has legs and feet.,sparrow,bird,7,-8.95206069946289,82760793,distilroberta-base
A bluejay,has legs and feet.,bluejay,bird,7,-8.321089744567871,82760793,distilroberta-base
A bluebird,has legs and feet.,bluebird,bird,7,-8.50356388092041,82760793,distilroberta-base
A canary,has legs and feet.,canary,bird,7,-10.948431968688965,82760793,distilroberta-base
A blackbird,has legs and feet.,blackbird,bird,7,-8.890277862548828,82760793,distilroberta-base
A dove,has legs and feet.,dove,bird,7,-9.871665954589844,82760793,distilroberta-base
A lark,has legs and feet.,lark,bird,7,-10.497993469238281,82760793,distilroberta-base
A swallow,has legs and feet.,swallow,bird,7,-10.437104225158691,82760793,distilroberta-base
A parakeet,has legs and feet.,parakeet,bird,7,-9.25301456451416,82760793,distilroberta-base
An oriole,has legs and feet.,oriole,bird,7,-11.170551300048828,82760793,distilroberta-base
A mockingbird,has legs and feet.,mockingbird,bird,7,-8.922167778015137,82760793,distilroberta-base
A redbird,has legs and feet.,redbird,bird,7,-8.643166542053223,82760793,distilroberta-base
A wren,has legs and feet.,wren,bird,7,-13.900101661682129,82760793,distilroberta-base
A finch,has legs and feet.,finch,bird,7,-13.608755111694336,82760793,distilroberta-base
A starling,has legs and feet.,starling,bird,7,-13.965643882751465,82760793,distilroberta-base
A cardinal,has legs and feet.,cardinal,bird,7,-8.249236106872559,82760793,distilroberta-base
An eagle,has legs and feet.,eagle,bird,7,-9.939583778381348,82760793,distilroberta-base
A hummingbird,has legs and feet.,hummingbird,bird,7,-8.931238174438477,82760793,distilroberta-base
