preamble,stimulus,item,category,feature,score,params,model
A goose,has feathers.,goose,bird,3,-8.088759422302246,51295290,google_electra-large-generator
A vulture,has feathers.,vulture,bird,3,-10.315373420715332,51295290,google_electra-large-generator
A stork,has feathers.,stork,bird,3,-12.098219871520996,51295290,google_electra-large-generator
A buzzard,has feathers.,buzzard,bird,3,-12.646341323852539,51295290,google_electra-large-generator
A swan,has feathers.,swan,bird,3,-10.606212615966797,51295290,google_electra-large-generator
A flamingo,has feathers.,flamingo,bird,3,-8.906476974487305,51295290,google_electra-large-generator
A duck,has feathers.,duck,bird,3,-6.081282615661621,51295290,google_electra-large-generator
A peacock,has feathers.,peacock,bird,3,-4.486289024353027,51295290,google_electra-large-generator
An egret,has feathers.,egret,bird,3,-11.473838806152344,51295290,google_electra-large-generator
A chicken,has feathers.,chicken,bird,3,-8.955448150634766,51295290,google_electra-large-generator
A turkey,has feathers.,turkey,bird,3,-13.411208152770996,51295290,google_electra-large-generator
An ostrich,has feathers.,ostrich,bird,3,-9.480784893035889,51295290,google_electra-large-generator
A titmouse,has feathers.,titmouse,bird,3,-10.237403869628906,51295290,google_electra-large-generator
An emu,has feathers.,emu,bird,3,-14.276631355285645,51295290,google_electra-large-generator
A penguin,has feathers.,penguin,bird,3,-8.327773094177246,51295290,google_electra-large-generator
A bat,has feathers.,bat,bird,3,-8.10715389251709,51295290,google_electra-large-generator
A robin,has a beak.,robin,bird,4,-7.817296028137207,51295290,google_electra-large-generator
A sparrow,has a beak.,sparrow,bird,4,-4.409446716308594,51295290,google_electra-large-generator
A bluejay,has a beak.,bluejay,bird,4,-9.693114280700684,51295290,google_electra-large-generator
A bluebird,has a beak.,bluebird,bird,4,-4.99229621887207,51295290,google_electra-large-generator
A canary,has a beak.,canary,bird,4,-6.823416709899902,51295290,google_electra-large-generator
A blackbird,has a beak.,blackbird,bird,4,-5.073005676269531,51295290,google_electra-large-generator
A dove,has a beak.,dove,bird,4,-6.468137741088867,51295290,google_electra-large-generator
A lark,has a beak.,lark,bird,4,-10.208427429199219,51295290,google_electra-large-generator
A swallow,has a beak.,swallow,bird,4,-11.520440101623535,51295290,google_electra-large-generator
A parakeet,has a beak.,parakeet,bird,4,-6.441714286804199,51295290,google_electra-large-generator
An oriole,has a beak.,oriole,bird,4,-9.534772872924805,51295290,google_electra-large-generator
A mockingbird,has a beak.,mockingbird,bird,4,-6.9567718505859375,51295290,google_electra-large-generator
A redbird,has a beak.,redbird,bird,4,-5.248080253601074,51295290,google_electra-large-generator
A wren,has a beak.,wren,bird,4,-7.05918025970459,51295290,google_electra-large-generator
A finch,has a beak.,finch,bird,4,-6.323869705200195,51295290,google_electra-large-generator
A starling,has a beak.,starling,bird,4,-9.805607795715332,51295290,google_electra-large-generator
A cardinal,has a beak.,cardinal,bird,4,-13.150070190429688,51295290,google_electra-large-generator
An eagle,has a beak.,eagle,bird,4,-4.739089012145996,51295290,google_electra-large-generator
A hummingbird,has a beak.,hummingbird,bird,4,-6.004570960998535,51295290,google_electra-large-generator
A seagull,has a beak.,seagull,bird,4,-6.492556571960449,51295290,google_electra-large-generator
A woodpecker,has a beak.,woodpecker,bird,4,-6.955389976501465,51295290,google_electra-large-generator
A pigeon,has a beak.,pigeon,bird,4,-5.257384300231934,51295290,google_electra-large-generator
A thrush,has a beak.,thrush,bird,4,-9.075803756713867,51295290,google_electra-large-generator
A falcon,has a beak.,falcon,bird,4,-5.97238826751709,51295290,google_electra-large-generator
A crow,has a beak.,crow,bird,4,-5.1201019287109375,51295290,google_electra-large-generator
A hawk,has a beak.,hawk,bird,4,-5.142608642578125,51295290,google_electra-large-generator
A raven,has a beak.,raven,bird,4,-6.010785102844238,51295290,google_electra-large-generator
A goldfinch,has a beak.,goldfinch,bird,4,-10.328191757202148,51295290,google_electra-large-generator
A parrot,has a beak.,parrot,bird,4,-5.099765777587891,51295290,google_electra-large-generator
A sandpiper,has a beak.,sandpiper,bird,4,-7.27467155456543,51295290,google_electra-large-generator
A pheasant,has a beak.,pheasant,bird,4,-7.154909133911133,51295290,google_electra-large-generator
A catbird,has a beak.,catbird,bird,4,-5.302934646606445,51295290,google_electra-large-generator
A crane,has a beak.,crane,bird,4,-9.44863224029541,51295290,google_electra-large-generator
An albatross,has a beak.,albatross,bird,4,-8.509679794311523,51295290,google_electra-large-generator
A condor,has a beak.,condor,bird,4,-5.541018486022949,51295290,google_electra-large-generator
A toucan,has a beak.,toucan,bird,4,-10.308088302612305,51295290,google_electra-large-generator
An owl,has a beak.,owl,bird,4,-5.566598892211914,51295290,google_electra-large-generator
A pelican,has a beak.,pelican,bird,4,-7.715394020080566,51295290,google_electra-large-generator
A goose,has a beak.,goose,bird,4,-6.50651741027832,51295290,google_electra-large-generator
A vulture,has a beak.,vulture,bird,4,-4.901707649230957,51295290,google_electra-large-generator
A stork,has a beak.,stork,bird,4,-10.848297119140625,51295290,google_electra-large-generator
A buzzard,has a beak.,buzzard,bird,4,-11.190605163574219,51295290,google_electra-large-generator
A swan,has a beak.,swan,bird,4,-8.616361618041992,51295290,google_electra-large-generator
A flamingo,has a beak.,flamingo,bird,4,-8.208115577697754,51295290,google_electra-large-generator
A duck,has a beak.,duck,bird,4,-5.454826354980469,51295290,google_electra-large-generator
A peacock,has a beak.,peacock,bird,4,-5.07913875579834,51295290,google_electra-large-generator
An egret,has a beak.,egret,bird,4,-8.622464179992676,51295290,google_electra-large-generator
A chicken,has a beak.,chicken,bird,4,-7.095897674560547,51295290,google_electra-large-generator
A turkey,has a beak.,turkey,bird,4,-11.401485443115234,51295290,google_electra-large-generator
An ostrich,has a beak.,ostrich,bird,4,-7.168822288513184,51295290,google_electra-large-generator
A titmouse,has a beak.,titmouse,bird,4,-9.166520118713379,51295290,google_electra-large-generator
An emu,has a beak.,emu,bird,4,-13.351775169372559,51295290,google_electra-large-generator
A penguin,has a beak.,penguin,bird,4,-6.578723907470703,51295290,google_electra-large-generator
A bat,has a beak.,bat,bird,4,-8.112340927124023,51295290,google_electra-large-generator
A robin,has a bill.,robin,bird,5,-11.295730590820312,51295290,google_electra-large-generator
A sparrow,has a bill.,sparrow,bird,5,-7.879873275756836,51295290,google_electra-large-generator
A bluejay,has a bill.,bluejay,bird,5,-10.957816123962402,51295290,google_electra-large-generator
A bluebird,has a bill.,bluebird,bird,5,-8.884647369384766,51295290,google_electra-large-generator
A canary,has a bill.,canary,bird,5,-11.321728706359863,51295290,google_electra-large-generator
A blackbird,has a bill.,blackbird,bird,5,-9.114394187927246,51295290,google_electra-large-generator
A dove,has a bill.,dove,bird,5,-13.564309120178223,51295290,google_electra-large-generator
A lark,has a bill.,lark,bird,5,-12.806605339050293,51295290,google_electra-large-generator
A swallow,has a bill.,swallow,bird,5,-14.27863883972168,51295290,google_electra-large-generator
A parakeet,has a bill.,parakeet,bird,5,-9.287216186523438,51295290,google_electra-large-generator
An oriole,has a bill.,oriole,bird,5,-11.951339721679688,51295290,google_electra-large-generator
A mockingbird,has a bill.,mockingbird,bird,5,-11.973320960998535,51295290,google_electra-large-generator
A redbird,has a bill.,redbird,bird,5,-8.967341423034668,51295290,google_electra-large-generator
A wren,has a bill.,wren,bird,5,-11.679952621459961,51295290,google_electra-large-generator
A finch,has a bill.,finch,bird,5,-10.442051887512207,51295290,google_electra-large-generator
A starling,has a bill.,starling,bird,5,-12.765497207641602,51295290,google_electra-large-generator
A cardinal,has a bill.,cardinal,bird,5,-8.78484058380127,51295290,google_electra-large-generator
An eagle,has a bill.,eagle,bird,5,-9.46738338470459,51295290,google_electra-large-generator
A hummingbird,has a bill.,hummingbird,bird,5,-9.948012351989746,51295290,google_electra-large-generator
A seagull,has a bill.,seagull,bird,5,-10.374805450439453,51295290,google_electra-large-generator
A woodpecker,has a bill.,woodpecker,bird,5,-10.099013328552246,51295290,google_electra-large-generator
A pigeon,has a bill.,pigeon,bird,5,-10.366050720214844,51295290,google_electra-large-generator
A thrush,has a bill.,thrush,bird,5,-12.874497413635254,51295290,google_electra-large-generator
A falcon,has a bill.,falcon,bird,5,-11.665661811828613,51295290,google_electra-large-generator
A crow,has a bill.,crow,bird,5,-10.889970779418945,51295290,google_electra-large-generator
A hawk,has a bill.,hawk,bird,5,-10.251822471618652,51295290,google_electra-large-generator
A raven,has a bill.,raven,bird,5,-12.175311088562012,51295290,google_electra-large-generator
A goldfinch,has a bill.,goldfinch,bird,5,-12.352103233337402,51295290,google_electra-large-generator
A parrot,has a bill.,parrot,bird,5,-9.782150268554688,51295290,google_electra-large-generator
A sandpiper,has a bill.,sandpiper,bird,5,-11.037067413330078,51295290,google_electra-large-generator
A pheasant,has a bill.,pheasant,bird,5,-10.415255546569824,51295290,google_electra-large-generator
A catbird,has a bill.,catbird,bird,5,-9.200397491455078,51295290,google_electra-large-generator
A crane,has a bill.,crane,bird,5,-12.468308448791504,51295290,google_electra-large-generator
An albatross,has a bill.,albatross,bird,5,-11.354554176330566,51295290,google_electra-large-generator
A condor,has a bill.,condor,bird,5,-10.554595947265625,51295290,google_electra-large-generator
A toucan,has a bill.,toucan,bird,5,-11.007397651672363,51295290,google_electra-large-generator
An owl,has a bill.,owl,bird,5,-9.481569290161133,51295290,google_electra-large-generator
A pelican,has a bill.,pelican,bird,5,-10.052176475524902,51295290,google_electra-large-generator
A goose,has a bill.,goose,bird,5,-11.085304260253906,51295290,google_electra-large-generator
A vulture,has a bill.,vulture,bird,5,-10.96357250213623,51295290,google_electra-large-generator
A stork,has a bill.,stork,bird,5,-11.271027565002441,51295290,google_electra-large-generator
A buzzard,has a bill.,buzzard,bird,5,-10.981304168701172,51295290,google_electra-large-generator
A swan,has a bill.,swan,bird,5,-12.897693634033203,51295290,google_electra-large-generator
A flamingo,has a bill.,flamingo,bird,5,-10.719191551208496,51295290,google_electra-large-generator
A duck,has a bill.,duck,bird,5,-9.836685180664062,51295290,google_electra-large-generator
A peacock,has a bill.,peacock,bird,5,-10.236286163330078,51295290,google_electra-large-generator
An egret,has a bill.,egret,bird,5,-11.269054412841797,51295290,google_electra-large-generator
A chicken,has a bill.,chicken,bird,5,-10.513757705688477,51295290,google_electra-large-generator
A turkey,has a bill.,turkey,bird,5,-11.508593559265137,51295290,google_electra-large-generator
An ostrich,has a bill.,ostrich,bird,5,-11.494216918945312,51295290,google_electra-large-generator
A titmouse,has a bill.,titmouse,bird,5,-11.499085426330566,51295290,google_electra-large-generator
An emu,has a bill.,emu,bird,5,-11.111263275146484,51295290,google_electra-large-generator
A penguin,has a bill.,penguin,bird,5,-11.544782638549805,51295290,google_electra-large-generator
A bat,has a bill.,bat,bird,5,-12.793264389038086,51295290,google_electra-large-generator
A robin,has wings.,robin,bird,6,-4.084089279174805,51295290,google_electra-large-generator
A sparrow,has wings.,sparrow,bird,6,-4.994068145751953,51295290,google_electra-large-generator
A bluejay,has wings.,bluejay,bird,6,-7.598330497741699,51295290,google_electra-large-generator
A bluebird,has wings.,bluebird,bird,6,-4.813183784484863,51295290,google_electra-large-generator
A canary,has wings.,canary,bird,6,-3.7225341796875,51295290,google_electra-large-generator
A blackbird,has wings.,blackbird,bird,6,-6.737733840942383,51295290,google_electra-large-generator
A dove,has wings.,dove,bird,6,-7.775185585021973,51295290,google_electra-large-generator
A lark,has wings.,lark,bird,6,-7.644659996032715,51295290,google_electra-large-generator
A swallow,has wings.,swallow,bird,6,-10.025551795959473,51295290,google_electra-large-generator
A parakeet,has wings.,parakeet,bird,6,-7.168425559997559,51295290,google_electra-large-generator
An oriole,has wings.,oriole,bird,6,-8.213612079620361,51295290,google_electra-large-generator
A mockingbird,has wings.,mockingbird,bird,6,-4.1082963943481445,51295290,google_electra-large-generator
A redbird,has wings.,redbird,bird,6,-6.379788398742676,51295290,google_electra-large-generator
A wren,has wings.,wren,bird,6,-7.54012393951416,51295290,google_electra-large-generator
A finch,has wings.,finch,bird,6,-5.062599182128906,51295290,google_electra-large-generator
A starling,has wings.,starling,bird,6,-5.8722381591796875,51295290,google_electra-large-generator
A cardinal,has wings.,cardinal,bird,6,-7.348104476928711,51295290,google_electra-large-generator
An eagle,has wings.,eagle,bird,6,-2.3373193740844727,51295290,google_electra-large-generator
A hummingbird,has wings.,hummingbird,bird,6,-5.601675987243652,51295290,google_electra-large-generator
A seagull,has wings.,seagull,bird,6,-5.711419105529785,51295290,google_electra-large-generator
A woodpecker,has wings.,woodpecker,bird,6,-7.027688026428223,51295290,google_electra-large-generator
A pigeon,has wings.,pigeon,bird,6,-5.710172653198242,51295290,google_electra-large-generator
A thrush,has wings.,thrush,bird,6,-7.170945167541504,51295290,google_electra-large-generator
A falcon,has wings.,falcon,bird,6,-3.7187862396240234,51295290,google_electra-large-generator
A crow,has wings.,crow,bird,6,-6.2864179611206055,51295290,google_electra-large-generator
A hawk,has wings.,hawk,bird,6,-2.7125606536865234,51295290,google_electra-large-generator
A raven,has wings.,raven,bird,6,-5.673417091369629,51295290,google_electra-large-generator
A goldfinch,has wings.,goldfinch,bird,6,-8.606463432312012,51295290,google_electra-large-generator
A parrot,has wings.,parrot,bird,6,-4.32862663269043,51295290,google_electra-large-generator
A sandpiper,has wings.,sandpiper,bird,6,-5.685308456420898,51295290,google_electra-large-generator
A pheasant,has wings.,pheasant,bird,6,-7.889804840087891,51295290,google_electra-large-generator
A catbird,has wings.,catbird,bird,6,-4.642307281494141,51295290,google_electra-large-generator
A crane,has wings.,crane,bird,6,-8.059288024902344,51295290,google_electra-large-generator
An albatross,has wings.,albatross,bird,6,-6.708857536315918,51295290,google_electra-large-generator
A condor,has wings.,condor,bird,6,-3.5894880294799805,51295290,google_electra-large-generator
A toucan,has wings.,toucan,bird,6,-9.251252174377441,51295290,google_electra-large-generator
An owl,has wings.,owl,bird,6,-6.569092750549316,51295290,google_electra-large-generator
A pelican,has wings.,pelican,bird,6,-5.913646697998047,51295290,google_electra-large-generator
A goose,has wings.,goose,bird,6,-7.112692832946777,51295290,google_electra-large-generator
A vulture,has wings.,vulture,bird,6,-6.299090385437012,51295290,google_electra-large-generator
A stork,has wings.,stork,bird,6,-8.193329811096191,51295290,google_electra-large-generator
A buzzard,has wings.,buzzard,bird,6,-8.920744895935059,51295290,google_electra-large-generator
A swan,has wings.,swan,bird,6,-7.612753868103027,51295290,google_electra-large-generator
A flamingo,has wings.,flamingo,bird,6,-4.901872634887695,51295290,google_electra-large-generator
A duck,has wings.,duck,bird,6,-5.059966087341309,51295290,google_electra-large-generator
A peacock,has wings.,peacock,bird,6,-3.679623603820801,51295290,google_electra-large-generator
An egret,has wings.,egret,bird,6,-7.601719856262207,51295290,google_electra-large-generator
A chicken,has wings.,chicken,bird,6,-7.809515953063965,51295290,google_electra-large-generator
A turkey,has wings.,turkey,bird,6,-10.998010635375977,51295290,google_electra-large-generator
An ostrich,has wings.,ostrich,bird,6,-5.190084457397461,51295290,google_electra-large-generator
A titmouse,has wings.,titmouse,bird,6,-7.788973331451416,51295290,google_electra-large-generator
An emu,has wings.,emu,bird,6,-8.78185749053955,51295290,google_electra-large-generator
A penguin,has wings.,penguin,bird,6,-4.280594825744629,51295290,google_electra-large-generator
A bat,has wings.,bat,bird,6,-3.90804386138916,51295290,google_electra-large-generator
A robin,has legs and feet.,robin,bird,7,-4.502297401428223,51295290,google_electra-large-generator
A sparrow,has legs and feet.,sparrow,bird,7,-4.494841575622559,51295290,google_electra-large-generator
A bluejay,has legs and feet.,bluejay,bird,7,-6.703072547912598,51295290,google_electra-large-generator
A bluebird,has legs and feet.,bluebird,bird,7,-4.059633255004883,51295290,google_electra-large-generator
